,boston_male,boston_female,tuple,properties_male,properties_female,inc_male,inc_female,average_male,average_female,male-female
39,2.6571105,2.6105468,"('exploitative', 'cooperative')",0.55059594,0.5005805,0.28273755,0.22513884,1.1634813,1.1120888,0.0513925
24,2.0743525,1.9807695,"('dishonest', 'honest')",-0.058369376,-0.087011896,0.83877003,0.80363005,0.9515843,0.8991292,0.0524551
13,1.6506428,1.4806416,"('impolite', 'polite')",0.06182657,-0.12117951,-0.30601695,-0.3601293,0.4688175,0.3331109,0.1357066
74,1.6146183,1.6942661,"('undedicated', 'dedicated')",-0.45071647,-0.45560268,0.08391125,0.097103,0.4159377,0.4452555,-0.0293178
76,1.6098022,1.5950404,"('anxious', 'daring')",1.5064245,1.5419818,0.5417908,0.5882836,1.2193391,1.2417686,-0.0224295
71,1.6087167,1.5211676,"('diffident', 'self-confident')",2.0275316,2.0330105,0.8637641,0.81037605,1.5000041,1.4548515,0.0451526
42,1.594345,1.7713228,"('unreliable', 'reliable')",1.0653833,1.2080541,-2.193276,-2.2216425,0.1554841,0.2525781,-0.097094
73,1.4953206,1.5964838,"('helpless', 'self-reliant')",0.5822988,0.5917592,-2.8680046,-2.9891727,-0.2634617,-0.2669766,0.0035149
61,1.4429307,1.4224693,"('illogical', 'logical')",0.008518488,-0.0115908235,0.36451343,0.35753497,0.6053209,0.5894711,0.0158498
60,1.3693749,1.3052045,"('inefficient', 'efficient')",0.67246854,0.6869626,-0.20564999,-0.026002144,0.6120645,0.6553883,-0.0433238
70,1.3036166,1.3181319,"('lethargic', 'energetic')",0.96859604,0.9626403,0.760997,0.8155143,1.0110699,1.0320955,-0.0210256
10,1.2632637,1.1040843,"('unsympathetic', 'sympathetic')",0.28275573,0.16023804,0.0018654782,-0.15805753,0.5159616,0.3687549,0.1472067
31,-1.2460954,-1.1259304,"('evil', 'good')",-1.4126085,-1.3475885,-0.8067177,-0.8816433,-1.1551405,-1.1183874,-0.0367531
72,1.1407585,1.1033852,"('unambitious', 'ambitious')",1.3041743,1.2561308,-0.774152,-0.7835401,0.556927,0.5253253,0.0316017
30,1.1287569,1.0992866,"('intolerant', 'tolerant')",1.6204401,1.5083834,0.920713,0.8866859,1.2233033,1.1647852,0.0585181
40,1.1179879,1.0267227,"('stingy', 'generous')",0.5455386,0.44213977,-1.2462664,-1.5621402,0.1390867,-0.0310926,0.1701793
12,1.087493,1.1148714,"('unsupportive', 'supportive')",1.8853914,1.8206393,-1.1766275,-1.4864502,0.5987522,0.4830201,0.1157321
44,-1.0244392,-0.83674604,"('prejudiced', 'unprejudiced')",-0.7907997,-0.6146534,-1.1420118,-0.9793671,-0.9857502,-0.8102555,-0.1754947
78,-1.0123999,-1.0311024,"('nonresilient', 'resilient')",1.1302251,1.0900475,0.30503798,0.17685649,0.1409544,0.0786005,0.0623539
26,0.97052824,0.9850742,"('hardhearted', 'benevolent')",0.9951057,0.92879415,1.9295542,1.7851017,1.298396,1.23299,0.065406
16,-0.97020096,-0.94544023,"('unpopular', 'popular')",-0.65814734,-0.70981216,0.42494115,0.3800161,-0.4011357,-0.4250788,0.0239431
81,0.9694757,0.95285934,"('submissive', 'aggressive')",0.6876521,0.61229646,-1.0342876,-0.9602769,0.2076134,0.2016263,0.0059871
49,-0.96490204,-1.0120857,"('unable', 'able')",-0.75773907,-0.73102367,-0.33844864,-0.2806788,-0.6870299,-0.6745961,-0.0124338
9,0.9426749,0.81346357,"('unaffectionate', 'caring')",1.2555711,1.1157922,1.4307088,1.2044468,1.2096516,1.0445675,0.1650841
22,0.9115277,0.9832247,"('untrustworthy', 'trustworthy')",-0.62138534,-0.5144381,-0.97450584,-0.91544497,-0.2281212,-0.1488861,-0.0792351
18,0.8951555,0.8872587,"('disagreeable', 'welcoming')",-0.3941308,-0.3938798,-0.22486949,-0.24482095,0.0920517,0.0828527,0.009199
69,-0.8587494,-0.8218697,"('lazy', 'industrious')",0.30329555,0.38147518,-0.37508777,-0.5110577,-0.3101805,-0.3171507,0.0069702
65,0.84924734,0.79292244,"('insecure', 'secure')",-0.25063685,-0.2191425,-0.43265507,-0.30448583,0.0553185,0.0897647,-0.0344462
32,0.8446899,0.72606814,"('unkind', 'kind')",0.27878648,0.19710004,0.9773104,0.89501977,0.7002622,0.6060627,0.0941995
62,0.8415581,0.90572596,"('incompetent', 'brilliant')",0.5528459,0.56902355,-0.11172947,-0.0076897913,0.4275581,0.4890199,-0.0614618
23,0.828995,0.7186506,"('insincere', 'sincere')",1.1143532,1.0507747,5.557517,5.685134,2.5002883,2.4848531,0.0154352
63,0.8284034,0.7738946,"('unperceptive', 'insightful')",1.5828708,1.481444,1.1658357,0.9540047,1.1923699,1.0697811,0.1225888
87,0.7978174,0.7350931,"('unsuccessful', 'successful')",1.1686382,1.1283789,0.89159983,0.80512595,0.9526852,0.8895326,0.0631526
43,0.7928876,0.8964756,"('irresponsible', 'responsible')",0.75732875,0.79090506,0.59662485,0.52915555,0.7156138,0.7388454,-0.0232316
58,0.79265606,0.8419938,"('undiscriminating', 'discriminating')",0.7497917,0.75411254,0.3629238,0.24536353,0.6351239,0.6138233,0.0213006
56,0.7787587,0.83186305,"('impractical', 'practical')",1.0264709,1.0982563,-0.2542617,-0.26479378,0.5169893,0.5551085,-0.0381192
7,0.7498377,0.6011391,"('insensitive', 'sensitive')",1.3492792,1.2439214,1.104942,0.86015165,1.0680195,0.9017374,0.1662821
51,0.7416042,0.5695855,"('uneducated', 'educated')",-0.026293382,-0.12566552,-0.09417286,-0.04269198,0.207046,0.1337427,0.0733033
38,0.73076564,0.7374111,"('untruthful', 'truthful')",0.10474791,0.13727662,-0.051721636,-0.1277694,0.261264,0.2489728,0.0122912
41,0.7062707,0.6546113,"('unforgiving', 'forgiving')",0.0022756308,-0.060034953,0.05838063,-0.05283466,0.2556423,0.1805806,0.0750617
66,0.6869912,0.7375736,"('inactive', 'active')",0.48032972,0.45120978,1.6865458,1.5209874,0.9512889,0.9032569,0.048032
75,-0.68063295,-0.45492184,"('meek', 'impulsive')",-0.27280852,-0.15794466,-0.43954423,-0.44928092,-0.4643286,-0.3540491,-0.1102795
17,0.6360631,0.58079684,"('nasty', 'nice')",0.28225243,0.13662726,-0.42642123,-0.42271137,0.1639648,0.0982376,0.0657272
4,-0.6081507,-0.69937485,"('disliked', 'liked')",-0.21597527,-0.20370299,-6.363563,-6.712436,-2.3958963,-2.5385046,0.1426083
29,-0.57566756,-0.5345319,"('unfair', 'fair')",-0.19329932,-0.026162725,-0.30470574,-0.3146044,-0.3578909,-0.2917663,-0.0661246
36,-0.55539984,-0.5484769,"('hostile', 'amicable')",-0.899661,-0.9464332,0.6079934,0.43280515,-0.2823558,-0.3540349,0.0716791
77,-0.53721905,-0.50112087,"('unmotivated', 'motivated')",0.84097636,0.7939383,-1.1827747,-1.2409204,-0.2930058,-0.3160343,0.0230285
28,0.5219046,0.32930487,"('disloyal', 'loyal')",0.36767244,0.19403371,0.86457163,0.83686113,0.5847162,0.4533999,0.1313163
86,0.5217937,0.3654682,"('uninfluential', 'influential')",-0.39845288,-0.4735251,-0.2974795,-0.33290914,-0.0580462,-0.1469887,0.0889425
15,-0.497679,-0.50818515,"('boring', 'funny')",-0.13749328,-0.06285159,0.20176372,0.19366796,-0.1444695,-0.1257896,-0.0186799
21,0.4425003,0.4245708,"('immoral', 'moral')",1.0635674,1.1004885,-0.65402114,-0.6646733,0.2840155,0.2867953,-0.0027798
45,0.4391674,0.38329363,"('incompetent', 'competent')",-0.16003853,-0.18961516,-0.26801497,-0.3594499,0.0037046,-0.0552571,0.0589617
80,0.42902723,0.32972115,"('dominated', 'dominating')",-0.382517,-0.412872,-1.3402702,-1.232403,-0.4312533,-0.438518,0.0072647
25,0.42830774,0.3297487,"('egoistic', 'altruistic')",0.24913672,0.23449485,1.6268637,1.5579029,0.7681027,0.7073822,0.0607205
14,0.41147107,0.36583233,"('antisocial', 'social')",1.1311531,1.1536832,-0.9385339,-0.8746094,0.2013634,0.2149687,-0.0136053
67,-0.38244566,-0.19938473,"('doubtful', 'determined')",0.41335475,0.511763,-0.5208667,-0.494528,-0.1633192,-0.0607166,-0.1026026
55,0.37791672,0.38407785,"('incompetent', 'clever')",-0.08647099,-0.0944595,-0.1661551,-0.08154583,0.0417635,0.0693575,-0.027594
27,0.3758763,0.3458334,"('hardhearted', 'softhearted')",0.5099401,0.43910918,1.8025556,1.657759,0.896124,0.8142339,0.0818901
34,-0.36970073,-0.44885013,"('mean', 'honorable')",0.67426825,0.70608526,6.100726,6.2649665,2.1350978,2.1740672,-0.0389694
52,-0.3546362,-0.39442202,"('irrational', 'rational')",-0.12007316,-0.14277358,0.06300491,-0.036330722,-0.1372348,-0.1911754,0.0539406
2,0.35105908,0.61475503,"('unlikable', 'likable')",1.1858172,1.2103182,0.8300895,0.93685466,0.7889886,0.9206426,-0.131654
35,0.34943968,0.33763283,"('corrupt', 'incorrupt')",-1.6835126,-1.6323268,-0.16369261,-0.25960702,-0.4992551,-0.5181003,0.0188452
