,nisource_male,nisource_female,tuple,inc_male,inc_female,average_male,average_female,male-female
70,0.4023459,0.09884265,"('lethargic', 'energetic')",0.79220015,0.60611886,0.597273,0.3524808,0.2447922
64,0.3937988,0.42633033,"('shy', 'confident')",-6.0538373,-6.205014,-2.8300192,-2.8893418,0.0593226
49,-0.38347995,-0.29566634,"('unable', 'able')",-0.28141326,-0.20509173,-0.3324466,-0.250379,-0.0820676
83,-0.33986655,-0.38661197,"('powerless', 'powerful')",-1.2494946,-1.0859694,-0.7946805,-0.7362907,-0.0583898
25,-0.33391193,-0.37585118,"('egoistic', 'altruistic')",1.6722691,1.8590618,0.6691786,0.7416053,-0.0724267
29,-0.30309844,-0.487595,"('unfair', 'fair')",-0.42779493,-0.56313723,-0.3654467,-0.5253661,0.1599194
21,0.30182067,0.37876475,"('immoral', 'moral')",-0.63684756,-0.474565,-0.1675134,-0.0479001,-0.1196133
57,-0.29641056,-0.6032803,"('unimaginative', 'imaginative')",-1.8199829,-2.1585364,-1.0581968,-1.3809084,0.3227116
24,-0.28209049,-0.4194678,"('dishonest', 'honest')",0.47665176,0.48098364,0.0972806,0.0307579,0.0665227
56,0.28050083,0.23078145,"('impractical', 'practical')",-0.12189367,-0.020341782,0.0793036,0.1052198,-0.0259162
62,0.26846507,0.23717172,"('incompetent', 'brilliant')",0.11918705,0.11721563,0.1938261,0.1771937,0.0166324
30,0.25774008,0.36194012,"('intolerant', 'tolerant')",1.2208444,1.460959,0.7392923,0.9114496,-0.1721573
33,0.25677314,-0.039140604,"('wrong', 'right')",-0.39249277,-0.59355545,-0.0678598,-0.316348,0.2484882
7,-0.2522385,-0.36880344,"('insensitive', 'sensitive')",0.875779,0.6448037,0.3117702,0.1380001,0.1737701
27,-0.24965276,-0.46978003,"('hardhearted', 'softhearted')",1.6345496,1.3668112,0.6924484,0.4485156,0.2439328
65,0.24602857,0.40747938,"('insecure', 'secure')",-0.3439938,-0.44329506,-0.0489826,-0.0179078,-0.0310748
74,-0.243687,-0.37889925,"('undedicated', 'dedicated')",0.199344,0.17674372,-0.0221715,-0.1010778,0.0789063
17,-0.24172473,-0.1373107,"('nasty', 'nice')",-0.51215035,-0.20776288,-0.3769375,-0.1725368,-0.2044007
77,-0.24084361,-0.25444153,"('unmotivated', 'motivated')",-1.313439,-1.3324326,-0.7771413,-0.7934371,0.0162958
88,-0.23880796,-0.22816187,"('low', 'eminent')",0.059209026,0.25108966,-0.0897995,0.0114639,-0.1012634
3,-0.23574305,-0.14879718,"('repellent', 'pleasant')",0.14286755,0.21463978,-0.0464377,0.0329213,-0.079359
14,0.23057276,0.5476636,"('antisocial', 'social')",-0.5134648,-0.23871659,-0.141446,0.1544735,-0.2959195
47,0.21477763,0.20281896,"('stupid', 'smart')",5.0738955,5.1559744,2.6443365,2.6793966,-0.0350601
35,0.19211012,0.12740217,"('corrupt', 'incorrupt')",-0.16371861,-0.076485224,0.0141958,0.0254585,-0.0112627
15,-0.17807129,-0.15771882,"('boring', 'funny')",0.32532305,0.49761245,0.0736259,0.1699468,-0.0963209
61,-0.13151042,-0.10836969,"('illogical', 'logical')",0.21142311,0.19938785,0.0399563,0.0455091,-0.0055528
75,-0.1225961,-0.05976107,"('meek', 'impulsive')",-0.65418315,-0.6829191,-0.3883896,-0.3713401,-0.0170495
55,0.113501295,0.0909875,"('incompetent', 'clever')",0.21970966,0.20883828,0.1666055,0.1499129,0.0166926
40,0.074339025,-0.10387825,"('stingy', 'generous')",-1.1322868,-1.2888942,-0.5289739,-0.6963862,0.1674123
68,0.07169273,-0.08481884,"('dependent', 'independent')",-0.6420288,-0.87587386,-0.2851681,-0.4803464,0.1951783
34,0.034922495,0.08154866,"('mean', 'honorable')",5.4007573,5.541098,2.71784,2.8113234,-0.0934834
22,0.027588136,-0.10184422,"('untrustworthy', 'trustworthy')",-0.81669426,-0.9500312,-0.3945531,-0.5259377,0.1313846
46,0.027290888,-0.12637801,"('uncompetitive', 'competitive')",-0.58712554,-0.6860072,-0.2799173,-0.4061926,0.1262753
66,-0.027183644,-0.3610268,"('inactive', 'active')",0.82436836,0.5692723,0.3985924,0.1041227,0.2944697
13,0.016225785,0.12659045,"('impolite', 'polite')",-0.6450599,-0.7103878,-0.3144171,-0.2918987,-0.0225184
4,0.0020182282,-0.023221409,"('disliked', 'liked')",-5.8676925,-5.8345585,-2.932837,-2.92889,-0.003947
