,altria_male,altria_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
86,-1.7492054,-1.6059774,"('uninfluential', 'influential')",0.07451582,0.2452649,-0.67037416,-0.40427053,-0.7816879,-0.5883277,-0.1933602
1,-1.6968495,-1.624726,"('unfriendly', 'friendly')",-0.8016397,-0.5555417,1.349658,1.8376813,-0.3829437,-0.1141955,-0.2687482
31,-1.6425833,-1.3899907,"('evil', 'good')",-1.8617239,-1.8076106,-1.1191497,-1.0428342,-1.5411523,-1.4134785,-0.1276738
0,-1.4335655,-1.6396294,"('unsociable', 'sociable')",0.6519988,0.7213408,-0.67883253,-0.62319493,-0.4867997,-0.5138278,0.0270281
19,-1.3952993,-1.3358794,"('inhospitable', 'hospitable')",-2.2119985,-2.2505789,-0.37359786,-0.19854729,-1.3269653,-1.2616685,-0.0652968
53,-1.2928219,-1.2372671,"('uncreative', 'creative')",-0.30171415,-0.29552954,0.76935476,1.0754772,-0.2750604,-0.1524398,-0.1226206
85,-1.219962,-1.1170945,"('insignificant', 'prestigious')",-1.3881791,-1.7042629,0.078712896,0.17837864,-0.8431427,-0.8809929,0.0378502
6,-1.1832973,-1.078657,"('distant', 'open')",-2.3147762,-2.2014616,0.1799311,0.46434352,-1.1060475,-0.9385916,-0.1674559
29,-1.0611185,-0.72473013,"('unfair', 'fair')",-0.80678856,-0.26726267,-0.6907248,-0.49501407,-0.8528773,-0.495669,-0.3572083
79,-1.04956,-1.1941313,"('wavering', 'unwavering')",-2.226833,-2.696308,0.03284215,-0.15706028,-1.0811836,-1.3491664,0.2679828
63,-1.0228158,-0.8310405,"('unperceptive', 'insightful')",1.1671323,1.5036063,0.6428636,1.1394837,0.2623933,0.6040165,-0.3416232
66,-0.97474885,-0.9418905,"('inactive', 'active')",-0.11810261,-0.111739196,0.44484922,0.42432582,-0.2160007,-0.2097679,-0.0062328
52,-0.9721787,-1.1214312,"('irrational', 'rational')",-1.3691006,-1.5537663,0.14159696,0.08172175,-0.7332274,-0.8644919,0.1312645
67,0.9666829,0.9142869,"('doubtful', 'determined')",0.57155937,0.6408985,-0.34539625,-0.5501285,0.3976154,0.335019,0.0625964
10,-0.95386225,-1.1638991,"('unsympathetic', 'sympathetic')",0.37640083,0.54699504,-0.40932328,-0.31976423,-0.3289282,-0.3122228,-0.0167054
9,-0.932558,-1.01746,"('unaffectionate', 'caring')",-0.3432378,-0.13861956,1.065142,1.5163827,-0.0702179,0.1201011,-0.190319
73,0.92504686,1.0270236,"('helpless', 'self-reliant')",-0.2686741,-0.32151958,-3.2575037,-2.9917011,-0.8670437,-0.7620657,-0.104978
5,-0.899097,-0.8976475,"('distant', 'outgoing')",-2.0087957,-1.9704305,-0.26794058,0.07016769,-1.0586111,-0.9326367,-0.1259744
16,-0.874281,-0.94594955,"('unpopular', 'popular')",-0.42311427,-0.6905371,0.6343099,0.34593874,-0.2210284,-0.4301826,0.2091542
57,-0.8589205,-1.0183101,"('unimaginative', 'imaginative')",-0.12147179,-0.1692743,-2.7602906,-2.5966284,-1.2468944,-1.2614043,0.0145099
8,-0.8415395,-0.76629704,"('unaffectionate', 'affectionate')",-0.52130145,-0.48682123,0.6207971,0.9738791,-0.2473479,-0.0930797,-0.1542682
45,-0.8260544,-0.7811278,"('incompetent', 'competent')",0.6957406,0.77565914,-0.49056366,-0.30786788,-0.2069592,-0.1044455,-0.1025137
60,0.8088412,0.6160524,"('inefficient', 'efficient')",2.2603385,2.599625,0.031604253,0.29164675,1.0335947,1.1691081,-0.1355134
30,0.8023273,0.7057173,"('intolerant', 'tolerant')",0.969233,1.0303444,1.1510298,1.0448328,0.9741967,0.9269648,0.0472319
36,-0.79322654,-0.8777517,"('hostile', 'amicable')",-2.1201973,-2.5353534,0.085912555,-0.18040042,-0.9425038,-1.1978351,0.2553313
4,-0.7680334,-0.7343684,"('disliked', 'liked')",-0.6987722,-1.0156804,-6.5449734,-6.573961,-2.6705929,-2.77467,0.1040771
58,-0.7607082,-0.39473093,"('undiscriminating', 'discriminating')",0.4411956,0.8082804,-0.41576973,-0.04989153,-0.2450941,0.1212193,-0.3663134
61,-0.74735767,-1.0824747,"('illogical', 'logical')",-0.38000637,-0.35606897,-0.01714753,0.05342008,-0.3815039,-0.4617079,0.080204
51,-0.74464524,-0.76587236,"('uneducated', 'educated')",0.530336,0.5252781,0.27962893,0.37816966,0.0217732,0.0458585,-0.0240853
81,0.720857,0.3525798,"('submissive', 'aggressive')",2.5339801,2.4049828,-0.34201044,-0.577776,0.9709422,0.7265956,0.2443466
83,-0.71906865,-0.5811443,"('powerless', 'powerful')",0.065714,0.084364325,-1.1166856,-0.99985707,-0.5900134,-0.498879,-0.0911344
28,-0.71143085,-0.5325999,"('disloyal', 'loyal')",-0.16621846,0.019421175,0.7728186,0.92426175,-0.0349436,0.1370277,-0.1719713
35,0.7096105,0.74606735,"('corrupt', 'incorrupt')",-2.267872,-2.3603506,-0.38346732,-0.39479166,-0.647243,-0.6696916,0.0224486
87,-0.69575477,-0.93787515,"('unsuccessful', 'successful')",1.1107197,0.7889363,0.58427984,0.6333464,0.3330816,0.1614692,0.1716124
77,-0.6790558,-0.7628323,"('unmotivated', 'motivated')",0.67128134,0.7460536,-1.1372997,-1.0886214,-0.3816914,-0.3684667,-0.0132247
76,0.65502834,0.44352815,"('anxious', 'daring')",1.3297712,1.0022407,0.4077723,0.1784799,0.797524,0.5414162,0.2561078
46,-0.6455885,-0.62155163,"('uncompetitive', 'competitive')",1.762277,1.9331262,-0.9572895,-0.83330894,0.053133,0.1594219,-0.1062889
82,-0.6424779,-0.75507325,"('poor', 'rich')",0.48551074,0.140491,6.2973146,6.2765293,2.0467825,1.8873158,0.1594667
75,0.6164274,0.3994024,"('meek', 'impulsive')",-1.0204843,-1.3757153,-0.3355856,-0.38503492,-0.2465475,-0.4537826,0.2072351
72,-0.6019491,-0.61748123,"('unambitious', 'ambitious')",0.8202891,0.9345317,-0.7564095,-0.43080348,-0.1793565,-0.0379177,-0.1414388
39,0.5847702,0.5062924,"('exploitative', 'cooperative')",1.7764796,1.8292185,0.21614034,0.07406365,0.8591301,0.8031915,0.0559386
44,0.57503843,0.37397212,"('prejudiced', 'unprejudiced')",-0.3321522,-0.51884454,-1.1406811,-1.4116701,-0.299265,-0.5188475,0.2195825
78,-0.552442,-0.41373235,"('nonresilient', 'resilient')",0.8131533,1.0448543,-0.1716124,0.10980607,0.0296996,0.246976,-0.2172764
12,-0.5375162,-0.45802936,"('unsupportive', 'supportive')",0.8606676,1.1045796,-1.8145682,-1.4951007,-0.4971389,-0.2828502,-0.2142887
38,-0.5197205,-0.74719197,"('untruthful', 'truthful')",-0.86204517,-0.9742557,0.21768281,0.21124592,-0.3880276,-0.5034006,0.115373
2,0.48791692,0.24393684,"('unlikable', 'likable')",1.6983991,1.3031588,0.755985,0.6714109,0.980767,0.7395021,0.2412649
59,0.4544193,0.7950619,"('foolish', 'wise')",-1.5066465,-1.3764987,0.52579427,0.68055964,-0.1754777,0.0330409,-0.2085186
88,-0.4453509,-0.686672,"('low', 'eminent')",-0.7859937,-1.1958321,0.23386666,0.19385616,-0.3324926,-0.5628827,0.2303901
69,0.44309458,0.4841135,"('lazy', 'industrious')",-0.075141296,0.085136235,-0.65130204,-0.6127963,-0.0944496,-0.0145155,-0.0799341
54,-0.42104408,-0.4725584,"('incapable', 'capable')",-0.18249922,-0.28692502,1.1623479,1.1623409,0.1862682,0.1342858,0.0519824
23,-0.4003538,-0.5483985,"('insincere', 'sincere')",0.8319414,0.84930104,6.040441,6.0266023,2.1573429,2.1091682,0.0481747
37,0.38514626,0.8395873,"('fake', 'genuine')",-0.4691537,0.0554977,0.19231342,0.6143057,0.036102,0.5031302,-0.4670282
26,-0.3686054,-0.3734016,"('hardhearted', 'benevolent')",0.7014897,0.6162023,1.2665772,1.2627802,0.5331539,0.5018603,0.0312936
40,-0.3458231,0.09737039,"('stingy', 'generous')",0.3125025,0.7035355,-2.0185146,-1.535953,-0.6839451,-0.2450157,-0.4389294
32,-0.3370367,-0.7952701,"('unkind', 'kind')",1.0345719,0.8870873,1.0355425,0.97424525,0.5776925,0.3553542,0.2223383
50,0.3283938,0.5091921,"('clumsy', 'skillful')",-0.6239095,-0.7098404,0.18051943,0.40997952,-0.0383321,0.0697771,-0.1081092
17,-0.32223752,-0.38534972,"('nasty', 'nice')",-1.0980546,-1.0185132,-0.29704803,-0.52191824,-0.5724467,-0.6419271,0.0694804
21,0.32168996,0.00018138997,"('immoral', 'moral')",1.0600038,0.9464039,-0.6454129,-0.83496034,0.2454269,0.0372083,0.2082186
27,-0.31828454,-0.010867702,"('hardhearted', 'softhearted')",-0.87774473,-0.20365752,0.853025,1.4492772,-0.1143348,0.411584,-0.5259188
18,-0.31495842,-0.4623379,"('disagreeable', 'welcoming')",-0.32360038,-0.5196389,-0.47629854,-0.36836538,-0.3716191,-0.4501141,0.078495
41,-0.29850885,-0.63202906,"('unforgiving', 'forgiving')",0.8807156,0.72719383,0.08017248,-0.04747446,0.2207931,0.0158968,0.2048963
20,0.28692418,0.45948285,"('rough', 'thoughtful')",1.3373283,1.5023302,0.951329,1.1627603,0.8585272,1.0415244,-0.1829972
3,-0.28106868,-0.36501482,"('repellent', 'pleasant')",1.3275987,1.2830801,0.5656515,0.20628807,0.5373938,0.3747845,0.1626093
13,-0.26150587,-0.4113173,"('impolite', 'polite')",0.1288634,0.1595352,-0.27547213,-0.15647657,-0.1360382,-0.1360862,4.8e-05
80,0.25090307,0.21565706,"('dominated', 'dominating')",1.2994978,1.257839,-1.2836626,-1.2744372,0.0889128,0.0663529,0.0225599
56,0.2328907,-0.0745664,"('impractical', 'practical')",1.6609398,1.5870404,0.37543333,0.2153015,0.7564212,0.5759252,0.180496
74,-0.23236482,-0.49092925,"('undedicated', 'dedicated')",1.1336337,1.0373877,-0.20037872,-0.1279054,0.2336301,0.1395177,0.0941124
24,-0.22221532,-0.2568206,"('dishonest', 'honest')",-0.17536038,0.010796037,0.6881812,0.8722464,0.0968685,0.2087406,-0.1118721
68,-0.21245268,0.24447083,"('dependent', 'independent')",-0.41224787,0.17622867,-0.88453716,-0.44278935,-0.5030793,-0.0073633,-0.495716
49,0.20806696,0.2469385,"('unable', 'able')",-0.45905223,-0.56482434,-0.08970266,0.16717641,-0.1135626,-0.0502365,-0.0633261
43,-0.18163896,-0.28118652,"('irresponsible', 'responsible')",1.3497803,1.3094888,0.6727697,0.59164906,0.613637,0.5399837,0.0736533
25,0.15485004,0.00075337104,"('egoistic', 'altruistic')",0.0022948757,-0.24755003,1.4825119,1.3171206,0.5465523,0.3567746,0.1897777
84,0.15385246,0.17556211,"('inferior', 'superior')",0.118692175,0.40568498,0.392148,0.7741494,0.2215642,0.4517988,-0.2302346
62,0.13390766,0.34336647,"('incompetent', 'brilliant')",1.49626,1.7231896,0.34817854,0.73740435,0.6594487,0.9346534,-0.2752047
70,0.12774666,0.08201913,"('lethargic', 'energetic')",0.94019353,0.93564504,0.5751826,0.6546482,0.5477076,0.5574375,-0.0097299
33,-0.12518428,0.008372702,"('wrong', 'right')",-0.7859512,-0.68089604,-0.7697074,-0.42577165,-0.560281,-0.3660983,-0.1941827
15,0.12407428,-0.08685164,"('boring', 'funny')",-0.9476449,-1.3208852,0.41588244,0.30731282,-0.1358961,-0.366808,0.2309119
22,-0.11255038,-0.1348595,"('untrustworthy', 'trustworthy')",0.8532448,0.9864294,-1.0228827,-0.8067499,-0.0940628,0.01494,-0.1090028
7,0.11066162,0.057616636,"('insensitive', 'sensitive')",0.3380311,0.5851648,0.38470688,0.7509715,0.2777999,0.4645843,-0.1867844
11,0.11020002,-0.17608078,"('unhelpful', 'helpful')",0.27478674,0.20433964,2.0705466,2.1844978,0.8185112,0.7375855,0.0809257
34,-0.09680843,-0.13342099,"('mean', 'honorable')",0.17369571,0.28964925,5.916338,5.980655,1.9977417,2.0456278,-0.0478861
14,0.09451001,-0.23975424,"('antisocial', 'social')",2.1696453,2.0954134,-0.4848169,-0.9610054,0.5931128,0.298218,0.2948948
55,-0.0841852,-0.0032865945,"('incompetent', 'clever')",1.5745255,1.6515304,-0.14049865,0.0136690065,0.4499472,0.5539709,-0.1040237
42,0.084022336,0.09703861,"('unreliable', 'reliable')",1.0218861,1.0140342,-2.7806485,-2.585937,-0.5582467,-0.4916214,-0.0666253
48,-0.07450794,0.3191218,"('unintelligent', 'intelligent')",0.1558178,0.56485593,0.36598113,0.77980363,0.149097,0.5545938,-0.4054968
47,0.05058016,-0.13815174,"('stupid', 'smart')",1.0311314,1.0376741,5.7625446,5.7394443,2.2814188,2.2129889,0.0684299
71,-0.029272396,-0.1148635,"('diffident', 'self-confident')",0.09302132,0.029281847,0.46905562,0.6070458,0.1776015,0.1738214,0.0037801
65,-0.026272433,-0.24361561,"('insecure', 'secure')",1.3406243,1.2590567,-0.18865876,-0.19362757,0.3752311,0.2739378,0.1012933
64,-0.016863942,-0.13074711,"('shy', 'confident')",1.1116911,1.148215,-6.3359733,-6.449491,-1.7470487,-1.8106743,0.0636256
