,pitney_male,pitney_female,tuple,bowes_male,bowes_female,inc_male,inc_female,average_male,average_female,male-female
63,-0.8457451,-0.8796647,"('unperceptive', 'insightful')",-0.31091186,-0.29336417,1.0188186,0.95109415,-0.0459461,-0.0739783,0.0280322
72,-0.831583,-0.9440077,"('unambitious', 'ambitious')",-0.764626,-0.83184147,-0.84566915,-0.60096973,-0.8139594,-0.792273,-0.0216864
28,-0.8131974,-0.91675156,"('disloyal', 'loyal')",-1.1441272,-1.1587287,1.1172627,1.2246764,-0.2800206,-0.2836013,0.0035807
13,-0.79174805,-0.9897408,"('impolite', 'polite')",-0.11179261,-0.3783068,-0.55479807,-0.48300272,-0.4861129,-0.6170168,0.1309039
4,0.7671789,1.1746303,"('disliked', 'liked')",0.3163258,0.75875074,-5.881715,-6.246645,-1.5994034,-1.4377546,-0.1616488
46,-0.7228936,-0.9986778,"('uncompetitive', 'competitive')",-0.45560464,-0.6827699,-0.3655177,-0.6920941,-0.514672,-0.7911806,0.2765086
30,-0.71697056,-0.7305931,"('intolerant', 'tolerant')",0.097945765,0.009830631,0.74464625,0.86707413,0.0418738,0.0487706,-0.0068968
82,-0.70936054,-0.54254967,"('poor', 'rich')",-0.40423608,-0.32371858,5.489968,5.813487,1.4587905,1.649073,-0.1902825
81,-0.6914757,-0.86729825,"('submissive', 'aggressive')",-0.06326671,-0.4820249,-1.1502588,-1.1447856,-0.6350004,-0.8313696,0.1963692
47,-0.683591,-0.8018044,"('stupid', 'smart')",0.50447,0.3491817,4.48038,4.7569413,1.433753,1.4347728,-0.0010198
50,0.67924637,0.48830545,"('clumsy', 'skillful')",0.6445127,0.40405142,0.34095186,0.14685763,0.5549037,0.3464048,0.2084989
39,-0.65384436,-0.8209837,"('exploitative', 'cooperative')",0.16834982,-0.1269817,0.036260545,0.107784316,-0.1497447,-0.2800604,0.1303157
16,-0.60991085,-0.57192487,"('unpopular', 'popular')",-0.9986778,-0.9634574,-0.17152542,-0.45167837,-0.5933714,-0.6623536,0.0689822
36,0.5787065,0.6798563,"('hostile', 'amicable')",0.029071894,0.26032123,0.59180844,0.3160197,0.3998623,0.4187324,-0.0188701
12,-0.5607809,-0.4869908,"('unsupportive', 'supportive')",-0.09064745,0.06483855,-1.5452721,-1.6033486,-0.7322335,-0.6751669,-0.0570666
22,-0.5527282,-0.57836604,"('untrustworthy', 'trustworthy')",0.22522916,0.3371674,-0.5931857,-0.55314624,-0.3068949,-0.2647816,-0.0421133
87,0.55271417,0.15033555,"('unsuccessful', 'successful')",0.41188717,-0.479721,0.8940351,0.46076933,0.6195455,0.0437946,0.5757509
37,0.5230256,0.5810214,"('fake', 'genuine')",0.18102813,0.038355947,0.6441025,0.888218,0.4493854,0.5025318,-0.0531464
83,-0.503922,-0.5793997,"('powerless', 'powerful')",-0.6241386,-0.58629566,-1.1704707,-1.0605586,-0.7661771,-0.7420847,-0.0240924
55,-0.50343883,-0.6822683,"('incompetent', 'clever')",0.25903115,0.10057873,-0.15283328,-0.18213727,-0.1324137,-0.2546089,0.1221952
20,-0.5008984,-0.5659116,"('rough', 'thoughtful')",-0.025392842,0.082497776,0.97980213,0.87555903,0.1511703,0.1307151,0.0204552
56,-0.49776298,-0.44069758,"('impractical', 'practical')",0.58035773,0.55557543,-0.6372439,-0.3326385,-0.1848831,-0.0725869,-0.1122962
51,-0.48568526,-0.6455941,"('uneducated', 'educated')",-0.086303,-0.30482242,-0.04661167,-0.15605116,-0.2062,-0.3688226,0.1626226
84,0.48214096,0.26995432,"('inferior', 'superior')",-0.07741137,-0.20837063,0.7568771,0.6801175,0.3872023,0.2472337,0.1399686
61,-0.48143804,-0.5910637,"('illogical', 'logical')",-0.5585724,-0.68402606,0.39066884,0.30953243,-0.2164472,-0.3218524,0.1054052
34,-0.4771176,-0.4550929,"('mean', 'honorable')",-0.2642212,-0.23964596,5.428425,5.647143,1.562362,1.6508013,-0.0884393
76,-0.47590363,-0.3477027,"('anxious', 'daring')",0.05428772,0.067918114,-0.14756963,0.16395965,-0.1897285,-0.0386083,-0.1511202
74,0.46912286,0.5193858,"('undedicated', 'dedicated')",-0.054918706,0.1203916,0.3092682,0.29055405,0.2411575,0.3101105,-0.068953
9,-0.44971845,-0.6692637,"('unaffectionate', 'caring')",-0.44204733,-0.6523247,1.3576163,1.3918486,0.1552835,0.0234201,0.1318634
80,-0.43578458,-0.5387788,"('dominated', 'dominating')",0.11455341,-0.2620753,-1.2635652,-1.3942835,-0.5282655,-0.7317125,0.203447
40,-0.41846764,-0.24441418,"('stingy', 'generous')",-0.8099383,-0.4328589,-1.4526144,-1.6299375,-0.8936734,-0.7690702,-0.1246032
67,0.4139197,0.32195652,"('doubtful', 'determined')",0.15298304,-0.027691469,-0.672,-0.48010972,-0.0350324,-0.0619482,0.0269158
70,-0.3720924,-0.41991448,"('lethargic', 'energetic')",-0.08037014,-0.15796319,1.0025907,1.1560154,0.183376,0.1927126,-0.0093366
38,-0.35283065,-0.18071488,"('untruthful', 'truthful')",-0.3996482,-0.25059187,-0.2883054,-0.08017782,-0.3469281,-0.1704949,-0.1764332
0,-0.34836248,-0.61067426,"('unsociable', 'sociable')",-0.3047312,-0.6041669,-0.43635005,-0.639489,-0.3631479,-0.61811,0.2549621
66,0.34730515,0.36869627,"('inactive', 'active')",0.19698158,-0.023233727,0.9569052,0.7899708,0.5003973,0.3784778,0.1219195
54,-0.3179854,-0.5127825,"('incapable', 'capable')",-0.6030618,-0.85638756,1.0187496,1.1572737,0.0325675,-0.0706321,0.1031996
42,0.31139338,0.4013983,"('unreliable', 'reliable')",0.3633035,0.51670504,-2.801301,-2.7574897,-0.708868,-0.6131288,-0.0957392
14,-0.30568835,-0.49755716,"('antisocial', 'social')",0.3630535,0.15123682,-0.5536209,-0.56631315,-0.1654186,-0.3042112,0.1387926
15,0.29991785,0.35827854,"('boring', 'funny')",0.54884017,0.5985937,0.70764965,0.73249865,0.5188026,0.5631236,-0.044321
71,0.27364132,0.24330088,"('diffident', 'self-confident')",0.58463407,0.37920764,0.48319328,0.35209706,0.4471562,0.3248685,0.1222877
25,0.2681513,0.25156572,"('egoistic', 'altruistic')",0.050372213,0.121127434,1.3741174,1.3177649,0.5642136,0.563486,0.0007276
57,-0.25560287,-0.20868042,"('unimaginative', 'imaginative')",-0.25502425,-0.1558162,-1.6541154,-1.9172257,-0.7215808,-0.7605741,0.0389933
31,-0.24380429,0.16120338,"('evil', 'good')",-0.70660466,-0.15160929,-0.7894315,-0.9510301,-0.5799468,-0.313812,-0.2661348
45,0.23554808,0.25304192,"('incompetent', 'competent')",0.41571045,0.4126179,0.21606542,0.14889519,0.289108,0.2715183,0.0175897
41,-0.22548726,-0.09649722,"('unforgiving', 'forgiving')",0.49772137,0.69649863,0.062853485,-0.13217336,0.1116959,0.1559427,-0.0442468
29,0.1966105,0.49082154,"('unfair', 'fair')",-0.49866375,-0.11208135,-0.2777227,-0.18046626,-0.1932586,0.0660913,-0.2593499
7,-0.19300193,-0.39467898,"('insensitive', 'sensitive')",0.06439127,-0.19006367,1.0863408,1.0470673,0.3192434,0.1541082,0.1651352
52,-0.1491608,-0.16535142,"('irrational', 'rational')",-1.0091951,-0.9898459,-0.030645337,-0.3186116,-0.3963338,-0.4912696,0.0949358
85,0.14586139,0.055101752,"('insignificant', 'prestigious')",-0.29230812,-0.21179773,0.4786605,0.15674512,0.1107379,1.64e-05,0.1107215
26,-0.13801515,-0.33119804,"('hardhearted', 'benevolent')",-0.11734673,-0.1643104,2.263602,1.8955564,0.6694134,0.4666827,0.2027307
19,0.13519523,0.4204647,"('inhospitable', 'hospitable')",0.56853694,0.7147078,0.1437778,0.1637592,0.2825033,0.4329772,-0.1504739
58,0.13008958,0.15949687,"('undiscriminating', 'discriminating')",-0.07380468,0.10259411,0.49070972,0.4194161,0.1823315,0.227169,-0.0448375
79,0.116560705,0.2909398,"('wavering', 'unwavering')",-0.36309317,-0.05546611,0.4269516,0.50875455,0.0601397,0.2480761,-0.1879364
17,-0.09935613,0.019457422,"('nasty', 'nice')",0.06012842,0.20774214,-0.36144167,-0.37772235,-0.1335565,-0.0501743,-0.0833822
64,-0.08072433,-0.28335464,"('shy', 'confident')",-0.09163221,-0.2955809,-6.3893013,-6.6729054,-2.1872193,-2.4172804,0.2300611
33,-0.07869755,-0.15408102,"('wrong', 'right')",0.6012789,0.47940138,-0.4262154,-0.64183694,0.032122,-0.1055055,0.1376275
2,-0.07841368,-0.038419142,"('unlikable', 'likable')",0.05547685,-0.0047546066,0.12241845,0.15689951,0.0331605,0.0379086,-0.0047481
44,-0.0688027,0.011978553,"('prejudiced', 'unprejudiced')",-0.08161054,-0.1774283,-1.8534952,-1.7746333,-0.6679695,-0.6466943,-0.0212752
6,0.036021337,0.45541537,"('distant', 'open')",-0.6518559,-0.18647096,0.45480078,0.6687776,-0.0536779,0.312574,-0.3662519
5,0.03337076,0.38565564,"('distant', 'outgoing')",-0.69496864,-0.26436642,-0.06554318,0.16602877,-0.2423804,0.0957727,-0.3381531
59,-0.027079465,0.0022480488,"('foolish', 'wise')",-0.2180885,-0.22179565,0.11645237,0.13148397,-0.0429052,-0.0293545,-0.0135507
8,0.0012720497,-0.14173692,"('unaffectionate', 'affectionate')",-0.059095457,-0.07250308,1.2004709,1.2842,0.3808825,0.3566533,0.0242292
