,robert_male,robert_female,tuple,half_male,half_female,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
52,-1.6582565,-1.5335313,"('irrational', 'rational')",-3.4080722,-2.8355496,-1.1756989,-1.2310926,-0.3263962,-0.28206313,-1.6421059,-1.4705591,-0.1715468
86,1.6557549,1.5424932,"('uninfluential', 'influential')",1.158279,0.7110586,-0.045034483,-0.044900548,-0.21137293,-0.21174386,0.6394067,0.4992269,0.1401798
51,1.6324558,1.4891256,"('uneducated', 'educated')",1.4469174,0.99538213,0.20204808,0.18410853,0.8916463,0.9006862,1.0432669,0.8923256,0.1509413
23,1.5907844,1.2278233,"('insincere', 'sincere')",3.1821678,2.7387128,0.3104858,0.3164345,5.8519654,5.5454636,2.733851,2.4571085,0.2767425
37,1.5582983,1.3963473,"('fake', 'genuine')",0.7311796,0.7534239,-0.5531123,-0.51350236,0.3347519,0.5070196,0.5177794,0.5358221,-0.0180427
48,1.5317248,0.98374504,"('unintelligent', 'intelligent')",1.5430733,0.87125957,0.31262863,0.17348461,0.5296146,0.27899864,0.9792604,0.5768719,0.4023885
43,1.5286932,1.3643804,"('irresponsible', 'responsible')",3.1551821,2.7368383,-0.12647195,-0.052949157,0.69731903,0.75401,1.3136805,1.20057,0.1131105
7,1.5286443,1.2619479,"('insensitive', 'sensitive')",2.05719,1.5900103,0.023389354,-0.03253241,1.1582944,0.8725,1.1918795,0.9229814,0.2688981
39,1.5147399,1.2769566,"('exploitative', 'cooperative')",1.7220023,1.8060461,1.0505164,1.1828072,0.38286605,0.29263714,1.167531,1.1396118,0.0279192
64,1.5094131,1.2352939,"('shy', 'confident')",0.1662965,-0.6401786,0.08873077,-0.23013711,-5.6985273,-5.513455,-0.9835217,-1.2871192,0.3035975
56,1.4665112,1.5352666,"('impractical', 'practical')",3.5984783,3.5556767,1.1495551,1.1567397,-0.053639084,-0.007350236,1.5402265,1.5600832,-0.0198567
0,1.3005329,1.29354,"('unsociable', 'sociable')",2.3643,2.0862823,0.1622719,0.30605805,-0.32409388,-0.39573485,0.8757528,0.8225363,0.0532165
22,1.251368,0.93691003,"('untrustworthy', 'trustworthy')",1.7745855,1.4258673,0.38229626,0.21465975,-0.56519604,-0.71927094,0.7107635,0.4645415,0.246222
17,-1.2081035,-1.0534267,"('nasty', 'nice')",-0.6171701,-0.04969696,-1.4174312,-1.311024,-0.90957534,-0.8800715,-1.0380701,-0.8235548,-0.2145153
12,1.1686988,1.0468318,"('unsupportive', 'supportive')",0.39388826,0.16876493,-0.3299251,-0.2802338,-1.4777579,-1.2327008,-0.061274,-0.0743345,0.0130605
66,-1.1681994,-0.75919944,"('inactive', 'active')",-1.2853396,-0.8960409,0.3666598,0.5343421,0.47133252,0.7290811,-0.4038866,-0.0979543,-0.3059323
30,1.1676215,1.1668748,"('intolerant', 'tolerant')",2.7499485,2.5652475,0.7674658,0.8801029,1.550014,1.3903573,1.5587624,1.5006456,0.0581168
2,1.1589136,1.2662907,"('unlikable', 'likable')",0.49095845,0.40736908,0.7736709,0.90460753,0.49940413,0.7005215,0.7307368,0.8196972,-0.0889604
16,-1.1406152,-1.1321509,"('unpopular', 'popular')",-2.4340346,-2.301092,-0.09360212,-0.30530122,0.34723926,0.27381957,-0.8302532,-0.8661811,0.0359279
45,1.1250994,1.3064985,"('incompetent', 'competent')",1.4924376,1.3831681,-0.31144848,-0.35083374,-0.28318238,-0.46813226,0.5057265,0.4676752,0.0380513
19,-1.0991036,-0.73492694,"('inhospitable', 'hospitable')",-1.1148671,-0.46180966,-1.3590139,-1.0464518,-0.48474362,-0.14126098,-1.0144321,-0.5961124,-0.4183197
32,1.0687582,0.9970979,"('unkind', 'kind')",1.1360846,0.97935426,-0.27287588,-0.07648315,1.1765262,1.3960946,0.7771233,0.8240159,-0.0468926
50,-1.0411241,-1.0989639,"('clumsy', 'skillful')",-2.2409444,-2.507243,-0.5283981,-0.6179401,0.24991079,0.41499227,-0.8901389,-0.9522886,0.0621497
27,-1.0370535,-1.2005787,"('hardhearted', 'softhearted')",0.08032626,-0.06281824,-0.77196175,-0.7320451,0.9223134,0.7778877,-0.2015939,-0.3043886,0.1027947
11,1.0101256,0.78765684,"('unhelpful', 'helpful')",1.3129114,0.6665223,-0.21441697,-0.14424953,2.3685756,2.3713791,1.1192989,0.9203272,0.1989717
8,-0.9920145,-1.040421,"('unaffectionate', 'affectionate')",-1.4451417,-1.1782275,-0.70764554,-0.6452094,0.05507113,0.3300827,-0.7724326,-0.6334438,-0.1389888
67,0.95551735,1.13615,"('doubtful', 'determined')",0.46862185,0.4652125,0.44446528,0.567519,-0.47308305,-0.44610474,0.3488804,0.4306942,-0.0818138
63,0.92445654,1.0152566,"('unperceptive', 'insightful')",0.5922504,0.16881762,0.43451616,0.4618892,1.2652023,1.3686193,0.8041064,0.7536457,0.0504607
59,-0.9057672,-0.9244322,"('foolish', 'wise')",-3.0094035,-3.0582788,0.020246075,-0.061116174,0.13687485,0.25457302,-0.9395124,-0.9473135,0.0078011
47,0.9020421,0.7473425,"('stupid', 'smart')",0.3892902,0.28988212,-0.056155752,-0.112106144,4.861358,4.4126425,1.5241337,1.3344402,0.1896935
77,0.8238758,0.6699592,"('unmotivated', 'motivated')",1.3187146,0.65539,-0.1517953,-0.2125577,-0.9795028,-1.0449901,0.2528231,0.0169504,0.2358727
87,0.7741302,0.8902871,"('unsuccessful', 'successful')",-0.16685331,-0.49633056,1.4138517,1.3906145,1.0147815,1.1546221,0.7589775,0.7347983,0.0241792
83,0.7504207,0.7776,"('powerless', 'powerful')",-0.20181116,-0.5810948,0.018419612,-0.010402426,-0.6507081,-0.61656207,-0.0209197,-0.1076148,0.0866951
28,0.7265155,0.8712799,"('disloyal', 'loyal')",0.78622246,0.6072861,-0.24123481,-0.109676465,0.7313587,0.8975481,0.5007155,0.5666094,-0.0658939
44,-0.6950782,-0.75566125,"('prejudiced', 'unprejudiced')",-1.283208,-1.545302,-0.14196761,-0.22613724,-1.4750535,-1.5597297,-0.8988268,-1.0217075,0.1228807
74,0.6498079,0.79939705,"('undedicated', 'dedicated')",0.7002513,0.53939927,0.021421399,0.22766176,0.038185235,0.46389797,0.3524165,0.507589,-0.1551725
49,-0.6360808,-0.8769863,"('unable', 'able')",0.14625171,-0.14209077,-0.1679348,-0.25192854,-0.24680734,-0.342796,-0.2261428,-0.4034504,0.1773076
42,0.6247519,0.74058324,"('unreliable', 'reliable')",0.5148815,0.2969954,-0.35366866,-0.4570901,-3.0432165,-2.7610273,-0.5643129,-0.5451347,-0.0191782
54,-0.6160934,-0.82001877,"('incapable', 'capable')",0.22040835,-0.08738463,-0.08118811,-0.117337264,0.89351755,0.9711045,0.1041611,-0.013409,0.1175701
72,0.60896814,0.38933358,"('unambitious', 'ambitious')",1.4039463,0.8847812,-0.3717647,-0.5893229,-0.73470396,-0.7969428,0.2266115,-0.0280377,0.2546492
29,-0.5425691,-0.5862666,"('unfair', 'fair')",-0.6411172,-0.37654117,-0.9409247,-0.9874564,-0.49267402,-0.63358474,-0.6543213,-0.6459622,-0.0083591
58,0.53998077,0.32793373,"('undiscriminating', 'discriminating')",0.30957747,0.40898448,-0.08955256,-0.14402509,0.33116263,0.1705243,0.2727921,0.1908544,0.0819377
84,0.50656736,0.23983459,"('inferior', 'superior')",0.30135828,0.22921284,0.9522649,0.82011545,1.0811704,1.0441724,0.7103403,0.5833338,0.1270065
57,0.4931666,0.3982986,"('unimaginative', 'imaginative')",1.5060251,1.1447853,-0.7730715,-0.86579853,-2.1502025,-1.9265691,-0.2310206,-0.3123209,0.0813003
25,-0.46643925,-0.42447942,"('egoistic', 'altruistic')",-0.8568135,-0.4551237,0.15424037,0.33232722,1.099739,1.2868712,-0.0173183,0.1848988,-0.2022171
68,0.45577806,0.3317167,"('dependent', 'independent')",0.7470714,0.50396264,-0.20960914,-0.30014163,-0.53724223,-0.73138505,0.1139995,-0.0489618,0.1629613
18,-0.4331629,-0.4841109,"('disagreeable', 'welcoming')",-0.37642682,-0.57704157,1.1150683,1.054479,-0.16118838,-0.17924355,0.0360725,-0.0464793,0.0825518
34,-0.39752942,-0.2915967,"('mean', 'honorable')",-0.6790177,-0.35199875,0.45530936,0.61295986,5.8649135,5.767343,1.3109189,1.4341769,-0.123258
78,-0.3895914,-0.61529833,"('nonresilient', 'resilient')",0.028909422,-0.4543811,0.19315013,0.058336876,0.61792403,0.6383109,0.112598,-0.0932579,0.2058559
20,0.37973693,0.14877425,"('rough', 'thoughtful')",1.0045613,0.90871894,0.108282864,0.22137052,1.0593687,1.0485859,0.6379875,0.5818624,0.0561251
82,0.33947664,0.088546336,"('poor', 'rich')",0.375803,0.06376141,-0.45289066,-0.5747055,5.7330136,5.717655,1.4988507,1.3238144,0.1750363
40,0.33500957,0.5046931,"('stingy', 'generous')",0.16926886,0.25228745,-0.108513735,0.016421016,-1.282752,-1.0687547,-0.2217468,-0.0738383,-0.1479085
73,-0.319248,-0.06194009,"('helpless', 'self-reliant')",0.3161622,0.63213354,0.29073393,0.30058178,-3.0574148,-2.7876956,-0.6924416,-0.4792301,-0.2132115
53,-0.26245546,-0.15667266,"('uncreative', 'creative')",-0.6781738,-0.6152736,-0.90156436,-0.69289446,0.72640836,1.1069232,-0.2789463,-0.0894794,-0.1894669
9,-0.25767213,-0.25170317,"('unaffectionate', 'caring')",-0.41046408,-0.045580424,-0.17256415,-0.026232637,0.894156,1.0132732,0.0133639,0.1724392,-0.1590753
71,0.12008084,0.3086493,"('diffident', 'self-confident')",-1.0624251,-0.9211756,0.6492417,0.70324874,0.22337855,0.24635193,-0.017431,0.0842686,-0.1016996
33,-0.10445572,0.028677784,"('wrong', 'right')",-0.9310396,-0.61343575,0.6593028,0.6940704,-0.7061391,-0.6225239,-0.2705829,-0.1283029,-0.14228
3,0.10430023,0.11799569,"('repellent', 'pleasant')",1.251617,1.0641128,-0.48741966,-0.5276989,0.29013607,0.16158822,0.2896584,0.2039995,0.0856589
38,-0.09519434,0.22461274,"('untruthful', 'truthful')",0.24504718,0.44636303,-0.7578556,-0.59204197,0.052934967,0.2778174,-0.138767,0.0891878,-0.2279548
41,-0.06436243,0.110694386,"('unforgiving', 'forgiving')",0.89930516,0.7334895,0.2249762,0.18664269,0.47471192,0.20737717,0.3836577,0.3095509,0.0741068
15,-0.03292813,0.080584936,"('boring', 'funny')",-0.4121279,-0.16134514,0.39755866,0.36729807,0.35304615,0.382134,0.0763872,0.167168,-0.0907808
88,-0.025000086,-0.04885447,"('low', 'eminent')",-0.85812324,-1.1380341,0.3098423,0.43084788,0.45141086,0.5692448,-0.0304675,-0.046699,0.0162315
