,site_male,site_female,tuple,centers_male,centers_female,corp_male,corp_female,average_male,average_female,male-female
14,2.499503,2.7065861,"('antisocial', 'social')",2.6376567,2.9695213,-0.37943745,-0.32328635,1.5859073,1.7842736,-0.1983663
31,-2.4928482,-2.1989841,"('evil', 'good')",-2.1987941,-2.218438,-0.83699095,-0.6834239,-1.8428777,-1.7002821,-0.1425956
36,-2.4745212,-2.1118925,"('hostile', 'amicable')",-2.8997507,-2.678006,-0.6019746,-0.43371904,-1.9920821,-1.7412059,-0.2508762
60,2.442505,2.177853,"('inefficient', 'efficient')",4.0590672,4.1056232,0.122920685,-0.022121523,2.2081642,2.0871183,0.1210459
5,-2.3544452,-2.538291,"('distant', 'outgoing')",-1.3745434,-1.6482509,-0.45897955,-0.493781,-1.3959894,-1.5601077,0.1641183
6,-2.3406453,-2.5129237,"('distant', 'open')",-1.6836443,-1.8387293,-0.2392508,-0.15457478,-1.4211801,-1.502076,0.0808959
19,-2.2535906,-2.3228562,"('inhospitable', 'hospitable')",-1.4914963,-1.5427663,-0.4998878,-0.46895477,-1.4149915,-1.444859,0.0298675
66,-2.1796129,-2.2674887,"('inactive', 'active')",-1.8737955,-1.797238,-0.30272704,-0.18582022,-1.4520453,-1.416849,-0.0351963
56,1.9957154,1.8055362,"('impractical', 'practical')",2.220243,2.2010407,-0.13418971,-0.1268785,1.3605897,1.2932328,0.0673569
79,-1.9667666,-1.9890156,"('wavering', 'unwavering')",-2.744324,-3.0632355,-0.46942258,-0.3290444,-1.7268378,-1.7937651,0.0669273
4,-1.8534747,-1.8840889,"('disliked', 'liked')",-0.91613305,-1.0224983,-7.4526863,-7.60408,-3.4074313,-3.5035559,0.0961246
7,1.8063376,1.9369977,"('insensitive', 'sensitive')",2.3405855,2.5760858,0.9003436,0.92166996,1.6824222,1.8115845,-0.1291623
23,1.7919793,1.8036793,"('insincere', 'sincere')",1.9364015,1.8598412,6.7117853,6.7297225,3.4800555,3.4644143,0.0156412
21,1.6991045,1.7075282,"('immoral', 'moral')",2.1388273,2.210493,-0.4393804,-0.3568721,1.1328505,1.1870497,-0.0541992
62,1.6036657,1.5337976,"('incompetent', 'brilliant')",2.6377976,2.526675,0.86493325,0.83139676,1.7021322,1.630623,0.0715092
