,site_male,site_female,tuple,centers_male,centers_female,corp_male,corp_female,average_male,average_female,male-female
16,-1.5961804,-1.6785027,"('unpopular', 'popular')",-0.78061116,-0.8441499,-0.30888093,-0.42751482,-0.8952241,-0.9833891,0.088165
49,-1.5305711,-1.3689164,"('unable', 'able')",-0.25473124,-0.07913939,0.25559026,0.4584345,-0.5099041,-0.3298738,-0.1800303
30,1.512019,1.4093856,"('intolerant', 'tolerant')",2.0166383,2.1085594,0.5874948,0.4504246,1.3720508,1.3227898,0.049261
81,1.4990981,1.3998594,"('submissive', 'aggressive')",2.3157048,2.3497372,-0.69830626,-0.6718118,1.0388322,1.0259283,0.0129039
12,1.4867594,1.542689,"('unsupportive', 'supportive')",2.2135491,2.0453513,-1.5132039,-1.3732548,0.7290349,0.7382619,-0.009227
11,1.4698015,1.1675014,"('unhelpful', 'helpful')",2.4937146,2.2434187,1.9650662,1.8294606,1.9761941,1.7467936,0.2294005
72,1.4209957,1.6265998,"('unambitious', 'ambitious')",0.7727293,0.8022272,0.5967973,0.6964856,0.9301741,1.0417709,-0.1115968
55,1.4171894,1.4453076,"('incompetent', 'clever')",2.415123,2.547058,0.6468452,0.71257603,1.4930525,1.5683139,-0.0752614
52,-1.3571869,-1.193502,"('irrational', 'rational')",-1.7681065,-1.7632952,-0.16548696,0.0029306374,-1.0969268,-0.9846222,-0.1123046
50,-1.3207855,-1.3361571,"('clumsy', 'skillful')",-0.7230566,-0.74009585,-0.0068959575,-0.12442807,-0.6835794,-0.7335603,0.0499809
85,-1.3154956,-1.1244681,"('insignificant', 'prestigious')",-2.4791994,-2.677212,-1.0797263,-0.94729495,-1.624807,-1.5829916,-0.0418154
35,-1.274772,-1.0694267,"('corrupt', 'incorrupt')",-2.2314508,-2.365809,-0.72270596,-0.6432673,-1.4096429,-1.3595009,-0.050142
48,1.1998158,1.5285752,"('unintelligent', 'intelligent')",0.9140835,1.2115597,0.3868425,0.64276403,0.8335806,1.1276329,-0.2940523
75,-1.1946489,-1.2662587,"('meek', 'impulsive')",-1.8925916,-2.0263944,-0.84654486,-0.94287586,-1.3112618,-1.411843,0.1005812
71,1.1384193,1.160729,"('diffident', 'self-confident')",0.70650995,0.5646178,0.27958328,0.4440015,0.7081708,0.7231161,-0.0149453
13,1.1075594,0.69503707,"('impolite', 'polite')",0.5824628,0.34422347,-0.5654756,-0.69130653,0.3748489,0.1159847,0.2588642
24,1.081927,1.213849,"('dishonest', 'honest')",0.83701444,1.0260148,1.510713,1.720334,1.1432181,1.320066,-0.1768479
43,1.0417458,0.606804,"('irresponsible', 'responsible')",1.6355662,1.4515306,0.4899908,0.38342452,1.0557675,0.8139197,0.2418478
54,-1.0401164,-0.9270623,"('incapable', 'capable')",-0.9579821,-1.0973457,1.0908082,1.2512568,-0.3024302,-0.257717,-0.0447132
59,-1.0393465,-0.90591997,"('foolish', 'wise')",-0.5031231,-0.46935302,0.05555204,0.1333667,-0.4956392,-0.4139688,-0.0816704
10,0.9776768,0.84689957,"('unsympathetic', 'sympathetic')",1.6213913,1.7421601,0.13646214,0.2118428,0.9118435,0.9336341,-0.0217906
53,-0.9715757,-1.0451996,"('uncreative', 'creative')",0.023988135,0.18291269,0.5762252,0.64050955,-0.1237874,-0.0739258,-0.0498616
20,0.9409684,1.157207,"('rough', 'thoughtful')",0.13937797,0.2459642,0.4679185,0.4437209,0.5160883,0.6156307,-0.0995424
63,0.86826646,0.6297287,"('unperceptive', 'insightful')",2.3346453,2.1817193,0.67561454,0.526648,1.2928421,1.1126987,0.1801434
68,-0.85469025,-1.000496,"('dependent', 'independent')",0.5835483,0.74258775,-0.8690264,-0.70264935,-0.3800561,-0.3201859,-0.0598702
45,0.83507955,0.83060896,"('incompetent', 'competent')",1.8246529,1.848216,0.11634887,0.05310279,0.9253604,0.9106425,0.0147179
69,-0.828002,-0.72351193,"('lazy', 'industrious')",-0.7398462,-0.81911296,-1.4473606,-1.4960638,-1.0050696,-1.0128962,0.0078266
8,-0.82422084,-0.6319506,"('unaffectionate', 'affectionate')",-0.98511225,-1.0368707,1.0868068,1.0579258,-0.2408421,-0.2036318,-0.0372103
67,0.81309134,0.83842546,"('doubtful', 'determined')",0.45906067,0.5377847,-1.4409909,-1.4711251,-0.0562797,-0.0316383,-0.0246414
73,0.7853211,0.5676329,"('helpless', 'self-reliant')",-0.6504622,-0.8526251,-2.8337846,-2.873751,-0.8996419,-1.0529144,0.1532725
77,0.7815019,0.850005,"('unmotivated', 'motivated')",1.1717114,1.2762817,-1.4201074,-1.3370503,0.177702,0.2630788,-0.0853768
58,0.7762778,0.82281786,"('undiscriminating', 'discriminating')",1.0357151,1.2929225,-0.07338791,-0.04010826,0.579535,0.6918774,-0.1123424
33,0.689679,0.6915959,"('wrong', 'right')",-0.24581382,-0.26954558,-0.37811872,-0.32385287,0.0219155,0.0327325,-0.010817
39,0.6880636,0.85137767,"('exploitative', 'cooperative')",1.9813626,2.1460147,0.4947334,0.69772494,1.0547198,1.2317058,-0.176986
28,0.6814139,0.90508074,"('disloyal', 'loyal')",0.1775549,0.26582727,1.090862,1.3725277,0.6499436,0.8478119,-0.1978683
70,0.6620305,0.38555533,"('lethargic', 'energetic')",1.8398075,1.7839789,0.53374296,0.5104743,1.0118603,0.8933361,0.1185242
41,0.6324444,0.79272866,"('unforgiving', 'forgiving')",1.5498147,1.6769916,-0.2046538,-0.06172746,0.6592018,0.8026643,-0.1434625
74,0.60894835,0.59481215,"('undedicated', 'dedicated')",1.30238,1.4019746,-0.13976729,-0.11565688,0.5905203,0.6270433,-0.036523
80,0.57517755,0.52431554,"('dominated', 'dominating')",1.7867554,1.8148195,-0.3174631,-0.36568916,0.6814899,0.6578153,0.0236746
18,-0.5707405,-0.51334333,"('disagreeable', 'welcoming')",0.20447505,0.26894012,-0.2860734,-0.1929052,-0.2174463,-0.1457695,-0.0716768
17,-0.5607593,-0.36344025,"('nasty', 'nice')",-0.53309864,-0.48328012,-0.7316726,-0.5011677,-0.6085102,-0.449296,-0.1592142
46,0.5605831,0.15505183,"('uncompetitive', 'competitive')",2.2419965,2.2936172,-1.0255289,-0.9719812,0.5923502,0.4922292,0.100121
1,-0.55724597,-0.43264887,"('unfriendly', 'friendly')",-0.319067,-0.23756512,1.8228571,1.9522986,0.3155147,0.4273616,-0.1118469
29,-0.55027395,-0.56807244,"('unfair', 'fair')",-0.54072434,-0.45548874,-0.90938056,-0.85589856,-0.6667929,-0.6264866,-0.0403063
82,-0.5381625,-0.82910335,"('poor', 'rich')",0.47285816,0.43422803,7.054951,6.796854,2.3298823,2.1339928,0.1958895
65,0.5082932,0.4979702,"('insecure', 'secure')",1.7108959,1.9117311,0.24915268,0.21094254,0.8227806,0.873548,-0.0507674
47,0.50062233,0.5839077,"('stupid', 'smart')",0.7785882,0.9168562,5.475363,5.3173313,2.2515244,2.2726984,-0.021174
22,0.4841653,0.49133915,"('untrustworthy', 'trustworthy')",1.8339276,1.8884448,-0.37280723,-0.4047972,0.6484285,0.6583289,-0.0099004
61,0.47844693,0.47356224,"('illogical', 'logical')",1.4182996,1.6462682,0.24413672,0.30362347,0.7136277,0.807818,-0.0941903
51,-0.47626382,-0.7125428,"('uneducated', 'educated')",1.0449729,0.929093,0.25423354,0.034190707,0.2743142,0.0835803,0.1907339
88,-0.47334906,-0.3603469,"('low', 'eminent')",-0.09122133,0.013315256,-0.2900008,-0.2409643,-0.2848571,-0.1959986,-0.0888585
32,0.4648927,0.26536977,"('unkind', 'kind')",1.3787794,1.2869059,1.0550915,0.7632116,0.9662546,0.7718291,0.1944255
15,-0.4527727,-0.48705706,"('boring', 'funny')",-0.48980626,-0.5438687,0.067554265,0.16264847,-0.2916749,-0.2894258,-0.0022491
87,-0.43289453,-0.6473183,"('unsuccessful', 'successful')",1.3940768,1.3634444,0.5947875,0.6565293,0.5186566,0.4575518,0.0611048
86,-0.40973514,-0.39830258,"('uninfluential', 'influential')",1.022548,1.1816093,0.17387185,0.33950523,0.2622282,0.3742706,-0.1120424
44,-0.3507381,-0.6631642,"('prejudiced', 'unprejudiced')",-0.95898956,-1.2819349,-1.7910526,-2.0320184,-1.0335934,-1.3257058,0.2921124
57,0.34964556,0.25787142,"('unimaginative', 'imaginative')",1.1262316,1.2829198,-2.9684825,-2.729153,-0.4975351,-0.3961206,-0.1014145
38,0.31044903,0.22118573,"('untruthful', 'truthful')",0.2206453,0.050912157,-0.18386433,-0.16634141,0.1157433,0.0352522,0.0804911
76,0.30982932,0.11628683,"('anxious', 'daring')",0.26691955,0.2630913,-0.6302043,-0.5955082,-0.0178185,-0.0720434,0.0542249
64,-0.3041839,-0.47764462,"('shy', 'confident')",-0.096037865,-0.22722197,-6.547725,-6.5609064,-2.3159823,-2.4219243,0.105942
2,-0.28421077,-0.3770948,"('unlikable', 'likable')",0.50547916,0.43762407,0.32700968,0.075045556,0.1827594,0.0451916,0.1375678
9,0.2753451,0.40705076,"('unaffectionate', 'caring')",0.73648477,0.7050966,1.9812233,2.0380912,0.9976844,1.0500795,-0.0523951
0,0.25688842,0.1801036,"('unsociable', 'sociable')",1.7868501,1.9182463,-0.18623462,-0.14627266,0.619168,0.6506924,-0.0315244
25,0.25074822,0.45176557,"('egoistic', 'altruistic')",0.023830177,-0.012699033,1.2177924,1.3682526,0.4974569,0.6024397,-0.1049828
34,0.23206839,0.14973629,"('mean', 'honorable')",0.1161542,0.12879649,5.3900943,5.3745236,1.9127723,1.8843522,0.0284201
84,-0.19811043,-0.2918428,"('inferior', 'superior')",-0.8811931,-0.9810879,-0.061328262,-0.0019095708,-0.3802106,-0.4249468,0.0447362
40,0.19142336,0.15694728,"('stingy', 'generous')",1.0066544,1.0033473,-1.3413512,-1.2419723,-0.0477578,-0.0272259,-0.0205319
78,0.17892635,0.16337414,"('nonresilient', 'resilient')",0.7471369,0.5639404,-0.25393906,-0.30935562,0.2240414,0.1393196,0.0847218
37,-0.14122131,0.019481651,"('fake', 'genuine')",-0.029492915,0.027189657,0.43651605,0.44775182,0.0886006,0.1648077,-0.0762071
3,0.12422724,0.027554482,"('repellent', 'pleasant')",1.0987767,1.3167053,1.257418,1.4196155,0.8268073,0.9212918,-0.0944845
26,0.1208846,0.2501885,"('hardhearted', 'benevolent')",0.0241241,0.05474508,0.9651617,1.0258129,0.3700568,0.4435821,-0.0735253
27,0.10991447,0.12329349,"('hardhearted', 'softhearted')",1.1884807,1.246513,1.7500932,1.862159,1.0161628,1.0773218,-0.061159
83,-0.05867735,0.09644119,"('powerless', 'powerful')",-0.38934788,-0.20962512,-0.8721388,-0.62820774,-0.4400547,-0.2471306,-0.1929241
42,-0.046059735,-0.3475816,"('unreliable', 'reliable')",0.5940463,0.5590788,-3.251565,-3.15875,-0.9011928,-0.9824176,0.0812248
