,intercontinentalexchange_male,intercontinentalexchange_female,tuple,grp_male,grp_female,inc_male,inc_female,average_male,average_female,male-female
86,-2.4396908,-2.1375582,"('uninfluential', 'influential')",-1.0869783,-1.0316597,-0.23988958,-0.25897652,-1.2555195,-1.1427315,-0.112788
10,-2.2418582,-2.2282896,"('unsympathetic', 'sympathetic')",-0.4645598,-0.64082026,0.004324537,0.11229849,-0.9006979,-0.9189371,0.0182392
69,2.1295729,2.104413,"('lazy', 'industrious')",0.16910377,0.33951485,-0.89478314,-1.0067673,0.4679645,0.4790535,-0.011089
8,-1.8976126,-1.7713947,"('unaffectionate', 'affectionate')",-1.8808008,-1.8118527,0.8368415,0.74642336,-0.9805239,-0.945608,-0.0349159
9,-1.8689883,-1.5658897,"('unaffectionate', 'caring')",-1.4054534,-1.283996,1.3641863,1.240168,-0.6367518,-0.5365726,-0.1001792
1,-1.6881831,-1.3816247,"('unfriendly', 'friendly')",-1.4083862,-1.3186386,1.9580677,1.6646273,-0.3795005,-0.345212,-0.0342885
53,-1.5223334,-1.3164761,"('uncreative', 'creative')",-0.87492543,-0.8992118,1.3413347,1.0679866,-0.3519747,-0.3825671,0.0305924
48,-1.489093,-1.5518496,"('unintelligent', 'intelligent')",-0.91001815,-1.0429088,0.49063385,0.4281439,-0.6361591,-0.7222048,0.0860457
19,-1.3967227,-0.98233837,"('inhospitable', 'hospitable')",-1.0607237,-0.8648261,0.0061107855,-0.038736917,-0.8171119,-0.6286338,-0.1884781
55,-1.3956305,-1.4280906,"('incompetent', 'clever')",0.3674104,0.19583064,0.30053014,0.4683093,-0.2425633,-0.2546502,0.0120869
0,-1.3903145,-1.2031151,"('unsociable', 'sociable')",-0.16820323,-0.24096532,-0.19154726,-0.17203008,-0.583355,-0.5387035,-0.0446515
28,-1.3860263,-1.3779805,"('disloyal', 'loyal')",-1.0208863,-1.0188013,1.3157991,1.2587563,-0.3637045,-0.3793419,0.0156374
12,-1.2651271,-0.9485699,"('unsupportive', 'supportive')",-0.68544316,-0.5349289,-1.524111,-1.5754739,-1.1582271,-1.0196576,-0.1385695
24,-1.2151432,-1.026361,"('dishonest', 'honest')",-0.1390924,-0.25369877,1.0138929,1.1233397,-0.1134476,-0.0522401,-0.0612075
43,-1.203021,-0.9042768,"('irresponsible', 'responsible')",-0.106303915,-0.15435988,0.9867324,1.0870202,-0.1075309,0.0094612,-0.1169921
57,-1.197547,-1.1521778,"('unimaginative', 'imaginative')",-0.33920798,-0.41723156,-2.022346,-2.4295304,-1.186367,-1.3329799,0.1466129
39,1.1453516,1.3267858,"('exploitative', 'cooperative')",1.0695096,1.1578194,0.25960228,0.39708683,0.8248212,0.9605641,-0.1357429
77,-1.0590814,-0.92433393,"('unmotivated', 'motivated')",-0.46170086,-0.3840277,-1.5811402,-1.5876513,-1.0339742,-0.9653376,-0.0686366
45,-1.0575246,-1.0797333,"('incompetent', 'competent')",0.30772287,0.08292728,-0.061339848,-0.13573644,-0.2703805,-0.3775141,0.1071336
21,-0.9930805,-0.71961004,"('immoral', 'moral')",1.1024225,1.199324,-0.8595266,-0.5052521,-0.2500615,-0.0085127,-0.2415488
27,-0.9563729,-1.1677465,"('hardhearted', 'softhearted')",-0.6215125,-0.7661845,1.2076514,0.98049796,-0.1234113,-0.3178111,0.1943998
44,0.87961954,0.8767223,"('prejudiced', 'unprejudiced')",0.59616953,0.60799104,-1.5552726,-1.3412274,-0.0264945,0.0478286,-0.0743231
5,-0.8459635,-0.43508872,"('distant', 'outgoing')",-1.8321619,-1.5100873,-0.5793276,-0.6115695,-1.0858177,-0.8522485,-0.2335692
82,-0.83218616,-0.8709671,"('poor', 'rich')",-0.19885191,-0.35731354,6.3875074,6.373949,1.7854897,1.7152228,0.0702669
78,-0.802379,-0.8933676,"('nonresilient', 'resilient')",-1.0836692,-0.8741173,0.09902083,-0.09897534,-0.5956758,-0.6221534,0.0264776
35,0.78198147,0.8228939,"('corrupt', 'incorrupt')",-0.9411411,-0.73088115,-0.47863758,-0.59095377,-0.2125991,-0.1663137,-0.0462854
