,integrys_male,integrys_female,tuple,energy_male,energy_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
1,-2.5523818,-2.5097373,"('unfriendly', 'friendly')",0.4612226,0.38279262,-0.72772783,-0.92605597,1.7977105,1.7406117,-0.2552941,-0.3280972,0.0728031
86,-2.1109087,-2.1538696,"('uninfluential', 'influential')",0.49995923,0.5789282,-0.21138518,-0.3396366,-0.4895254,-0.48149213,-0.577965,-0.5990175,0.0210525
45,-1.5760587,-1.7815373,"('incompetent', 'competent')",-0.108592056,-0.44971102,0.13876547,-0.15069245,-0.6449968,-0.64450914,-0.5477206,-0.7566125,0.2088919
9,-1.4393845,-1.3967638,"('unaffectionate', 'caring')",0.595477,0.42640933,-0.39447585,-0.4847699,1.2000663,1.0736288,-0.0095792,-0.0953739,0.0857947
8,-1.4305849,-1.452698,"('unaffectionate', 'affectionate')",-0.34212452,-0.41181222,-0.44067448,-0.55912685,0.87682605,0.72800916,-0.3341395,-0.4239069,0.0897674
31,-1.3961337,-1.0374398,"('evil', 'good')",-1.2973394,-1.1528397,-1.597682,-1.3642433,-0.62270117,-0.6752909,-1.228464,-1.0574534,-0.1710106
6,-1.3376915,-1.1767758,"('distant', 'open')",-0.46248782,-0.45702428,-2.145517,-1.949994,0.42016616,0.40102777,-0.8813825,-0.7956916,-0.0856909
82,-1.2827071,-1.3555554,"('poor', 'rich')",-0.47859117,-0.5588751,-0.40495658,-0.46986675,6.351745,6.187024,1.0463725,0.9506817,0.0956908
0,-1.2702818,-1.3802183,"('unsociable', 'sociable')",-0.05716005,-0.18184605,0.3953807,0.21038532,-0.7316925,-0.72482216,-0.4159384,-0.5191253,0.1031869
80,1.1937802,1.0014429,"('dominated', 'dominating')",0.5415413,0.4044667,1.9989772,1.7458019,-1.4337838,-1.4351844,0.5751287,0.4291318,0.1459969
57,-1.1466892,-1.3599725,"('unimaginative', 'imaginative')",0.7929148,0.66605246,-0.1885542,-0.5097923,-2.6867921,-2.6192074,-0.8072802,-0.95573,0.1484498
72,-1.1211171,-0.94673324,"('unambitious', 'ambitious')",0.54488134,0.75394315,0.32099748,0.36581478,-0.9760517,-0.8371336,-0.3078225,-0.1660272,-0.1417953
88,-1.1087784,-1.0703218,"('low', 'eminent')",-0.4057822,-0.43571854,-1.2742274,-1.3362482,0.055932824,0.067525834,-0.6832138,-0.6936907,0.0104769
44,1.1000555,1.0168347,"('prejudiced', 'unprejudiced')",-0.009027854,-0.027849372,-0.07068217,-0.0035913885,-1.13166,-1.2032008,-0.0278286,-0.0544517,0.0266231
73,1.0942005,1.034161,"('helpless', 'self-reliant')",1.3788033,1.3174088,0.25307062,0.17628586,-3.1255155,-3.2542584,-0.0998603,-0.1816007,0.0817404
28,-1.0531852,-1.1681218,"('disloyal', 'loyal')",0.5454433,0.28935963,0.33999383,0.11102417,1.1593843,1.0755848,0.247909,0.0769617,0.1709473
53,-1.0188658,-0.875152,"('uncreative', 'creative')",0.7535612,0.76207924,-0.06430817,-0.05145286,1.1123381,1.1114814,0.1956813,0.236739,-0.0410577
54,-1.0183218,-1.0309347,"('incapable', 'capable')",-0.035015766,-0.12983099,-0.55126137,-0.5248202,1.0826921,0.95416653,-0.1304767,-0.1828548,0.0523781
24,-0.9889119,-1.0059001,"('dishonest', 'honest')",0.46288514,0.59009236,-0.5602265,-0.39896756,0.41684234,0.39183712,-0.1673527,-0.1057346,-0.0616181
48,-0.9330564,-0.90509224,"('unintelligent', 'intelligent')",0.5044631,0.67553425,-0.69250685,-0.62536186,-0.08045395,0.044627793,-0.3003885,-0.202573,-0.0978155
10,-0.9303894,-1.1404064,"('unsympathetic', 'sympathetic')",-0.22243446,-0.3405481,-0.07759865,-0.15416211,-0.46869415,-0.29540348,-0.4247792,-0.48263,0.0578508
5,-0.88088685,-0.7148454,"('distant', 'outgoing')",-0.03332463,-0.013206407,-1.809782,-1.6521337,-0.34491503,-0.39797103,-0.7672272,-0.6945392,-0.072688
19,-0.86665463,-0.9071297,"('inhospitable', 'hospitable')",-1.1447834,-1.1250829,-1.7911304,-1.7677068,-0.1467326,-0.21763791,-0.9873253,-1.0043893,0.017064
41,-0.8603436,-0.90231633,"('unforgiving', 'forgiving')",-0.8091752,-0.8378326,0.5096737,0.4353905,0.06733225,0.10687469,-0.2731282,-0.299471,0.0263428
85,-0.8553648,-0.57707447,"('insignificant', 'prestigious')",0.3083119,0.28370407,-0.670318,-0.6096132,0.70095146,0.5385486,-0.1291049,-0.0911087,-0.0379962
23,-0.8471121,-1.1066011,"('insincere', 'sincere')",-0.15144894,-0.24993427,-0.18137339,-0.26722893,5.8223557,5.745187,1.1606053,1.0303556,0.1302497
50,0.84493,0.71333236,"('clumsy', 'skillful')",0.44538704,0.20348461,0.39685115,0.36160502,0.1917298,0.2432482,0.4697245,0.3804176,0.0893069
67,0.84116596,0.8194526,"('doubtful', 'determined')",-0.09179482,-0.1184496,0.66103727,0.8210233,-0.808152,-0.79332113,0.1505641,0.1821763,-0.0316122
55,-0.83977765,-1.0194664,"('incompetent', 'clever')",-0.32749367,-0.3750227,0.93484837,0.8545534,-0.2834851,-0.13480559,-0.128977,-0.1686853,0.0397083
25,-0.83740735,-0.48537588,"('egoistic', 'altruistic')",0.6524898,0.7296785,-0.28841886,-0.10172681,1.8019755,1.8755418,0.3321598,0.5045294,-0.1723696
36,-0.8136767,-0.6257326,"('hostile', 'amicable')",-0.73982894,-0.888983,-1.3299907,-1.3181752,0.83999836,0.7511593,-0.5108745,-0.5204329,0.0095584
22,-0.803044,-0.99468255,"('untrustworthy', 'trustworthy')",-0.72099364,-0.75897115,0.9175433,0.7451748,-1.1669703,-1.0492454,-0.4433661,-0.5144311,0.071065
12,-0.80168205,-0.79593676,"('unsupportive', 'supportive')",0.86800665,0.86661744,0.534379,0.5345432,-1.9024446,-1.892738,-0.3254353,-0.3218785,-0.0035568
63,-0.79860896,-0.8764046,"('unperceptive', 'insightful')",1.0150747,0.7801093,1.143791,0.9704543,0.44563815,0.45378727,0.4514737,0.3319865,0.1194872
27,-0.7779084,-0.67406136,"('hardhearted', 'softhearted')",0.11105497,0.13375342,-0.6923764,-0.49468803,1.3191825,1.3887111,-0.0100118,0.0884288,-0.0984406
69,0.7696103,1.1045307,"('lazy', 'industrious')",1.1977681,1.103122,0.37900123,0.6208504,-0.35502315,-0.45486766,0.4978391,0.5934088,-0.0955697
13,-0.7645099,-0.82675564,"('impolite', 'polite')",0.050452426,-0.04684735,0.0017902702,0.0075944066,-0.73185754,-0.7240246,-0.3610312,-0.3975083,0.0364771
51,-0.7427729,-0.9032626,"('uneducated', 'educated')",-0.49531978,-0.44890115,0.4949679,0.4113419,0.39223367,0.41756752,-0.0877228,-0.1308136,0.0430908
43,-0.7246552,-0.86325026,"('irresponsible', 'responsible')",1.1580626,1.0780436,0.55191207,0.5211914,0.2892927,0.25422093,0.318653,0.2475514,0.0711016
26,-0.7241895,-0.70723885,"('hardhearted', 'benevolent')",0.7093384,0.6684571,0.5302085,0.3366875,1.6235586,1.6419123,0.534729,0.4849545,0.0497745
37,0.641147,0.5701877,"('fake', 'genuine')",0.4273328,0.4029197,0.085868046,0.18306594,0.52764726,0.47459304,0.4204988,0.4076916,0.0128072
18,-0.63286287,-0.77757454,"('disagreeable', 'welcoming')",-1.1345367,-1.1733325,-0.7974627,-0.728729,-0.245515,-0.27065635,-0.7025943,-0.7375731,0.0349788
87,0.62916076,0.4077966,"('unsuccessful', 'successful')",0.5347184,0.29704916,1.4634911,1.1441834,0.5657745,0.47580588,0.7982862,0.5812088,0.2170774
84,0.6173389,0.57034713,"('inferior', 'superior')",0.3270818,0.32738125,0.5887495,0.63381875,0.62490314,0.65601265,0.5395184,0.5468899,-0.0073715
40,-0.6169171,-0.57811654,"('stingy', 'generous')",0.3313176,0.29530063,0.28973272,0.386171,-1.6084721,-1.5393944,-0.4010847,-0.3590098,-0.0420749
39,0.61667466,0.7593631,"('exploitative', 'cooperative')",0.4859534,0.5540981,1.7624345,1.9224855,-0.004920368,0.028529417,0.7150355,0.816119,-0.1010835
32,-0.6052707,-0.6215738,"('unkind', 'kind')",0.10801633,0.05727935,0.46030548,0.40010414,0.7393922,0.75405717,0.1756108,0.1474667,0.0281441
79,-0.602152,-0.5807821,"('wavering', 'unwavering')",-0.3179051,-0.39924887,-1.6410354,-1.7119877,0.054580238,-0.11150048,-0.626628,-0.7008798,0.0742518
2,0.5803186,0.6597409,"('unlikable', 'likable')",1.0520151,1.0985396,1.7482942,1.8031703,0.67585117,0.75331014,1.0141199,1.0786903,-0.0645704
47,-0.5656809,-0.5729897,"('stupid', 'smart')",0.87826544,0.8769408,0.8736528,0.97173,5.791937,5.920225,1.7445436,1.7989765,-0.0544329
42,0.5647615,0.2657048,"('unreliable', 'reliable')",0.33656287,0.13599983,1.1942172,1.0636321,-3.1444354,-3.090554,-0.2622235,-0.4063043,0.1440808
75,0.5593565,0.58894455,"('meek', 'impulsive')",-0.29170123,-0.30094224,-1.129877,-1.2445498,-0.24701767,-0.30925578,-0.2773098,-0.3164508,0.039141
3,-0.52494395,-0.5781227,"('repellent', 'pleasant')",-0.35820735,-0.37947643,1.1373245,1.0992332,0.2218476,0.3595109,0.1190052,0.1252862,-0.006281
