,public_male,public_female,tuple,service_male,service_female,enterprise_male,enterprise_female,gp_male,gp_female,inc_male,inc_female,average_male,average_female,male-female
56,3.227666,3.1722207,"('impractical', 'practical')",2.6825492,2.6764426,1.273902,1.5059197,2.4064202,2.634133,-0.29375634,-0.2424097,1.8593563,1.9492613,-0.089905
14,2.6376328,2.6597693,"('antisocial', 'social')",1.1921467,1.276673,1.466652,1.7966979,1.6131738,1.9429867,-0.95671105,-0.741705,1.1905788,1.3868843,-0.1963055
21,2.5789738,2.2694225,"('immoral', 'moral')",1.989169,1.7977544,1.2532367,1.5228672,1.6908293,1.8084613,-0.50994676,-0.36015862,1.4004524,1.4076694,-0.007217
31,-2.4054193,-2.3922536,"('evil', 'good')",-1.6827356,-1.7349343,-1.866003,-2.1768475,-2.297909,-2.5899587,-1.1280708,-1.2217671,-1.8760275,-2.0231522,0.1471247
36,-2.306432,-2.379637,"('hostile', 'amicable')",-2.1568313,-2.1910965,-1.0131195,-1.3365252,-2.2215378,-2.6298547,0.35834008,0.17998923,-1.4679161,-1.6714249,0.2035088
23,2.2879994,2.1648145,"('insincere', 'sincere')",1.2088667,1.128857,0.48098513,0.51062715,1.8110772,2.0318,6.0890307,6.2233224,2.3755919,2.4118843,-0.0362924
70,2.228842,2.3021314,"('lethargic', 'energetic')",1.3658868,1.4760445,2.4280457,2.8431804,2.1812017,2.5360951,1.243593,1.5171679,1.889514,2.1349239,-0.2454099
30,2.0652895,1.9159824,"('intolerant', 'tolerant')",0.28428614,0.18301912,1.7992429,1.7100824,1.9784491,2.029044,1.2777935,1.2720858,1.4810122,1.4220428,0.0589694
35,-2.0443158,-1.8735058,"('corrupt', 'incorrupt')",-0.337409,-0.31965944,-1.5137885,-1.6842604,-2.4131954,-2.6557238,-0.014295866,-0.21719652,-1.2646009,-1.3500692,0.0854683
81,1.9390279,1.8751513,"('submissive', 'aggressive')",0.7724999,0.8013514,1.5868644,1.6457571,1.321212,1.5370888,-1.2050346,-0.946555,0.8829139,0.9825587,-0.0996448
39,1.9320982,1.8954074,"('exploitative', 'cooperative')",0.9220259,0.8324883,2.2862468,2.3329358,3.113902,3.1762075,0.32312846,0.33306536,1.7154802,1.7140209,0.0014593
16,-1.9008309,-1.8518786,"('unpopular', 'popular')",-1.8014442,-1.7704839,-0.88111055,-0.9720974,-0.906191,-0.8604052,0.6336942,0.70180565,-0.9711764,-0.950612,-0.0205644
42,1.81191,1.917905,"('unreliable', 'reliable')",1.4140754,1.4773053,0.84758574,0.9572568,1.2508483,1.3785762,-2.8064106,-2.6794212,0.5036018,0.6103244,-0.1067226
12,1.7996511,1.7736241,"('unsupportive', 'supportive')",0.9294376,0.8919142,1.3095623,1.5009198,0.9770284,0.93181235,-2.1490278,-2.123311,0.5733303,0.5949919,-0.0216616
60,1.7830396,1.857523,"('inefficient', 'efficient')",1.3452289,1.51592,1.766883,2.2102344,2.4349773,2.9213567,-0.50093716,-0.16367203,1.3658383,1.6682722,-0.3024339
11,1.7778022,1.7731609,"('unhelpful', 'helpful')",1.2441565,1.2884164,0.8571372,1.025066,1.2386384,1.298973,1.7474452,1.7712444,1.3730359,1.4313722,-0.0583363
8,-1.7245157,-1.6319679,"('unaffectionate', 'affectionate')",-0.93981403,-0.8180524,-1.585382,-1.6353712,-2.092002,-2.2569528,0.5800897,0.4947652,-1.1523249,-1.1695158,0.0171909
7,1.7131038,1.700979,"('insensitive', 'sensitive')",0.7316306,0.79465103,1.563387,1.8269074,1.5650572,1.9379646,0.9018109,1.133498,1.294998,1.4788,-0.183802
83,1.6300697,1.4403124,"('powerless', 'powerful')",0.56388384,0.416482,1.0131246,0.919183,0.0725469,-0.03896049,-0.9102903,-0.96375036,0.4738669,0.3546533,0.1192136
13,1.6068548,1.726944,"('impolite', 'polite')",0.90739554,1.0153205,1.3927895,1.7171621,1.1157342,1.3636043,-0.8594704,-0.6514081,0.8326607,1.0343246,-0.2016639
46,1.489477,1.315857,"('uncompetitive', 'competitive')",1.0296203,0.9172709,2.2191334,2.6693268,1.4814936,1.7549975,-0.732781,-0.5792526,1.0973886,1.21564,-0.1182514
43,1.4223572,1.4589716,"('irresponsible', 'responsible')",0.8100699,0.78596014,1.0395858,1.1804272,2.882492,3.1420047,0.92916244,1.1383659,1.4167335,1.5411459,-0.1244124
1,-1.3246951,-1.219842,"('unfriendly', 'friendly')",-1.4730649,-1.4603631,-1.6536467,-1.7755749,0.22898372,0.36228484,1.6161165,1.5213588,-0.5212612,-0.5144273,-0.0068339
75,-1.3182799,-1.3285607,"('meek', 'impulsive')",-0.22353828,-0.19766861,0.2932623,0.22257116,-1.0290301,-1.2630191,-0.16197619,-0.08257719,-0.4879124,-0.5298509,0.0419385
47,1.2186965,1.3770891,"('stupid', 'smart')",0.41842654,0.5659656,0.8451326,0.9021404,1.1368581,1.3832539,5.9899793,6.2562013,1.9218185,2.0969299,-0.1751114
