,burlington_male,burlington_female,tuple,northern_male,northern_female,santa_male,santa_female,fe_male,fe_female,cp_male,cp_female,average_male,average_female,male-female
71,1.7585945,1.1862121,"('diffident', 'self-confident')",1.177085,1.0768284,-0.368289,-0.4122459,0.763854,0.69806457,0.95268834,0.89548355,0.8567865,0.6888685,0.167918
18,-1.7555685,-2.0209427,"('disagreeable', 'welcoming')",-0.48206985,-0.21586509,0.49875334,0.48976624,-0.07953896,0.039776802,-0.6484124,-0.6269001,-0.4933673,-0.466833,-0.0265343
63,1.4542189,2.4021335,"('unperceptive', 'insightful')",0.20750277,0.31422645,-1.2283762,-1.1195107,0.037891515,0.15962908,0.28900823,0.53957874,0.152049,0.4592114,-0.3071624
49,-1.4047003,-0.70499206,"('unable', 'able')",-1.6940198,-1.4960675,-1.2487751,-1.1516442,-1.3039501,-1.0435637,-0.39197925,-0.14052704,-1.2086849,-0.9073589,-0.301326
80,1.1800964,3.886575,"('dominated', 'dominating')",0.103254735,0.74702334,-0.78508455,-0.6265367,-0.81081456,-0.56213176,-1.1852537,-0.9047106,-0.2995603,0.5080438,-0.8076041
31,-1.15199,-3.8598244,"('evil', 'good')",-0.42584515,-0.799972,0.44826996,0.3539754,0.6278961,0.52080774,-0.7699251,-1.0554563,-0.2543189,-0.9680939,0.713775
54,-1.1514167,-1.4627159,"('incapable', 'capable')",-1.3664999,-1.4941226,-0.21233068,-0.2351105,-0.94767994,-0.8651923,0.80998915,0.90684074,-0.5735876,-0.6300601,0.0564725
77,-1.1001029,-0.37762907,"('unmotivated', 'motivated')",-0.26569504,-0.22151458,-1.32673,-1.193204,-0.25648302,-0.2859149,-1.4074993,-1.4151983,-0.871302,-0.6986922,-0.1726098
41,-1.0753798,-1.0969365,"('unforgiving', 'forgiving')",-0.50627047,-0.53563356,-0.6484487,-0.6087499,-0.30684623,-0.39361733,0.082441464,-0.07823802,-0.4909007,-0.5426351,0.0517344
68,-1.0625598,-0.76139826,"('dependent', 'independent')",-1.0763874,-0.8497007,-0.63692987,-0.49603495,-1.2252766,-0.9359645,-1.6615206,-1.4232881,-1.1325348,-0.8932774,-0.2392574
2,-1.0169152,-1.2259208,"('unlikable', 'likable')",-0.1279104,-0.117255464,0.058145024,0.08063633,0.5666835,0.6224977,0.54861623,0.599485,0.0057238,-0.0081114,0.0138352
