,adobe_male,adobe_female,tuple,inc_male,inc_female,average_male,average_female,male-female
51,-1.2006469,-1.0163952,"('uneducated', 'educated')",1.0437659,1.1512789,-0.0784405,0.0674418,-0.1458823
15,1.1933594,1.1947224,"('boring', 'funny')",0.19333823,-0.0036829375,0.6933488,0.5955197,0.0978291
84,1.1813613,1.0536517,"('inferior', 'superior')",1.4805695,1.3945645,1.3309654,1.2241081,0.1068573
75,-1.1745433,-0.9972437,"('meek', 'impulsive')",-0.21219149,-0.14775835,-0.6933674,-0.572501,-0.1208664
42,-1.1679257,-0.8575722,"('unreliable', 'reliable')",-3.3542187,-3.2834342,-2.2610722,-2.0705032,-0.190569
13,-1.1579113,-1.0489486,"('impolite', 'polite')",-0.25188905,-0.11571586,-0.7049001,-0.5823323,-0.1225678
52,1.1090877,0.641948,"('irrational', 'rational')",-0.36221296,-0.7906285,0.3734374,-0.0743403,0.4477777
70,-1.0881592,-0.6080642,"('lethargic', 'energetic')",0.27511632,0.9291385,-0.4065214,0.1605372,-0.5670586
55,-1.061583,-0.66078436,"('incompetent', 'clever')",-0.25577313,0.03325235,-0.6586781,-0.313766,-0.3449121
2,0.9212148,1.0127751,"('unlikable', 'likable')",0.5210845,0.49028963,0.7211497,0.7515323,-0.0303826
48,0.9054508,1.0061623,"('unintelligent', 'intelligent')",0.87380123,0.849057,0.889626,0.9276097,-0.0379837
69,0.8979479,0.545513,"('lazy', 'industrious')",-0.44575125,-0.6856331,0.2260983,-0.0700601,0.2961584
58,0.8659371,0.80244076,"('undiscriminating', 'discriminating')",0.5358278,0.43655336,0.7008824,0.6194971,0.0813853
3,-0.8259102,-0.63762677,"('repellent', 'pleasant')",0.2577998,0.47287348,-0.2840552,-0.0823766,-0.2016786
10,-0.82305056,-0.4616243,"('unsympathetic', 'sympathetic')",-0.29117104,0.013809122,-0.5571108,-0.2239076,-0.3332032
8,0.8077697,0.4975673,"('unaffectionate', 'affectionate')",-0.08880075,-0.5130117,0.3594845,-0.0077222,0.3672067
27,0.76911384,0.64020115,"('hardhearted', 'softhearted')",1.088774,0.92818975,0.9289439,0.7841954,0.1447485
86,0.75251997,0.8989518,"('uninfluential', 'influential')",-0.36423802,-0.17705937,0.194141,0.3609462,-0.1668052
82,-0.7337785,-0.33149645,"('poor', 'rich')",5.2494893,5.9055,2.2578554,2.7870018,-0.5291464
12,0.7286302,0.8463655,"('unsupportive', 'supportive')",-1.7376891,-1.8068779,-0.5045295,-0.4802562,-0.0242733
83,0.7105818,0.7134456,"('powerless', 'powerful')",-0.83954054,-0.7247396,-0.0644794,-0.005647,-0.0588324
29,-0.70884866,-0.86645037,"('unfair', 'fair')",-0.16191018,-0.41987893,-0.4353794,-0.6431646,0.2077852
68,-0.6915987,-0.7654968,"('dependent', 'independent')",0.5328743,0.44410658,-0.0793622,-0.1606951,0.0813329
22,-0.67674637,-0.2723879,"('untrustworthy', 'trustworthy')",-1.0006001,-0.9989896,-0.8386732,-0.6356887,-0.2029845
78,0.6577574,0.5296834,"('nonresilient', 'resilient')",0.58027923,0.629828,0.6190183,0.5797557,0.0392626
30,0.5783748,0.7451932,"('intolerant', 'tolerant')",0.97933483,1.205466,0.7788548,0.9753296,-0.1964748
40,0.5666807,0.6215561,"('stingy', 'generous')",-1.6764071,-1.8580768,-0.5548632,-0.6182604,0.0633972
0,-0.5506616,-0.5839086,"('unsociable', 'sociable')",-0.39168385,-0.28645536,-0.4711727,-0.435182,-0.0359907
25,0.52616745,0.38137352,"('egoistic', 'altruistic')",1.120751,1.0350826,0.8234593,0.7082281,0.1152312
46,-0.521169,0.0022217892,"('uncompetitive', 'competitive')",-0.10191518,0.11387519,-0.3115421,0.0580485,-0.3695906
36,0.52006793,0.16100065,"('hostile', 'amicable')",0.27234542,-0.2387637,0.3962067,-0.0388815,0.4350882
18,0.5199183,0.37707165,"('disagreeable', 'welcoming')",-0.2947445,-0.5348947,0.1125869,-0.0789115,0.1914984
20,0.501195,0.57599455,"('rough', 'thoughtful')",1.4270428,1.3264166,0.964119,0.9512056,0.0129134
62,-0.4801914,0.05288023,"('incompetent', 'brilliant')",-0.13970016,0.4484222,-0.3099458,0.2506512,-0.560597
63,0.47073704,0.8497532,"('unperceptive', 'insightful')",1.0839231,1.3104693,0.77733,1.0801113,-0.3027813
31,0.45705813,0.15100066,"('evil', 'good')",-0.9989832,-1.4864831,-0.2709625,-0.6677412,0.3967787
57,-0.45489353,-0.08442105,"('unimaginative', 'imaginative')",-2.5684025,-2.7064638,-1.5116481,-1.3954425,-0.1162056
50,-0.439897,-0.5552578,"('clumsy', 'skillful')",-0.07411344,-0.16737616,-0.2570052,-0.361317,0.1043118
66,-0.41136786,-0.59924567,"('inactive', 'active')",1.1165106,0.71240556,0.3525714,0.0565799,0.2959915
28,-0.39817798,-0.36896527,"('disloyal', 'loyal')",0.46646842,0.52895874,0.0341452,0.0799967,-0.0458515
37,-0.39778435,-0.26971644,"('fake', 'genuine')",-0.10335163,0.092953645,-0.250568,-0.0883814,-0.1621866
24,0.3734404,0.7547778,"('dishonest', 'honest')",0.6172211,0.805264,0.4953308,0.7800209,-0.2846901
49,0.35383022,0.4014411,"('unable', 'able')",-0.1866056,-0.15864635,0.0836123,0.1213974,-0.0377851
19,0.3355327,0.17428797,"('inhospitable', 'hospitable')",0.2549028,-0.044950772,0.2952178,0.0646686,0.2305492
43,-0.33056408,-0.07825105,"('irresponsible', 'responsible')",0.19200706,0.40561792,-0.0692785,0.1636834,-0.2329619
32,-0.3100075,-0.23713288,"('unkind', 'kind')",0.3587493,0.46088555,0.0243709,0.1118763,-0.0875054
17,-0.29673356,-0.3604126,"('nasty', 'nice')",0.064596735,-0.15718499,-0.1160684,-0.2587988,0.1427304
38,-0.29270273,-0.1543464,"('untruthful', 'truthful')",0.27959827,0.4712125,-0.0065522,0.158433,-0.1649852
87,0.27555388,0.47257686,"('unsuccessful', 'successful')",0.9318591,0.8169637,0.6037065,0.6447703,-0.0410638
16,-0.2683127,-0.43095815,"('unpopular', 'popular')",1.0454683,0.86101705,0.3885778,0.2150294,0.1735484
11,-0.26460192,0.29294148,"('unhelpful', 'helpful')",1.8480606,2.241505,0.7917293,1.2672232,-0.4754939
76,-0.23116666,0.28901294,"('anxious', 'daring')",0.17152378,0.6058106,-0.0298214,0.4474118,-0.4772332
41,0.22323886,0.08021614,"('unforgiving', 'forgiving')",-0.1536563,-0.3170732,0.0347913,-0.1184285,0.1532198
72,0.20483139,0.30738544,"('unambitious', 'ambitious')",-1.766562,-1.6236372,-0.7808653,-0.6581259,-0.1227394
47,0.20122501,0.40059108,"('stupid', 'smart')",4.3455873,4.9386086,2.273406,2.6695998,-0.3961938
74,0.19769605,0.4980416,"('undedicated', 'dedicated')",-0.18454254,-0.06980032,0.0065768,0.2141206,-0.2075438
88,-0.14706856,0.029409323,"('low', 'eminent')",0.24248533,0.27175823,0.0477084,0.1505838,-0.1028754
7,-0.14434683,0.018465487,"('insensitive', 'sensitive')",0.3570017,0.5967539,0.1063274,0.3076097,-0.2012823
21,-0.14207841,0.24835745,"('immoral', 'moral')",-0.3556018,-0.15355611,-0.2488401,0.0474007,-0.2962408
56,-0.11831342,0.32477826,"('impractical', 'practical')",-0.44300923,0.006676577,-0.2806613,0.1657274,-0.4463887
73,0.08026855,0.2350795,"('helpless', 'self-reliant')",-3.297009,-3.336632,-1.6083702,-1.5507762,-0.057594
79,-0.07165348,-0.095984295,"('wavering', 'unwavering')",0.2736986,0.13707232,0.1010226,0.020544,0.0804786
35,0.060379356,-0.24569604,"('corrupt', 'incorrupt')",0.2656893,-0.19462666,0.1630343,-0.2201613,0.3831956
77,-0.058409847,0.15309662,"('unmotivated', 'motivated')",-0.6175375,-0.4900848,-0.3379737,-0.1684941,-0.1694796
60,0.04429747,0.41138884,"('inefficient', 'efficient')",0.3724943,0.92133045,0.2083959,0.6663597,-0.4579638
59,-0.014062703,-0.11416814,"('foolish', 'wise')",0.18147996,0.0038392749,0.0837086,-0.0551644,0.138873
67,-0.005542645,0.078796946,"('doubtful', 'determined')",-0.43689972,-0.26058128,-0.2212212,-0.0908922,-0.130329
