,edison_male,edison_female,tuple,international_male,international_female,average_male,average_female,male-female
26,2.5323913,2.6790597,"('hardhearted', 'benevolent')",1.1507113,1.1133302,1.8415513,1.8961949,-0.0546436
45,-1.6293671,-1.6698318,"('incompetent', 'competent')",0.05883781,-0.1813574,-0.7852647,-0.9255946,0.1403299
3,-1.5586346,-1.525027,"('repellent', 'pleasant')",0.30525467,0.49842516,-0.62669,-0.513301,-0.113389
50,-1.5367618,-1.5302988,"('clumsy', 'skillful')",0.24069251,0.2454549,-0.6480346,-0.642422,-0.0056126
54,-1.5279932,-1.4016496,"('incapable', 'capable')",0.9919546,1.0633415,-0.2680193,-0.169154,-0.0988653
22,-1.5192788,-1.5988312,"('untrustworthy', 'trustworthy')",-0.74460804,-0.70293593,-1.1319435,-1.1508836,0.0189401
42,-1.461833,-1.3870922,"('unreliable', 'reliable')",-3.2054684,-3.0839713,-2.3336506,-2.2355318,-0.0981188
64,-1.3552134,-1.3149942,"('shy', 'confident')",-6.4631042,-6.4701777,-3.9091587,-3.892586,-0.0165727
9,1.2822981,0.746002,"('unaffectionate', 'caring')",1.6987264,1.6001945,1.4905123,1.1730982,0.3174141
72,1.2410818,1.1512504,"('unambitious', 'ambitious')",-0.08449154,0.087468535,0.5782952,0.6193594,-0.0410642
16,-1.226611,-1.2933022,"('unpopular', 'popular')",0.22940601,0.17748338,-0.4986025,-0.5579094,0.0593069
29,-1.2025088,-1.2689276,"('unfair', 'fair')",-0.6105144,-0.532188,-0.9065116,-0.9005578,-0.0059538
82,-1.2017987,-1.1357462,"('poor', 'rich')",5.8268895,5.9304004,2.3125453,2.3973269,-0.0847816
27,1.1266477,0.6695182,"('hardhearted', 'softhearted')",1.1865973,1.0069412,1.1566225,0.8382297,0.3183928
51,-1.1027964,-1.1403477,"('uneducated', 'educated')",0.2604128,0.07954822,-0.4211918,-0.5303997,0.1092079
77,-1.0703709,-1.4151162,"('unmotivated', 'motivated')",-1.1476192,-1.2663916,-1.1089951,-1.3407539,0.2317588
10,-1.0671178,-1.0961934,"('unsympathetic', 'sympathetic')",-0.2807222,-0.26367438,-0.67392,-0.6799339,0.0060139
33,1.0070467,0.5875524,"('wrong', 'right')",-0.15934855,-0.21494831,0.4238491,0.1863021,0.237547
81,-0.976923,-0.7400733,"('submissive', 'aggressive')",-0.79409164,-0.8357252,-0.8855073,-0.7878993,-0.097608
70,-0.89988744,-1.0103824,"('lethargic', 'energetic')",0.5438657,0.5563293,-0.1780109,-0.2270266,0.0490157
73,0.89721817,0.92503184,"('helpless', 'self-reliant')",-3.6948593,-3.7076793,-1.3988205,-1.3913237,-0.0074968
0,-0.8756272,-0.8891762,"('unsociable', 'sociable')",-0.3308599,-0.38842008,-0.6032436,-0.6387981,0.0355545
69,0.8532374,0.7073375,"('lazy', 'industrious')",-0.5796989,-0.8036807,0.1367692,-0.0481716,0.1849408
76,-0.8528012,-0.6747706,"('anxious', 'daring')",0.28574514,0.406762,-0.283528,-0.1340043,-0.1495237
25,0.8504854,0.41109693,"('egoistic', 'altruistic')",0.68947136,0.7189374,0.7699784,0.5650172,0.2049612
23,-0.8010694,-1.0078613,"('insincere', 'sincere')",6.5751777,6.4357166,2.8870542,2.7139277,0.1731265
41,-0.8007938,-0.78200614,"('unforgiving', 'forgiving')",0.003980957,-0.057036906,-0.3984064,-0.4195215,0.0211151
46,-0.79734886,-1.0069528,"('uncompetitive', 'competitive')",-0.68451715,-0.75004244,-0.740933,-0.8784976,0.1375646
14,-0.7321314,-0.53232384,"('antisocial', 'social')",-0.46217912,-0.5354408,-0.5971553,-0.5338823,-0.063273
48,0.71996295,0.51446724,"('unintelligent', 'intelligent')",0.39537287,0.40290266,0.5576679,0.458685,0.0989829
19,-0.7184491,-0.7340083,"('inhospitable', 'hospitable')",-0.28502524,-0.23735526,-0.5017372,-0.4856818,-0.0160554
63,-0.7140947,-0.9041811,"('unperceptive', 'insightful')",0.8914072,0.6351736,0.0886562,-0.1345038,0.22316
71,0.67684925,0.4506931,"('diffident', 'self-confident')",0.81153625,0.7874868,0.7441927,0.61909,0.1251027
68,-0.66994494,-0.8110911,"('dependent', 'independent')",-0.40943313,-0.5980805,-0.5396891,-0.7045858,0.1648967
34,0.6475677,0.4304287,"('mean', 'honorable')",5.834099,5.7219143,3.2408333,3.0761714,0.1646619
8,0.64726555,0.26768297,"('unaffectionate', 'affectionate')",1.0115725,1.0329098,0.829419,0.6502963,0.1791227
