,comerica_male,comerica_female,tuple,inc_male,inc_female,average_male,average_female,male-female
6,-1.8667144,-1.9968352,"('distant', 'open')",0.2894634,0.33809927,-0.7886255,-0.829368,0.0407425
31,-1.6146802,-1.7366117,"('evil', 'good')",-1.0731761,-1.2053099,-1.3439281,-1.4709609,0.1270328
86,-1.6115671,-1.7222805,"('uninfluential', 'influential')",-0.23241197,-0.41246128,-0.9219896,-1.0673709,0.1453813
79,-1.3480946,-1.6155809,"('wavering', 'unwavering')",-0.14483635,-0.07219302,-0.7464654,-0.843887,0.0974216
11,1.3077644,1.2877572,"('unhelpful', 'helpful')",2.2081149,2.2829263,1.7579396,1.7853417,-0.0274021
30,1.294962,1.3110976,"('intolerant', 'tolerant')",1.3624669,1.389849,1.3287145,1.3504733,-0.0217588
60,1.2791837,1.4496313,"('inefficient', 'efficient')",0.5356927,0.61622226,0.9074382,1.0329268,-0.1254886
39,1.2727426,1.1418681,"('exploitative', 'cooperative')",0.13799584,0.14607497,0.7053692,0.6439716,0.0613976
36,-1.2373294,-1.3312032,"('hostile', 'amicable')",-0.05324807,-0.14757848,-0.6452887,-0.7393909,0.0941022
5,-1.217561,-1.4209187,"('distant', 'outgoing')",-0.024872333,0.0018642526,-0.6212167,-0.7095273,0.0883106
57,-1.1519333,-1.1919953,"('unimaginative', 'imaginative')",-2.8252203,-2.9041665,-1.9885769,-2.0480809,0.059504
72,-1.0996919,-1.0413098,"('unambitious', 'ambitious')",-0.56456923,-0.46832258,-0.8321306,-0.7548162,-0.0773144
16,-1.061791,-1.1796808,"('unpopular', 'popular')",0.4674587,0.27475944,-0.2971661,-0.4524607,0.1552946
56,1.0348295,0.9384429,"('impractical', 'practical')",0.2875862,0.20976438,0.6612079,0.5741037,0.0871042
81,1.0244367,1.0701196,"('submissive', 'aggressive')",-0.28842247,-0.33403605,0.3680071,0.3680418,-3.47e-05
62,1.0021944,0.98779106,"('incompetent', 'brilliant')",0.8357626,0.93082845,0.9189785,0.9593098,-0.0403313
80,0.993797,1.0832297,"('dominated', 'dominating')",-1.3049572,-1.3243108,-0.1555801,-0.1205406,-0.0350395
14,0.9588901,1.0049943,"('antisocial', 'social')",-0.6047414,-0.827111,0.1770743,0.0889416,0.0881327
75,-0.9566374,-1.033892,"('meek', 'impulsive')",-0.48025542,-0.4101131,-0.7184464,-0.7220026,0.0035562
8,-0.9238124,-0.99060965,"('unaffectionate', 'affectionate')",0.8129516,0.940577,-0.0554304,-0.0250163,-0.0304141
84,0.8607833,0.88101566,"('inferior', 'superior')",0.81587386,0.9940504,0.8383286,0.937533,-0.0992044
53,-0.8586656,-1.0391042,"('uncreative', 'creative')",0.73465735,0.74467075,-0.0620041,-0.1472167,0.0852126
85,-0.83652467,-1.0552857,"('insignificant', 'prestigious')",0.095082074,0.12990111,-0.3707213,-0.4626923,0.091971
76,0.76821005,0.79371756,"('anxious', 'daring')",0.32186416,0.35882482,0.5450371,0.5762712,-0.0312341
1,-0.7380498,-0.9832012,"('unfriendly', 'friendly')",1.7070907,1.7231265,0.4845205,0.3699627,0.1145578
35,-0.7290338,-0.8045035,"('corrupt', 'incorrupt')",-0.4068996,-0.40620852,-0.5679667,-0.605356,0.0373893
13,0.71923673,0.7749584,"('impolite', 'polite')",-0.10701688,-0.19489798,0.3061099,0.2900302,0.0160797
9,-0.6904721,-0.7654836,"('unaffectionate', 'caring')",1.382714,1.4849474,0.346121,0.3597319,-0.0136109
77,-0.66368794,-0.7208696,"('unmotivated', 'motivated')",-0.959339,-1.0232286,-0.8115135,-0.8720491,0.0605356
48,0.6619615,0.73680574,"('unintelligent', 'intelligent')",1.0560831,1.1080378,0.8590223,0.9224218,-0.0633995
19,-0.6531389,-0.79971004,"('inhospitable', 'hospitable')",-0.123217575,-0.06690829,-0.3881782,-0.4333092,0.045131
82,-0.6062853,-0.6389008,"('poor', 'rich')",6.536783,6.6529317,2.9652491,3.0070155,-0.0417664
67,0.606036,0.59542984,"('doubtful', 'determined')",-0.61644155,-0.5810043,-0.0052028,0.0072128,-0.0124156
42,0.599135,0.65434533,"('unreliable', 'reliable')",-3.0170066,-2.9712393,-1.2089359,-1.158447,-0.0504889
32,0.5564976,0.52625346,"('unkind', 'kind')",1.0128468,0.9656208,0.7846722,0.7459371,0.0387351
21,0.5210451,0.51614654,"('immoral', 'moral')",-0.39405885,-0.54825085,0.0634931,-0.0160522,0.0795453
55,0.50399905,0.6378542,"('incompetent', 'clever')",0.24359232,0.13731068,0.3737957,0.3875825,-0.0137868
58,-0.49257874,-0.4570917,"('undiscriminating', 'discriminating')",-0.082813844,-0.033997823,-0.2876963,-0.2455448,-0.0421515
45,-0.47822347,-0.39739054,"('incompetent', 'competent')",-0.10549289,-0.17577873,-0.2918582,-0.2865846,-0.0052736
27,-0.4564818,-0.33313447,"('hardhearted', 'softhearted')",1.2958533,1.3539586,0.4196857,0.5104121,-0.0907264
10,-0.4491688,-0.34147558,"('unsympathetic', 'sympathetic')",-0.24280038,-0.10385116,-0.3459846,-0.2226634,-0.1233212
69,0.4289376,0.35599238,"('lazy', 'industrious')",-0.6232896,-0.7384979,-0.097176,-0.1912528,0.0940768
71,0.42626157,0.1502834,"('diffident', 'self-confident')",0.46193096,0.3175868,0.4440963,0.2339351,0.2101612
4,-0.42546114,-0.49086493,"('disliked', 'liked')",-6.582779,-6.8430405,-3.5041201,-3.6669526,0.1628325
37,0.42288446,0.5575138,"('fake', 'genuine')",0.33433452,0.43275273,0.3786095,0.4951333,-0.1165238
66,-0.41720217,-0.5920862,"('inactive', 'active')",0.332811,0.2274433,-0.0421956,-0.1823215,0.1401259
65,0.39749303,0.46335542,"('insecure', 'secure')",-0.27111185,-0.24398315,0.0631906,0.1096861,-0.0464955
2,0.38355133,0.3422131,"('unlikable', 'likable')",0.64839554,0.5995934,0.5159734,0.4709032,0.0450702
47,0.37890857,0.45275256,"('stupid', 'smart')",5.848068,6.091734,3.1134884,3.2722433,-0.1587549
44,0.36702597,0.38014773,"('prejudiced', 'unprejudiced')",-1.512172,-1.4778744,-0.572573,-0.5488634,-0.0237096
70,0.36569828,0.41905504,"('lethargic', 'energetic')",0.51249146,0.5885056,0.4390949,0.5037804,-0.0646855
74,-0.3650761,-0.4468069,"('undedicated', 'dedicated')",-0.2630497,-0.3017091,-0.3140629,-0.374258,0.0601951
28,-0.3560933,-0.42408958,"('disloyal', 'loyal')",0.9503165,0.93058217,0.2971116,0.2532463,0.0438653
54,-0.34134474,-0.48904797,"('incapable', 'capable')",1.2138033,1.567031,0.4362293,0.5389915,-0.1027622
52,-0.3188145,-0.56884575,"('irrational', 'rational')",-0.004866099,-0.09435602,-0.1618403,-0.3316009,0.1697606
20,-0.31750244,-0.27796122,"('rough', 'thoughtful')",1.1082957,1.1920195,0.3953966,0.4570291,-0.0616325
49,0.2946534,0.32170612,"('unable', 'able')",0.2170255,0.47552392,0.2558394,0.398615,-0.1427756
34,0.2712528,0.1932681,"('mean', 'honorable')",6.127556,6.3113003,3.1994042,3.2522843,-0.0528801
87,0.2675912,0.11177212,"('unsuccessful', 'successful')",0.5243646,0.40236536,0.3959779,0.2570688,0.1389091
73,0.24858001,0.2426663,"('helpless', 'self-reliant')",-3.0869381,-3.088795,-1.4191791,-1.4230644,0.0038853
