,pinnacle_male,pinnacle_female,tuple,west_male,west_female,capital_male,capital_female,corp_male,corp_female,average_male,average_female,male-female
85,-5.3152823,-2.8901818,"('insignificant', 'prestigious')",-1.4195867,-1.3673913,1.3708788,1.7687566,-1.8164141,-1.3575001,-1.7951012,-0.9615791,-0.8335221
36,-5.3111606,-3.1158838,"('hostile', 'amicable')",-2.0616488,-1.8349937,-0.37514657,-0.04045199,-1.2464739,-0.94841075,-2.2486074,-1.484935,-0.7636724
60,5.2764773,3.2850642,"('inefficient', 'efficient')",2.0273287,1.7915474,0.45585123,0.3195422,0.85923046,0.7218464,2.154722,1.5295001,0.6252219
35,-5.2121143,-2.9842827,"('corrupt', 'incorrupt')",-1.724343,-1.5129753,-0.73977554,-0.6099504,-1.4585178,-1.2750599,-2.2836876,-1.5955672,-0.6881204
31,-5.121668,-3.5733836,"('evil', 'good')",-2.41136,-1.9794639,-0.44968018,-0.26695323,-2.0663998,-1.8514498,-2.5122769,-1.9178126,-0.5944643
46,4.949389,3.277912,"('uncompetitive', 'competitive')",1.4221525,1.6008422,0.16195899,0.3888431,0.3121106,0.18390903,1.7114028,1.3628765,0.3485263
55,4.824859,2.5424252,"('incompetent', 'clever')",1.1329697,1.0378954,-0.24677944,-0.44685173,0.9271855,0.7164016,1.6595588,0.9624676,0.6970912
6,-4.660534,-2.8690276,"('distant', 'open')",-1.871199,-1.626909,0.5355673,0.9068216,-0.9786503,-0.7401376,-1.743704,-1.0823131,-0.6613909
62,4.652326,3.112503,"('incompetent', 'brilliant')",1.1091884,1.3106747,0.36404023,0.30128554,0.86802965,0.85514885,1.7483962,1.3949031,0.3534931
10,4.6366906,2.9501038,"('unsympathetic', 'sympathetic')",0.96136767,0.8798659,-0.76436555,-0.6943514,0.9707333,0.8193112,1.4511064,0.9887323,0.4623741
81,4.5383816,1.8653051,"('submissive', 'aggressive')",0.7625399,0.32638067,0.739269,0.47997004,0.053808343,-0.24247736,1.5234997,0.6072946,0.9162051
69,-4.518106,-2.811586,"('lazy', 'industrious')",-0.57498574,-0.43640345,1.8218329,2.0284104,-1.6835005,-1.3172966,-1.2386899,-0.6342189,-0.604471
80,4.498392,1.890373,"('dominated', 'dominating')",0.54879916,0.3393378,-0.4632005,-0.71010166,0.5275973,0.1601909,1.277897,0.41995,0.857947
56,4.108844,3.0431998,"('impractical', 'practical')",1.7095923,1.7662652,0.56432086,0.644395,-0.04399229,0.033628933,1.5846912,1.3718722,0.212819
7,4.0695257,2.4159002,"('insensitive', 'sensitive')",1.5904512,1.4988648,0.4439183,0.3538449,0.8139655,0.7599721,1.7294651,1.2571455,0.4723196
21,3.9855647,2.6819658,"('immoral', 'moral')",1.5044549,1.272867,-0.031053312,0.0696875,0.54130685,0.3987951,1.5000683,1.1058289,0.3942394
52,-3.9813466,-2.646361,"('irrational', 'rational')",-1.4891572,-1.2983931,0.21945174,0.33537677,-0.9056946,-0.62710387,-1.5391866,-1.0591203,-0.4800663
5,-3.8924384,-2.0783339,"('distant', 'outgoing')",-1.3258984,-1.0082622,0.97923,1.4459789,-1.1306353,-0.8126844,-1.3424356,-0.6133254,-0.7291102
76,3.7970676,2.689948,"('anxious', 'daring')",1.7624987,1.3793461,0.5449563,0.5585049,1.115685,0.82611597,1.8050519,1.3634788,0.4415731
