,cintas_male,cintas_female,tuple,corp_male,corp_female,average_male,average_female,male-female
6,-1.6974503,-1.346936,"('distant', 'open')",-0.56869847,-0.5132606,-1.1330744,-0.9300983,-0.2029761
1,-1.5087458,-1.4310775,"('unfriendly', 'friendly')",1.2448976,1.0345342,-0.1319241,-0.1982716,0.0663475
86,-1.5086254,-1.6896381,"('uninfluential', 'influential')",-0.45015952,-0.6042637,-0.9793925,-1.146951,0.1675585
9,-1.4307475,-1.3355496,"('unaffectionate', 'caring')",1.114218,1.1956654,-0.1582648,-0.0699421,-0.0883227
5,-1.364336,-1.105529,"('distant', 'outgoing')",-0.6826798,-0.4627207,-1.0235078,-0.7841249,-0.2393829
19,-1.3092777,-1.1217463,"('inhospitable', 'hospitable')",-0.704939,-0.76978207,-1.0071083,-0.9457642,-0.0613441
36,-1.2448348,-1.2100456,"('hostile', 'amicable')",0.012267144,-0.3896077,-0.6162838,-0.7998266,0.1835428
53,-1.2441765,-1.0360384,"('uncreative', 'creative')",0.26574036,0.15855044,-0.4892181,-0.438744,-0.0504741
76,1.1704853,1.4455248,"('anxious', 'daring')",-0.11883352,0.058703482,0.5258259,0.7521142,-0.2262883
79,-1.164948,-0.9710279,"('wavering', 'unwavering')",-0.6227874,-0.67458737,-0.8938677,-0.8228077,-0.07106
66,-1.1289229,-1.262333,"('inactive', 'active')",0.07485753,-0.20452267,-0.5270327,-0.7334279,0.2063952
8,-1.0044509,-0.89598083,"('unaffectionate', 'affectionate')",0.83787274,0.8037339,-0.0832891,-0.0461235,-0.0371656
10,-0.9907321,-1.0746073,"('unsympathetic', 'sympathetic')",-0.68848276,-0.64913666,-0.8396074,-0.861872,0.0222646
44,0.9821816,0.8631259,"('prejudiced', 'unprejudiced')",-1.1984049,-1.1454747,-0.1081116,-0.1411744,0.0330628
31,-0.9686188,-0.75709414,"('evil', 'good')",-0.7604092,-0.95439005,-0.864514,-0.8557421,-0.0087719
28,-0.9432897,-1.150733,"('disloyal', 'loyal')",0.8780158,0.6262523,-0.0326369,-0.2622404,0.2296035
39,0.92135507,0.64801764,"('exploitative', 'cooperative')",0.41979414,0.3927258,0.6705746,0.5203717,0.1502029
42,0.796459,0.9679348,"('unreliable', 'reliable')",-3.3256228,-3.1338928,-1.2645819,-1.082979,-0.1816029
0,-0.79552263,-1.0270364,"('unsociable', 'sociable')",-0.4016827,-0.4442011,-0.5986027,-0.7356188,0.1370161
73,0.7852183,0.8284626,"('helpless', 'self-reliant')",-2.9123693,-2.8798308,-1.0635755,-1.0256841,-0.0378914
30,0.7555219,0.60688776,"('intolerant', 'tolerant')",0.7653107,0.84473854,0.7604163,0.7258132,0.0346031
14,0.73745584,0.73331,"('antisocial', 'social')",0.11583609,0.14963202,0.426646,0.441471,-0.014825
60,0.7299796,0.5039677,"('inefficient', 'efficient')",-0.122530416,0.26445895,0.3037246,0.3842133,-0.0804887
71,-0.70435447,-0.5797483,"('diffident', 'self-confident')",0.0489112,0.15913725,-0.3277216,-0.2103055,-0.1174161
57,-0.6868829,-0.78515697,"('unimaginative', 'imaginative')",-2.9689658,-3.1239994,-1.8279244,-1.9545782,0.1266538
16,-0.66913086,-0.5095162,"('unpopular', 'popular')",0.25841254,0.11597381,-0.2053592,-0.1967712,-0.008588
38,-0.66661835,-0.69169134,"('untruthful', 'truthful')",-0.687099,-0.5031194,-0.6768587,-0.5974054,-0.0794533
2,0.6585743,0.9106463,"('unlikable', 'likable')",0.5386018,0.6160744,0.598588,0.7633604,-0.1647724
62,0.6308966,0.78410786,"('incompetent', 'brilliant')",0.1497707,0.4983914,0.3903337,0.6412497,-0.250916
24,-0.56723326,-0.6217652,"('dishonest', 'honest')",0.366477,0.43363175,-0.1003781,-0.0940667,-0.0063114
68,-0.5654853,-0.65560603,"('dependent', 'independent')",-0.6804574,-0.7299709,-0.6229714,-0.6927885,0.0698171
61,-0.5227269,-0.6679381,"('illogical', 'logical')",0.5599471,0.48820728,0.0186101,-0.0898654,0.1084755
78,-0.48797122,-0.23179689,"('nonresilient', 'resilient')",0.017991759,0.17620541,-0.2349897,-0.0277957,-0.207194
43,-0.47751802,-0.44613338,"('irresponsible', 'responsible')",0.11045633,0.25542688,-0.1835308,-0.0953532,-0.0881776
82,-0.4691437,-0.07913911,"('poor', 'rich')",6.257389,6.3816013,2.8941226,3.1512311,-0.2571085
81,0.4559894,0.104666635,"('submissive', 'aggressive')",-0.7721784,-0.55142903,-0.1580945,-0.2233812,0.0652867
4,-0.4540237,-0.27889615,"('disliked', 'liked')",-7.0992737,-7.172265,-3.7766488,-3.7255807,-0.0510681
3,-0.45330134,-0.5286962,"('repellent', 'pleasant')",0.98748267,0.88162094,0.2670907,0.1764624,0.0906283
65,0.452377,0.16233358,"('insecure', 'secure')",-0.22378908,0.09369694,0.114294,0.1280152,-0.0137212
23,-0.44724283,-0.49876875,"('insincere', 'sincere')",5.511539,5.635125,2.5321481,2.5681782,-0.0360301
45,-0.44224545,-0.4402297,"('incompetent', 'competent')",-0.08061776,-0.1910465,-0.2614316,-0.3156381,0.0542065
67,0.43436843,0.236653,"('doubtful', 'determined')",-0.7016045,-0.65450644,-0.133618,-0.2089267,0.0753087
29,-0.4278091,-0.34020263,"('unfair', 'fair')",-0.060145136,-0.16517642,-0.2439771,-0.2526895,0.0087124
52,-0.4263264,-0.6086901,"('irrational', 'rational')",0.16116525,-0.13491763,-0.1325806,-0.3718038,0.2392232
54,-0.42184108,-0.2795706,"('incapable', 'capable')",0.73443574,0.8172393,0.1562973,0.2688344,-0.1125371
46,-0.4101097,-0.3616844,"('uncompetitive', 'competitive')",-1.068328,-1.0441133,-0.7392188,-0.7028989,-0.0363199
80,0.36260408,0.024930615,"('dominated', 'dominating')",-1.0661963,-0.9292744,-0.3517961,-0.4521719,0.1003758
50,0.35061142,0.25566345,"('clumsy', 'skillful')",0.12218738,-0.04229615,0.2363994,0.1066837,0.1297157
17,-0.34279907,-0.42539585,"('nasty', 'nice')",-0.7612105,-0.75340545,-0.5520048,-0.5894006,0.0373958
84,0.3383862,0.38521907,"('inferior', 'superior')",0.9030103,0.9499718,0.6206983,0.6675954,-0.0468971
40,0.3346165,0.44654334,"('stingy', 'generous')",-1.6040921,-1.9256257,-0.6347378,-0.7395412,0.1048034
21,0.31952128,0.22114113,"('immoral', 'moral')",-0.5022186,-0.31143907,-0.0913487,-0.045149,-0.0461997
12,-0.30127576,0.003255546,"('unsupportive', 'supportive')",-2.2096965,-2.0728471,-1.2554861,-1.0347958,-0.2206903
77,-0.29043996,-0.6295891,"('unmotivated', 'motivated')",-1.229302,-1.0679593,-0.759871,-0.8487742,0.0889032
34,-0.27819902,-0.1594995,"('mean', 'honorable')",5.4831758,5.6290617,2.6024883,2.734781,-0.1322927
58,-0.26088503,-0.02090925,"('undiscriminating', 'discriminating')",0.33578005,0.18813902,0.0374475,0.0836149,-0.0461674
51,-0.25803456,-0.18467553,"('uneducated', 'educated')",0.27702367,0.19089457,0.0094946,0.0031095,0.0063851
88,-0.24153104,-0.38706878,"('low', 'eminent')",-0.4817749,-0.5342193,-0.361653,-0.4606441,0.0989911
37,0.23990987,0.16213124,"('fake', 'genuine')",0.21994606,0.31917304,0.229928,0.2406521,-0.0107241
41,0.22205067,0.33198622,"('unforgiving', 'forgiving')",-0.020062042,-0.24039522,0.1009943,0.0457955,0.0551988
35,-0.20396206,-0.039856836,"('corrupt', 'incorrupt')",-0.5334331,-0.53559947,-0.3686976,-0.2877282,-0.0809694
13,-0.20008944,-0.47255805,"('impolite', 'polite')",-1.060435,-1.057214,-0.6302623,-0.764886,0.1346237
