,johnson_male,johnson_female,tuple,&_male,&_female,average_male,average_female,male-female
71,2.126175,2.431282,"('diffident', 'self-confident')",0.5791217,0.9450469,1.3526483,1.6881645,-0.3355162
69,2.0394635,2.3968785,"('lazy', 'industrious')",0.7845023,1.0883061,1.4119829,1.7425923,-0.3306094
81,-1.8981528,-1.972646,"('submissive', 'aggressive')",0.64665663,0.16817737,-0.6257481,-0.9022343,0.2764862
85,1.8678628,2.0898411,"('insignificant', 'prestigious')",1.0398899,1.4027891,1.4538764,1.7463151,-0.2924387
59,1.7740616,1.8330334,"('foolish', 'wise')",0.96354795,1.1375265,1.3688047,1.48528,-0.1164753
14,-1.7430371,-1.320624,"('antisocial', 'social')",0.7677468,0.7390612,-0.4876451,-0.2907814,-0.1968637
45,-1.7410187,-1.688211,"('incompetent', 'competent')",-0.07546973,-0.21652097,-0.9082442,-0.952366,0.0441218
57,-1.7251182,-1.5253677,"('unimaginative', 'imaginative')",-1.0047951,-1.1557999,-1.3649566,-1.3405838,-0.0243728
6,1.6782814,1.8712091,"('distant', 'open')",0.40325364,0.3692969,1.0407676,1.1202531,-0.0794855
10,-1.6702528,-1.7283207,"('unsympathetic', 'sympathetic')",-0.3092405,-0.5887594,-0.9897466,-1.15854,0.1687934
70,-1.6124333,-1.7404183,"('lethargic', 'energetic')",-0.41651943,-0.54809874,-1.0144764,-1.1442585,0.1297821
35,1.581894,1.7814751,"('corrupt', 'incorrupt')",0.030237153,0.41901878,0.8060656,1.1002469,-0.2941813
82,-1.511242,-1.8558645,"('poor', 'rich')",-0.24825434,-0.7212677,-0.8797482,-1.2885661,0.4088179
36,1.4571295,1.4671956,"('hostile', 'amicable')",0.5069549,0.5606916,0.9820422,1.0139437,-0.0319015
21,-1.4032019,-1.3927,"('immoral', 'moral')",1.0146796,0.7710764,-0.1942612,-0.3108118,0.1165506
62,-1.3573925,-1.2502638,"('incompetent', 'brilliant')",-0.10586014,-0.22966242,-0.7316263,-0.7399631,0.0083368
84,1.3365645,1.3890034,"('inferior', 'superior')",0.89402723,0.8518667,1.1152959,1.120435,-0.0051391
33,1.322982,1.6234304,"('wrong', 'right')",0.71885014,0.97740084,1.020916,1.3004156,-0.2794996
20,-1.3227289,-1.1176178,"('rough', 'thoughtful')",0.167136,0.23354593,-0.5777965,-0.442036,-0.1357605
86,-1.2887493,-1.0576115,"('uninfluential', 'influential')",0.021884758,0.030965459,-0.6334323,-0.513323,-0.1201093
13,-1.2558024,-1.3842767,"('impolite', 'polite')",-0.2242701,-0.1703538,-0.7400362,-0.7773153,0.0372791
25,1.2534276,1.4083652,"('egoistic', 'altruistic')",0.8372094,0.8547092,1.0453185,1.1315372,-0.0862187
5,1.2167101,1.2967948,"('distant', 'outgoing')",0.4325938,0.48016608,0.824652,0.8884804,-0.0638284
22,-1.1929545,-1.0049,"('untrustworthy', 'trustworthy')",-0.25883982,-0.28021517,-0.7258972,-0.6425576,-0.0833396
55,-1.180925,-1.1042652,"('incompetent', 'clever')",0.38004038,0.053726614,-0.4004423,-0.5252693,0.124827
60,-1.1527791,-1.196163,"('inefficient', 'efficient')",0.6410332,0.31241542,-0.255873,-0.4418738,0.1860008
43,-1.1006961,-1.2766889,"('irresponsible', 'responsible')",-0.08570007,-0.2835912,-0.5931981,-0.78014,0.1869419
73,1.0710102,1.2290865,"('helpless', 'self-reliant')",-0.08058661,0.0665463,0.4952118,0.6478164,-0.1526046
51,-1.0684943,-1.0900333,"('uneducated', 'educated')",-0.07280357,-0.10271423,-0.570649,-0.5963737,0.0257247
75,-1.052929,-1.1482599,"('meek', 'impulsive')",-1.2665592,-1.0451049,-1.1597441,-1.0966823,-0.0630618
49,-1.0495557,-0.9959039,"('unable', 'able')",0.12087573,0.1461563,-0.46434,-0.4248738,-0.0394662
66,-1.0365548,-1.1442773,"('inactive', 'active')",0.6968842,0.7403792,-0.1698353,-0.2019491,0.0321138
67,1.019732,0.8538551,"('doubtful', 'determined')",-0.03110373,-0.03919832,0.4943141,0.4073284,0.0869857
