,johnson_male,johnson_female,tuple,&_male,&_female,average_male,average_female,male-female
3,-1.003497,-1.0568975,"('repellent', 'pleasant')",-0.46363896,-0.5803269,-0.733568,-0.8186122,0.0850442
31,0.96267205,1.1784277,"('evil', 'good')",-0.08633949,0.27416953,0.4381663,0.7262986,-0.2881323
72,-0.9145316,-0.9908828,"('unambitious', 'ambitious')",-1.2335709,-1.192661,-1.0740513,-1.091772,0.0177207
76,-0.88645303,-1.2304704,"('anxious', 'daring')",1.1019377,0.47090057,0.1077423,-0.3797849,0.4875272
30,-0.86120546,-0.5945426,"('intolerant', 'tolerant')",-0.10453749,-0.24998322,-0.4828715,-0.4222629,-0.0606086
18,-0.8413258,-0.4759333,"('disagreeable', 'welcoming')",0.7142077,0.8515712,-0.0635591,0.1878189,-0.251378
46,-0.83917475,-1.1993837,"('uncompetitive', 'competitive')",0.6969932,0.2580543,-0.0710908,-0.4706647,0.3995739
41,-0.8354198,-0.65213853,"('unforgiving', 'forgiving')",-0.07643121,-0.038390204,-0.4559255,-0.3452644,-0.1106611
58,-0.8094426,-0.7155844,"('undiscriminating', 'discriminating')",-0.5597347,-0.52969676,-0.6845887,-0.6226406,-0.0619481
68,-0.7993161,-1.139248,"('dependent', 'independent')",-1.213731,-1.2693145,-1.0065236,-1.2042813,0.1977577
15,0.79332024,1.1303353,"('boring', 'funny')",1.0812671,1.3153676,0.9372936,1.2228515,-0.2855579
2,0.79035026,0.7693908,"('unlikable', 'likable')",1.4425116,1.6091433,1.1164309,1.189267,-0.0728361
28,-0.7828663,-0.4605222,"('disloyal', 'loyal')",0.05694217,0.1255806,-0.3629621,-0.1674708,-0.1954913
29,0.760373,0.5949664,"('unfair', 'fair')",-0.6438699,-0.5507151,0.0582516,0.0221257,0.0361259
64,-0.7449589,-0.57276505,"('shy', 'confident')",0.25204477,0.33645236,-0.2464571,-0.1181563,-0.1283008
39,0.6575856,0.75046587,"('exploitative', 'cooperative')",0.3550386,0.45108008,0.5063121,0.600773,-0.0944609
1,0.6525861,0.9889276,"('unfriendly', 'friendly')",0.6928176,0.8938421,0.6727018,0.9413849,-0.2686831
44,-0.6168459,-0.8357891,"('prejudiced', 'unprejudiced')",-1.4287796,-1.5280598,-1.0228127,-1.1819245,0.1591118
79,0.6079777,0.3949579,"('wavering', 'unwavering')",0.098004155,0.12776476,0.3529909,0.2613613,0.0916296
52,0.5966233,0.72751725,"('irrational', 'rational')",0.6840852,0.77876055,0.6403543,0.7531389,-0.1127846
19,0.5856654,0.74730337,"('inhospitable', 'hospitable')",-0.49201852,-0.31947893,0.0468234,0.2139122,-0.1670888
77,-0.5797388,-0.4710252,"('unmotivated', 'motivated')",0.16418868,-0.12286793,-0.2077751,-0.2969466,0.0891715
42,-0.5756537,-0.25267828,"('unreliable', 'reliable')",0.46220624,0.5492289,-0.0567237,0.1482753,-0.204999
80,-0.52580625,-0.531138,"('dominated', 'dominating')",0.06624688,-0.019775026,-0.2297797,-0.2754565,0.0456768
87,0.5181583,0.20636933,"('unsuccessful', 'successful')",2.4214745,2.2750375,1.4698164,1.2407035,0.2291129
74,0.501535,0.24195908,"('undedicated', 'dedicated')",0.85563296,0.4400341,0.678584,0.3409966,0.3375874
16,0.49669528,0.44087324,"('unpopular', 'popular')",0.35133934,0.2808138,0.4240173,0.3608435,0.0631738
0,-0.49660122,-0.3931874,"('unsociable', 'sociable')",0.7089635,0.5263474,0.1061811,0.06658,0.0396011
7,-0.465043,-0.23056996,"('insensitive', 'sensitive')",-0.290855,-0.36425343,-0.377949,-0.2974117,-0.0805373
40,-0.4556642,0.0675244,"('stingy', 'generous')",-0.9546284,-0.68306756,-0.7051463,-0.3077716,-0.3973747
26,0.44129258,1.0232431,"('hardhearted', 'benevolent')",1.858098,2.0843618,1.1496953,1.5538025,-0.4041072
50,0.3993683,0.40637285,"('clumsy', 'skillful')",1.1460105,1.303769,0.7726894,0.8550709,-0.0823815
12,0.37157848,0.46651414,"('unsupportive', 'supportive')",0.7614223,0.82406914,0.5665004,0.6452916,-0.0787912
9,0.3642443,0.54175645,"('unaffectionate', 'caring')",0.6508833,0.90642357,0.5075638,0.72409,-0.2165262
17,0.357959,0.44986048,"('nasty', 'nice')",0.09893045,0.5252124,0.2284447,0.4875364,-0.2590917
61,0.3550719,0.49978676,"('illogical', 'logical')",1.0594912,0.951599,0.7072815,0.7256929,-0.0184114
23,-0.34618512,-0.6156411,"('insincere', 'sincere')",0.025364477,-0.31114125,-0.1604103,-0.4633912,0.3029809
48,-0.33474272,-0.23262429,"('unintelligent', 'intelligent')",0.10543068,0.05489655,-0.114656,-0.0888639,-0.0257921
27,-0.33425117,-0.287157,"('hardhearted', 'softhearted')",-0.8634348,-0.5233682,-0.598843,-0.4052626,-0.1935804
38,0.32681918,0.10394985,"('untruthful', 'truthful')",-0.7880865,-0.81648695,-0.2306336,-0.3562686,0.125635
56,-0.27228805,-0.5061048,"('impractical', 'practical')",0.12815976,-0.14255673,-0.0720641,-0.3243308,0.2522667
83,-0.2381255,-0.08939635,"('powerless', 'powerful')",-0.07653564,0.081948675,-0.1573306,-0.0037238,-0.1536068
32,0.23186621,0.24428038,"('unkind', 'kind')",0.91252166,0.78885555,0.5721939,0.5165679,0.055626
37,-0.17454559,-0.060993113,"('fake', 'genuine')",-0.24248765,-0.0032536034,-0.2085166,-0.0321234,-0.1763932
47,-0.14305064,-0.07971519,"('stupid', 'smart')",0.7785089,0.5192592,0.3177291,0.219772,0.0979571
8,0.12657729,0.43485466,"('unaffectionate', 'affectionate')",0.4823936,0.78816694,0.3044854,0.6115108,-0.3070254
88,-0.123485655,0.11490631,"('low', 'eminent')",0.5027225,0.46733123,0.1896184,0.2911188,-0.1015004
34,-0.11793947,-0.29990786,"('mean', 'honorable')",0.5794171,0.41421846,0.2307388,0.0571553,0.1735835
4,0.112554535,0.49958166,"('disliked', 'liked')",-0.11254425,0.22901314,5.1e-06,0.3642974,-0.3642923
54,0.06703899,-0.1257185,"('incapable', 'capable')",0.64503336,0.63977367,0.3560362,0.2570276,0.0990086
78,0.063582994,0.010184914,"('nonresilient', 'resilient')",0.18378153,0.12596461,0.1236823,0.0680748,0.0556075
63,0.04443252,-0.19842353,"('unperceptive', 'insightful')",0.88576615,0.57271945,0.4650993,0.187148,0.2779513
24,-0.030556217,-0.018634101,"('dishonest', 'honest')",0.5909672,0.44138902,0.2802055,0.2113775,0.068828
65,-0.027313404,-0.36322853,"('insecure', 'secure')",0.15748462,-0.26636642,0.0650856,-0.3147975,0.3798831
53,0.01946272,0.4827386,"('uncreative', 'creative')",0.09959563,0.05550869,0.0595292,0.2691236,-0.2095944
11,0.018748306,-0.19714884,"('unhelpful', 'helpful')",-0.50578123,-0.6402778,-0.2435165,-0.4187133,0.1751968
