,amazon_male,amazon_female,tuple,com_male,com_female,inc_male,inc_female,average_male,average_female,male-female
6,2.515168,2.7859726,"('distant', 'open')",0.57027745,0.6695288,0.1386216,0.1326414,1.074689,1.1960475,-0.1213585
9,2.0771844,1.9185091,"('unaffectionate', 'caring')",0.5572516,0.37614572,1.1989782,1.1454251,1.2778048,1.1466933,0.1311115
81,-2.0002584,-1.7339768,"('submissive', 'aggressive')",0.60346866,0.5733055,-0.7957787,-0.5627729,-0.7308562,-0.5744814,-0.1563748
5,1.8482883,2.1444163,"('distant', 'outgoing')",0.5007858,0.6588597,-0.60315514,-0.56856173,0.581973,0.7449048,-0.1629318
85,1.8315707,2.0804036,"('insignificant', 'prestigious')",-0.40714836,-0.29582134,0.86453134,0.6441116,0.7629846,0.8095646,-0.04658
1,1.7153684,1.4773742,"('unfriendly', 'friendly')",0.667883,0.53309107,1.8221439,1.63467,1.4017984,1.2150451,0.1867533
80,-1.560516,-1.6770229,"('dominated', 'dominating')",-1.1656265,-1.217148,-1.0055263,-0.9684986,-1.2438896,-1.2875565,0.0436669
65,-1.5486407,-1.4636648,"('insecure', 'secure')",0.23591167,0.26392192,-0.34123302,-0.021424923,-0.5513207,-0.4070559,-0.1442648
13,-1.5268247,-1.2800725,"('impolite', 'polite')",-0.09338687,0.013827112,-0.28223062,0.0051494613,-0.6341474,-0.4203653,-0.2137821
25,1.5023559,1.2915808,"('egoistic', 'altruistic')",0.116243556,-0.06301969,1.9625704,1.6950003,1.1937234,0.9745205,0.2192029
44,-1.4818761,-1.5794604,"('prejudiced', 'unprejudiced')",-0.3294052,-0.34761843,-1.2198226,-1.192433,-1.010368,-1.0398373,0.0294693
70,-1.4745885,-1.4918318,"('lethargic', 'energetic')",-0.41465533,-0.45398432,0.82786524,1.1107204,-0.3537929,-0.2783652,-0.0754277
82,-1.4642729,-1.1141685,"('poor', 'rich')",0.2011296,0.35846928,6.2976894,6.7685084,1.678182,2.0042698,-0.3260878
45,-1.4251419,-1.2195878,"('incompetent', 'competent')",-0.14647786,-0.020942315,-0.7128221,-0.5211811,-0.7614806,-0.5872371,-0.1742435
53,1.3816463,1.3617984,"('uncreative', 'creative')",0.35603496,0.46066752,1.1512986,1.179406,0.9629933,1.000624,-0.0376307
39,1.3626181,1.0731282,"('exploitative', 'cooperative')",2.0767028,1.8132354,0.24486697,0.21086045,1.2280626,1.032408,0.1956546
78,-1.3608406,-1.6004053,"('nonresilient', 'resilient')",-0.65959924,-0.7422513,0.03519269,-0.13440472,-0.661749,-0.8256871,0.1639381
71,1.3044362,1.3889917,"('diffident', 'self-confident')",1.5347251,1.4768523,0.44387326,0.3682096,1.0943449,1.0780179,0.016327
26,1.2741637,1.0070757,"('hardhearted', 'benevolent')",0.46865237,0.316297,1.2433376,1.0992694,0.9953845,0.8075473,0.1878372
50,-1.2104995,-1.0382892,"('clumsy', 'skillful')",0.15631735,0.08083761,0.29889518,0.3720964,-0.2517623,-0.1951184,-0.0566439
55,-1.2027158,-1.1630182,"('incompetent', 'clever')",0.29241005,0.21673456,0.22114366,0.36909857,-0.2297207,-0.1923951,-0.0373256
57,-1.1945835,-1.3947324,"('unimaginative', 'imaginative')",-0.1116866,-0.2500964,-2.6580024,-2.7782547,-1.3214242,-1.4743611,0.1529369
64,-1.1555446,-0.97090113,"('shy', 'confident')",-0.19356506,-0.06649569,-6.5710306,-6.550893,-2.6400468,-2.5294299,-0.1106169
