,coca_male,coca_female,tuple,cola_male,cola_female,europacific_male,europacific_female,partners_male,partners_female,average_male,average_female,male-female
17,-0.7208873,-0.49399447,"('nasty', 'nice')",-0.43204162,-0.3640706,-0.19625637,-0.005691441,-0.79774344,-0.7164986,-0.5367322,-0.3950638,-0.1416684
59,0.72044754,0.6459525,"('foolish', 'wise')",0.22875579,0.2671643,0.5046251,0.56231415,-0.064607024,0.10885002,0.3473053,0.3960702,-0.0487649
22,-0.7077641,-0.5383811,"('untrustworthy', 'trustworthy')",-0.28111383,-0.33693787,0.3827252,0.23543574,-0.2743926,-0.31734633,-0.2201363,-0.2393074,0.0191711
80,0.7070514,0.59846896,"('dominated', 'dominating')",0.18832463,0.21932358,1.017992,0.97448385,-0.39731973,-0.29202485,0.379012,0.3750629,0.0039491
7,-0.7053535,-0.4076658,"('insensitive', 'sensitive')",-0.16785371,-0.12763178,-0.539075,-0.4051597,0.62795603,0.8096827,-0.1960815,-0.0326936,-0.1633879
25,-0.7020518,-0.3025727,"('egoistic', 'altruistic')",-0.57769215,-0.342466,-0.61157686,-0.42876318,0.9798379,1.0357282,-0.2278707,-0.0095184,-0.2183523
34,-0.6635976,-0.43983546,"('mean', 'honorable')",0.051290993,0.12710893,0.14293581,0.20279951,5.3527484,5.380686,1.2208444,1.3176897,-0.0968453
15,0.638707,0.4650607,"('boring', 'funny')",0.72749144,0.61964744,0.32001784,0.26395878,-0.09560432,-0.08285017,0.397653,0.3164542,0.0811988
54,0.6256759,0.8441551,"('incapable', 'capable')",0.61718583,0.69165576,-0.25411853,-0.12325116,1.2228239,1.3465729,0.5528917,0.6897831,-0.1368914
78,-0.5953646,-0.53086674,"('nonresilient', 'resilient')",-0.1567929,-0.15729474,-0.8734794,-0.875703,0.20991401,0.31979382,-0.3539307,-0.3110177,-0.042913
21,-0.58119565,-0.513238,"('immoral', 'moral')",0.43102935,0.40297878,0.041631665,-0.0012111887,-0.13638443,-0.10829593,-0.0612298,-0.0549416,-0.0062882
26,0.5805341,0.5547647,"('hardhearted', 'benevolent')",0.29391146,0.22071138,-0.00905342,-0.10791063,1.0363402,0.8224042,0.4754331,0.3724924,0.1029407
86,-0.5402065,-0.1680939,"('uninfluential', 'influential')",-0.3709451,-0.21103889,-2.4242275,-2.4880853,-0.2216635,-0.30481058,-0.8892606,-0.7930071,-0.0962535
41,-0.5387297,-0.4782881,"('unforgiving', 'forgiving')",0.81123596,0.7536303,-0.37218168,-0.4601738,0.7509902,0.7140606,0.1628287,0.1323072,0.0305215
0,-0.5298597,-0.76070744,"('unsociable', 'sociable')",1.21709,1.0208853,-1.006583,-1.204343,0.93192625,0.90273327,0.1531434,-0.0103579,0.1635013
31,-0.5168934,-0.227903,"('evil', 'good')",-1.3368381,-1.1297789,-1.1319984,-0.85580826,-1.8440677,-1.748547,-1.2074494,-0.9905093,-0.2169401
55,-0.508479,-0.49818605,"('incompetent', 'clever')",0.2653939,0.20375353,-0.5358455,-0.73600954,0.560828,0.47113422,-0.0545257,-0.139827,0.0853013
2,-0.5025561,-0.24002272,"('unlikable', 'likable')",-0.25204167,-0.1382782,1.0237352,1.2478125,0.98405224,1.1668149,0.3132974,0.5090816,-0.1957842
14,-0.48687905,-0.8748628,"('antisocial', 'social')",0.47700718,0.19426551,0.5206825,0.3370306,0.22466223,0.22750987,0.1838682,-0.0290142,0.2128824
4,-0.47529268,0.06899634,"('disliked', 'liked')",-0.8602936,-0.662875,-0.60832196,-0.33880228,-7.130628,-6.8178,-2.2686341,-1.9376203,-0.3310138
60,-0.47194067,-0.3714075,"('inefficient', 'efficient')",1.1977751,1.1066084,-0.014243798,-0.091111675,1.2473534,1.3538424,0.489736,0.4994829,-0.0097469
76,-0.45002994,-0.23395099,"('anxious', 'daring')",-0.4670247,-0.31989792,0.49942914,0.34751964,0.33046708,0.4514166,-0.0217896,0.0612718,-0.0830614
49,0.422904,0.49369088,"('unable', 'able')",0.48482448,0.51355076,-0.1639493,-0.13817157,-0.4769001,-0.2907194,0.0667198,0.1445877,-0.0778679
44,-0.41737068,-0.4829064,"('prejudiced', 'unprejudiced')",-0.34360293,-0.357703,1.3110425,1.3476633,-1.092839,-1.0767189,-0.1356925,-0.1424163,0.0067238
32,0.41413534,0.50809747,"('unkind', 'kind')",0.76736754,0.6568495,-0.005794296,-0.16009618,1.4318404,1.3932034,0.6518872,0.5995135,0.0523737
48,-0.41287458,-0.6632512,"('unintelligent', 'intelligent')",0.24485579,0.14126018,-1.1514087,-1.4309944,-0.055810146,-0.24047266,-0.3438094,-0.5483645,0.2045551
6,0.37564692,0.6429247,"('distant', 'open')",-0.32605386,-0.1020568,-1.1438439,-0.9498309,-0.23408851,-0.15611163,-0.3320848,-0.1412686,-0.1908162
30,0.37127894,0.43732575,"('intolerant', 'tolerant')",0.45593077,0.38781786,0.35637873,0.34009948,1.5267086,1.5820382,0.6775743,0.6868203,-0.009246
42,0.35817012,0.3979682,"('unreliable', 'reliable')",0.38727385,0.42640346,1.024723,0.910423,-2.5556393,-2.3851998,-0.1963681,-0.1626013,-0.0337668
53,0.34729117,0.74172115,"('uncreative', 'creative')",-0.8594361,-0.67772466,-1.7774897,-1.7010598,0.6320782,0.67618555,-0.4143891,-0.2402194,-0.1741697
47,0.33409464,0.28729576,"('stupid', 'smart')",0.6128276,0.5384357,0.61088914,0.5260331,5.64432,5.6125765,1.8005328,1.7410853,0.0594475
68,-0.33068022,-0.30819148,"('dependent', 'independent')",-0.6079725,-0.6948499,-0.28820953,-0.34805912,-1.1644896,-1.0240191,-0.597838,-0.5937799,-0.0040581
9,0.3204532,0.71021706,"('unaffectionate', 'caring')",0.001688093,0.17881957,-2.1922224,-2.0462706,1.5514765,1.6255069,-0.0796511,0.1170682,-0.1967193
46,-0.30023196,-0.12321777,"('uncompetitive', 'competitive')",0.5119952,0.6018983,-1.2591581,-1.2472146,0.20216717,0.28883275,-0.2113069,-0.1199253,-0.0913816
16,-0.2927327,-0.137115,"('unpopular', 'popular')",-0.87165254,-0.7320632,-0.75534225,-0.58140373,0.11593544,0.17962256,-0.450948,-0.3177398,-0.1332082
38,0.26132992,0.6216165,"('untruthful', 'truthful')",0.2680911,0.4840022,-0.684278,-0.5077133,0.8945682,1.1054324,0.1849278,0.4258344,-0.2409066
37,0.25923014,0.49960607,"('fake', 'genuine')",-0.3483717,-0.28831777,-0.31582016,-0.32920903,0.20338218,0.2190551,-0.0503949,0.0252836,-0.0756785
63,0.2413315,0.448216,"('unperceptive', 'insightful')",0.22647679,0.3062167,-0.36543587,-0.24933891,1.2649242,1.5243624,0.3418241,0.507364,-0.1655399
79,0.23611206,0.51133996,"('wavering', 'unwavering')",-0.46681893,-0.307296,-0.4732636,-0.38241935,-0.3983285,-0.29277402,-0.2755747,-0.1177874,-0.1577873
72,0.20258652,0.016809426,"('unambitious', 'ambitious')",-0.29309186,-0.36618736,-0.48085707,-0.58713084,-0.0012088735,-0.1689916,-0.1431428,-0.2763751,0.1332323
52,0.19440654,0.008643128,"('irrational', 'rational')",0.2622826,0.19238755,-0.83554524,-0.8109945,-0.2395074,-0.3594485,-0.1545909,-0.2423531,0.0877622
66,-0.17218292,0.022092354,"('inactive', 'active')",-1.1358023,-0.96131873,0.03995071,0.3302499,0.5247612,0.8364671,-0.1858183,0.0568727,-0.242691
1,-0.16932493,0.3946603,"('unfriendly', 'friendly')",-0.16234303,-0.016179517,-1.7204527,-1.6492562,1.7967356,1.7493173,-0.0638463,0.1196355,-0.1834818
8,-0.14565653,0.13730156,"('unaffectionate', 'affectionate')",-0.65501213,-0.53250074,-2.5392153,-2.441056,0.36780542,0.29294622,-0.7430196,-0.6358272,-0.1071924
20,-0.13309148,-0.087706715,"('rough', 'thoughtful')",-0.07623373,-0.0557802,0.3922473,0.4199608,0.63761437,0.57839394,0.2051341,0.213717,-0.0085829
35,-0.1310787,-0.054751843,"('corrupt', 'incorrupt')",-1.3633395,-1.2472781,0.3009924,0.30593672,-1.0440369,-1.0140553,-0.5593657,-0.5025371,-0.0568286
62,-0.106284566,0.2026512,"('incompetent', 'brilliant')",-0.24812716,-0.14865837,0.13450512,0.36112958,0.7217462,0.8647255,0.1254599,0.319962,-0.1945021
50,-0.097022645,0.018624883,"('clumsy', 'skillful')",-0.055318087,0.034882486,0.77145255,0.7017275,-0.010244258,0.05990602,0.1522169,0.2037852,-0.0515683
88,0.09664968,0.41712195,"('low', 'eminent')",-0.44307587,-0.40200394,-0.4145734,-0.47734788,0.23811185,0.11606276,-0.1307219,-0.0865418,-0.0441801
19,0.09419362,0.4043852,"('inhospitable', 'hospitable')",-0.70271176,-0.54247254,-1.4653704,-1.3048441,-0.6517298,-0.50923085,-0.6814046,-0.4880406,-0.193364
75,0.06050094,0.3337356,"('meek', 'impulsive')",-0.5389695,-0.40080065,0.39011914,0.66873634,-1.183511,-1.0630965,-0.3179651,-0.1153563,-0.2026088
61,-0.050643295,0.04340998,"('illogical', 'logical')",-0.22442852,-0.18157619,-0.551527,-0.43701473,0.253692,0.37966874,-0.1432267,-0.0488781,-0.0943486
43,-0.049164694,0.009426473,"('irresponsible', 'responsible')",0.2734728,0.25080067,-0.44006866,-0.45498636,1.3349965,1.3779981,0.279809,0.2958097,-0.0160007
11,-0.029273463,0.00955148,"('unhelpful', 'helpful')",0.7724755,0.72645295,-0.024807937,-0.11612429,3.1423295,3.2153869,0.9651809,0.9588168,0.0063641
12,0.017661389,0.2006428,"('unsupportive', 'supportive')",0.31060165,0.37161118,-0.6048689,-0.511762,-0.9546012,-0.72110087,-0.3078018,-0.1651522,-0.1426496
23,-0.011791622,0.049967114,"('insincere', 'sincere')",1.096195,1.0196545,-0.4550573,-0.6592204,7.231226,7.111031,1.965143,1.8803581,0.0847849
29,-5.272031e-05,-0.013960794,"('unfair', 'fair')",-0.07738605,-0.034839623,-0.07485019,-0.077853024,-0.7958157,-0.82711804,-0.2370262,-0.2384429,0.0014167
