,nicor_male,nicor_female,tuple,inc_male,inc_female,average_male,average_female,male-female
10,0.49270082,0.4981659,"('unsympathetic', 'sympathetic')",-0.13577087,0.17396,0.178465,0.336063,-0.157598
33,0.48625368,0.6873767,"('wrong', 'right')",-0.36793447,-0.25787657,0.0591596,0.2147501,-0.1555905
65,0.44658214,0.2672467,"('insecure', 'secure')",-0.6305644,-0.5421082,-0.0919911,-0.1374307,0.0454396
23,0.4393634,0.26012582,"('insincere', 'sincere')",4.949191,4.8575816,2.6942773,2.5588536,0.1354237
83,-0.4289081,-0.7090572,"('powerless', 'powerful')",-0.74950624,-0.88363165,-0.5892072,-0.7963444,0.2071372
75,-0.4266202,-0.17201205,"('meek', 'impulsive')",-0.459417,-0.2724145,-0.4430186,-0.2222133,-0.2208053
84,0.42346603,0.40168956,"('inferior', 'superior')",0.98211104,1.0415876,0.7027885,0.7216386,-0.0188501
47,0.41774827,0.39833587,"('stupid', 'smart')",4.7255406,4.4845753,2.5716445,2.4414556,0.1301889
27,-0.41148716,-0.361831,"('hardhearted', 'softhearted')",1.4064461,1.474683,0.4974795,0.556426,-0.0589465
45,0.40788308,0.5310353,"('incompetent', 'competent')",0.03002454,0.29308617,0.2189538,0.4120607,-0.1931069
22,0.40203834,0.46760973,"('untrustworthy', 'trustworthy')",-1.0467799,-0.7724993,-0.3223708,-0.1524448,-0.169926
29,-0.40091622,-0.15428807,"('unfair', 'fair')",-0.8795876,-0.5406846,-0.6402519,-0.3474863,-0.2927656
40,-0.39377484,-0.311921,"('stingy', 'generous')",-1.4804872,-1.1048837,-0.937131,-0.7084023,-0.2287287
54,-0.38306648,-0.2595355,"('incapable', 'capable')",0.8284217,1.0109483,0.2226776,0.3757064,-0.1530288
57,-0.34953764,-0.5092914,"('unimaginative', 'imaginative')",-2.0423293,-1.6981376,-1.1959335,-1.1037145,-0.092219
46,0.34057388,0.06536693,"('uncompetitive', 'competitive')",-0.46180904,-0.43799904,-0.0606176,-0.1863161,0.1256985
12,0.31234655,0.28723258,"('unsupportive', 'supportive')",-1.6223041,-1.3059449,-0.6549788,-0.5093561,-0.1456227
51,-0.29896143,-0.1033372,"('uneducated', 'educated')",0.16939418,0.36309677,-0.0647836,0.1298798,-0.1946634
41,0.29513133,0.36698914,"('unforgiving', 'forgiving')",-0.052063543,0.018498706,0.1215339,0.1927439,-0.07121
0,0.26255867,-0.06255766,"('unsociable', 'sociable')",-0.19229104,-0.22856234,0.0351338,-0.14556,0.1806938
34,-0.25902626,-0.32858816,"('mean', 'honorable')",5.3924384,5.0851135,2.5667062,2.3782628,0.1884434
49,-0.24353,-0.63291943,"('unable', 'able')",-0.10993669,-0.36943787,-0.1767333,-0.5011786,0.3244453
69,-0.23056516,-0.09271639,"('lazy', 'industrious')",-0.1165679,-0.20496863,-0.1735665,-0.1488425,-0.024724
26,-0.20459609,0.22440273,"('hardhearted', 'benevolent')",1.7743411,2.1044145,0.7848725,1.1644086,-0.3795361
64,-0.20051429,-0.3265268,"('shy', 'confident')",-6.2161913,-5.9443927,-3.2083528,-3.1354597,-0.0728931
38,-0.17610052,-0.17570986,"('untruthful', 'truthful')",-0.1496562,-0.18304342,-0.1628784,-0.1793766,0.0164982
3,0.17392142,-0.06359279,"('repellent', 'pleasant')",0.016542211,-0.014954313,0.0952318,-0.0392736,0.1345054
78,-0.16378845,-0.36216742,"('nonresilient', 'resilient')",0.41749123,0.4677671,0.1268514,0.0527998,0.0740516
58,0.16083261,0.5337714,"('undiscriminating', 'discriminating')",-0.02853126,0.25300434,0.0661507,0.3933879,-0.3272372
48,0.13781673,-0.27420402,"('unintelligent', 'intelligent')",0.76855373,0.7432768,0.4531852,0.2345364,0.2186488
61,-0.13609415,-0.07626847,"('illogical', 'logical')",0.10303037,0.11662555,-0.0165319,0.0201785,-0.0367104
50,0.12815109,0.48487216,"('clumsy', 'skillful')",0.04198374,0.3477201,0.0850674,0.4162961,-0.3312287
82,-0.1278781,0.017224237,"('poor', 'rich')",5.2668896,5.165707,2.5695057,2.5914657,-0.02196
24,-0.11013512,0.0921213,"('dishonest', 'honest')",0.38942274,0.6000002,0.1396438,0.3460608,-0.206417
17,-0.10073137,-0.016682934,"('nasty', 'nice')",-0.5194092,-0.47761834,-0.3100703,-0.2471506,-0.0629197
63,0.096427724,0.08701963,"('unperceptive', 'insightful')",0.91479105,1.2081349,0.5056094,0.6475773,-0.1419679
20,0.081108086,0.009276144,"('rough', 'thoughtful')",1.0663846,1.1482797,0.5737463,0.5787779,-0.0050316
59,0.072563626,0.3172556,"('foolish', 'wise')",0.28668222,0.37890813,0.1796229,0.3480819,-0.168459
44,-0.06267185,-0.40692022,"('prejudiced', 'unprejudiced')",-1.1502281,-1.6176881,-0.60645,-1.0123042,0.4058542
28,-0.052840617,-0.30931237,"('disloyal', 'loyal')",0.8299735,0.6541214,0.3885665,0.1724045,0.216162
32,0.03449277,-0.105836764,"('unkind', 'kind')",0.7034103,0.75605786,0.3689516,0.3251106,0.043841
77,-0.012409909,-0.68538725,"('unmotivated', 'motivated')",-0.93748134,-0.9747772,-0.4749456,-0.8300822,0.3551366
