,nicor_male,nicor_female,tuple,inc_male,inc_female,average_male,average_female,male-female
36,-2.1909204,-1.7126552,"('hostile', 'amicable')",-0.20212944,-0.19230467,-1.1965249,-0.95248,-0.2440449
6,-2.1900346,-1.506902,"('distant', 'open')",-0.17069162,0.12888394,-1.1803632,-0.689009,-0.4913542
31,-2.0313108,-1.5380585,"('evil', 'good')",-1.2088933,-0.8935126,-1.620102,-1.2157855,-0.4043165
5,-2.0054426,-1.3879935,"('distant', 'outgoing')",-0.60327077,-0.3086644,-1.3043567,-0.8483289,-0.4560278
81,1.9745808,1.3892152,"('submissive', 'aggressive')",-0.31339127,-0.4743932,0.8305948,0.457411,0.3731838
79,-1.6192765,-0.9930727,"('wavering', 'unwavering')",-0.33286586,-0.08317471,-0.9760712,-0.5381237,-0.4379475
53,-1.5783739,-1.5007988,"('uncreative', 'creative')",0.40071827,0.67915034,-0.5888278,-0.4108242,-0.1780036
56,1.5368749,1.2066046,"('impractical', 'practical')",0.08113229,0.060774967,0.8090036,0.6336898,0.1753138
60,1.4994566,0.81439775,"('inefficient', 'efficient')",0.3044347,0.11533375,0.9019457,0.4648657,0.43708
62,1.3853372,1.0968775,"('incompetent', 'brilliant')",0.49196,0.57392114,0.9386486,0.8353993,0.1032493
1,-1.2913225,-1.0677178,"('unfriendly', 'friendly')",1.3917897,1.6717186,0.0502336,0.3020004,-0.2517668
14,1.2828072,0.97627676,"('antisocial', 'social')",-0.13223723,-0.23650564,0.575285,0.3698856,0.2053994
19,-1.274227,-0.5790763,"('inhospitable', 'hospitable')",-0.45524558,0.016738027,-0.8647363,-0.2811691,-0.5835672
30,1.138357,0.97875726,"('intolerant', 'tolerant')",1.5322945,1.4851595,1.3353257,1.2319584,0.1033673
4,-1.0673771,-0.82439697,"('disliked', 'liked')",-5.882019,-5.6360264,-3.4746981,-3.2302117,-0.2444864
39,1.0374964,0.654914,"('exploitative', 'cooperative')",0.17973691,-0.039104134,0.6086167,0.307905,0.3007117
85,-1.0368459,-0.7880789,"('insignificant', 'prestigious')",0.5525666,0.44178468,-0.2421397,-0.1731471,-0.0689926
80,1.0331112,0.7287187,"('dominated', 'dominating')",-1.0282227,-1.1414583,0.0024443,-0.2063698,0.2088141
70,1.0002075,0.98563725,"('lethargic', 'energetic')",0.8172556,1.030055,0.9087316,1.0078461,-0.0991145
43,0.951239,0.724581,"('irresponsible', 'responsible')",0.63241535,0.7355688,0.7918272,0.7300749,0.0617523
8,-0.9348181,-0.60904527,"('unaffectionate', 'affectionate')",0.6639832,0.94832146,-0.1354174,0.1696381,-0.3050555
55,0.91478646,0.5949756,"('incompetent', 'clever')",0.1692716,0.118043765,0.542029,0.3565097,0.1855193
52,-0.8704419,-0.45004833,"('irrational', 'rational')",-0.03892111,-0.028801274,-0.4546815,-0.2394248,-0.2152567
21,0.8499855,0.47282633,"('immoral', 'moral')",-0.37989426,-0.6401186,0.2350456,-0.0836461,0.3186917
35,-0.8470136,-0.38240767,"('corrupt', 'incorrupt')",-0.27196884,-0.19244087,-0.5594912,-0.2874243,-0.2720669
88,-0.8043624,-0.851786,"('low', 'eminent')",0.28557575,0.19537018,-0.2593933,-0.3282079,0.0688146
76,0.7620063,0.6457999,"('anxious', 'daring')",0.30219418,0.206301,0.5321002,0.4260504,0.1060498
86,-0.7603562,-0.82208437,"('uninfluential', 'influential')",-0.27918294,-0.053128682,-0.5197695,-0.4376065,-0.082163
13,0.73555017,0.55273885,"('impolite', 'polite')",-0.2452429,-0.28068238,0.2451536,0.1360282,0.1091254
9,-0.71803874,-0.4733785,"('unaffectionate', 'caring')",0.944857,1.2054403,0.1134091,0.3660309,-0.2526218
71,-0.6934842,-0.77315676,"('diffident', 'self-confident')",0.47980988,0.48864365,-0.1068372,-0.1422566,0.0354194
7,0.67136717,0.6192001,"('insensitive', 'sensitive')",0.6335969,0.936344,0.652482,0.7777721,-0.1252901
66,-0.6696358,-0.36749828,"('inactive', 'active')",0.8350042,0.95347893,0.0826842,0.2929903,-0.2103061
11,0.66169864,0.4204888,"('unhelpful', 'helpful')",1.5473709,1.6648892,1.1045347,1.042689,0.0618457
15,-0.6538293,-0.39046627,"('boring', 'funny')",0.4283225,0.58051157,-0.1127534,0.0950226,-0.207776
73,0.63679063,0.8348098,"('helpless', 'self-reliant')",-2.512197,-2.348607,-0.9377032,-0.7568986,-0.1808046
25,-0.60622406,-0.7352193,"('egoistic', 'altruistic')",1.3307654,1.2714721,0.3622707,0.2681264,0.0941443
18,-0.6061101,-0.81371975,"('disagreeable', 'welcoming')",-0.4757755,-0.5389753,-0.5409428,-0.6763475,0.1354047
67,0.6024776,0.6258776,"('doubtful', 'determined')",-0.30200016,-0.17668715,0.1502387,0.2245952,-0.0743565
42,0.592156,0.61493754,"('unreliable', 'reliable')",-2.7072177,-2.3434076,-1.0575309,-0.864235,-0.1932959
2,0.58053946,0.52924204,"('unlikable', 'likable')",0.44064182,0.4116369,0.5105907,0.4704395,0.0401512
16,-0.5794371,-0.5196849,"('unpopular', 'popular')",0.3525498,0.23536721,-0.1134436,-0.1421589,0.0287153
37,0.5648407,0.8147168,"('fake', 'genuine')",0.44278523,0.61304784,0.503813,0.7138823,-0.2100693
68,-0.5503879,-0.68918484,"('dependent', 'independent')",-0.7197351,-0.76707006,-0.6350615,-0.7281275,0.093066
74,0.5401633,0.6236067,"('undedicated', 'dedicated')",0.011722365,0.24445304,0.2759428,0.4340299,-0.1580871
87,0.5190886,0.7844669,"('unsuccessful', 'successful')",1.0325236,1.2214992,0.7758061,1.0029831,-0.227177
72,-0.50813496,-0.3866916,"('unambitious', 'ambitious')",-1.0155127,-0.64919364,-0.7618238,-0.5179426,-0.2438812
