,fifth_male,fifth_female,tuple,third_male,third_female,bancorp_male,bancorp_female,average_male,average_female,male-female
74,2.448914,2.1465256,"('undedicated', 'dedicated')",1.7534716,1.9418924,0.10306556,0.23221444,1.4351505,1.4402108,-0.0050603
16,-2.3668094,-2.1994483,"('unpopular', 'popular')",-1.4857355,-1.2824125,0.70268035,0.69824886,-1.0499548,-0.9278707,-0.1220841
59,-2.3221757,-1.4647781,"('foolish', 'wise')",-0.23016325,-0.004344564,0.2981165,0.4731438,-0.7514075,-0.3319929,-0.4194146
32,2.2324638,1.817031,"('unkind', 'kind')",1.0561271,1.1355008,0.65209156,0.5780891,1.3135608,1.1768737,0.1366871
77,2.2162633,1.5491879,"('unmotivated', 'motivated')",0.7808553,0.95986223,-0.20570134,-0.08723798,0.9304724,0.8072707,0.1232017
86,2.203485,1.2816892,"('uninfluential', 'influential')",0.122681245,0.08679548,-0.99520904,-0.9176312,0.4436524,0.1502845,0.2933679
8,-2.1119075,-1.6992854,"('unaffectionate', 'affectionate')",-0.48093978,-0.26143464,0.79300165,0.9110608,-0.5999486,-0.3498864,-0.2500622
58,2.0394547,1.5917383,"('undiscriminating', 'discriminating')",0.1944541,0.14704719,0.28003448,0.34244958,0.8379811,0.6937451,0.144236
51,2.02682,1.282153,"('uneducated', 'educated')",0.82721245,0.74321216,-1.2628356,-1.4124267,0.530399,0.2043128,0.3260862
1,-2.0061312,-1.4523903,"('unfriendly', 'friendly')",-1.1010505,-0.8897454,1.444484,1.6820271,-0.5542325,-0.2200362,-0.3341963
57,1.975645,1.1847886,"('unimaginative', 'imaginative')",-0.41527456,-0.46499297,-1.9926046,-1.9705266,-0.1440781,-0.4169103,0.2728322
48,1.8943001,1.247555,"('unintelligent', 'intelligent')",0.27256516,0.15777232,-1.0311209,-0.9802964,0.3785815,0.141677,0.2369045
37,1.8591194,1.4573704,"('fake', 'genuine')",1.2867472,0.9991439,-0.75596005,-0.6889338,0.7966355,0.5891935,0.207442
39,1.8561288,2.1424718,"('exploitative', 'cooperative')",1.8053979,1.9827752,0.487836,0.6324763,1.3831209,1.5859078,-0.2027869
26,-1.8356923,-1.6096944,"('hardhearted', 'benevolent')",-0.16291109,-0.13825326,1.352382,1.5360283,-0.2154071,-0.0706398,-0.1447673
44,-1.8084874,-1.291975,"('prejudiced', 'unprejudiced')",-0.67142516,-0.5905703,-1.1318886,-1.1286511,-1.2039337,-1.0037321,-0.2002016
84,1.7724975,1.6526555,"('inferior', 'superior')",0.41720933,0.36617494,-0.23943505,-0.21288718,0.6500906,0.601981,0.0481096
3,1.7594678,1.4926547,"('repellent', 'pleasant')",-0.18764485,-0.27834374,-0.9427098,-0.91679335,0.2097044,0.0991725,0.1105319
22,1.747445,1.2654732,"('untrustworthy', 'trustworthy')",0.26082397,0.07255608,-1.4252304,-1.3937649,0.1943461,-0.0185785,0.2129246
61,1.734701,1.4292248,"('illogical', 'logical')",-0.17039448,-0.019319993,-0.0032000057,0.10221492,0.5203688,0.5040399,0.0163289
75,-1.5503212,-1.2266755,"('meek', 'impulsive')",-1.0041733,-1.0418808,-0.018771164,-0.08707524,-0.8577552,-0.7852105,-0.0725447
41,1.4894265,1.3251379,"('unforgiving', 'forgiving')",1.2224212,1.2179378,-0.021334462,0.1676596,0.8968378,0.9035784,-0.0067406
28,1.4377062,1.115452,"('disloyal', 'loyal')",1.1102773,1.2237252,-0.032386713,-0.040520296,0.8385323,0.766219,0.0723133
42,1.4002179,1.2882398,"('unreliable', 'reliable')",1.1741028,1.2287683,-0.9191559,-1.0256821,0.5517217,0.4971087,0.054613
72,1.2547972,1.2197628,"('unambitious', 'ambitious')",0.840153,0.6516381,-0.94456583,-0.92513925,0.3834615,0.3154205,0.068041
24,1.23451,1.1953903,"('dishonest', 'honest')",1.1464533,1.1746621,-0.6594607,-0.4849181,0.5738342,0.6283781,-0.0545439
17,-1.1867778,-0.96821904,"('nasty', 'nice')",-0.4169126,-0.40314668,0.23240031,0.12708913,-0.4570967,-0.4147589,-0.0423378
66,-1.1867225,-0.9819857,"('inactive', 'active')",-0.18439212,-0.048980597,1.43481,1.3975446,0.0212318,0.1221928,-0.100961
19,-1.1021558,-0.7203402,"('inhospitable', 'hospitable')",-0.11164316,0.052749716,-0.17060903,-0.086997814,-0.4614693,-0.2515294,-0.2099399
64,1.0614929,0.8364175,"('shy', 'confident')",0.3422267,0.607819,-4.039071,-3.8675625,-0.8784505,-0.8077753,-0.0706752
87,1.0368016,0.7428592,"('unsuccessful', 'successful')",0.501541,0.6274711,0.8451862,0.9139755,0.7945096,0.7614353,0.0330743
88,-1.0182737,-1.2025927,"('low', 'eminent')",-1.5552961,-1.271524,-0.33294654,-0.39970067,-0.9688388,-0.9579391,-0.0108997
20,1.003381,0.766635,"('rough', 'thoughtful')",0.41306058,0.2923726,-0.16035831,-0.13385949,0.4186944,0.3083827,0.1103117
68,0.9442359,0.76051515,"('dependent', 'independent')",-0.081542164,-0.2534454,-1.5878929,-1.6770247,-0.241733,-0.389985,0.148252
27,0.8697915,0.85323083,"('hardhearted', 'softhearted')",0.19073518,0.07801685,-0.009521656,0.14700182,0.350335,0.3594165,-0.0090815
38,0.8574858,0.70692694,"('untruthful', 'truthful')",0.94404006,0.88757724,0.40814546,0.5183748,0.7365571,0.7042929,0.0322642
47,0.836251,0.39777297,"('stupid', 'smart')",0.29993445,0.304788,1.9538717,2.098147,1.030019,0.9335693,0.0964497
50,-0.7432119,-0.35407335,"('clumsy', 'skillful')",-0.21869712,0.08631178,0.5380329,0.52494943,-0.1412921,0.0857293,-0.2270214
82,0.71537095,0.043153793,"('poor', 'rich')",-1.0671188,-1.1619432,2.156547,2.0251365,0.6015998,0.3021157,0.2994841
83,0.70113105,0.35704705,"('powerless', 'powerful')",0.2608528,0.4763905,0.3582375,0.22004506,0.4400738,0.3511609,0.0889129
54,-0.6883928,-0.60883,"('incapable', 'capable')",-0.042084455,0.05367477,1.5370394,1.4927106,0.268854,0.3125185,-0.0436645
67,0.67839015,0.85637236,"('doubtful', 'determined')",1.2645454,1.2832227,-0.11925979,-0.19559208,0.6078919,0.648001,-0.0401091
71,0.6355098,0.4938193,"('diffident', 'self-confident')",1.0102283,1.0841702,0.7574056,0.8598121,0.8010479,0.8126005,-0.0115526
49,0.59936696,0.13040307,"('unable', 'able')",-0.7173024,-0.77687013,-0.73068786,-0.7506139,-0.2828744,-0.4656937,0.1828193
29,-0.49972382,-0.19794352,"('unfair', 'fair')",-0.092457555,-0.04111486,-0.27377653,-0.3680221,-0.2886526,-0.2023602,-0.0862924
73,-0.46187285,0.17120193,"('helpless', 'self-reliant')",0.71618414,0.93762404,-1.3411587,-1.2035339,-0.3622825,-0.0315693,-0.3307132
40,0.4186805,0.4871039,"('stingy', 'generous')",1.125083,1.2523137,-0.676106,-0.53330785,0.2892191,0.4020366,-0.1128175
15,-0.3534519,-0.44255608,"('boring', 'funny')",0.16898447,0.1481714,1.3619859,1.2217741,0.3925062,0.3091298,0.0833764
34,0.3081908,-0.27619788,"('mean', 'honorable')",0.45329204,0.3911381,2.9972596,2.995592,1.2529141,1.0368441,0.21607
18,-0.26147142,-0.057752516,"('disagreeable', 'welcoming')",0.06912061,0.4561031,-0.4541852,-0.33191702,-0.215512,0.0221445,-0.2376565
9,0.19812307,0.4489125,"('unaffectionate', 'caring')",-0.07283759,0.21720557,1.4082947,1.5005395,0.5111934,0.7222192,-0.2110258
33,-0.1860459,0.058338527,"('wrong', 'right')",0.46340576,0.62705463,1.0816152,1.0607531,0.4529917,0.5820487,-0.129057
2,-0.17817776,0.24354807,"('unlikable', 'likable')",0.87816304,1.2597678,0.94331837,1.052565,0.5477679,0.8519603,-0.3041924
78,0.04225813,-0.4499577,"('nonresilient', 'resilient')",-0.42006832,-0.49965447,1.1939371,1.1575593,0.2720423,0.0693157,0.2027266
53,0.03160136,0.10160665,"('uncreative', 'creative')",-1.1465497,-0.85258347,1.1333078,1.3503224,0.0061198,0.1997819,-0.1936621
