,big_male,big_female,tuple,lots_male,lots_female,inc_male,inc_female,average_male,average_female,male-female
69,-3.1232898,-3.2613845,"('lazy', 'industrious')",-2.1347635,-2.3602295,-0.82002056,-0.86102355,-2.0260247,-2.1608791,0.1348544
36,-3.0419395,-3.1835535,"('hostile', 'amicable')",-4.086235,-4.3344836,-0.36520547,-0.45892555,-2.4977934,-2.6589875,0.1611941
31,-2.5847492,-2.5975204,"('evil', 'good')",-2.9694061,-3.1043622,-0.79918325,-0.9849402,-2.1177796,-2.2289408,0.1111612
81,2.4523208,2.6082685,"('submissive', 'aggressive')",3.267257,3.554665,-0.23659033,-0.041354693,1.8276625,2.0405262,-0.2128637
62,2.1857276,2.4718409,"('incompetent', 'brilliant')",4.0552654,4.4736333,1.0052497,0.80319774,2.4154142,2.5828907,-0.1674765
80,2.0564005,2.2703478,"('dominated', 'dominating')",1.0165702,1.2895179,-1.4480336,-1.3834484,0.5416458,0.7254725,-0.1838267
52,-2.0094333,-2.215483,"('irrational', 'rational')",-3.0980718,-3.3826683,-0.142147,-0.4124564,-1.749884,-2.0035359,0.2536519
60,1.9172208,2.134359,"('inefficient', 'efficient')",5.150425,5.5184083,0.93968284,0.9755345,2.6691097,2.8761005,-0.2069908
76,1.802533,1.877532,"('anxious', 'daring')",2.1016734,2.2541394,0.62133,0.70819074,1.5085122,1.6132874,-0.1047752
26,-1.6984745,-1.5382442,"('hardhearted', 'benevolent')",-0.5370941,-0.4581825,1.1663367,1.1749439,-0.3564106,-0.2738276,-0.082583
55,1.689899,1.868782,"('incompetent', 'clever')",3.5976193,4.2046194,0.2472626,0.33004865,1.844927,2.1344833,-0.2895563
35,-1.6120809,-1.6293396,"('corrupt', 'incorrupt')",-3.5624714,-4.025339,-0.79119056,-0.808626,-1.988581,-2.154435,0.165854
24,1.5383943,1.7406234,"('dishonest', 'honest')",2.032198,2.1680105,0.9191288,0.89833087,1.4965738,1.6023215,-0.1057477
46,1.5268947,1.5801811,"('uncompetitive', 'competitive')",3.4378169,3.9070594,-0.62866634,-0.55993795,1.4453484,1.6424343,-0.1970859
11,1.5232131,1.8065727,"('unhelpful', 'helpful')",1.523694,1.6953723,2.1896393,2.1670501,1.7455155,1.889665,-0.1441495
56,1.5175886,1.8227111,"('impractical', 'practical')",3.6086307,4.0115395,0.19292119,0.18856382,1.7730468,2.0076048,-0.234558
85,-1.445062,-1.5560209,"('insignificant', 'prestigious')",-3.569209,-3.873268,-0.09129426,-0.2052843,-1.7018552,-1.878191,0.1763358
32,1.4008633,1.6705663,"('unkind', 'kind')",1.2100196,1.4335444,1.0515835,1.0822678,1.2208221,1.3954595,-0.1746374
87,1.3813013,1.439474,"('unsuccessful', 'successful')",1.7531471,1.9347599,1.0406168,0.9244194,1.3916883,1.4328844,-0.0411961
63,1.3298321,1.4041617,"('unperceptive', 'insightful')",1.930602,1.9523506,1.3203403,1.182333,1.5269248,1.5129484,0.0139764
