,us_male,us_female,tuple,bancorp_male,bancorp_female,del_male,del_female,average_male,average_female,male-female
10,0.964547,1.0620376,"('unsympathetic', 'sympathetic')",-2.1197288,-1.9627613,0.16316351,0.4039842,-0.3306728,-0.1655798,-0.165093
9,0.93087554,0.9396143,"('unaffectionate', 'caring')",1.3649298,1.3709542,1.5588205,1.5861795,1.2848753,1.2989159,-0.0140406
40,0.9179845,1.1067702,"('stingy', 'generous')",1.4582154,1.5428063,-1.5506909,-1.5577273,0.2751696,0.3639497,-0.0887801
65,0.8945723,0.87390214,"('insecure', 'secure')",-0.30954084,-0.34518707,-0.26635528,0.028707586,0.1062254,0.1858075,-0.0795821
71,0.87093127,0.90244573,"('diffident', 'self-confident')",1.5276991,1.5466584,0.8804786,0.6806143,1.0930363,1.0432394,0.0497969
80,0.8656437,0.8974257,"('dominated', 'dominating')",-0.42381006,-0.34090316,-0.9962362,-0.7719484,-0.1848009,-0.0718086,-0.1129923
32,0.8481037,0.9412653,"('unkind', 'kind')",0.13016823,0.3137468,1.0544881,1.232494,0.6775867,0.8291686,-0.1515819
38,0.8184671,0.66964006,"('untruthful', 'truthful')",1.0907164,0.98832524,-0.11621902,-0.13616791,0.5976548,0.5072658,0.090389
82,-0.8176366,-1.0948812,"('poor', 'rich')",-1.0849335,-1.2959876,6.6800094,6.3871236,1.5924797,1.332085,0.2603947
51,0.79355437,0.9995707,"('uneducated', 'educated')",-1.9496024,-1.7726923,-0.08370647,0.13320184,-0.4132515,-0.2133066,-0.1999449
88,-0.7390727,-0.40398294,"('low', 'eminent')",-1.5942523,-1.459386,0.020156706,-0.026607541,-0.7710561,-0.6299922,-0.1410639
72,0.72558033,0.69187415,"('unambitious', 'ambitious')",-0.4451743,-0.67541987,0.44037607,0.38474077,0.2402607,0.1337317,0.106529
5,-0.7143285,-0.51194054,"('distant', 'outgoing')",1.7204193,1.7528584,0.2554619,-0.0060660914,0.4205176,0.4116173,0.0089003
78,-0.6994813,-0.7472109,"('nonresilient', 'resilient')",0.5536,0.4551441,-0.74811834,-0.84998155,-0.2979999,-0.3806828,0.0826829
28,0.69143015,0.8013329,"('disloyal', 'loyal')",-0.42422998,-0.37349296,0.4318987,0.47303498,0.233033,0.3002916,-0.0672586
8,-0.6876615,-0.48306972,"('unaffectionate', 'affectionate')",0.3826437,0.33250818,1.3056533,1.1414548,0.3335452,0.3302977,0.0032475
30,0.6779073,0.7538764,"('intolerant', 'tolerant')",-0.89390147,-0.6872439,0.2375647,0.32827526,0.0071902,0.1316359,-0.1244457
87,0.6677763,0.63239604,"('unsuccessful', 'successful')",0.7106969,0.5357884,0.05730113,0.33539182,0.4785914,0.5011921,-0.0226007
4,-0.6349303,-0.22345883,"('disliked', 'liked')",0.2736584,0.27194583,-7.3531685,-7.311307,-2.5714801,-2.4209399,-0.1505402
61,0.6189284,0.5581217,"('illogical', 'logical')",0.5530537,0.5170836,-0.13162178,0.028915446,0.3467867,0.3680402,-0.0212535
50,-0.6082324,-0.33042368,"('clumsy', 'skillful')",0.16113372,0.19456519,0.16496879,0.18701239,-0.0940433,0.0170513,-0.1110946
55,0.60343814,0.6116283,"('incompetent', 'clever')",-1.728176,-1.811605,-0.14258423,-0.06330835,-0.4224407,-0.421095,-0.0013457
47,0.6023221,0.4783578,"('stupid', 'smart')",0.020480353,0.1773944,5.394147,5.409685,2.0056497,2.0218124,-0.0161627
13,0.57445645,0.47190017,"('impolite', 'polite')",-0.09387423,0.03199743,-0.75397974,-0.48041862,-0.0911325,0.0078263,-0.0989588
81,0.5497633,0.59678775,"('submissive', 'aggressive')",-0.9230676,-0.91655415,-0.4424847,-0.10334868,-0.2719297,-0.1410384,-0.1308913
75,-0.53630453,-0.5362087,"('meek', 'impulsive')",0.5721659,0.343573,-0.026684089,-0.14773485,0.0030591,-0.1134568,0.1165159
69,-0.5336124,-0.6017129,"('lazy', 'industrious')",2.036939,2.0281851,-1.0240306,-0.9998584,0.1597653,0.1422046,0.0175607
6,-0.5077587,-0.22887868,"('distant', 'open')",1.4057394,1.5172483,0.9159475,0.6976969,0.6046427,0.6620222,-0.0573795
7,0.49885678,0.5709062,"('insensitive', 'sensitive')",-0.15644982,-0.013057843,0.5802216,0.8734601,0.3075428,0.4771028,-0.16956
54,0.4838407,0.33116382,"('incapable', 'capable')",1.4162136,1.2460493,1.5413524,1.4489529,1.1471356,1.008722,0.1384136
41,0.48219198,0.7619112,"('unforgiving', 'forgiving')",0.6620676,0.93952125,-0.18986163,0.08688185,0.3181326,0.5961048,-0.2779722
37,-0.41072232,-0.65049267,"('fake', 'genuine')",-1.5058265,-1.4380451,0.38103604,0.32684007,-0.5118376,-0.5872325,0.0753949
3,0.38389856,0.1942409,"('repellent', 'pleasant')",-0.8237453,-0.827686,0.4033089,0.38788697,-0.0121793,-0.0818527,0.0696734
66,0.36728466,0.3943184,"('inactive', 'active')",1.2110035,1.244247,0.75722826,0.9171261,0.7785055,0.8518972,-0.0733917
48,0.3656387,0.44613636,"('unintelligent', 'intelligent')",-1.0353599,-0.9642396,-0.1410223,-0.11489305,-0.2702478,-0.2109988,-0.059249
46,0.36325622,0.13004605,"('uncompetitive', 'competitive')",-0.6615164,-0.78769386,-1.579506,-1.5148951,-0.6259221,-0.7241809,0.0982588
29,-0.34601116,-0.5076492,"('unfair', 'fair')",-0.448292,-0.45610064,-0.47866714,-0.47429383,-0.4243234,-0.4793479,0.0550245
79,-0.29335064,-0.045451377,"('wavering', 'unwavering')",0.7736334,0.7339314,0.17740619,-0.015845783,0.2192297,0.2242114,-0.0049817
33,0.26005167,0.24950522,"('wrong', 'right')",1.7468524,1.6077466,-0.27752858,-0.3588598,0.5764585,0.499464,0.0769945
26,-0.25167537,0.33206928,"('hardhearted', 'benevolent')",1.2655483,1.6404014,0.70076585,0.8837466,0.5715463,0.9520725,-0.3805262
45,0.2378092,0.19504592,"('incompetent', 'competent')",-1.5934662,-1.5952952,-0.55861926,-0.58890057,-0.6380921,-0.6630499,0.0249578
64,0.2309545,0.37802553,"('shy', 'confident')",-0.8152052,-0.8498965,-6.455731,-6.130181,-2.3466606,-2.2006839,-0.1459767
19,-0.22762187,0.044231556,"('inhospitable', 'hospitable')",-0.5891137,-0.4813584,0.029264204,-0.1477546,-0.2624905,-0.1949605,-0.06753
34,0.22693965,-0.093169555,"('mean', 'honorable')",0.91742957,0.9359533,4.8489604,4.7769322,1.9977765,1.8732387,0.1245378
67,0.22546814,0.2055242,"('doubtful', 'determined')",0.09168477,0.17519157,-0.50857365,-0.4283449,-0.0638069,-0.0158764,-0.0479305
83,0.22350955,0.5122908,"('powerless', 'powerful')",0.9763856,1.0389575,-0.64660615,-0.7019719,0.1844297,0.2830921,-0.0986624
25,-0.21527329,-0.32552108,"('egoistic', 'altruistic')",1.2340466,1.1552362,0.89256,0.7518303,0.6371111,0.5271818,0.1099293
1,-0.20840587,-0.05358507,"('unfriendly', 'friendly')",1.0500441,1.1411575,1.5938007,1.4732386,0.811813,0.8536037,-0.0417907
15,0.19720882,0.29639238,"('boring', 'funny')",1.2985336,1.3856777,0.3941604,0.45481318,0.6299676,0.7122944,-0.0823268
49,-0.19203316,-0.30924383,"('unable', 'able')",-0.43233144,-0.5060991,0.31366298,0.1310664,-0.1035672,-0.2280922,0.124525
44,0.16366386,-0.32561082,"('prejudiced', 'unprejudiced')",0.052350968,-0.24336345,-1.1735578,-1.2625822,-0.319181,-0.6105188,0.2913378
57,-0.16010353,0.079150274,"('unimaginative', 'imaginative')",-0.5437281,-0.46399495,-2.890436,-2.70201,-1.1980892,-1.0289515,-0.1691377
14,0.15438963,0.26476666,"('antisocial', 'social')",-0.85705054,-0.6722311,-0.6227158,-0.29369193,-0.4417922,-0.2337188,-0.2080734
0,-0.15432447,-0.0721656,"('unsociable', 'sociable')",-0.32544684,-0.14681974,-0.71961564,-0.5471591,-0.3997957,-0.2553815,-0.1444142
68,-0.15302306,-0.18714806,"('dependent', 'independent')",-1.9507399,-2.0269432,-0.9696679,-1.1007695,-1.0244769,-1.1049536,0.0804767
84,-0.1458514,-0.26013136,"('inferior', 'superior')",-0.11821814,-0.3326915,0.08755588,-0.031409547,-0.0588379,-0.2080775,0.1492396
53,-0.13190572,-0.1387031,"('uncreative', 'creative')",0.15990134,0.2063849,0.26768658,0.21380602,0.0985607,0.0938293,0.0047314
59,0.12688541,0.334146,"('foolish', 'wise')",0.5125875,0.47868448,0.4901055,0.58580554,0.3765261,0.466212,-0.0896859
58,0.10813848,0.053035755,"('undiscriminating', 'discriminating')",0.903754,0.8460268,-0.17800945,-0.23513383,0.277961,0.2213096,0.0566514
17,-0.080787405,0.057053857,"('nasty', 'nice')",0.37231228,0.4505068,-0.72728693,-0.6932639,-0.145254,-0.0619011,-0.0833529
20,0.07231654,0.07215614,"('rough', 'thoughtful')",-0.40117794,-0.36013174,0.15154041,0.16306356,-0.059107,-0.0416374,-0.0174696
77,0.05193734,-0.14590257,"('unmotivated', 'motivated')",0.29801363,0.23110378,-1.552851,-1.4816909,-0.4009666,-0.4654965,0.0645299
22,0.046117336,0.122378826,"('untrustworthy', 'trustworthy')",-1.4692918,-1.3570132,-0.95058614,-0.7376289,-0.7912536,-0.6574211,-0.1338325
18,0.033036172,0.34626946,"('disagreeable', 'welcoming')",-0.12408341,0.08271104,-0.18211907,-0.17265323,-0.0910554,0.0854424,-0.1764978
86,0.02889725,0.27740544,"('uninfluential', 'influential')",-1.5308414,-1.3515143,-0.092914544,0.021142386,-0.5316195,-0.3509888,-0.1806307
52,-0.01331613,0.16281095,"('irrational', 'rational')",0.5241134,0.50254375,0.1171654,0.2092324,0.2093209,0.291529,-0.0822081
