,us_male,us_female,tuple,bancorp_male,bancorp_female,del_male,del_female,average_male,average_female,male-female
39,1.8751919,1.8343948,"('exploitative', 'cooperative')",0.8624331,0.9901243,0.026210256,0.17315291,0.9212785,0.999224,-0.0779455
11,1.7341385,1.546444,"('unhelpful', 'helpful')",-0.36799705,-0.4974135,1.19342,1.3778324,0.8531872,0.8089543,0.0442329
36,-1.6776631,-1.6393266,"('hostile', 'amicable')",1.8594018,1.8745471,-0.3005098,-0.36158776,-0.0395904,-0.0421224,0.002532
43,1.6576365,1.4275805,"('irresponsible', 'responsible')",-0.44059917,-0.38900414,0.3908789,0.39564642,0.5359721,0.4780743,0.0578978
12,1.5976778,1.7887248,"('unsupportive', 'supportive')",0.20745254,0.29413772,-1.665491,-1.5990574,0.0465465,0.1612683,-0.1147218
62,1.5806426,1.3426455,"('incompetent', 'brilliant')",0.040896136,-0.14960682,0.10708532,0.11693612,0.576208,0.4366583,0.1395497
56,1.4672731,1.2038506,"('impractical', 'practical')",-0.190282,-0.09697363,0.012954146,0.041888524,0.4299817,0.3829218,0.0470599
42,1.4506826,1.5581683,"('unreliable', 'reliable')",0.38147038,0.40664232,-2.5704105,-2.5374362,-0.2460858,-0.1908752,-0.0552106
2,1.4252992,1.2298868,"('unlikable', 'likable')",1.6811427,1.5483466,0.6896274,0.7761559,1.2653565,1.1847965,0.08056
60,1.4038582,1.0984111,"('inefficient', 'efficient')",-0.5949143,-0.5780616,-0.11466423,0.023512654,0.2314266,0.1812874,0.0501392
35,-1.3973172,-1.5019226,"('corrupt', 'incorrupt')",0.5680591,0.57098883,-0.42612916,-0.622167,-0.4184624,-0.5177003,0.0992379
74,1.373242,1.5104564,"('undedicated', 'dedicated')",-0.028033651,0.10765963,0.035064273,0.12544963,0.4600909,0.5811886,-0.1210977
73,1.3090956,1.2521161,"('helpless', 'self-reliant')",1.2785013,1.1323847,-2.9266372,-3.1246903,-0.1130134,-0.2467299,0.1337165
23,1.1881694,1.0018328,"('insincere', 'sincere')",0.2745174,0.30758134,5.773313,5.687852,2.412,2.3324219,0.0795781
27,1.1796718,1.0602753,"('hardhearted', 'softhearted')",0.03478864,0.07774402,1.5142598,1.4578297,0.9095734,0.865283,0.0442904
85,-1.1257145,-0.81542104,"('insignificant', 'prestigious')",1.321816,1.2236207,0.16387041,-0.006226355,0.1199906,0.1339911,-0.0140005
76,1.1240035,0.88249576,"('anxious', 'daring')",-0.30197874,-0.28820723,0.13936122,0.20439948,0.320462,0.2662293,0.0542327
63,1.1033808,1.1957704,"('unperceptive', 'insightful')",0.3381399,0.40924573,0.12657471,0.14373907,0.5226985,0.5829184,-0.0602199
21,1.0615866,0.9258266,"('immoral', 'moral')",-1.0543888,-0.96495706,-0.8971709,-0.7148424,-0.2966577,-0.2513243,-0.0453334
24,1.0225466,0.9659044,"('dishonest', 'honest')",-0.79880154,-0.66252476,0.9503796,0.9189145,0.3913749,0.4074314,-0.0160565
16,-1.0208814,-1.1359229,"('unpopular', 'popular')",0.054752454,-0.11064293,0.017654315,-0.036065217,-0.3161582,-0.4275437,0.1113855
31,-1.0139263,-0.61866343,"('evil', 'good')",0.42650703,0.61557907,-0.496802,-0.6099394,-0.3614071,-0.2043413,-0.1570658
70,0.9814372,0.8766885,"('lethargic', 'energetic')",-0.9602521,-0.9017621,0.93103826,0.9230731,0.3174078,0.2993332,0.0180746
