,nike_male,nike_female,tuple,inc_male,inc_female,average_male,average_female,male-female
1,2.2772062,1.1466557,"('unfriendly', 'friendly')",1.4071338,1.021979,1.84217,1.0843173,0.7578527
26,2.0677724,1.54795,"('hardhearted', 'benevolent')",1.4320511,1.4200616,1.7499118,1.4840058,0.265906
71,2.054654,1.6485887,"('diffident', 'self-confident')",0.61346054,0.55747443,1.3340572,1.1030315,0.2310257
53,2.0428138,1.085852,"('uncreative', 'creative')",0.9244476,0.6292442,1.4836307,0.8575481,0.6260826
85,1.9111184,0.6676053,"('insignificant', 'prestigious')",0.6278344,0.31047451,1.2694764,0.4890399,0.7804365
12,1.7896227,1.6461675,"('unsupportive', 'supportive')",-1.5365624,-1.713189,0.1265301,-0.0335107,0.1600408
9,1.7630013,1.1517845,"('unaffectionate', 'caring')",0.6816268,0.5565126,1.2223141,0.8541486,0.3681655
44,-1.6765059,-1.0963284,"('prejudiced', 'unprejudiced')",-1.2521206,-1.1101502,-1.4643133,-1.1032393,-0.361074
33,1.5950098,0.9268489,"('wrong', 'right')",-0.5261441,-0.7598877,0.5344329,0.0834806,0.4509523
54,1.4240966,0.9336551,"('incapable', 'capable')",1.4469546,1.2478745,1.4355257,1.0907648,0.3447609
45,-1.3399044,-0.85134965,"('incompetent', 'competent')",-0.7825073,-0.4124933,-1.0612059,-0.6319215,-0.4292844
84,1.3180019,0.87358373,"('inferior', 'superior')",1.0881894,0.85567904,1.2030957,0.8646314,0.3384643
23,1.3118446,1.3948963,"('insincere', 'sincere')",5.7107196,5.9201784,3.511282,3.6575375,-0.1462555
57,-1.300534,-0.8956177,"('unimaginative', 'imaginative')",-2.7870462,-2.5679824,-2.0437901,-1.7318001,-0.31199
39,1.2709996,1.5762974,"('exploitative', 'cooperative')",0.039784998,0.29950348,0.6553923,0.9379004,-0.2825081
64,-1.2421784,-0.8682329,"('shy', 'confident')",-6.2470217,-6.456632,-3.7446001,-3.6624324,-0.0821677
17,-1.1994805,-1.5112232,"('nasty', 'nice')",-0.5918682,-0.5349285,-0.8956743,-1.0230758,0.1274015
74,1.1968755,0.86326194,"('undedicated', 'dedicated')",0.22425552,0.025801813,0.7105655,0.4445319,0.2660336
56,1.1947184,1.7841157,"('impractical', 'practical')",-0.10324833,0.10037887,0.545735,0.9422473,-0.3965123
72,1.1466538,0.8251346,"('unambitious', 'ambitious')",-0.73684114,-0.9574598,0.2049063,-0.0661626,0.2710689
4,-1.062752,-1.5035348,"('disliked', 'liked')",-6.446973,-6.7413836,-3.7548623,-4.1224594,0.3675971
32,1.0467131,0.8390775,"('unkind', 'kind')",0.84974444,0.82302016,0.9482288,0.8310488,0.11718
29,-1.0061847,-1.2102066,"('unfair', 'fair')",-0.67926925,-0.7205594,-0.8427269,-0.9653831,0.1226562
22,-0.9677479,-0.40470278,"('untrustworthy', 'trustworthy')",-1.4581085,-1.2741029,-1.2129283,-0.8394029,-0.3735254
81,-0.9671932,-0.15144476,"('submissive', 'aggressive')",-0.7850967,-0.6524289,-0.8761449,-0.4019368,-0.4742081
73,0.9451717,0.6794776,"('helpless', 'self-reliant')",-2.921229,-3.0679903,-0.9880286,-1.1942563,0.2062277
14,-0.89344794,-0.24111255,"('antisocial', 'social')",-1.1240953,-0.7666597,-1.0087717,-0.5038861,-0.5048856
24,0.87145925,0.7145604,"('dishonest', 'honest')",0.8095826,0.7333137,0.8405209,0.723937,0.1165839
75,-0.78196347,-0.9558407,"('meek', 'impulsive')",-0.22771785,-0.29565784,-0.5048407,-0.6257493,0.1209086
3,-0.7404335,-0.14390609,"('repellent', 'pleasant')",-0.0426243,0.1705813,-0.3915289,0.0133376,-0.4048665
13,-0.733641,-0.17895158,"('impolite', 'polite')",-0.5080019,-0.34207046,-0.6208215,-0.260511,-0.3603105
8,0.7026738,-0.07254634,"('unaffectionate', 'affectionate')",0.1239721,0.026810145,0.413323,-0.0228681,0.4361911
61,0.6445217,0.6490876,"('illogical', 'logical')",0.14289105,0.118242316,0.3937064,0.383665,0.0100414
38,0.63309735,0.26200545,"('untruthful', 'truthful')",0.22383204,0.027822934,0.4284647,0.1449142,0.2835505
86,0.6217377,0.4053842,"('uninfluential', 'influential')",-0.23490077,-0.51398224,0.1934185,-0.054299,0.2477175
67,0.61258847,0.588038,"('doubtful', 'determined')",-0.21651053,-0.2834249,0.198039,0.1523066,0.0457324
68,-0.6116636,-0.6935567,"('dependent', 'independent')",-0.33547202,-0.537988,-0.4735678,-0.6157724,0.1422046
46,-0.60613185,-0.015007362,"('uncompetitive', 'competitive')",-0.37112135,-0.39357123,-0.4886266,-0.2042893,-0.2843373
66,-0.60552025,-1.0430917,"('inactive', 'active')",0.73735434,0.74009264,0.065917,-0.1514995,0.2174165
51,-0.60527784,-0.67529756,"('uneducated', 'educated')",0.7610751,0.41965598,0.0778986,-0.1278208,0.2057194
59,0.6052386,0.114041366,"('foolish', 'wise')",0.36565587,0.13522352,0.4854472,0.1246324,0.3608148
80,-0.60226244,0.10676107,"('dominated', 'dominating')",-1.0493001,-0.8911924,-0.8257812,-0.3922157,-0.4335655
43,0.56401694,1.015135,"('irresponsible', 'responsible')",0.5475038,0.8766104,0.5557604,0.9458727,-0.3901123
15,-0.5488855,-0.5185184,"('boring', 'funny')",-0.15732554,0.025139635,-0.3531055,-0.2466894,-0.1064161
5,0.5375784,-0.47356284,"('distant', 'outgoing')",-0.652033,-0.8086681,-0.0572273,-0.6411154,0.5838881
25,0.5253308,-0.367388,"('egoistic', 'altruistic')",1.3666238,0.9141187,0.9459773,0.2733653,0.672612
55,-0.5123639,0.045515545,"('incompetent', 'clever')",-0.105082706,0.002905421,-0.3087233,0.0242105,-0.3329338
36,-0.50349885,-1.42705,"('hostile', 'amicable')",-0.21642336,-0.4132877,-0.3599611,-0.9201689,0.5602078
60,0.49498743,0.9448138,"('inefficient', 'efficient')",0.49612904,0.31764057,0.4955582,0.6312272,-0.135669
35,-0.47101024,-1.1027514,"('corrupt', 'incorrupt')",-0.3419899,-0.49234748,-0.4065001,-0.7975494,0.3910493
40,-0.40866968,-0.6231367,"('stingy', 'generous')",-2.1682048,-2.2835503,-1.2884372,-1.4533435,0.1649063
87,0.38869342,0.5656313,"('unsuccessful', 'successful')",0.8653139,0.85738415,0.6270037,0.7115077,-0.084504
76,0.37253487,0.90364426,"('anxious', 'daring')",0.65186965,0.83817226,0.5122023,0.8709083,-0.358706
65,-0.34614834,0.37306544,"('insecure', 'secure')",-0.3524187,-0.3435473,-0.3492835,0.0147591,-0.3640426
28,0.32694128,0.22167543,"('disloyal', 'loyal')",0.86463004,0.7611462,0.5957857,0.4914108,0.1043749
62,0.32462913,1.0087738,"('incompetent', 'brilliant')",0.26484236,0.47297302,0.2947357,0.7408734,-0.4461377
30,0.3243081,0.8474962,"('intolerant', 'tolerant')",0.8442411,1.01333,0.5842746,0.9304131,-0.3461385
7,0.31661254,0.6903774,"('insensitive', 'sensitive')",0.52585024,0.7539696,0.4212314,0.7221735,-0.3009421
82,0.3130478,-0.018796623,"('poor', 'rich')",5.8335085,5.897477,3.0732782,2.9393404,0.1339378
34,0.2762203,0.12680504,"('mean', 'honorable')",5.9268823,5.978749,3.1015513,3.0527768,0.0487745
16,-0.2582897,-0.7291376,"('unpopular', 'popular')",0.6039943,0.2999847,0.1728523,-0.2145765,0.3874288
52,-0.24265623,-1.0131531,"('irrational', 'rational')",-0.5532074,-0.7918865,-0.3979318,-0.9025198,0.504588
