,lumen_male,lumen_female,tuple,techologies_male,techologies_female,inc_male,inc_female,average_male,average_female,male-female
31,-2.1867058,-1.8388941,"('evil', 'good')",-1.9710375,-1.8540043,-1.6302252,-1.684801,-1.9293229,-1.7925665,-0.1367564
6,-1.894813,-1.5849892,"('distant', 'open')",-1.6273327,-1.6598444,-0.30843246,-0.42175275,-1.2768594,-1.2221954,-0.054664
36,-1.8083574,-1.5066875,"('hostile', 'amicable')",-1.9015597,-2.0080872,-0.37518024,-0.707669,-1.3616991,-1.4074812,0.0457821
19,-1.71257,-1.5290036,"('inhospitable', 'hospitable')",-1.6574795,-1.4851851,-0.48066935,-0.27335554,-1.2835729,-1.0958481,-0.1877248
5,-1.678818,-1.3697376,"('distant', 'outgoing')",-1.551444,-1.5241225,-0.68099874,-0.6470227,-1.3037536,-1.1802943,-0.1234593
79,-1.6003883,-1.1772412,"('wavering', 'unwavering')",-1.6284076,-1.6173549,-0.17799938,-0.10502173,-1.1355985,-0.9665393,-0.1690592
85,-1.5655221,-1.2170925,"('insignificant', 'prestigious')",-1.4583544,-1.4593277,-0.024678923,-0.18038768,-1.0161851,-0.9522693,-0.0639158
60,1.5419034,1.1031382,"('inefficient', 'efficient')",2.5794747,2.6156533,0.5880234,0.51434195,1.5698004,1.4110444,0.158756
9,-1.4520811,-1.467742,"('unaffectionate', 'caring')",-1.6293612,-1.7225629,0.32354134,0.12301138,-0.9193003,-1.0224311,0.1031308
1,-1.4306388,-1.2378312,"('unfriendly', 'friendly')",-1.4524393,-1.5234575,0.7697302,0.5184347,-0.7044493,-0.747618,0.0431687
55,1.362704,0.9996893,"('incompetent', 'clever')",1.2256366,1.325413,0.45139056,0.2921261,1.0132438,0.8724095,0.1408343
76,1.3570266,1.1138932,"('anxious', 'daring')",1.51431,1.4759891,1.2228975,1.2374245,1.3647447,1.2757689,0.0889758
2,1.352375,1.2316195,"('unlikable', 'likable')",0.2925084,0.4553855,0.61945117,0.67720836,0.7547782,0.7880712,-0.033293
4,-1.2923973,-0.8481441,"('disliked', 'liked')",-0.63347137,-0.43846267,-5.8893147,-5.6241574,-2.6050611,-2.3035881,-0.301473
78,-1.2711275,-1.1066325,"('nonresilient', 'resilient')",-0.16538183,-0.01996883,0.20296867,0.2045995,-0.4111802,-0.3073339,-0.1038463
52,-1.2145637,-1.2701793,"('irrational', 'rational')",-1.0759556,-1.2687473,-0.6773664,-1.0403812,-0.9892952,-1.1931026,0.2038074
65,1.2134129,0.6407853,"('insecure', 'secure')",1.0330181,0.85825366,0.3291362,0.13492255,0.8585223,0.5446538,0.3138685
27,-1.1826926,-1.0707722,"('hardhearted', 'softhearted')",-0.4599748,-0.46644005,0.74228895,0.64510757,-0.3001262,-0.2973682,-0.002758
56,1.1417291,0.9218725,"('impractical', 'practical')",1.3938663,1.4824696,0.3505668,0.43086848,0.9620541,0.9450702,0.0169839
66,-1.0990281,-1.3420938,"('inactive', 'active')",-0.6781212,-0.82563615,0.42597774,0.2555101,-0.4503905,-0.6374066,0.1870161
53,-1.0430022,-0.9340663,"('uncreative', 'creative')",-0.64297277,-0.64096177,0.66592985,0.720272,-0.3400151,-0.2849187,-0.0550964
8,-1.0344863,-0.7851608,"('unaffectionate', 'affectionate')",-2.2558067,-2.3113291,-0.07182339,-0.22651654,-1.1207054,-1.1076688,-0.0130366
16,-0.98223263,-0.88365537,"('unpopular', 'popular')",-1.0208999,-0.9288375,0.4424585,0.423823,-0.5202247,-0.4628899,-0.0573348
57,-0.9261141,-0.99693763,"('unimaginative', 'imaginative')",0.5878644,0.6367749,-2.3115716,-2.317142,-0.8832738,-0.8924349,0.0091611
21,0.9223781,0.5369766,"('immoral', 'moral')",1.212662,1.3093847,-0.053151112,-0.107472956,0.693963,0.5796294,0.1143336
39,0.9047976,0.5944165,"('exploitative', 'cooperative')",0.631532,0.72792846,0.35265222,0.44854262,0.6296606,0.5902959,0.0393647
38,-0.89596486,-0.73251617,"('untruthful', 'truthful')",-0.44433695,-0.2721513,0.09535094,0.20944566,-0.4149836,-0.265074,-0.1499096
44,0.8505119,0.7321094,"('prejudiced', 'unprejudiced')",0.9840415,0.89746636,-0.8568135,-0.7208585,0.3259133,0.3029057,0.0230076
81,0.8494541,0.3786958,"('submissive', 'aggressive')",1.9967182,2.0662854,0.3120641,0.46674132,1.0527455,0.9705741,0.0821714
14,0.83903795,0.3847682,"('antisocial', 'social')",1.7350215,1.8452394,-0.40095547,-0.28238785,0.724368,0.6492066,0.0751614
67,0.8133434,0.6399347,"('doubtful', 'determined')",1.2157061,1.2052861,-0.33044654,-0.12450354,0.566201,0.5735724,-0.0073714
86,-0.8071483,-1.022403,"('uninfluential', 'influential')",-0.5029091,-0.45629314,-0.5099406,-0.51539165,-0.606666,-0.6646959,0.0580299
69,-0.8025834,-0.52737427,"('lazy', 'industrious')",0.8089491,0.8035884,-0.72887266,-0.5264115,-0.2408356,-0.0833991,-0.1574365
80,0.7735442,0.46104875,"('dominated', 'dominating')",0.94394845,0.9871765,-1.0786767,-0.9240182,0.2129386,0.1747357,0.0382029
63,-0.70275897,-0.6964942,"('unperceptive', 'insightful')",0.30102062,0.36821085,0.8889757,0.9510584,0.1624124,0.2075917,-0.0451793
