,lumen_male,lumen_female,tuple,techologies_male,techologies_female,inc_male,inc_female,average_male,average_female,male-female
88,-0.692684,-0.88061535,"('low', 'eminent')",0.313264,0.17090699,0.37284496,0.24254292,-0.0021917,-0.1557218,0.1535301
62,0.6838039,0.6032844,"('incompetent', 'brilliant')",1.0836112,1.3522147,0.04717043,0.19324891,0.6048619,0.7162494,-0.1113875
77,-0.68158233,-0.93195426,"('unmotivated', 'motivated')",0.5257684,0.68181163,-0.6511256,-0.5383342,-0.2689798,-0.2628256,-0.0061542
37,0.671329,0.36919725,"('fake', 'genuine')",-0.3976733,-0.42409897,0.009359326,-0.061322585,0.0943383,-0.0387414,0.1330797
24,0.6332021,0.2931373,"('dishonest', 'honest')",-0.714935,-0.73837405,0.74015254,0.6513668,0.2194732,0.06871,0.1507632
0,-0.62781847,-1.2163064,"('unsociable', 'sociable')",0.8154853,0.6869856,-0.31901354,-0.6297588,-0.0437822,-0.3863599,0.3425777
73,0.6241645,0.7535126,"('helpless', 'self-reliant')",0.31629837,0.35464564,-3.4076102,-3.2046719,-0.8223825,-0.6988379,-0.1235446
22,0.59792984,0.46362042,"('untrustworthy', 'trustworthy')",0.23589385,0.29059234,-0.76531374,-0.79368734,0.0228366,-0.0131582,0.0359948
71,-0.5904132,-0.5804137,"('diffident', 'self-confident')",0.56201375,0.5827001,-0.1656759,0.018742543,-0.0646918,0.0070096,-0.0717014
35,-0.5889445,-0.5909891,"('corrupt', 'incorrupt')",-1.6868963,-1.7844334,-0.7630383,-0.82104987,-1.0129596,-1.0654908,0.0525312
82,0.57470226,0.70057696,"('poor', 'rich')",0.094416335,0.09416576,6.4804645,6.3454123,2.3831943,2.3800516,0.0031427
29,-0.5583788,-0.6224591,"('unfair', 'fair')",-1.1737583,-1.1380862,-0.9403731,-1.0894771,-0.8908367,-0.9500074,0.0591707
30,0.557196,0.20777076,"('intolerant', 'tolerant')",1.4111282,1.5231867,1.274365,1.2773509,1.0808964,1.0027695,0.0781269
40,-0.5481556,-0.43329924,"('stingy', 'generous')",-0.8769148,-0.89571273,-2.0702477,-2.1573863,-1.165106,-1.1621327,-0.0029733
51,-0.53676426,-0.63163316,"('uneducated', 'educated')",0.3408758,0.5882579,0.21212378,0.33214158,0.0054118,0.0962554,-0.0908436
58,-0.5253965,-0.6358327,"('undiscriminating', 'discriminating')",-0.25008953,-0.39673305,-0.3421723,-0.48680884,-0.3725528,-0.5064582,0.1339054
47,0.48364976,0.19397399,"('stupid', 'smart')",1.0021026,0.9376231,5.3484135,5.2103963,2.2780552,2.1139978,0.1640574
17,-0.4721793,-0.42863643,"('nasty', 'nice')",-0.7852186,-0.71992606,-0.53445834,-0.60501087,-0.5972854,-0.5845244,-0.012761
54,-0.46993506,-0.35714787,"('incapable', 'capable')",-0.5569921,-0.47578183,0.904018,1.1415912,-0.0409697,0.1028872,-0.1438569
61,-0.46764657,-0.6986106,"('illogical', 'logical')",0.28281853,0.3735714,-0.14249797,-0.39819145,-0.1091087,-0.2410769,0.1319682
83,-0.4633177,-0.7004296,"('powerless', 'powerful')",-0.29989552,-0.23059656,-1.1388547,-1.2363322,-0.6340226,-0.7224528,0.0884302
13,0.45854354,0.25511336,"('impolite', 'polite')",0.8191075,0.9669914,0.14419086,0.08357446,0.4739473,0.4352264,0.0387209
12,-0.41471902,-0.262233,"('unsupportive', 'supportive')",-0.049726047,0.19464616,-1.9868739,-1.8414092,-0.8171063,-0.636332,-0.1807743
46,0.4131273,0.22661753,"('uncompetitive', 'competitive')",0.124234855,0.27660775,0.11369511,0.03477641,0.2170191,0.1793339,0.0376852
33,-0.39859453,-0.48193505,"('wrong', 'right')",-0.5766025,-0.47719088,-1.1541015,-1.156103,-0.7097662,-0.7050763,-0.0046899
41,-0.39709648,-0.2461259,"('unforgiving', 'forgiving')",-0.62470114,-0.4460638,0.25698006,0.1791773,-0.2549392,-0.1710041,-0.0839351
42,0.36755773,0.5783913,"('unreliable', 'reliable')",0.038549703,0.30917045,-2.6089375,-2.2875528,-0.7342767,-0.4666637,-0.267613
26,-0.3673971,-0.30893725,"('hardhearted', 'benevolent')",-0.19857852,-0.40455127,1.0939022,0.95838803,0.1759755,0.0816332,0.0943423
10,-0.3620524,-0.67903453,"('unsympathetic', 'sympathetic')",-0.47133547,-0.44783744,0.023159076,-0.090986475,-0.2700763,-0.4059528,0.1358765
18,-0.35981867,-0.32744887,"('disagreeable', 'welcoming')",-0.47846153,-0.33432406,-0.46372247,-0.29124078,-0.4340009,-0.3176713,-0.1163296
25,-0.3589186,-0.4297119,"('egoistic', 'altruistic')",-0.828731,-0.9285966,1.1348705,1.0416821,-0.017593,-0.1055421,0.0879491
45,-0.3527046,-0.38635147,"('incompetent', 'competent')",0.34163424,0.4648659,-0.05492395,-0.2634183,-0.0219981,-0.0616346,0.0396365
72,-0.3260922,-0.23828949,"('unambitious', 'ambitious')",-0.17417666,-0.086888336,-1.2822777,-1.2251655,-0.5941822,-0.5167811,-0.0774011
28,-0.3251278,-0.5828159,"('disloyal', 'loyal')",-0.19182362,-0.24475344,0.95168084,0.7499246,0.1449098,-0.0258816,0.1707914
84,0.31240082,0.12891926,"('inferior', 'superior')",-0.2976665,-0.39086002,1.0076935,0.7602933,0.3408093,0.1661175,0.1746918
15,-0.30989012,-0.294021,"('boring', 'funny')",0.3196138,0.1986807,0.68065053,0.662464,0.2301248,0.1890412,0.0410836
49,0.273528,0.47047776,"('unable', 'able')",-0.13239914,0.12861311,0.1949524,0.38988596,0.1120271,0.3296589,-0.2176318
87,-0.24637698,-0.49839938,"('unsuccessful', 'successful')",0.6325613,0.6621302,0.36973023,0.32012156,0.2519715,0.1612841,0.0906874
64,0.23594907,-0.0331465,"('shy', 'confident')",0.541709,0.5922119,-5.813518,-5.714601,-1.67862,-1.7185119,0.0398919
59,-0.19617446,-0.3272971,"('foolish', 'wise')",-0.69394237,-0.7669413,-0.4148874,-0.51534855,-0.4350014,-0.536529,0.1015276
3,0.18659014,0.004039103,"('repellent', 'pleasant')",0.06623369,0.10470359,0.48264626,0.438928,0.2451567,0.1825569,0.0625998
75,0.16967821,0.48744062,"('meek', 'impulsive')",-0.29113793,-0.3214311,-0.3035119,-0.21069057,-0.1416572,-0.0148937,-0.1267635
68,-0.12819354,-0.34458825,"('dependent', 'independent')",-0.08546626,-0.08659267,-0.4455764,-0.3784465,-0.2197454,-0.2698758,0.0501304
11,0.11407642,0.12745926,"('unhelpful', 'helpful')",1.1907376,1.4180844,2.2151878,2.371763,1.173334,1.3057689,-0.1324349
32,0.109664194,-0.11878887,"('unkind', 'kind')",0.83367,0.73280036,1.1913348,1.098424,0.7115564,0.5708118,0.1407446
7,0.108341515,-0.2633264,"('insensitive', 'sensitive')",0.3499132,0.35290134,0.31918645,0.1922174,0.259147,0.0939308,0.1652162
20,0.1017428,-0.16898043,"('rough', 'thoughtful')",0.22502896,0.17851228,0.7031133,0.45871857,0.343295,0.1560835,0.1872115
43,0.09018484,-0.05701513,"('irresponsible', 'responsible')",-0.21096952,-0.08588802,0.37758648,0.38923675,0.0856006,0.0821112,0.0034894
34,-0.084564306,0.011481279,"('mean', 'honorable')",0.13018718,0.27659732,6.1556187,6.227984,2.0670805,2.1720209,-0.1049404
74,0.07982913,0.063019596,"('undedicated', 'dedicated')",0.6583121,0.74444556,-0.08870751,-0.15168013,0.2164779,0.218595,-0.0021171
70,0.048909493,-0.06609205,"('lethargic', 'energetic')",0.52430254,0.50316674,1.0285116,1.1086774,0.5339079,0.5152507,0.0186572
23,-0.025143437,-0.24390483,"('insincere', 'sincere')",0.18760642,0.19714397,5.3674283,5.218061,1.8432972,1.7237666,0.1195306
48,-0.010146803,-0.0019623209,"('unintelligent', 'intelligent')",0.28729278,0.42199355,0.4267138,0.42458978,0.2346199,0.2815403,-0.0469204
50,0.0064333268,0.23524718,"('clumsy', 'skillful')",0.64975524,0.6893391,0.015668087,0.12722471,0.2239522,0.3506037,-0.1266515
