,truist_male,truist_female,tuple,financial_male,financial_female,corp_male,corp_female,average_male,average_female,male-female
51,-0.6760399,-0.65659803,"('uneducated', 'educated')",-0.21234877,-0.22802646,0.7695304,0.8998013,-0.0396194,0.0050589,-0.0446783
84,0.66766924,0.62456125,"('inferior', 'superior')",0.35661295,0.31323412,0.8028543,0.84401125,0.6090455,0.5939356,0.0151099
24,-0.65134317,-0.6086211,"('dishonest', 'honest')",0.45460138,0.48576573,0.49583387,0.51687235,0.0996974,0.131339,-0.0316416
23,-0.6396524,-0.54185957,"('insincere', 'sincere')",0.7715273,0.6993048,5.9865136,5.9641976,2.0394629,2.0405477,-0.0010848
2,0.59991837,0.7574715,"('unlikable', 'likable')",2.3388858,2.394254,0.9462087,1.1221389,1.2950043,1.4246214,-0.1296171
17,-0.59108734,-0.2861699,"('nasty', 'nice')",-0.5837898,-0.43620417,-0.8420669,-0.6835248,-0.6723146,-0.4686329,-0.2036817
27,-0.58740836,-0.8240648,"('hardhearted', 'softhearted')",-0.4584236,-0.51859736,0.6844398,0.38507515,-0.120464,-0.3191956,0.1987316
40,-0.5684473,-0.77410096,"('stingy', 'generous')",1.2247883,1.169003,-1.9274433,-2.208638,-0.4237007,-0.6045787,0.180878
12,-0.5614949,-0.78758496,"('unsupportive', 'supportive')",0.919095,0.8168491,-1.8770628,-1.9062468,-0.5064876,-0.6256609,0.1191733
30,0.52860206,0.8178167,"('intolerant', 'tolerant')",0.6139673,0.7770729,0.5074439,0.826298,0.5500044,0.8070625,-0.2570581
43,-0.5087078,-0.47966596,"('irresponsible', 'responsible')",0.871728,0.84403384,0.40826082,0.70949817,0.2570937,0.3579553,-0.1008616
74,-0.50618625,-0.58154875,"('undedicated', 'dedicated')",0.66891086,0.7837898,-0.24360606,-0.05087816,-0.0269605,0.0504543,-0.0774148
29,0.48847786,0.36601067,"('unfair', 'fair')",-0.40358144,-0.37017557,-0.74584544,-0.8089041,-0.2203163,-0.271023,0.0507067
22,0.44581696,0.49239594,"('untrustworthy', 'trustworthy')",-0.06780789,-0.06535873,-0.48864207,-0.33606055,-0.0368777,0.0303256,-0.0672033
21,0.4424543,0.7258589,"('immoral', 'moral')",0.81977195,0.75143,-0.3525651,-0.021048523,0.3032204,0.4854135,-0.1821931
59,0.4334381,0.3365155,"('foolish', 'wise')",0.77576375,0.9172693,-0.20735209,-0.4089998,0.3339499,0.281595,0.0523549
38,-0.40971997,-0.49171507,"('untruthful', 'truthful')",0.45178425,0.52659076,-0.047577977,0.006916495,-0.0018379,0.0139307,-0.0157686
70,-0.39786795,-0.34815103,"('lethargic', 'energetic')",-0.03918667,-0.094208844,0.6567688,0.84378374,0.0732381,0.133808,-0.0605699
55,-0.38501108,-0.227559,"('incompetent', 'clever')",-0.4311828,-0.46400952,0.59811336,0.74352646,-0.0726935,0.0173193,-0.0900128
5,-0.37958363,-0.69784033,"('distant', 'outgoing')",0.66039413,0.7214309,-1.0252775,-1.2960011,-0.2481557,-0.4241368,0.1759811
68,0.3772982,0.43057603,"('dependent', 'independent')",-1.6258376,-1.6008383,-0.9754827,-1.1556586,-0.7413406,-0.775307,0.0339664
58,-0.36470047,-0.59260595,"('undiscriminating', 'discriminating')",1.1481321,1.0638077,-0.016966466,-0.017013947,0.2554884,0.1513959,0.1040925
3,-0.34347045,-0.34004378,"('repellent', 'pleasant')",-0.38791808,-0.5098586,1.0613142,1.1249449,0.1099752,0.0916808,0.0182944
31,-0.3280078,-0.55193484,"('evil', 'good')",-0.535843,-0.46234518,-1.582403,-1.8745682,-0.8154179,-0.9629494,0.1475315
85,-0.3135037,-0.5221886,"('insignificant', 'prestigious')",1.468996,1.6363413,-0.2341535,-0.44998133,0.3071129,0.2213904,0.0857225
77,-0.31175992,-0.2421599,"('unmotivated', 'motivated')",0.75002074,0.7376079,-1.2658585,-1.0795029,-0.2758659,-0.194685,-0.0811809
56,0.30767623,0.46138352,"('impractical', 'practical')",0.46967047,0.43205202,-0.41330558,-0.1573017,0.121347,0.2453779,-0.1240309
14,0.30332386,0.7411816,"('antisocial', 'social')",1.7245374,1.726714,-0.0022288188,0.31195718,0.6752108,0.9266175,-0.2514067
80,0.28871524,0.45091477,"('dominated', 'dominating')",-0.32264245,-0.39043966,-0.20275457,-0.060456604,-0.0788939,6.2e-06,-0.0789001
11,-0.28477758,-0.24271715,"('unhelpful', 'helpful')",0.08048456,0.019638754,1.9690325,2.2557788,0.5882465,0.6775668,-0.0893203
65,0.26219392,0.53884524,"('insecure', 'secure')",-0.2631691,-0.31791016,0.201528,0.49256846,0.0668509,0.2378345,-0.1709836
49,-0.254891,-0.14709601,"('unable', 'able')",-0.9247248,-0.9049455,-0.058936764,-0.10268696,-0.4128509,-0.3849095,-0.0279414
35,0.24744076,0.26784378,"('corrupt', 'incorrupt')",-0.98527056,-0.7348617,-0.88531214,-1.1527522,-0.5410473,-0.5399234,-0.0011239
63,-0.24642324,-0.25367123,"('unperceptive', 'insightful')",0.99348426,0.9389552,0.8774592,0.9923539,0.5415068,0.5592126,-0.0177058
7,-0.23252627,-0.17835361,"('insensitive', 'sensitive')",0.44916457,0.39016125,0.51210135,0.6208198,0.2429132,0.2775425,-0.0346293
60,0.22341293,0.49962592,"('inefficient', 'efficient')",0.30623248,0.22988921,0.26348427,0.58212763,0.2643766,0.4372143,-0.1728377
34,0.22271532,0.1614033,"('mean', 'honorable')",0.6705735,0.59958196,5.4328203,5.3318396,2.108703,2.0309416,0.0777614
71,-0.21783088,-0.38825586,"('diffident', 'self-confident')",1.6716764,1.711959,0.20710947,0.15499726,0.5536517,0.4929001,0.0607516
33,0.19127232,0.06245265,"('wrong', 'right')",1.0738918,1.0897808,-1.1404672,-1.3300245,0.0415657,-0.0592637,0.1008294
75,0.17871644,0.090391114,"('meek', 'impulsive')",-0.5984998,-0.53324,-0.7479151,-0.93026936,-0.3892328,-0.4577061,0.0684733
15,0.17710865,0.3226034,"('boring', 'funny')",0.19971755,0.36518654,-0.48702985,-0.33678257,-0.0367346,0.1170024,-0.153737
52,0.17640184,-0.025872767,"('irrational', 'rational')",0.30254507,0.34276134,-0.110002786,-0.34876394,0.1229814,-0.0106251,0.1336065
13,0.17503199,0.37827164,"('impolite', 'polite')",0.24340512,0.16198435,-0.37501988,-0.27964765,0.0144724,0.0868695,-0.0723971
61,0.17264411,0.2766317,"('illogical', 'logical')",1.2609372,1.2452649,0.50369465,0.5396128,0.6457587,0.6871698,-0.0414111
4,0.17054078,-0.04864531,"('disliked', 'liked')",-0.093330696,0.0015386846,-6.4052286,-6.1716795,-2.1093396,-2.0729287,-0.0364109
41,-0.14269716,-0.009480855,"('unforgiving', 'forgiving')",0.88843095,1.0442574,-0.23776238,-0.061961494,0.1693238,0.3242717,-0.1549479
81,0.13981648,0.5695846,"('submissive', 'aggressive')",0.3592872,0.36413038,-0.34075177,-0.017094135,0.052784,0.3055403,-0.2527563
83,0.120227724,0.22233704,"('powerless', 'powerful')",0.508882,0.64526653,-0.9621508,-0.9039211,-0.1110137,-0.0121059,-0.0989078
87,0.10791014,0.13420844,"('unsuccessful', 'successful')",0.95615107,0.90169495,1.0065128,1.1480834,0.6901913,0.7279956,-0.0378043
62,0.09325629,0.28666958,"('incompetent', 'brilliant')",0.5395078,0.4507271,0.5421173,0.68964684,0.3916272,0.4756812,-0.084054
36,-0.07488732,-0.35740614,"('hostile', 'amicable')",0.052954115,0.2025305,-0.48034298,-0.72830075,-0.1674254,-0.2943921,0.1269667
76,-0.06931347,0.1811247,"('anxious', 'daring')",-0.30501726,-0.38984334,-0.14624459,0.19043477,-0.1735251,-0.0060946,-0.1674305
50,0.014430037,0.17306177,"('clumsy', 'skillful')",0.20776087,0.25741613,0.15458867,0.13247569,0.1255932,0.1876512,-0.062058
47,-0.01420161,0.08384001,"('stupid', 'smart')",1.2912232,1.3106565,5.4442396,5.305313,2.2404203,2.2332699,0.0071504
20,-0.011644416,0.044275012,"('rough', 'thoughtful')",0.17148116,0.19471559,0.50931334,0.46291864,0.22305,0.2339697,-0.0109197
37,0.008182984,-0.013185071,"('fake', 'genuine')",-0.63965803,-0.7327191,0.15802397,-0.0047218506,-0.157817,-0.2502087,0.0923917
