,truist_male,truist_female,tuple,financial_male,financial_female,corp_male,corp_female,average_male,average_female,male-female
86,-1.8056065,-1.9737434,"('uninfluential', 'influential')",-0.21894911,-0.28294688,-0.26630995,-0.2941571,-0.7636219,-0.8502824,0.0866605
1,-1.507674,-1.9015187,"('unfriendly', 'friendly')",1.4631279,1.4096696,1.2425138,0.9632844,0.3993225,0.1571451,0.2421774
73,1.4287766,1.3081023,"('helpless', 'self-reliant')",1.1308842,1.109428,-3.1146727,-3.364113,-0.1850039,-0.3155276,0.1305237
10,-1.3883111,-1.3432509,"('unsympathetic', 'sympathetic')",-1.0352341,-1.0866971,-0.26913705,-0.02070988,-0.8975608,-0.8168859,-0.0806749
28,-1.3684475,-1.2292113,"('disloyal', 'loyal')",0.2606942,0.38861275,1.069194,1.203274,-0.0128531,0.1208918,-0.1337449
53,-1.3363671,-1.6050678,"('uncreative', 'creative')",1.4479924,1.3217928,0.48596007,0.34621572,0.1991951,0.0209802,0.1782149
88,-1.3191136,-1.0224642,"('low', 'eminent')",-0.92831856,-0.70243025,-0.17084931,0.004780042,-0.8060939,-0.5733715,-0.2327224
9,-1.2422177,-1.5491533,"('unaffectionate', 'caring')",1.3775182,1.3153267,1.1417655,0.83798414,0.4256887,0.2013858,0.2243029
8,-1.1879661,-1.5193963,"('unaffectionate', 'affectionate')",0.33817506,0.31917652,0.41392,-0.04679684,-0.1452904,-0.4156722,0.2703818
18,-1.069668,-0.8812313,"('disagreeable', 'welcoming')",-0.17595732,0.034419112,-0.6548554,-0.676776,-0.6334936,-0.5078627,-0.1256309
78,-1.066038,-1.3414907,"('nonresilient', 'resilient')",0.5729152,0.3530347,0.12145961,0.08914127,-0.1238877,-0.2997716,0.1758839
19,-1.0540717,-1.1427288,"('inhospitable', 'hospitable')",-0.6241107,-0.57188845,-0.7627343,-0.77495015,-0.8136388,-0.8298558,0.016217
44,1.0428469,1.2509943,"('prejudiced', 'unprejudiced')",-0.23295431,-0.25694948,-1.221058,-1.1255918,-0.1370551,-0.043849,-0.0932061
48,-1.0098996,-1.0599229,"('unintelligent', 'intelligent')",-0.60922176,-0.76220536,0.5997682,0.48161486,-0.3397844,-0.4468378,0.1070534
6,-1.0032269,-1.3789333,"('distant', 'open')",-0.13583964,-0.09184722,-1.103749,-1.4746838,-0.7476052,-0.9818214,0.2342162
72,-0.9945252,-0.9890704,"('unambitious', 'ambitious')",-0.16599296,-0.21657352,-0.6877799,-0.81106734,-0.6160994,-0.6722371,0.0561377
57,-0.9666996,-1.071526,"('unimaginative', 'imaginative')",-0.2928408,-0.29479787,-2.854741,-2.6365442,-1.3714272,-1.3342894,-0.0371378
82,-0.9383396,-0.85117704,"('poor', 'rich')",-0.24324512,-0.34676743,6.3901606,6.3179107,1.7361919,1.7066555,0.0295364
32,-0.90313923,-0.7104928,"('unkind', 'kind')",-0.0030736402,0.04464129,0.9088341,1.1067696,0.0008737,0.1469727,-0.146099
79,-0.86330396,-0.83885705,"('wavering', 'unwavering')",-0.7859048,-0.684834,-0.6376406,-0.7582812,-0.7622832,-0.7606574,-0.0016258
39,0.8489998,1.1302643,"('exploitative', 'cooperative')",1.1546822,1.1955264,0.1921647,0.34443468,0.7319489,0.8900751,-0.1581262
67,0.83295095,1.0990231,"('doubtful', 'determined')",-0.06605504,0.08489582,-0.65897876,-0.57854337,0.0359724,0.2017919,-0.1658195
0,-0.82693774,-0.6500018,"('unsociable', 'sociable')",0.24736352,0.217394,0.03217318,0.16526666,-0.182467,-0.0891137,-0.0933533
69,0.79381824,0.6996097,"('lazy', 'industrious')",0.863482,0.9654278,-1.1304553,-1.2814804,0.175615,0.1278524,0.0477626
66,-0.75107133,-0.8277239,"('inactive', 'active')",0.6564807,0.72253776,0.6016171,0.43046743,0.1690088,0.1084271,0.0605817
26,-0.7402507,-0.7795936,"('hardhearted', 'benevolent')",1.9019902,2.0093417,1.509023,1.573195,0.8902542,0.9343144,-0.0440602
64,0.73351085,0.97188723,"('shy', 'confident')",0.2973105,0.45123786,-5.6837115,-5.2437744,-1.5509634,-1.2735498,-0.2774136
16,-0.72966397,-0.74186784,"('unpopular', 'popular')",-0.5855645,-0.50158757,0.22944303,0.22344464,-0.3619285,-0.3400036,-0.0219249
46,-0.704913,-0.78115267,"('uncompetitive', 'competitive')",0.578977,0.431486,-0.48711407,-0.1102849,-0.20435,-0.1533172,-0.0510328
54,-0.701036,-0.6883489,"('incapable', 'capable')",0.75178915,0.83405244,0.58180505,0.5076052,0.2108527,0.2177696,-0.0069169
25,-0.6972085,-0.80105704,"('egoistic', 'altruistic')",0.19690722,0.16601437,1.1534102,0.89589375,0.217703,0.0869504,0.1307526
42,0.6847669,0.8929909,"('unreliable', 'reliable')",0.6574754,0.8312389,-2.6865091,-2.2103052,-0.448089,-0.1620251,-0.2860639
45,-0.68365765,-0.5743104,"('incompetent', 'competent')",-0.62395424,-0.68085444,-0.042080246,0.18079121,-0.4498974,-0.3581245,-0.0917729
