,united_male,united_female,tuple,parcel_male,parcel_female,service_male,service_female,inc_male,inc_female,average_male,average_female,male-female
48,1.1453947,1.1716765,"('unintelligent', 'intelligent')",0.18915638,0.20428786,-0.06297159,-0.057450235,0.7308268,0.77607584,0.5006016,0.5236475,-0.0230459
82,-1.0751894,-0.79850733,"('poor', 'rich')",-1.0424613,-0.9168366,-0.5359325,-0.32804146,5.895993,6.3017282,0.8106025,1.0645857,-0.2539832
52,-0.99410844,-1.2425536,"('irrational', 'rational')",0.95959264,0.79437333,-0.5514245,-0.76188326,-0.10603744,-0.24889757,-0.1729944,-0.3647403,0.1917459
7,0.9600945,0.95920813,"('insensitive', 'sensitive')",0.26487845,0.28887722,0.17899813,0.30538297,0.92618746,1.0481856,0.5825396,0.6504135,-0.0678739
28,0.9166541,0.9323788,"('disloyal', 'loyal')",0.50159436,0.5219209,-0.07573752,0.015392367,1.0711409,1.1943022,0.603413,0.6659986,-0.0625856
49,-0.903,-0.8756892,"('unable', 'able')",-1.7867151,-1.6840359,-0.9288734,-0.82441705,-0.28021663,-0.04039765,-0.9747013,-0.856135,-0.1185663
13,0.8938544,1.005759,"('impolite', 'polite')",-0.7627232,-0.6145807,1.362138,1.525949,-0.19313335,0.022974648,0.325034,0.4850255,-0.1599915
15,-0.845515,-0.77017224,"('boring', 'funny')",0.67362356,0.6716503,-1.0733116,-1.138123,0.3502127,0.35766837,-0.2237476,-0.2197441,-0.0040035
64,0.8307544,0.6860174,"('shy', 'confident')",-1.8048964,-1.6643183,-1.1039218,-1.0356537,-6.7299876,-6.7686357,-2.2020128,-2.1956477,-0.0063651
33,0.8112203,0.68409765,"('wrong', 'right')",2.1227357,1.9754798,1.1180346,0.97371733,-0.5182559,-0.5776765,0.8834336,0.7639045,0.1195291
4,-0.8076481,-0.8928783,"('disliked', 'liked')",0.81442475,0.75284475,-0.5396508,-0.61893755,-6.2006884,-6.3542356,-1.6833906,-1.7783017,0.0949111
63,0.7834043,0.81680334,"('unperceptive', 'insightful')",-0.5603265,-0.45545733,0.9028955,0.9603147,1.0258021,1.1597214,0.5379438,0.6203455,-0.0824017
40,0.7680239,0.6777087,"('stingy', 'generous')",2.141479,2.0665312,0.1840368,0.14903161,-1.2000333,-1.3385657,0.4733766,0.3886764,0.0847002
24,0.7210541,0.7931759,"('dishonest', 'honest')",0.114319846,0.20817286,-1.1066968,-0.9288146,0.6542257,0.8417453,0.0957257,0.2285699,-0.1328442
6,-0.6829834,-0.7424102,"('distant', 'open')",1.1623706,1.0839341,-0.87627393,-0.9113648,0.41956556,0.46772364,0.0056697,-0.0255293,0.031199
26,-0.68128455,-0.5769566,"('hardhearted', 'benevolent')",2.2808146,2.1794746,0.45963854,0.4082198,1.9869643,1.8346208,1.0115333,0.9613397,0.0501936
45,-0.6812178,-0.44622254,"('incompetent', 'competent')",-0.6470076,-0.41195822,0.59069234,0.87476057,-0.69736296,-0.5059013,-0.358724,-0.1223304,-0.2363936
57,0.6646179,0.6610361,"('unimaginative', 'imaginative')",-1.3792572,-1.3173134,-0.959494,-0.922547,-2.6343417,-2.692444,-1.0771188,-1.0678171,-0.0093017
62,0.66296405,0.8584213,"('incompetent', 'brilliant')",-0.68424046,-0.46988976,0.6259446,0.85081017,-0.3086354,0.055925075,0.0740082,0.3238167,-0.2498085
71,0.6351847,0.5757481,"('diffident', 'self-confident')",2.5440352,2.4124115,0.29999155,0.36984587,0.8052296,0.77019244,1.0711102,1.0320495,0.0390607
86,0.60438204,0.6028515,"('uninfluential', 'influential')",-0.4914226,-0.46137908,-0.19792594,-0.1495287,0.057294898,0.0034518763,-0.0069179,-0.0011511,-0.0057668
25,-0.567177,-0.636812,"('egoistic', 'altruistic')",2.5069036,2.306525,1.7143834,1.6784222,1.9797695,1.8908437,1.4084699,1.3097447,0.0987252
44,-0.54557484,-0.59373915,"('prejudiced', 'unprejudiced')",-0.8931369,-0.88027555,-0.13967688,-0.046730697,-1.5166353,-1.5085652,-0.773756,-0.7573277,-0.0164283
14,0.53575736,0.71655995,"('antisocial', 'social')",-0.7718594,-0.56058115,0.12129608,0.33773127,-0.6822802,-0.5988819,-0.1992715,-0.026293,-0.1729785
54,-0.5061802,-0.6700374,"('incapable', 'capable')",0.030575247,-0.13363484,-1.0340972,-1.02269,1.073662,1.2160445,-0.10901,-0.1525794,0.0435694
29,-0.479072,-0.53564936,"('unfair', 'fair')",0.39016974,0.43766326,-1.0249903,-1.0252227,-0.42178157,-0.45604,-0.3839185,-0.3948122,0.0108937
22,0.46555367,0.5782866,"('untrustworthy', 'trustworthy')",-0.96614337,-0.8049331,0.20437832,0.3161899,-0.989801,-0.8607153,-0.3215031,-0.192793,-0.1287101
73,0.4453584,0.42716953,"('helpless', 'self-reliant')",0.66771746,0.68149126,-0.025838733,0.008533239,-3.378462,-3.3595338,-0.5728062,-0.5605849,-0.0122213
55,0.42138872,0.5802822,"('incompetent', 'clever')",-1.366256,-1.2199879,0.0993301,0.32110626,-0.13159427,-0.023424447,-0.2442829,-0.085506,-0.1587769
5,-0.4168171,-0.43041834,"('distant', 'outgoing')",0.9340363,0.9086037,-0.89159167,-0.9549334,-0.25762454,-0.18080865,-0.1579992,-0.1643892,0.00639
16,-0.4147256,-0.5898679,"('unpopular', 'popular')",-0.5482255,-0.6453941,-0.56526285,-0.7084977,0.40980747,0.33364567,-0.2796016,-0.4025285,0.1229269
3,0.40802374,0.42670715,"('repellent', 'pleasant')",-1.5596529,-1.5271039,-0.5269333,-0.40447736,0.07890266,0.20617664,-0.399915,-0.3246744,-0.0752406
76,0.40083748,0.56464386,"('anxious', 'daring')",-0.6704537,-0.5953627,0.7850135,0.97661203,0.08358264,0.25494286,0.149745,0.300209,-0.150464
37,-0.39334542,-0.4460842,"('fake', 'genuine')",-0.5338788,-0.510693,-0.7235021,-0.5460358,0.22498676,0.32958496,-0.3564349,-0.293307,-0.0631279
50,-0.3795024,-0.5990292,"('clumsy', 'skillful')",-0.8922874,-0.9646172,-1.0657065,-1.1142247,0.06926668,0.118650876,-0.5670574,-0.639805,0.0727476
43,0.37622815,0.47009423,"('irresponsible', 'responsible')",-1.1135827,-0.91664594,-0.7749343,-0.52548337,0.19029114,0.44260252,-0.3304994,-0.1323581,-0.1981413
78,0.37261024,0.25450003,"('nonresilient', 'resilient')",-0.7125043,-0.79918736,1.2149543,1.1823113,0.447222,0.43386555,0.3305705,0.2678724,0.0626981
68,0.37038532,0.22320914,"('dependent', 'independent')",-2.1584291,-2.1316178,-0.68444717,-0.6780062,-0.37828925,-0.3976846,-0.7126951,-0.7460248,0.0333297
72,0.36312982,0.24840038,"('unambitious', 'ambitious')",0.50131404,0.4731073,-1.4579047,-1.4812399,-1.0031615,-0.8908781,-0.3991556,-0.4126526,0.013497
66,0.35610247,0.1865809,"('inactive', 'active')",0.35615915,0.15698513,0.15769844,0.040730715,1.3221189,1.1293014,0.5480198,0.3783996,0.1696202
30,0.35032567,0.5374805,"('intolerant', 'tolerant')",-0.27907023,-0.10851541,-0.612134,-0.4390632,1.0644505,1.1849602,0.130893,0.2937155,-0.1628225
69,0.31189838,0.023398668,"('lazy', 'industrious')",1.7171351,1.481589,1.0922853,0.91280264,-0.34652892,-0.5078468,0.6936975,0.4774858,0.2162117
87,0.30972448,0.38081908,"('unsuccessful', 'successful')",-0.21190743,-0.15493113,0.2794552,0.3382882,0.5348993,0.5479483,0.2280429,0.2780311,-0.0499882
2,0.30767146,0.24074353,"('unlikable', 'likable')",0.09641369,0.052912667,0.38718626,0.43509364,0.6567056,0.7342714,0.3619943,0.3657553,-0.003761
41,-0.2927615,-0.21070355,"('unforgiving', 'forgiving')",1.1200743,1.1712098,1.559358,1.4940426,0.39306313,0.28778428,0.6949335,0.6855833,0.0093502
59,-0.27357164,-0.37895346,"('foolish', 'wise')",0.3103203,0.2708897,-1.4190029,-1.5051819,0.3797103,0.40220883,-0.250636,-0.3027592,0.0521232
47,0.26657134,0.33794764,"('stupid', 'smart')",0.35632107,0.36102164,0.50091773,0.5280497,5.5392337,5.808026,1.665761,1.7587612,-0.0930002
34,0.24406731,0.22958332,"('mean', 'honorable')",0.33749366,0.3204572,0.012827799,-0.016895622,6.0550003,6.296756,1.6623473,1.7074752,-0.0451279
9,-0.23199618,-0.32533824,"('unaffectionate', 'caring')",1.2745527,1.1254741,-0.076890334,-0.13509305,1.3810073,1.4340525,0.5866684,0.5247738,0.0618946
27,-0.23158948,-0.4347851,"('hardhearted', 'softhearted')",0.91720074,0.6756224,0.5698326,0.4813582,1.920132,1.7271913,0.7938939,0.6123467,0.1815472
53,-0.20430179,-0.26099655,"('uncreative', 'creative')",0.62446296,0.5336368,-0.9621489,-1.0139915,0.91597795,0.9537403,0.0934976,0.0530973,0.0404003
58,-0.17315347,-0.1802663,"('undiscriminating', 'discriminating')",0.065376945,0.06143969,0.13982928,0.16214763,0.14370453,0.022903565,0.0439393,0.0165561,0.0273832
61,0.16332877,0.11020257,"('illogical', 'logical')",-0.014725294,-0.0144979805,1.0607587,1.0563389,0.2630428,0.23695596,0.3681012,0.3472499,0.0208513
84,0.1379236,0.20518693,"('inferior', 'superior')",-0.015885748,0.031693086,-0.12604111,-0.11286917,0.68023837,0.6732649,0.1690588,0.1993189,-0.0302601
17,0.117902085,0.1269234,"('nasty', 'nice')",0.96574026,0.8794877,0.32769462,0.2554691,-0.29652318,-0.33273923,0.2787035,0.2322852,0.0464183
88,0.09330768,0.10283749,"('low', 'eminent')",-0.8575017,-0.8546434,-1.794356,-1.7408522,0.2813714,0.2827499,-0.5692946,-0.5524771,-0.0168175
79,-0.09254834,-0.18037884,"('wavering', 'unwavering')",0.7125087,0.6466954,-0.7945971,-0.86910224,0.13921307,0.11589829,-0.0088559,-0.0717219,0.062866
20,-0.089266755,-0.1567332,"('rough', 'thoughtful')",-0.48844257,-0.5351965,0.43107525,0.4682921,1.1558871,1.1470568,0.2523133,0.2308548,0.0214585
38,0.066329256,0.03323271,"('untruthful', 'truthful')",0.35086915,0.40656573,-0.22734433,-0.21968785,0.0811459,0.29520503,0.06775,0.1288289,-0.0610789
83,-0.056553494,0.016659655,"('powerless', 'powerful')",-0.07286837,0.045491263,-0.29179394,-0.25005063,-1.2689185,-1.2120988,-0.4225336,-0.3499996,-0.072534
18,-0.044728667,-0.080066666,"('disagreeable', 'welcoming')",0.5635918,0.52194655,-0.08288934,-0.07852699,-0.24748935,-0.21311875,0.0471211,0.0375585,0.0095626
19,0.013185312,-0.01531964,"('inhospitable', 'hospitable')",0.82636863,0.7219628,-0.13631848,-0.15360595,0.21370417,0.2341716,0.2292349,0.1968022,0.0324327
