,smith_male,smith_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
5,-1.0718454,-1.2196479,"('distant', 'outgoing')",0.04397971,-0.29012233,0.15389644,-0.32606944,-0.2913231,-0.6119465,0.3206234
55,1.0693784,1.2393221,"('incompetent', 'clever')",-0.780389,-0.41529113,-0.19104487,0.27039388,0.0326482,0.3648083,-0.3321601
30,1.0693026,1.2260001,"('intolerant', 'tolerant')",0.2639622,0.7317654,0.9775319,1.1905175,0.7702656,1.0494277,-0.2791621
76,1.0575073,1.1056645,"('anxious', 'daring')",0.11527896,0.55789953,-0.03247639,0.32974267,0.3801033,0.6644355,-0.2843322
51,0.95917934,1.1636049,"('uneducated', 'educated')",-0.08963979,0.25684145,0.5441307,0.77442217,0.4712234,0.7316229,-0.2603995
65,0.9568856,1.1362907,"('insecure', 'secure')",-0.14583117,0.08570074,-0.62247425,-0.17103639,0.0628601,0.3503184,-0.2874583
44,-0.9518412,-0.9163863,"('prejudiced', 'unprejudiced')",-0.16804619,-0.09664129,-1.6059452,-1.5356779,-0.9086108,-0.8495685,-0.0590423
6,-0.9438256,-1.3628321,"('distant', 'open')",-0.040351756,-0.62184495,0.3827579,-0.20175007,-0.2004731,-0.728809,0.5283359
22,0.9403746,1.1008397,"('untrustworthy', 'trustworthy')",-0.14857912,0.12988396,-0.93466526,-0.735468,-0.0476233,0.1650853,-0.2127086
34,-0.92261624,-1.128248,"('mean', 'honorable')",0.5529346,0.44605416,5.8798304,5.7268267,1.8367162,1.6815443,0.1551719
20,0.9150322,0.85031205,"('rough', 'thoughtful')",0.5107571,0.2812367,1.0490729,0.86465657,0.824954,0.6654018,0.1595522
4,-0.89223963,-0.6601034,"('disliked', 'liked')",-0.34147525,0.012016214,-5.8852654,-5.69812,-2.3729935,-2.1154024,-0.2575911
66,-0.8904415,-0.9400071,"('inactive', 'active')",0.52048546,0.45157355,0.89040345,0.6997806,0.1734825,0.070449,0.1030335
14,0.8760957,1.1662649,"('antisocial', 'social')",0.49857786,0.7976428,-0.70636797,-0.31459323,0.2227685,0.5497715,-0.327003
18,-0.87507105,-0.99775976,"('disagreeable', 'welcoming')",1.0789781,0.88390946,-0.27814394,-0.36109817,-0.0247456,-0.1583162,0.1335706
11,-0.8702594,-0.6626756,"('unhelpful', 'helpful')",-0.18842414,0.2815311,1.9327613,2.2789848,0.2913593,0.6326134,-0.3412541
12,0.86894345,0.94931424,"('unsupportive', 'supportive')",0.19055465,0.40800202,-1.2689625,-1.0452473,-0.0698215,0.104023,-0.1738445
49,-0.8540637,-0.8870075,"('unable', 'able')",-0.47284418,-0.16460663,-0.23759283,-0.19734344,-0.5215002,-0.4163192,-0.105181
24,0.79226774,0.8078887,"('dishonest', 'honest')",-0.061989475,-0.11960856,0.60621613,0.6125372,0.4454981,0.4336058,0.0118923
73,0.7872484,0.84387225,"('helpless', 'self-reliant')",0.47809392,0.67229795,-2.6329215,-2.6327631,-0.4558597,-0.3721976,-0.0836621
35,-0.7703142,-1.0075558,"('corrupt', 'incorrupt')",-0.397858,-0.84917873,-0.23680022,-0.7743116,-0.4683241,-0.8770154,0.4086913
13,0.7551707,0.94131917,"('impolite', 'polite')",0.42844573,0.7726926,-0.2545972,0.15013713,0.3096731,0.621383,-0.3117099
7,0.73907816,0.7233795,"('insensitive', 'sensitive')",-0.09955316,0.061986268,0.80464005,0.91813016,0.4813883,0.567832,-0.0864437
48,0.71938074,0.70543855,"('unintelligent', 'intelligent')",-0.3957524,-0.32339808,0.34462208,0.42894167,0.2227501,0.2703274,-0.0475773
63,-0.70126253,-0.4398259,"('unperceptive', 'insightful')",0.45981088,0.8828231,1.1481822,1.4538493,0.3022435,0.6322822,-0.3300387
82,-0.6976656,-0.5728555,"('poor', 'rich')",-1.1426051,-0.9255489,5.392922,5.4416246,1.1842171,1.3144067,-0.1301896
86,0.64472485,0.87013566,"('uninfluential', 'influential')",-0.3511031,-0.056086358,-0.22045943,0.015426889,0.0243874,0.2764921,-0.2521047
38,-0.6300824,-0.45595536,"('untruthful', 'truthful')",-0.4150213,-0.25137043,0.1459892,0.10023083,-0.2997049,-0.202365,-0.0973399
0,0.6265179,0.83230656,"('unsociable', 'sociable')",-0.3605753,-0.009319402,-0.6667161,-0.31749332,-0.1335912,0.1684979,-0.3020891
71,0.60834247,0.7230189,"('diffident', 'self-confident')",0.7651311,0.6910036,0.660838,0.5764389,0.6781039,0.6634871,0.0146168
41,0.6060895,0.6663928,"('unforgiving', 'forgiving')",0.27516985,0.29568183,0.15824392,0.1319936,0.3465011,0.3646894,-0.0181883
9,0.5943221,0.42664638,"('unaffectionate', 'caring')",0.530685,0.24626541,1.390441,1.1679889,0.8384827,0.6136336,0.2248491
62,0.56850797,0.8318102,"('incompetent', 'brilliant')",0.21321394,0.7664269,0.19449422,0.6232181,0.3254054,0.740485,-0.4150796
47,-0.55485547,-0.5015974,"('stupid', 'smart')",-0.20839523,-0.27759,4.6280885,4.488851,1.2882792,1.2365545,0.0517247
21,0.5186706,0.6643041,"('immoral', 'moral')",-0.095554486,0.256885,-0.9955472,-0.55129045,-0.1908103,0.1232995,-0.3141098
50,-0.49423873,-0.41654116,"('clumsy', 'skillful')",-0.3770276,-0.1011611,0.45629406,0.44027492,-0.1383241,-0.0258091,-0.112515
25,0.49411672,0.16739275,"('egoistic', 'altruistic')",0.72155714,0.26534548,1.6555076,1.3620117,0.9570605,0.59825,0.3588105
37,0.46507978,0.37651148,"('fake', 'genuine')",-0.27747914,-0.40485168,0.4480476,0.33987582,0.2118828,0.1038452,0.1080376
70,0.44969487,0.68337977,"('lethargic', 'energetic')",0.004907392,0.44544768,0.4316218,0.9015876,0.295408,0.676805,-0.381397
8,-0.44657496,-0.69343454,"('unaffectionate', 'affectionate')",0.09767072,-0.3088634,1.0672218,0.65594757,0.2394392,-0.1154501,0.3548893
33,0.44166982,0.33403665,"('wrong', 'right')",0.92521226,0.68870276,-0.22519824,-0.51847184,0.3805613,0.1680892,0.2124721
3,0.4111074,0.27771738,"('repellent', 'pleasant')",-0.2692706,-0.34782544,0.23175173,0.17750426,0.1245295,0.0357987,0.0887308
15,-0.40004173,-0.40385163,"('boring', 'funny')",0.2498016,0.14604694,0.46477827,0.41891557,0.1048461,0.0537036,0.0511425
58,-0.3948885,-0.2739826,"('undiscriminating', 'discriminating')",0.35789752,0.41482145,0.17390482,0.26421788,0.045638,0.1350189,-0.0893809
67,0.38156432,0.6118713,"('doubtful', 'determined')",-0.20827235,0.1720501,-0.70319515,-0.48976946,-0.1766344,0.0980507,-0.2746851
23,0.34327722,0.4114919,"('insincere', 'sincere')",0.29472187,0.3966843,5.602114,5.719299,2.0800378,2.175825,-0.0957872
40,-0.32565343,-0.60516644,"('stingy', 'generous')",-0.06270903,-0.28511906,-1.009203,-1.313912,-0.4658551,-0.7347325,0.2688774
77,0.29691428,0.24418715,"('unmotivated', 'motivated')",-0.39843595,-0.18000673,-1.3199369,-1.1071651,-0.4738195,-0.3476616,-0.1261579
78,-0.28276056,-0.35208145,"('nonresilient', 'resilient')",0.27667192,0.34373128,0.5008724,0.54542506,0.1649279,0.179025,-0.0140971
57,-0.28066176,-0.23814896,"('unimaginative', 'imaginative')",-0.6095784,-0.27872407,-2.293196,-2.0513625,-1.0611454,-0.8560785,-0.2050669
64,0.27805394,0.54073,"('shy', 'confident')",-0.286663,0.15896699,-6.248568,-5.6023636,-2.0857258,-1.6342222,-0.4515036
32,0.27711457,0.5207589,"('unkind', 'kind')",-0.5633564,-0.31458452,0.9009962,1.1819555,0.2049181,0.4627099,-0.2577918
42,0.2711421,0.34541047,"('unreliable', 'reliable')",-0.16552377,0.16841494,-3.0911617,-2.784315,-0.9951812,-0.7568299,-0.2383513
83,-0.22598279,-0.15416771,"('powerless', 'powerful')",-0.22391272,-0.06992183,-0.92053145,-0.7011741,-0.456809,-0.3084212,-0.1483878
68,-0.19989413,-0.2052736,"('dependent', 'independent')",-0.20913571,-0.09378873,-0.6392848,-0.7404175,-0.3494382,-0.3464932,-0.002945
59,0.1899181,0.10848291,"('foolish', 'wise')",0.29069898,0.11629309,0.60481864,0.28723988,0.3618119,0.170672,0.1911399
10,-0.1865881,0.017816268,"('unsympathetic', 'sympathetic')",-1.3098912,-0.80818045,-0.54658264,-0.1643633,-0.6810207,-0.3182425,-0.3627782
29,0.18252279,0.11502756,"('unfair', 'fair')",-0.6035258,-0.75596744,-0.35495517,-0.5597548,-0.2586527,-0.4002316,0.1415789
26,0.17587063,0.3501649,"('hardhearted', 'benevolent')",1.7689447,1.6500694,1.8356706,1.8066828,1.260162,1.2689723,-0.0088103
53,0.17389916,0.035393737,"('uncreative', 'creative')",-0.58980125,-0.7555253,0.83042204,0.69664514,0.1381733,-0.0078288,0.1460021
61,0.1474039,0.3724567,"('illogical', 'logical')",-0.5566524,-0.41665286,0.15693307,0.24191102,-0.0841052,0.065905,-0.1500102
81,-0.14133087,0.078041986,"('submissive', 'aggressive')",-0.16262293,0.46793926,-0.8696594,-0.29324102,-0.3912044,0.0842467,-0.4754511
69,0.13520926,0.09269984,"('lazy', 'industrious')",1.6657072,1.3526998,-0.36557755,-0.7644683,0.4784463,0.2269771,0.2514692
46,0.12023065,0.31077385,"('uncompetitive', 'competitive')",-0.22779523,0.4583971,-0.5320581,0.011707716,-0.2132076,0.2602929,-0.4735005
28,-0.10605679,-0.10802879,"('disloyal', 'loyal')",-0.27103347,-0.3208849,0.77244663,0.7846638,0.1317855,0.1185834,0.0132021
87,0.10494898,0.4093809,"('unsuccessful', 'successful')",0.8277508,1.4307679,1.2396661,1.5363792,0.724122,1.1255093,-0.4013873
54,-0.08362174,-0.084611654,"('incapable', 'capable')",0.14127971,0.14824918,1.1207054,1.1976731,0.3927878,0.4204369,-0.0276491
1,-0.057874687,-0.41656664,"('unfriendly', 'friendly')",0.6639205,0.025625568,2.1051464,1.6295035,0.9037307,0.4128541,0.4908766
45,0.05182246,0.39514008,"('incompetent', 'competent')",-0.37963036,0.058895797,-0.46666524,-0.13926387,-0.2648244,0.104924,-0.3697484
80,0.048134703,0.3217414,"('dominated', 'dominating')",-0.3575107,0.19808303,-1.2723368,-0.8959664,-0.5272376,-0.1253807,-0.4018569
17,-0.028114945,0.013308216,"('nasty', 'nice')",-1.52595,-1.3488194,-0.49085537,-0.6649499,-0.6816401,-0.6668204,-0.0148197
27,0.016423851,-0.27453882,"('hardhearted', 'softhearted')",-0.080631055,-0.42463824,1.3002194,0.90327024,0.4120041,0.0680311,0.343973
19,-0.013717461,-0.15236054,"('inhospitable', 'hospitable')",-0.6410849,-0.8151103,0.40825418,-0.03311208,-0.0821827,-0.3335276,0.2513449
