,public_male,public_female,tuple,service_male,service_female,enterprise_male,enterprise_female,gp_male,gp_female,inc_male,inc_female,average_male,average_female,male-female
56,3.4883127,3.3284533,"('impractical', 'practical')",2.9823985,2.8115368,1.3853291,1.4645367,2.8757808,2.7958167,-0.019802583,0.04748512,2.1424036,2.0895657,0.0528379
31,-3.062645,-2.2520168,"('evil', 'good')",-1.936707,-1.411598,-1.926172,-1.9540418,-3.2758737,-2.9646323,-1.686286,-1.3941128,-2.3775366,-1.9952803,-0.3822563
14,3.033794,2.7062712,"('antisocial', 'social')",1.4707091,1.3968117,1.7270983,1.971641,2.156698,2.1454034,-0.45465967,-0.2913278,1.5867281,1.5857598,0.0009683
23,2.8728774,2.2124782,"('insincere', 'sincere')",1.392293,1.2000588,1.0138212,1.076972,2.7327695,2.6877847,7.0707865,6.9377866,3.0165094,2.823016,0.1934934
21,2.8612585,2.4873617,"('immoral', 'moral')",1.9897528,1.8969774,1.2428682,1.4161949,2.1570015,2.0813594,-0.09032652,0.056614097,1.632111,1.5877015,0.0444095
35,-2.7158365,-1.8209786,"('corrupt', 'incorrupt')",-0.7244099,-0.26430225,-1.9504795,-1.7896385,-3.319943,-3.0346189,-0.6912292,-0.51908225,-1.8803795,-1.4857241,-0.3946554
30,2.6303823,2.3503573,"('intolerant', 'tolerant')",0.6324185,0.71113706,1.8895427,2.0412064,2.3062727,2.6630275,1.3745508,1.6170658,1.7666334,1.8765587,-0.1099253
36,-2.5723143,-1.7865176,"('hostile', 'amicable')",-2.2448866,-1.6732213,-1.1892126,-1.1062382,-2.9772305,-2.6497266,-0.3260288,0.18809089,-1.8619347,-1.4055226,-0.4564121
81,2.4697704,1.9855472,"('submissive', 'aggressive')",1.2010419,0.82043386,1.9014049,1.7866408,2.0596426,1.904957,-0.41661197,-0.6024796,1.4430495,1.1790198,0.2640297
11,2.3836012,2.0416803,"('unhelpful', 'helpful')",1.6363966,1.4064087,1.5957831,1.501203,1.7339262,1.6971906,2.5221608,2.3532493,1.9743736,1.7999464,0.1744272
60,2.3198786,1.6016273,"('inefficient', 'efficient')",1.5874594,1.1930213,1.985679,1.9704186,3.4695153,3.106098,0.39759964,0.22422877,1.9520264,1.6190788,0.3329476
