,public_male,public_female,tuple,service_male,service_female,enterprise_male,enterprise_female,gp_male,gp_female,inc_male,inc_female,average_male,average_female,male-female
70,2.1265469,1.9848353,"('lethargic', 'energetic')",1.4900486,1.4228306,2.3655503,2.5938327,2.2039573,2.4326203,1.5736163,1.4867592,1.9519438,1.9841755,-0.0322317
46,1.9599345,1.1975104,"('uncompetitive', 'competitive')",1.0359467,0.80654556,2.397923,2.5439723,1.6938753,1.6879674,-0.122131996,-0.15459049,1.3931095,1.2162809,0.1768286
12,1.7987272,1.7125785,"('unsupportive', 'supportive')",1.0887449,0.92264766,1.1851833,1.0487133,0.5702394,0.5932878,-2.0696533,-2.065756,0.5146484,0.4422943,0.0723541
8,-1.7883928,-1.4402142,"('unaffectionate', 'affectionate')",-1.0133988,-0.96662587,-1.6339284,-1.6468161,-2.5936863,-2.3213294,0.24712566,0.13285635,-1.3564562,-1.2484259,-0.1080303
16,-1.7805706,-1.6861482,"('unpopular', 'popular')",-1.7267083,-1.6132754,-0.6984697,-0.7474969,-0.9861541,-1.1222225,0.35707828,0.4094244,-0.9669649,-0.9519438,-0.0150211
39,1.7802148,1.8856133,"('exploitative', 'cooperative')",0.61068535,0.76616347,2.0380058,2.2607994,3.134059,3.347493,0.5184858,0.64585644,1.6162901,1.7811852,-0.1648951
13,1.7650386,1.3702341,"('impolite', 'polite')",0.81066996,0.67980146,1.2449429,1.3132325,1.4219652,1.2826222,-0.3845734,-0.30038643,0.9716086,0.8691008,0.1025078
55,1.7626739,0.8658349,"('incompetent', 'clever')",1.3396361,0.8773899,1.3110394,1.1193732,1.697775,1.730331,0.44988155,0.3572845,1.3122011,0.9900427,0.3221584
7,1.7407124,1.381746,"('insensitive', 'sensitive')",0.63796186,0.5052883,1.3542078,1.4868068,2.0141287,1.8913581,1.4255675,1.3307248,1.4345157,1.3191849,0.1153308
83,1.7197665,1.7104187,"('powerless', 'powerful')",0.7565943,0.69402045,0.9732225,0.9982988,-0.08302313,-0.015743282,-1.275557,-1.2772833,0.4182006,0.4219423,-0.0037417
75,-1.6340497,-1.2354492,"('meek', 'impulsive')",-0.11484021,-0.011898756,0.37922865,0.33361995,-1.4192108,-1.571241,-0.46419913,-0.55740255,-0.6506143,-0.6084743,-0.04214
47,1.6046102,1.2342563,"('stupid', 'smart')",0.52159643,0.40084553,0.905009,0.9101317,1.3545398,1.394642,5.8662686,5.810756,2.0504047,1.9501263,0.1002784
62,1.5245337,1.0843496,"('incompetent', 'brilliant')",1.6484652,1.2578622,1.4757594,1.4100645,2.3073575,2.3681154,0.3546356,0.20748119,1.4621503,1.2655746,0.1965757
42,1.4668534,1.8361626,"('unreliable', 'reliable')",1.6057286,1.6145804,0.67435503,0.8679271,0.74963504,1.0199268,-2.8311214,-3.0029948,0.3330901,0.4671205,-0.1340304
65,1.4593313,1.0366378,"('insecure', 'secure')",-0.5844548,-0.6485556,0.8720551,1.1686907,2.8156526,2.8376894,0.38971326,0.36388654,0.9904594,0.9516698,0.0387896
85,-1.4181052,-0.4314857,"('insignificant', 'prestigious')",-1.2803853,-0.9411901,-1.0067185,-0.7857244,-2.717271,-2.1051548,-0.5641128,-0.111528255,-1.3973186,-0.8750167,-0.5223019
43,1.3396152,1.224617,"('irresponsible', 'responsible')",0.8107885,0.78584,0.795883,1.0597509,2.855703,2.9314191,1.1935023,1.152312,1.3990984,1.4307878,-0.0316894
32,1.3322144,0.98794484,"('unkind', 'kind')",0.7707529,0.59730273,0.65260464,0.7351087,2.078506,2.0671294,1.5619798,1.6472495,1.2792115,1.2069469,0.0722646
34,1.2281228,1.0743957,"('mean', 'honorable')",0.06473679,0.23228249,1.8027936,1.7392921,1.2159052,1.10306,6.4346023,6.5475397,2.1492321,2.1393141,0.009918
0,1.2192607,0.82056814,"('unsociable', 'sociable')",-0.22143495,-0.35623652,0.24098977,0.31953436,2.3172915,2.3163476,0.048013803,0.18189637,0.7208241,0.656422,0.0644021
63,1.215464,0.91336,"('unperceptive', 'insightful')",1.1540995,1.1670518,1.600811,1.6311233,2.0207345,1.9775407,1.3044473,1.2424121,1.4591112,1.3862976,0.0728136
76,1.1106465,0.99407536,"('anxious', 'daring')",1.3759615,1.2668202,0.46473342,0.7786089,1.5341059,1.8111044,0.37863103,0.36306715,0.9728157,1.0427352,-0.0699195
2,1.0945108,1.109847,"('unlikable', 'likable')",0.8806591,1.0167485,1.3498616,1.4801136,1.1339834,1.4943848,0.5401828,0.7994858,0.9998396,1.1801159,-0.1802763
1,-1.0793767,-0.96705633,"('unfriendly', 'friendly')",-1.3894367,-1.3914872,-1.5971785,-1.6489227,-0.048876088,0.106223315,1.285398,1.5389135,-0.565894,-0.4724659,-0.0934281
80,1.067176,0.60011196,"('dominated', 'dominating')",1.4995667,1.1612418,1.2927316,1.2017998,1.654984,1.5917807,-1.15692,-1.4544681,0.8715076,0.6200932,0.2514144
22,1.0546349,0.8841356,"('untrustworthy', 'trustworthy')",0.6838482,0.8127598,1.0761691,1.4510409,1.4817955,1.6154013,-0.41654158,-0.22563778,0.7759812,0.9075399,-0.1315587
68,-1.038313,-0.8780816,"('dependent', 'independent')",-1.0316733,-0.913855,0.49162486,0.50810677,0.058267847,-0.11155434,-0.6122295,-0.70359206,-0.4264647,-0.4197953,-0.0066694
51,1.0200819,0.2026672,"('uneducated', 'educated')",0.48676252,0.11155835,1.6200846,1.1503863,1.7748187,1.5498455,1.281342,1.0062364,1.2366179,0.8041388,0.4324791
38,1.0039421,1.199177,"('untruthful', 'truthful')",0.2940336,0.47191104,0.5456278,0.6277571,-0.048447963,0.046288624,-0.004840106,0.07550495,0.3580631,0.4841278,-0.1260647
57,0.9060457,1.1567214,"('unimaginative', 'imaginative')",0.0042463336,-0.023772456,1.1554346,1.3017169,0.55600816,0.83687574,-2.5413992,-2.4790175,0.0160671,0.1585048,-0.1424377
54,-0.8957549,-0.5735689,"('incapable', 'capable')",0.45898044,0.4382047,-0.11370521,0.0733635,0.1634866,0.36225206,0.9202805,1.0409688,0.1066575,0.268244,-0.1615865
27,-0.8904305,-0.7609424,"('hardhearted', 'softhearted')",0.06159017,-0.10917285,-1.0486456,-1.0739175,0.19926171,-0.013792515,1.4142514,1.3382868,-0.0527946,-0.1239077,0.0711131
40,0.8401558,0.60597396,"('stingy', 'generous')",0.10982265,-0.13410798,0.38756382,0.14043039,0.054134518,0.08615799,-1.5454949,-1.6262748,-0.0307636,-0.1855641,0.1548005
5,-0.8389239,-0.25932974,"('distant', 'outgoing')",0.13980617,0.26705673,-0.6520207,-0.7146723,-2.2559605,-2.1044261,-1.1012166,-0.8680366,-0.9416631,-0.7358816,-0.2057815
67,0.7552714,1.0757824,"('doubtful', 'determined')",1.7776861,1.7901843,0.5236124,0.52814233,0.5183379,0.5305753,-0.7504211,-0.71062547,0.5648974,0.6428118,-0.0779144
69,-0.73154,-0.16713059,"('lazy', 'industrious')",0.07211428,0.27738017,0.22166006,0.20935024,-0.37176386,-0.19595549,-1.2006879,-0.9274116,-0.4020435,-0.1607535,-0.24129
4,-0.7221024,-0.18035477,"('disliked', 'liked')",0.007252097,0.15384011,0.28569382,-0.044386476,-0.9801462,-0.72947615,-6.791723,-6.618036,-1.640205,-1.4836826,-0.1565224
26,0.7121813,0.999765,"('hardhearted', 'benevolent')",0.11375473,0.17696144,0.2563696,0.54709387,0.82427037,1.0847902,0.96669286,1.3767773,0.5746538,0.8370775,-0.2624237
17,0.7051965,0.801398,"('nasty', 'nice')",1.1265308,1.2140244,-0.22068842,-0.13519263,-0.72758377,-0.37941086,-0.97490853,-0.6901047,-0.0182907,0.1621428,-0.1804335
6,-0.6995646,-0.11750718,"('distant', 'open')",-0.24726953,-0.00039607286,-1.1200056,-1.0510155,-2.365048,-2.0867643,-0.44999015,-0.1993919,-0.9763756,-0.691015,-0.2853606
9,-0.67554593,-0.52598965,"('unaffectionate', 'caring')",0.29390848,0.21259265,-0.91450596,-0.88739157,-0.40384877,-0.14007926,1.1204664,1.0775607,-0.1159052,-0.0526614,-0.0632438
64,0.64084893,0.7549951,"('shy', 'confident')",0.7936229,0.7506797,1.1572093,1.1191598,0.9718802,1.0416403,-6.626822,-6.569519,-0.6126522,-0.5806088,-0.0320434
52,-0.61665285,-0.18804966,"('irrational', 'rational')",0.21983781,0.3671583,-1.047662,-1.0448983,-0.809302,-0.51298517,-0.105673686,0.028978238,-0.4718905,-0.2699593,-0.2019312
10,0.5983013,0.24317479,"('unsympathetic', 'sympathetic')",0.11547206,-0.033398166,0.4100154,0.7821859,1.028357,1.230012,-0.14186738,-0.15840364,0.4020557,0.4127142,-0.0106585
28,0.59549904,0.5439021,"('disloyal', 'loyal')",0.59122103,0.46479258,-0.09116018,0.006030783,-0.15072986,0.15236518,1.3928672,1.5170593,0.4675395,0.53683,-0.0692905
37,0.5729551,0.6182107,"('fake', 'genuine')",0.53241545,0.5013966,0.11202565,0.2213601,0.1340699,0.12896019,0.77251834,0.49747628,0.4247969,0.3934808,0.0313161
41,0.5717528,0.482526,"('unforgiving', 'forgiving')",-0.016378613,0.08438024,-0.3774612,-0.40087426,1.1613916,1.0888819,0.060106393,0.25751677,0.2798822,0.3024861,-0.0226039
20,0.56999177,0.34739292,"('rough', 'thoughtful')",1.0695252,0.96641964,0.4681821,0.64568615,0.5339406,0.61553437,0.5612249,0.6344935,0.6405729,0.6419053,-0.0013324
73,0.5581993,0.93452346,"('helpless', 'self-reliant')",-0.09679808,-0.019726962,0.6584311,0.6333786,-0.084338725,-0.08701988,-3.4448447,-3.7005723,-0.4818702,-0.4478834,-0.0339868
59,-0.55749565,0.048596233,"('foolish', 'wise')",-0.21291055,-0.0115740225,-0.27573508,-0.2626208,-0.62529856,-0.37364173,0.08615016,0.13028866,-0.3170579,-0.0937903,-0.2232676
33,0.55622256,0.9493561,"('wrong', 'right')",1.2278033,1.2923464,-0.33825934,-0.2902974,-1.0518394,-0.9580958,-0.98937005,-0.77202773,-0.1190886,0.0442563,-0.1633449
50,-0.54781854,-0.27815455,"('clumsy', 'skillful')",-0.3150655,-0.17898238,0.39939442,0.37781036,-0.4245887,-0.30434904,0.5762764,0.348664,-0.0623604,-0.0070023,-0.0553581
44,0.5352892,0.84095544,"('prejudiced', 'unprejudiced')",0.03835485,0.22652274,0.086912654,0.42578852,-0.85918915,-0.72362256,-1.1660836,-1.1512623,-0.2729432,-0.0763236,-0.1966196
86,0.52364147,0.12909378,"('uninfluential', 'influential')",0.7089145,0.33526498,0.35716572,0.10552873,1.2558694,1.1808931,-0.18449882,-0.2600393,0.5322185,0.2981483,0.2340702
45,0.47600386,0.29083282,"('incompetent', 'competent')",1.0736833,0.92814124,0.5241525,0.7581421,1.9049718,2.090399,-0.1433085,0.029022118,0.7671006,0.8193075,-0.0522069
48,0.47006962,-0.19454725,"('unintelligent', 'intelligent')",-0.8166882,-1.1565709,-0.37428027,-0.7560028,0.20845166,-0.12077716,0.69366235,0.5397919,0.036243,-0.3376213,0.3738643
78,-0.44771528,-0.9304268,"('nonresilient', 'resilient')",0.020596355,-0.31402075,-0.53874844,-0.7410446,0.04012598,-0.23715651,-0.1238212,-0.1610391,-0.2099125,-0.4767375,0.266825
19,-0.4439741,-0.121236786,"('inhospitable', 'hospitable')",0.9267069,0.9671073,-0.123996094,-0.33268252,-0.5752786,-0.2850057,-0.4701218,-0.24523339,-0.1373327,-0.0034102,-0.1339225
53,-0.4424783,-0.39663443,"('uncreative', 'creative')",-0.75477517,-0.8750672,0.113080874,0.032559365,-0.21171485,-0.017870724,1.3342593,1.3652697,0.0076744,0.0216514,-0.013977
84,0.43964943,0.3521979,"('inferior', 'superior')",0.7882347,0.6982828,-0.5203548,-0.39592808,0.7432397,0.8561805,0.093354605,0.07903767,0.3088247,0.3179541,-0.0091294
61,0.42218414,0.5202511,"('illogical', 'logical')",0.3899827,0.56562775,0.07824918,0.37325928,0.95978373,1.1873684,0.14776969,0.37916288,0.3995939,0.6051339,-0.20554
77,0.4162477,0.24922629,"('unmotivated', 'motivated')",0.86579996,0.6757845,0.72886264,0.67374647,0.4919327,0.33436525,-0.8924488,-0.742996,0.3220788,0.2380253,0.0840535
71,-0.40058434,-0.13622268,"('diffident', 'self-confident')",0.6101117,0.65320027,0.7975236,0.83842754,0.55069643,0.8221988,-0.09121789,0.17496517,0.2933059,0.4705138,-0.1772079
66,-0.38926053,-0.08303897,"('inactive', 'active')",-0.106212884,-0.033221394,0.79026353,0.92509866,-0.8202771,-0.4852299,0.070712276,0.26925114,-0.0909549,0.1185719,-0.2095268
88,-0.36991894,0.14271392,"('low', 'eminent')",-0.021660985,0.18901592,0.47951624,0.7458418,-0.41829526,-0.015848376,0.31032532,0.4232705,-0.0040067,0.2969987,-0.3010054
18,-0.3454281,-0.12657426,"('disagreeable', 'welcoming')",0.28968,0.37582555,0.10152468,0.123677164,-0.60894465,-0.57952744,-0.34269455,-0.24657649,-0.1811725,-0.0906351,-0.0905374
3,0.3076316,0.050884515,"('repellent', 'pleasant')",0.28838444,0.3142771,0.93564576,1.0617071,1.52228,1.4613036,0.9870519,0.8474739,0.8081987,0.7471292,0.0610695
24,0.2677279,0.37984124,"('dishonest', 'honest')",0.08274107,0.22773433,-0.030079179,0.18100019,0.6109216,0.8580401,0.8930134,1.0195103,0.364865,0.5332252,-0.1683602
74,0.24280934,0.24404,"('undedicated', 'dedicated')",0.88513744,0.82037103,1.0061249,1.2083654,1.3706241,1.7540623,0.21754935,0.41110414,0.744449,0.8875886,-0.1431396
49,-0.16047215,-0.3239252,"('unable', 'able')",0.38582152,0.16291156,0.7010853,0.69400644,-0.080878496,0.039218046,-0.40852588,-0.43660238,0.0874061,0.0271217,0.0602844
29,-0.14896575,-0.231305,"('unfair', 'fair')",-0.96284336,-0.8557873,-1.1711311,-1.1278484,-0.4586582,-0.4343941,-0.48434043,-0.45785514,-0.6451878,-0.621438,-0.0237498
72,0.1412102,0.18392706,"('unambitious', 'ambitious')",0.23380525,0.01278235,1.1349404,1.2619858,0.31137988,0.24513707,-1.1321775,-1.3327053,0.1378317,0.0742254,0.0636063
15,-0.08927872,0.32702184,"('boring', 'funny')",0.50118876,0.680185,-0.03486464,0.1898792,-0.083154164,0.32551986,0.2818273,0.6075876,0.1151437,0.4260387,-0.310895
82,0.061236653,-0.5046651,"('poor', 'rich')",-0.01995231,-0.26224002,0.09075692,0.025836505,0.79677355,0.64176136,7.21558,7.137144,1.628879,1.4075674,0.2213116
58,-0.059970655,0.24042931,"('undiscriminating', 'discriminating')",0.029890843,0.21749894,0.61449605,0.84126693,0.8060495,1.1069613,0.15886885,0.25828272,0.3098669,0.5328878,-0.2230209
79,-0.056841694,0.5528561,"('wavering', 'unwavering')",-0.027217202,0.16467243,-0.41365284,-0.47060248,-1.8710032,-1.7546222,-0.47805578,-0.38395026,-0.5693541,-0.3783293,-0.1910248
25,0.03256312,0.30259544,"('egoistic', 'altruistic')",1.6390858,1.4550017,-0.25255823,-0.4754266,-1.2754997,-1.214267,1.2994121,1.3774499,0.2886006,0.2890707,-0.0004701
87,-0.03170271,-0.23172495,"('unsuccessful', 'successful')",0.32894257,0.15471274,0.62847924,0.742494,1.6432809,1.7750224,0.484504,0.47760212,0.6107008,0.5836212,0.0270796
