,goodyear_male,goodyear_female,tuple,tire_male,tire_female,&_male,&_female,rubber_male,rubber_female,co_male,co_female,average_male,average_female,male-female
49,-0.8194028,-0.9213886,"('unable', 'able')",-1.1659675,-1.2627748,-1.0453514,-1.0788205,-1.118466,-1.1739691,-0.5191432,-0.4534089,-0.9336661,-0.9780724,0.0444063
67,0.7794769,0.6007183,"('doubtful', 'determined')",0.97331697,0.84852237,0.23311865,0.21192518,1.153226,1.0288165,0.019169997,-0.03583107,0.6316617,0.5308303,0.1008314
28,-0.7405016,-0.7757175,"('disloyal', 'loyal')",0.2756597,0.28284645,0.3896219,0.29791465,-0.51466465,-0.5561976,1.1692982,1.0159563,0.1158827,0.0529605,0.0629222
33,0.7364723,0.926273,"('wrong', 'right')",1.2536871,1.3342558,0.28171948,0.48838943,1.3247049,1.2950892,-1.0272644,-0.89631253,0.5138639,0.629539,-0.1156751
66,0.7145568,0.720947,"('inactive', 'active')",0.37165594,0.22746201,0.7114816,0.63282007,0.87125564,0.7307113,0.8361895,0.93987685,0.7010279,0.6503634,0.0506645
13,-0.70497876,-0.85022295,"('impolite', 'polite')",-1.1508158,-1.240913,-0.28774387,-0.25945473,-0.7694703,-0.72100925,0.39553326,0.4486868,-0.5034951,-0.5245826,0.0210875
29,-0.68028027,-0.44164082,"('unfair', 'fair')",0.4680854,0.5878686,0.37407207,0.51758814,-0.42447123,-0.32171577,-1.0537169,-0.8707119,-0.2632622,-0.1057224,-0.1575398
5,0.65940446,0.928595,"('distant', 'outgoing')",2.2401245,2.318774,-0.3467707,-0.1165718,1.2886306,1.2559032,-0.82535213,-0.4898882,0.6032073,0.7793625,-0.1761552
11,-0.63005227,-0.72582465,"('unhelpful', 'helpful')",0.2625048,0.2437162,-0.045008987,-0.19664049,0.9090349,0.9263532,3.0473888,2.8605392,0.7087734,0.6216287,0.0871447
56,-0.6234601,-0.7837235,"('impractical', 'practical')",0.56559014,0.5113727,-0.43497926,-0.570652,0.09980003,0.122477196,-0.29332465,-0.47167972,-0.1372748,-0.2384411,0.1011663
47,-0.6101717,-0.6406572,"('stupid', 'smart')",0.37429017,0.30134112,0.79726654,0.6766071,0.13575178,0.08315715,4.9539886,5.06591,1.1302251,1.0972716,0.0329535
40,-0.6019057,-0.3110736,"('stingy', 'generous')",-0.21332036,-0.008645952,-0.69841415,-0.39002764,-0.7787851,-0.68921876,-2.8484175,-2.6057663,-1.0281685,-0.8009464,-0.2272221
51,-0.6002808,-0.6939248,"('uneducated', 'educated')",-1.1031564,-1.0622143,1.2810544,1.1674906,-1.0827498,-1.0009655,1.2093596,1.0824184,-0.0591546,-0.1014391,0.0422845
9,-0.5754061,-0.32683262,"('unaffectionate', 'caring')",0.98949623,1.0850782,-0.7261529,-0.5004942,1.1725503,1.2369522,0.8025194,1.0135264,0.3326014,0.501646,-0.1690446
17,0.56461906,0.5846476,"('nasty', 'nice')",-0.091171294,-0.072434746,-0.3552203,-0.26488805,0.26806572,0.24562418,0.060547132,-0.025866698,0.0893681,0.0934165,-0.0040484
71,0.54951143,0.5325247,"('diffident', 'self-confident')",2.4250648,2.3089707,0.14909291,0.2185776,1.8613778,1.7540706,-0.119980544,0.016123455,0.9730133,0.9660534,0.0069599
30,-0.54382503,-0.7394551,"('intolerant', 'tolerant')",-0.64750123,-0.72923404,-0.38101435,-0.4491796,-0.4673267,-0.53499204,0.53836685,0.3845643,-0.3002601,-0.4136593,0.1133992
84,0.5427079,0.6701602,"('inferior', 'superior')",0.67915225,0.7185878,0.26844433,0.43383467,0.4885644,0.59298664,0.5449655,0.6637289,0.5047668,0.6158597,-0.1110929
42,-0.5336705,-0.5665826,"('unreliable', 'reliable')",-0.38293043,-0.3164683,0.78278935,0.80164164,-0.23549742,-0.30175635,-2.82089,-2.7880955,-0.6380398,-0.6342522,-0.0037876
36,0.52565044,0.56860375,"('hostile', 'amicable')",1.2862524,1.2873863,-0.3857416,-0.35878193,0.55336875,0.42342874,-0.0028273538,-0.0006706603,0.3953405,0.3839932,0.0113473
25,0.50384754,0.6548173,"('egoistic', 'altruistic')",0.40832812,0.4201914,0.5491499,0.49262112,0.30173883,0.25407925,1.5043999,1.3997172,0.6534928,0.6442852,0.0092076
23,-0.47401273,-0.44071752,"('insincere', 'sincere')",-0.32573336,-0.3191167,-0.5808789,-0.61426723,-0.2947982,-0.22447419,5.606337,5.5798974,0.7861828,0.7962644,-0.0100816
18,-0.4667613,-0.6134465,"('disagreeable', 'welcoming')",-1.9481877,-1.9793063,1.2215596,1.2124822,-0.94827867,-1.0687814,-0.840794,-0.8651996,-0.5964924,-0.6628503,0.0663579
68,-0.4658356,-0.5417653,"('dependent', 'independent')",-1.3569124,-1.4135125,-0.6075963,-0.44627583,-1.2688242,-1.2773118,-1.4988819,-1.3949198,-1.03961,-1.0147571,-0.0248529
19,0.4325585,0.36758515,"('inhospitable', 'hospitable')",0.84752,0.8687528,-0.7142902,-0.76031387,0.26931804,0.19114394,0.14660075,0.13607213,0.1963414,0.160648,0.0356934
39,-0.4052629,-0.46751064,"('exploitative', 'cooperative')",-0.5038935,-0.5676122,-0.02521757,-0.17033537,-0.9255692,-0.9662181,0.11615777,0.037886903,-0.3487571,-0.4267579,0.0780008
87,0.39816672,0.20421863,"('unsuccessful', 'successful')",0.76851654,0.6506895,1.165689,0.96157944,1.0151331,0.89596796,0.590746,0.5214004,0.7876503,0.6467712,0.1408791
24,-0.3924146,-0.25541106,"('dishonest', 'honest')",-0.4317691,-0.32223207,-0.3257256,-0.24068145,-0.7377614,-0.69120395,0.5576124,0.6961456,-0.2660116,-0.1626766,-0.103335
54,-0.33949208,-0.39619666,"('incapable', 'capable')",0.5014318,0.47342545,0.050225735,0.009272844,0.23784328,0.15156934,1.0360104,1.0437006,0.2972038,0.2563543,0.0408495
88,0.320385,-0.029845655,"('low', 'eminent')",-0.020160597,-0.103886865,0.6231782,0.24475558,-0.42542613,-0.58936656,0.33532962,-0.00043016486,0.1666612,-0.0957547,0.2624159
83,-0.30910644,-0.46497652,"('powerless', 'powerful')",1.0131518,0.8757202,-0.24204215,-0.36859393,0.4141796,0.26369047,-1.0878264,-1.3263099,-0.0423287,-0.2040939,0.1617652
64,-0.30883312,-0.21558407,"('shy', 'confident')",-0.8147245,-0.79318756,0.8318438,0.8274981,-1.1081477,-1.0274489,-5.701544,-5.6786385,-1.420281,-1.3774722,-0.0428088
16,0.29606354,0.17840114,"('unpopular', 'popular')",0.949452,0.90664786,0.36943576,0.4004113,0.7423054,0.63446957,0.50969833,0.42016095,0.5733911,0.5080182,0.0653729
32,-0.26599935,-0.3806732,"('unkind', 'kind')",0.09201045,0.07542117,0.68009245,0.60141575,-0.9594357,-0.94053274,1.4187198,1.3968948,0.1930775,0.1505052,0.0425723
38,0.24305983,0.31019625,"('untruthful', 'truthful')",1.0324026,1.0681199,0.09201374,0.14037529,1.2313939,1.1860951,0.49608654,0.4669703,0.6189914,0.6343513,-0.0153599
15,0.23632026,0.13831562,"('boring', 'funny')",0.8072892,0.7522499,0.4298403,0.28221464,-0.23962396,-0.3537028,0.37617415,0.393468,0.322,0.2425091,0.0794909
52,0.22463202,0.39163122,"('irrational', 'rational')",0.83431727,0.9359065,0.34838942,0.3388206,1.1746818,1.0378308,-0.66842407,-0.5299447,0.3827192,0.4348489,-0.0521297
26,-0.20467822,-0.1922106,"('hardhearted', 'benevolent')",1.0687537,1.0046759,1.9177599,1.8545203,0.55912715,0.43660623,1.6415627,1.7344415,0.996505,0.9676066,0.0288984
74,-0.19490616,-0.12998408,"('undedicated', 'dedicated')",0.72386706,0.84403217,0.62180406,0.56405306,-0.071092814,-0.026644621,-0.18112612,-0.20518342,0.1797092,0.2092546,-0.0295454
37,-0.19258767,-0.1074321,"('fake', 'genuine')",-0.000718737,0.05948344,-0.37813932,-0.27890107,-0.97435355,-0.899755,0.082376525,0.09559662,-0.2926846,-0.2262016,-0.066483
31,-0.18935958,0.13187453,"('evil', 'good')",0.91159403,1.1340386,-0.582323,-0.28447562,0.6693882,0.76583225,-1.6617483,-1.3017273,-0.1704897,0.0891085,-0.2595982
80,-0.116276756,-0.010397956,"('dominated', 'dominating')",-0.6283752,-0.6108063,0.42975658,0.48378146,-0.8135935,-0.66155845,-0.10155108,-0.17500654,-0.246008,-0.1947976,-0.0512104
2,-0.066273,-0.2747267,"('unlikable', 'likable')",-0.9920476,-1.0632305,1.5015126,1.243974,-0.61643904,-0.7614656,1.084475,0.9530496,0.1822456,0.0195202,0.1627254
34,0.044491112,-0.007638041,"('mean', 'honorable')",0.06264374,-0.0024880674,-0.8701632,-0.98320794,0.6562355,0.6183129,5.2881637,5.3218803,1.0362741,0.9893719,0.0469022
44,0.03113561,0.02854508,"('prejudiced', 'unprejudiced')",-2.1033773,-2.1060033,-1.1063608,-1.209081,-1.1896086,-1.2227694,-1.8049917,-1.8204088,-1.2346406,-1.2659434,0.0313028
6,0.025800776,0.29224956,"('distant', 'open')",1.8828382,2.011663,-0.34478536,-0.059345633,0.964467,0.95085806,-0.9183449,-0.5710839,0.3219952,0.5248682,-0.202873
