,nyse_male,nyse_female,tuple,euronext_male,euronext_female,average_male,average_female,male-female
36,3.3789062,3.2230542,"('hostile', 'amicable')",2.330923,2.1619642,2.8549147,2.6925092,0.1624055
69,2.858697,2.6737719,"('lazy', 'industrious')",2.0587225,1.9719491,2.4587097,2.3228605,0.1358492
45,-2.7469857,-2.668088,"('incompetent', 'competent')",-2.411761,-2.256028,-2.5793734,-2.4620581,-0.1173153
10,-2.6270487,-2.4753404,"('unsympathetic', 'sympathetic')",-2.7521749,-2.701649,-2.6896119,-2.5884948,-0.1011171
48,-2.3744576,-2.2941096,"('unintelligent', 'intelligent')",-1.9221969,-1.8052813,-2.1483274,-2.0496955,-0.0986319
66,2.351589,2.257249,"('inactive', 'active')",1.6783496,1.673828,2.0149693,1.9655385,0.0494308
55,-2.2956076,-2.3455997,"('incompetent', 'clever')",-1.8470701,-1.8778594,-2.0713389,-2.1117296,0.0403907
28,-2.2766407,-2.148497,"('disloyal', 'loyal')",-1.280481,-1.1309657,-1.7785609,-1.6397314,-0.1388295
24,-2.1648588,-2.123224,"('dishonest', 'honest')",-1.2439561,-1.1688682,-1.7044075,-1.6460462,-0.0583613
86,-2.0839179,-1.9189457,"('uninfluential', 'influential')",-2.3981094,-2.2636476,-2.2410135,-2.0912967,-0.1497168
30,-2.067334,-2.0808256,"('intolerant', 'tolerant')",-1.6791008,-1.6563196,-1.8732173,-1.8685726,-0.0046447
11,-1.9830538,-1.9057628,"('unhelpful', 'helpful')",-1.0759493,-0.92839456,-1.5295016,-1.4170787,-0.1124229
70,-1.9485208,-1.7158203,"('lethargic', 'energetic')",-1.0146852,-0.94483185,-1.4816029,-1.3303261,-0.1512768
37,-1.8920578,-1.8556123,"('fake', 'genuine')",-1.0394678,-0.9888329,-1.4657629,-1.4222226,-0.0435403
2,1.8580228,1.6900306,"('unlikable', 'likable')",1.0052459,0.94172144,1.4316344,1.315876,0.1157584
62,-1.8508819,-1.8457917,"('incompetent', 'brilliant')",-1.2570109,-1.0811617,-1.5539465,-1.4634767,-0.0904698
23,-1.8003045,-1.7747183,"('insincere', 'sincere')",0.10266679,0.13777588,-0.8488189,-0.8184712,-0.0303477
6,1.7718306,1.7549512,"('distant', 'open')",1.3177209,1.392021,1.5447757,1.5734861,-0.0287104
51,-1.7348701,-1.6240033,"('uneducated', 'educated')",-1.8483884,-1.8750228,-1.7916293,-1.749513,-0.0421163
