,nyse_male,nyse_female,tuple,euronext_male,euronext_female,average_male,average_female,male-female
5,1.6230379,1.4808501,"('distant', 'outgoing')",0.9490173,0.9886766,1.2860277,1.2347634,0.0512643
81,-1.5908667,-1.5547191,"('submissive', 'aggressive')",-1.5837744,-1.557731,-1.5873206,-1.5562251,-0.0310955
60,-1.5853535,-1.5663456,"('inefficient', 'efficient')",-1.6957116,-1.6187834,-1.6405325,-1.5925645,-0.047968
38,-1.5545546,-1.6000855,"('untruthful', 'truthful')",-0.85827285,-0.76818794,-1.2064137,-1.1841367,-0.022277
85,1.5539514,1.3108138,"('insignificant', 'prestigious')",2.1692324,2.0928652,1.8615918,1.7018394,0.1597524
71,1.5506195,1.3804935,"('diffident', 'self-confident')",1.3003509,1.2826065,1.4254851,1.33155,0.0939351
13,-1.4397502,-1.4514863,"('impolite', 'polite')",-1.6078871,-1.5024761,-1.5238187,-1.4769812,-0.0468375
35,1.4094789,1.3053402,"('corrupt', 'incorrupt')",1.2247316,1.156104,1.3171053,1.2307221,0.0863832
43,-1.3761444,-1.4353489,"('irresponsible', 'responsible')",-1.3971416,-1.2948604,-1.3866429,-1.3651047,-0.0215382
52,1.3759631,1.2064074,"('irrational', 'rational')",1.0935564,1.0013883,1.2347598,1.1038978,0.130862
88,-1.3170899,-1.3898255,"('low', 'eminent')",-0.88429624,-0.88886696,-1.1006931,-1.1393462,0.0386531
56,-1.3025011,-1.3108623,"('impractical', 'practical')",-1.0781476,-0.9250041,-1.1903243,-1.1179333,-0.072391
31,1.2785292,1.3327477,"('evil', 'good')",1.0843986,1.1813551,1.181464,1.2570515,-0.0755875
68,-1.2172165,-1.2244251,"('dependent', 'independent')",-1.0330913,-1.0460148,-1.1251539,-1.1352199,0.010066
26,1.2099688,1.2713426,"('hardhearted', 'benevolent')",0.6069715,0.71031123,0.9084702,0.990827,-0.0823568
15,1.1918659,1.1435984,"('boring', 'funny')",1.0608135,1.0884638,1.1263397,1.1160312,0.0103085
7,-1.132564,-1.0749071,"('insensitive', 'sensitive')",-1.0588465,-0.96229094,-1.0957053,-1.018599,-0.0771063
40,1.1323818,1.3270057,"('stingy', 'generous')",0.24322428,0.35530853,0.687803,0.8411571,-0.1533541
22,-1.0693578,-0.93713474,"('untrustworthy', 'trustworthy')",-1.5928618,-1.5671202,-1.3311098,-1.2521274,-0.0789824
25,1.0325958,0.81949306,"('egoistic', 'altruistic')",1.0680555,0.9289988,1.0503256,0.8742459,0.1760797
21,-1.0270609,-1.1308703,"('immoral', 'moral')",-1.4535005,-1.522106,-1.2402806,-1.3264883,0.0862077
33,1.0206379,0.9121393,"('wrong', 'right')",0.86511487,0.8249886,0.9428763,0.868564,0.0743123
72,-0.984484,-1.069385,"('unambitious', 'ambitious')",-0.4585017,-0.44586816,-0.7214929,-0.7576266,0.0361337
46,-0.98412025,-0.86597025,"('uncompetitive', 'competitive')",-1.6290684,-1.5918764,-1.3065944,-1.2289233,-0.0776711
44,0.9376356,0.80473846,"('prejudiced', 'unprejudiced')",0.9604924,0.81248826,0.949064,0.8086134,0.1404506
82,-0.928102,-0.8413553,"('poor', 'rich')",0.43368056,0.3755563,-0.2472107,-0.2328995,-0.0143112
53,0.9115242,0.9295031,"('uncreative', 'creative')",0.09437438,0.18239023,0.5029493,0.5559466,-0.0529973
74,-0.89370203,-0.78902245,"('undedicated', 'dedicated')",-0.5277364,-0.50396425,-0.7107192,-0.6464933,-0.0642259
63,-0.8859169,-0.73054516,"('unperceptive', 'insightful')",-0.91889644,-0.70562905,-0.9024067,-0.7180871,-0.1843196
49,-0.86755383,-0.8528743,"('unable', 'able')",-0.7525222,-0.6877755,-0.810038,-0.7703249,-0.0397131
18,0.86422056,0.7987453,"('disagreeable', 'welcoming')",-0.031462915,-0.06978663,0.4163788,0.3644793,0.0518995
3,-0.86227703,-0.8869197,"('repellent', 'pleasant')",-0.3741681,-0.5045967,-0.6182226,-0.6957582,0.0775356
75,0.8402247,0.7285359,"('meek', 'impulsive')",1.0827458,1.0517935,0.9614853,0.8901647,0.0713206
39,0.82005334,0.8575312,"('exploitative', 'cooperative')",0.5720534,0.61130345,0.6960534,0.7344173,-0.0383639
80,-0.736491,-0.62081134,"('dominated', 'dominating')",-0.69582504,-0.6067094,-0.716158,-0.6137604,-0.1023976
83,0.7257347,0.72270125,"('powerless', 'powerful')",0.4078283,0.46789646,0.5667815,0.5952989,-0.0285174
0,-0.7241466,-0.7759824,"('unsociable', 'sociable')",-1.8055502,-1.7286437,-1.2648485,-1.252313,-0.0125355
32,-0.7217157,-0.82659036,"('unkind', 'kind')",-0.8377458,-0.9180106,-0.7797307,-0.8723005,0.0925698
57,-0.69752467,-0.4860658,"('unimaginative', 'imaginative')",-1.9066242,-1.6867387,-1.3020744,-1.0864023,-0.2156721
12,-0.6850498,-0.7277734,"('unsupportive', 'supportive')",-1.3670233,-1.2545428,-1.0260365,-0.9911581,-0.0348784
64,-0.6784678,-0.77513933,"('shy', 'confident')",-1.9751456,-2.0542166,-1.3268067,-1.414678,0.0878713
76,-0.6673059,-0.65824395,"('anxious', 'daring')",-0.49333054,-0.57104975,-0.5803182,-0.6146469,0.0343287
34,0.6617222,0.5749468,"('mean', 'honorable')",1.80294,1.784037,1.232331,1.1794919,0.0528391
73,0.57280433,0.50942224,"('helpless', 'self-reliant')",-0.51075894,-0.5724834,0.0310227,-0.0315306,0.0625533
41,-0.5635635,-0.471772,"('unforgiving', 'forgiving')",-0.7759136,-0.6142167,-0.6697385,-0.5429943,-0.1267442
19,-0.52502114,-0.46577564,"('inhospitable', 'hospitable')",-0.3834701,-0.3217522,-0.4542456,-0.3937639,-0.0604817
42,0.50962424,0.6665757,"('unreliable', 'reliable')",-0.6656979,-0.65376157,-0.0780368,0.0064071,-0.0844439
65,-0.4900564,-0.5628599,"('insecure', 'secure')",-0.96984893,-1.1669811,-0.7299527,-0.8649205,0.1349678
29,-0.47401664,-0.3800822,"('unfair', 'fair')",-0.23536098,-0.20869738,-0.3546888,-0.2943898,-0.060299
9,-0.462965,-0.549918,"('unaffectionate', 'caring')",-0.3886976,-0.3585523,-0.4258313,-0.4542351,0.0284038
16,0.45990115,0.3127041,"('unpopular', 'popular')",-0.022682147,-0.10196315,0.2186095,0.1053705,0.113239
54,0.45293885,0.3145445,"('incapable', 'capable')",0.8363525,0.78341186,0.6446457,0.5489782,0.0956675
50,-0.40774295,-0.47904256,"('clumsy', 'skillful')",-0.04544367,-0.15621847,-0.2265933,-0.3176305,0.0910372
1,0.37897775,0.4819724,"('unfriendly', 'friendly')",0.43727237,0.66164416,0.408125,0.5718083,-0.1636833
87,0.35246724,0.26133198,"('unsuccessful', 'successful')",-0.11183255,-0.08159116,0.1203173,0.0898704,0.0304469
61,-0.3418062,-0.44434106,"('illogical', 'logical')",-0.5266053,-0.4927245,-0.4342058,-0.4685328,0.034327
14,-0.30294913,-0.26214272,"('antisocial', 'social')",-0.9550487,-0.95169663,-0.6289989,-0.6069196,-0.0220793
8,-0.2576255,-0.40775728,"('unaffectionate', 'affectionate')",-0.13155943,-0.14652202,-0.1945925,-0.2771397,0.0825472
77,-0.25291923,-0.29555333,"('unmotivated', 'motivated')",-0.5151371,-0.5346861,-0.3840281,-0.4151197,0.0310916
4,-0.24900074,-0.26281512,"('disliked', 'liked')",-1.7015054,-1.6472332,-0.9752531,-0.9550242,-0.0202289
17,-0.22986025,-0.35530022,"('nasty', 'nice')",-0.5179899,-0.41070113,-0.3739251,-0.3830007,0.0090756
27,-0.22935785,-0.19873767,"('hardhearted', 'softhearted')",-0.14655785,-0.08182862,-0.1879579,-0.1402831,-0.0476748
67,-0.19871907,-0.384103,"('doubtful', 'determined')",0.079398595,0.053209014,-0.0596602,-0.165447,0.1057868
79,0.19752577,0.12050642,"('wavering', 'unwavering')",0.5899401,0.61020005,0.3937329,0.3653532,0.0283797
58,0.17237657,0.26230496,"('undiscriminating', 'discriminating')",-0.6266246,-0.4063605,-0.227124,-0.0720278,-0.1550962
47,0.16795811,0.081691384,"('stupid', 'smart')",1.1984278,1.1853291,0.683193,0.6335102,0.0496828
78,-0.11739792,0.040149327,"('nonresilient', 'resilient')",-0.46617165,-0.3318798,-0.2917848,-0.1458652,-0.1459196
20,-0.100907564,-0.044030994,"('rough', 'thoughtful')",0.19229893,0.2381272,0.0456957,0.0970481,-0.0513524
59,-0.090455934,-0.15256177,"('foolish', 'wise')",0.34048307,0.36119443,0.1250136,0.1043163,0.0206973
84,0.011262257,0.0829347,"('inferior', 'superior')",0.396575,0.42309162,0.2039186,0.2530132,-0.0490946
