,agilent_male,agilent_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,male-female
10,-2.4869266,-2.3176198,"('unsympathetic', 'sympathetic')",-1.2888187,-1.2372322,-0.6904126,-0.78325826,-1.4887193,-1.4460368,-0.0426825
45,-2.36549,-2.4376855,"('incompetent', 'competent')",-1.3552755,-1.3852493,-0.6994487,-0.8359481,-1.4734047,-1.5529609,0.0795562
69,2.1182497,2.1537037,"('lazy', 'industrious')",1.3950187,1.4717648,-0.067773685,0.14504796,1.1484983,1.2568388,-0.1083405
24,-2.0017414,-2.016275,"('dishonest', 'honest')",-2.3600898,-2.379602,0.28856388,0.18426129,-1.3577558,-1.4038719,0.0461161
3,-1.8983381,-1.7303581,"('repellent', 'pleasant')",-0.047338504,-0.022849003,-0.09655453,0.004346449,-0.6807437,-0.5829535,-0.0977902
82,-1.8635861,-1.8148248,"('poor', 'rich')",-0.51159006,-0.33658528,5.6231766,5.2973,1.0826668,1.0486299,0.0340369
55,-1.8476418,-1.7952956,"('incompetent', 'clever')",-0.3894518,-0.268236,-0.26676473,-0.24673627,-0.8346194,-0.7700893,-0.0645301
86,-1.8251115,-1.8934017,"('uninfluential', 'influential')",-0.5107781,-0.51544654,-0.21335994,-0.3674729,-0.8497498,-0.9254404,0.0756906
5,1.7434617,1.4985857,"('distant', 'outgoing')",0.14363313,0.038392514,0.11706501,0.037819475,0.6680533,0.5249326,0.1431207
81,-1.6991452,-1.5018591,"('submissive', 'aggressive')",-0.008603804,-0.034053303,-0.9790008,-0.95713365,-0.8955833,-0.8310153,-0.064568
14,-1.6659597,-1.4724303,"('antisocial', 'social')",-0.18017799,-0.06119284,-1.1863195,-0.9254972,-1.0108191,-0.8197068,-0.1911123
85,1.5257154,1.2789028,"('insignificant', 'prestigious')",1.0473057,1.0518243,1.3460982,1.2396135,1.306373,1.1901135,0.1162595
84,1.524251,1.4259905,"('inferior', 'superior')",0.7763779,0.7045666,1.0772846,1.0133624,1.1259712,1.0479732,0.077998
51,-1.5136217,-1.35906,"('uneducated', 'educated')",-0.3758249,-0.35616496,0.22730237,0.13149458,-0.5540481,-0.5279102,-0.0261379
52,1.4937435,1.296328,"('irrational', 'rational')",0.24933256,0.18434045,0.6209144,0.5377765,0.7879968,0.672815,0.1151818
36,1.4793034,1.3538698,"('hostile', 'amicable')",-0.14227876,-0.15705748,1.052548,1.1525316,0.7965242,0.7831146,0.0134096
62,-1.473654,-1.4157122,"('incompetent', 'brilliant')",0.18040161,0.24660313,-0.52289623,-0.60495025,-0.6053829,-0.5913531,-0.0140298
35,1.4278386,1.2602603,"('corrupt', 'incorrupt')",0.27382213,0.17761627,0.38275248,0.35124177,0.6948044,0.5963728,0.0984316
73,1.426946,1.2759691,"('helpless', 'self-reliant')",0.76489896,0.6370508,-2.921705,-2.9974394,-0.2432867,-0.3614732,0.1181865
32,-1.4213287,-1.3685608,"('unkind', 'kind')",-0.81250983,-0.69022894,0.5901068,0.4809654,-0.5479106,-0.5259415,-0.0219691
71,1.412911,1.2132949,"('diffident', 'self-confident')",1.0720851,1.0943085,0.71560645,0.56431496,1.0668676,0.9573061,0.1095615
0,-1.4037836,-1.2976218,"('unsociable', 'sociable')",-1.0749029,-0.8710085,-0.506052,-0.38306886,-0.9949128,-0.8505664,-0.1443464
76,-1.3920196,-1.1894627,"('anxious', 'daring')",0.08582687,0.043152295,-0.14889404,-0.16423672,-0.4850289,-0.436849,-0.0481799
6,1.3810856,1.1181276,"('distant', 'open')",-0.21171992,-0.3243699,0.92295593,0.7678277,0.6974405,0.5205285,0.176912
33,1.3665538,1.1884229,"('wrong', 'right')",0.6882117,0.69252455,-0.31266809,-0.27171415,0.5806991,0.5364111,0.044288
65,-1.346403,-1.1483476,"('insecure', 'secure')",-0.78669775,-0.6960993,-0.81468624,-0.7595071,-0.9825957,-0.8679847,-0.114611
28,-1.306013,-1.5432862,"('disloyal', 'loyal')",-0.5408329,-0.58940953,0.9171795,0.72853035,-0.3098888,-0.4680551,0.1581663
70,-1.2211835,-1.183877,"('lethargic', 'energetic')",-0.4961871,-0.50649613,0.16242085,0.056851454,-0.5183166,-0.5445072,0.0261906
21,-1.1969154,-0.95826954,"('immoral', 'moral')",0.048067257,0.14721748,-1.1869878,-1.1008221,-0.778612,-0.6372914,-0.1413206
60,-1.1450238,-0.9181706,"('inefficient', 'efficient')",0.06135964,0.25013733,-0.6539676,-0.5438001,-0.5792106,-0.4039445,-0.1752661
41,-1.1269579,-1.1602362,"('unforgiving', 'forgiving')",-0.90915006,-0.91846895,0.28223157,0.3493869,-0.5846255,-0.5764395,-0.008186
59,1.0953642,0.80553573,"('foolish', 'wise')",0.52898425,0.55250144,0.47249922,0.35695976,0.6989492,0.5716657,0.1272835
50,1.0108646,1.0171411,"('clumsy', 'skillful')",0.8869703,0.8852791,0.13742775,-0.054612137,0.6784209,0.615936,0.0624849
46,-0.96743065,-0.7772387,"('uncompetitive', 'competitive')",0.5023425,0.63648105,-0.95154464,-0.9369511,-0.4722109,-0.3592362,-0.1129747
43,-0.9445169,-0.80333215,"('irresponsible', 'responsible')",-1.1292889,-0.9987504,-0.08154356,-0.11840649,-0.7184498,-0.640163,-0.0782868
15,0.93971956,0.86355764,"('boring', 'funny')",-0.22566567,-0.25325835,0.6266158,0.63836616,0.4468899,0.4162218,0.0306681
53,0.91664064,0.8835284,"('uncreative', 'creative')",1.3041158,1.2816248,1.41418,1.2798854,1.2116455,1.1483463,0.0632992
72,-0.9080713,-0.9951531,"('unambitious', 'ambitious')",-1.308474,-1.3482373,-1.3211186,-1.5324118,-1.1792212,-1.2919341,0.1127129
80,-0.8983065,-0.72720134,"('dominated', 'dominating')",0.056881152,0.0504599,-1.4751276,-1.5030123,-0.7721843,-0.7265846,-0.0455997
54,0.88567996,0.7974226,"('incapable', 'capable')",0.57938904,0.54503673,1.1858875,1.1041182,0.8836522,0.8155258,0.0681264
39,0.8533235,0.8971405,"('exploitative', 'cooperative')",0.9323084,0.9575464,0.04373496,0.17198747,0.6097889,0.6755582,-0.0657693
38,-0.8406575,-1.0819168,"('untruthful', 'truthful')",-0.6493952,-0.68411857,-0.22774969,-0.38284084,-0.5726008,-0.7162921,0.1436913
13,-0.7488719,-0.54653406,"('impolite', 'polite')",-0.59222853,-0.513427,-0.8067263,-0.7282677,-0.7159422,-0.5960763,-0.1198659
20,0.7448626,0.8735254,"('rough', 'thoughtful')",1.1646163,1.2872971,1.0720567,1.0940197,0.9938451,1.0849473,-0.0911022
56,-0.72410405,-0.74110425,"('impractical', 'practical')",-0.9229971,-0.95372677,-0.70983183,-0.9149227,-0.7856444,-0.8699179,0.0842735
23,-0.71921843,-0.7580887,"('insincere', 'sincere')",-0.722455,-0.70774096,4.829275,4.5119247,1.1292005,1.015365,0.1138355
34,0.7080414,0.65247655,"('mean', 'honorable')",-0.29970485,-0.3300175,5.8967085,5.711285,2.1016817,2.0112481,0.0904336
22,-0.67737716,-0.7641801,"('untrustworthy', 'trustworthy')",-0.40534532,-0.5061254,-1.168489,-1.1688155,-0.7504038,-0.8130403,0.0626365
48,-0.6694593,-0.5957073,"('unintelligent', 'intelligent')",0.4140548,0.42709288,0.57209796,0.52364826,0.1055645,0.1183446,-0.0127801
26,0.64220095,0.6027941,"('hardhearted', 'benevolent')",0.23581415,0.42490613,1.8399105,1.8537867,0.9059752,0.9604956,-0.0545204
40,-0.5572113,-0.74226964,"('stingy', 'generous')",0.044758156,-0.022519648,-1.135609,-1.1811236,-0.5493541,-0.6486376,0.0992835
83,0.5506326,0.3974527,"('powerless', 'powerful')",0.33062077,0.23007205,-1.0173403,-1.1456714,-0.0453623,-0.1727155,0.1273532
12,0.53658915,0.29715598,"('unsupportive', 'supportive')",0.44159058,0.40766594,-1.6227881,-1.7647597,-0.2148695,-0.3533126,0.1384431
49,0.5156675,0.57849646,"('unable', 'able')",0.64983326,0.6462859,-0.12351163,-0.17392781,0.3473297,0.3502849,-0.0029552
67,0.5015706,0.4507566,"('doubtful', 'determined')",0.40332365,0.22338164,-0.8904299,-0.83772624,0.0048214,-0.0545293,0.0593507
78,0.47524324,0.5198362,"('nonresilient', 'resilient')",1.7586143,1.7428476,0.4879254,0.4372861,0.9072611,0.89999,0.0072711
4,0.4740364,0.22157621,"('disliked', 'liked')",-0.26864067,-0.3495549,-5.6863494,-5.5056567,-1.8269846,-1.8778785,0.0508939
1,0.46377638,0.22707799,"('unfriendly', 'friendly')",0.031063378,-0.002997402,2.1899233,1.9238372,0.894921,0.7159726,0.1789484
31,0.45602223,0.22001384,"('evil', 'good')",-0.11767309,-0.113176286,-0.42164618,-0.37522078,-0.0277657,-0.0894611,0.0616954
61,0.44228664,0.5166154,"('illogical', 'logical')",0.30481514,0.4299223,0.09111471,0.11068833,0.2794055,0.3524087,-0.0730032
87,0.42918956,0.5177779,"('unsuccessful', 'successful')",0.8735472,0.99237037,0.5612317,0.54175097,0.6213228,0.6839664,-0.0626436
64,-0.42524886,-0.40575612,"('shy', 'confident')",-0.48220044,-0.49475193,-6.5407715,-6.2778635,-2.4827402,-2.3927905,-0.0899497
27,0.38825944,0.38856462,"('hardhearted', 'softhearted')",0.30877647,0.2921841,1.6736555,1.5259091,0.7902304,0.7355526,0.0546778
74,-0.37236822,-0.47770688,"('undedicated', 'dedicated')",-0.31093407,-0.282241,0.3108511,0.13927242,-0.1241504,-0.2068918,0.0827414
42,-0.36201844,-0.30479002,"('unreliable', 'reliable')",-1.0882934,-1.1383209,-3.0567627,-3.1613426,-1.5023581,-1.5348179,0.0324598
19,0.32913116,0.2247821,"('inhospitable', 'hospitable')",0.010616295,-0.13432795,0.07200268,-0.034513347,0.13725,0.0186469,0.1186031
58,0.32716036,0.27418724,"('undiscriminating', 'discriminating')",0.5792447,0.5432692,0.15821879,0.04971906,0.3548746,0.2890585,0.0658161
47,0.32174647,0.30871582,"('stupid', 'smart')",0.7989467,0.8913014,5.394076,5.2221,2.1715897,2.1407057,0.030884
30,-0.31627896,-0.22316048,"('intolerant', 'tolerant')",0.97701377,1.0876226,0.6433732,0.70802724,0.4347026,0.5241631,-0.0894605
57,-0.3070743,-0.34540027,"('unimaginative', 'imaginative')",0.54055876,0.4087663,-2.0798078,-2.1666584,-0.6154411,-0.7010975,0.0856564
66,0.28770036,0.17924744,"('inactive', 'active')",-0.12359464,-0.21860588,1.3325975,1.2707986,0.498901,0.41048,0.088421
68,0.26515356,0.4173525,"('dependent', 'independent')",0.032481328,0.08215594,-0.5318087,-0.5269422,-0.0780579,-0.0091446,-0.0689133
