,agilent_male,agilent_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,male-female
9,-0.2616272,-0.4837839,"('unaffectionate', 'caring')",-0.013933063,-0.082428016,1.3513021,1.0581695,0.3585806,0.1639858,0.1945948
16,0.2294186,0.1667893,"('unpopular', 'popular')",0.30941454,0.26871422,0.54674053,0.6800723,0.3618579,0.3718586,-0.0100007
79,0.21686977,-0.04300844,"('wavering', 'unwavering')",-0.9079086,-1.0943581,0.10666903,-0.16698334,-0.1947899,-0.4347833,0.2399934
29,-0.16062574,-0.19963123,"('unfair', 'fair')",-0.6968538,-0.70013756,-0.43889502,-0.50502306,-0.4321249,-0.4682639,0.036139
7,-0.14507581,-0.112995334,"('insensitive', 'sensitive')",-0.013225906,0.05963905,0.48448253,0.469804,0.1087269,0.1388159,-0.030089
2,0.12653154,0.17853409,"('unlikable', 'likable')",0.21184026,0.28900313,0.5242577,0.6006475,0.2875432,0.3560616,-0.0685184
8,-0.08082245,-0.34535402,"('unaffectionate', 'affectionate')",-0.40061563,-0.48892897,0.99201685,0.6745073,0.1701929,-0.0532586,0.2234515
63,-0.06564548,-0.20904729,"('unperceptive', 'insightful')",0.65373117,0.54192555,0.7105501,0.42013747,0.4328786,0.2510053,0.1818733
75,0.05759516,-0.14129394,"('meek', 'impulsive')",0.22898583,0.060461633,-0.16828318,-0.35918254,0.0394326,-0.1466716,0.1861042
44,0.05319125,0.06904754,"('prejudiced', 'unprejudiced')",0.044130858,-0.028840423,-1.2849804,-1.0989864,-0.3958861,-0.3529264,-0.0429597
11,-0.04951856,-0.17410041,"('unhelpful', 'helpful')",0.99686146,0.94391876,1.4844254,1.3120865,0.8105895,0.6939683,0.1166212
37,-0.047716465,-0.11373863,"('fake', 'genuine')",-0.10180178,-0.21735242,0.229612,0.060895886,0.0266979,-0.0900651,0.116763
88,-0.04648723,-0.0050215973,"('low', 'eminent')",0.0002045678,0.1099534,0.0869959,0.0041334704,0.0135711,0.0363551,-0.022784
25,0.016224641,-0.12967062,"('egoistic', 'altruistic')",0.5437581,0.61075187,1.9361765,1.9599456,0.8320531,0.8136756,0.0183775
18,0.013225805,0.07918723,"('disagreeable', 'welcoming')",0.28034914,0.34923255,-0.21706764,-0.034837037,0.0255024,0.1311942,-0.1056918
77,0.011019427,0.16530877,"('unmotivated', 'motivated')",1.0016117,0.96895784,-1.2773124,-1.16363,-0.0882271,-0.0097878,-0.0784393
17,-0.0008237865,-0.030345213,"('nasty', 'nice')",-0.37254995,-0.3864296,-0.59713125,-0.44623226,-0.3235017,-0.287669,-0.0358327
