,dynegy_male,dynegy_female,tuple,inc_male,inc_female,average_male,average_female,male-female
10,-2.2701142,-2.461804,"('unsympathetic', 'sympathetic')",-0.37299103,-0.48832616,-1.3215526,-1.475065,0.1535124
86,-2.1601477,-2.345394,"('uninfluential', 'influential')",-0.04819703,-0.4127227,-1.1041723,-1.3790584,0.2748861
9,-2.1071863,-1.7288759,"('unaffectionate', 'caring')",0.8487824,1.2182553,-0.6292019,-0.2553103,-0.3738916
1,-2.0863173,-1.8401874,"('unfriendly', 'friendly')",1.4401869,1.7128469,-0.3230652,-0.0636703,-0.2593949
53,-1.8771422,-1.5693551,"('uncreative', 'creative')",0.6194029,0.72474307,-0.6288697,-0.422306,-0.2065637
8,-1.7675931,-1.4939821,"('unaffectionate', 'affectionate')",0.41155055,0.67592037,-0.6780213,-0.4090309,-0.2689904
57,-1.7065334,-2.0305252,"('unimaginative', 'imaginative')",-2.628991,-2.9236405,-2.1677623,-2.4770827,0.3093204
28,-1.5747011,-1.4430038,"('disloyal', 'loyal')",0.4535958,0.7636563,-0.5605527,-0.3396737,-0.220879
36,-1.5153863,-1.2752217,"('hostile', 'amicable')",-0.32457912,-0.3160083,-0.9199827,-0.795615,-0.1243677
24,-1.4589756,-1.5507603,"('dishonest', 'honest')",0.61917573,0.6113341,-0.4198999,-0.4697131,0.0498132
25,-1.4211953,-1.2486532,"('egoistic', 'altruistic')",1.0917767,1.1250235,-0.1647093,-0.0618148,-0.1028945
54,-1.2854588,-0.8641034,"('incapable', 'capable')",0.8699521,1.3180212,-0.2077534,0.2269589,-0.4347123
38,-1.1205434,-0.7953272,"('untruthful', 'truthful')",0.30461964,0.60406554,-0.4079618,-0.0956308,-0.312331
45,-1.1193895,-1.0823731,"('incompetent', 'competent')",-0.27893382,-0.4217498,-0.6991616,-0.7520615,0.0528999
23,-1.1030316,-0.9098356,"('insincere', 'sincere')",5.5287538,5.9214225,2.2128611,2.5057936,-0.2929325
72,-1.1011875,-1.2381096,"('unambitious', 'ambitious')",-0.9403095,-0.98131496,-1.0207485,-1.1097122,0.0889637
0,-1.0954452,-1.3921,"('unsociable', 'sociable')",-0.4900339,-0.7813524,-0.7927395,-1.0867262,0.2939867
7,-1.0338321,-1.0370082,"('insensitive', 'sensitive')",0.6910872,0.72672504,-0.1713724,-0.1551416,-0.0162308
12,-1.0262581,-0.8170242,"('unsupportive', 'supportive')",-1.5537878,-1.5020381,-1.290023,-1.1595311,-0.1304919
73,0.9727438,1.1989026,"('helpless', 'self-reliant')",-2.848747,-2.7621055,-0.9380016,-0.7816014,-0.1564002
44,0.95090425,0.93719333,"('prejudiced', 'unprejudiced')",-1.6305357,-1.5369867,-0.3398157,-0.2998967,-0.039919
79,-0.91266334,-0.5978834,"('wavering', 'unwavering')",0.08738476,0.2223618,-0.4126393,-0.1877608,-0.2248785
48,-0.89982843,-1.3290081,"('unintelligent', 'intelligent')",1.0754008,0.70436317,0.0877862,-0.3123225,0.4001087
43,-0.884157,-0.8335706,"('irresponsible', 'responsible')",0.43244517,0.44848475,-0.2258559,-0.1925429,-0.033313
74,-0.87468994,-0.8238325,"('undedicated', 'dedicated')",-0.28660476,-0.3151219,-0.5806473,-0.5694772,-0.0111701
61,-0.84920764,-1.0429002,"('illogical', 'logical')",0.05255313,-0.07827813,-0.3983273,-0.5605892,0.1622619
13,-0.8410439,-1.1543075,"('impolite', 'polite')",-0.13174912,-0.34042996,-0.4863965,-0.7473687,0.2609722
31,-0.83512104,-0.77503407,"('evil', 'good')",-1.0617157,-1.1460302,-0.9484184,-0.9605321,0.0121137
66,-0.8087282,-0.91253793,"('inactive', 'active')",0.7022135,0.5640073,-0.0532573,-0.1742653,0.121008
41,-0.7868874,-0.9245679,"('unforgiving', 'forgiving')",-0.09975277,-0.32363525,-0.4433201,-0.6241016,0.1807815
69,0.77836895,0.87661505,"('lazy', 'industrious')",-0.19997345,-0.094111785,0.2891977,0.3912516,-0.1020539
18,-0.7742277,-0.83076245,"('disagreeable', 'welcoming')",-0.35392988,-0.33217114,-0.5640788,-0.5814668,0.017388
26,-0.76359296,-0.96125764,"('hardhearted', 'benevolent')",1.2057248,1.2246795,0.2210659,0.1317109,0.089355
32,-0.7582872,-0.68705165,"('unkind', 'kind')",0.527505,0.72738796,-0.1153911,0.0201682,-0.1355593
88,-0.7451994,-0.9970592,"('low', 'eminent')",0.2948746,0.4086527,-0.2251624,-0.2942033,0.0690409
70,-0.7283744,-0.6601141,"('lethargic', 'energetic')",0.58390945,0.57295173,-0.0722325,-0.0435812,-0.0286513
71,-0.68157434,-0.43580705,"('diffident', 'self-confident')",0.47421247,0.51346534,-0.1036809,0.0388291,-0.14251
77,-0.6640503,-0.6343759,"('unmotivated', 'motivated')",-0.72493327,-0.7121476,-0.6944917,-0.6732618,-0.0212299
22,-0.66388476,-0.92015123,"('untrustworthy', 'trustworthy')",-1.0133638,-1.2596546,-0.8386243,-1.0899029,0.2512786
65,-0.6607716,-1.0561194,"('insecure', 'secure')",-0.5239751,-0.61107594,-0.5923734,-0.8335977,0.2412243
40,-0.5401831,-0.7848529,"('stingy', 'generous')",-1.4403116,-1.914217,-0.9902474,-1.349535,0.3592876
84,0.53325444,0.47126126,"('inferior', 'superior')",1.2645295,1.2284734,0.8988919,0.8498673,0.0490246
6,-0.5018934,-0.17733912,"('distant', 'open')",0.27290183,0.49986067,-0.1144958,0.1612608,-0.2757566
46,-0.4948962,-0.71723247,"('uncompetitive', 'competitive')",-0.5775809,-0.7978694,-0.5362386,-0.757551,0.2213124
17,-0.45287627,-0.50132644,"('nasty', 'nice')",-0.49840593,-0.7003534,-0.4756411,-0.6008399,0.1251988
80,0.44373107,0.09826285,"('dominated', 'dominating')",-1.1915166,-1.3581184,-0.3738928,-0.6299278,0.256035
3,-0.43969214,-0.21231717,"('repellent', 'pleasant')",0.036910444,0.045809396,-0.2013908,-0.0832539,-0.1181369
63,-0.4386751,-0.35023108,"('unperceptive', 'insightful')",1.4367776,1.3817357,0.4990512,0.5157523,-0.0167011
51,-0.42306498,-0.5520213,"('uneducated', 'educated')",0.7501887,0.4093815,0.1635619,-0.0713199,0.2348818
27,-0.4010053,-0.5157093,"('hardhearted', 'softhearted')",1.3698953,1.4008372,0.484445,0.442564,0.041881
