,cigna_male,cigna_female,tuple,corp_male,corp_female,average_male,average_female,male-female
39,-0.57967377,0.5501586,"('exploitative', 'cooperative')",0.11124528,0.44399852,-0.2342142,0.4970786,-0.7312928
56,-0.5407324,-0.89033365,"('impractical', 'practical')",-0.1421299,-0.39300823,-0.3414311,-0.6416709,0.3002398
78,-0.53828675,-0.5056965,"('nonresilient', 'resilient')",0.16293709,0.107069865,-0.1876748,-0.1993133,0.0116385
60,-0.53578603,-0.03930345,"('inefficient', 'efficient')",0.8731218,0.79595137,0.1686679,0.378324,-0.2096561
43,-0.52769667,-0.49821776,"('irresponsible', 'responsible')",0.8779047,0.70448214,0.175104,0.1031322,0.0719718
21,-0.52659774,0.108371824,"('immoral', 'moral')",0.39514253,0.38939658,-0.0657276,0.2488842,-0.3146118
48,-0.5129793,-0.2619334,"('unintelligent', 'intelligent')",1.1116128,0.95662624,0.2993167,0.3473464,-0.0480297
33,0.5109445,0.3758288,"('wrong', 'right')",-0.9589513,-0.84073,-0.2240034,-0.2324506,0.0084472
38,-0.5102804,-1.3679432,"('untruthful', 'truthful')",-0.7777928,-0.96516323,-0.6440366,-1.1665533,0.5225167
24,-0.44689786,-0.6187559,"('dishonest', 'honest')",0.7033109,0.6143326,0.1282065,-0.0022116,0.1304181
1,-0.43956262,-1.0480452,"('unfriendly', 'friendly')",0.657727,0.5736178,0.1090822,-0.2372137,0.3462959
49,-0.428392,0.2416048,"('unable', 'able')",-0.039849207,-0.14622158,-0.2341206,0.0476916,-0.2818122
80,-0.4190466,0.037480637,"('dominated', 'dominating')",-0.21923694,-0.34327394,-0.3191418,-0.1528966,-0.1662452
63,-0.41241995,-0.79495627,"('unperceptive', 'insightful')",0.70860976,0.3908494,0.1480949,-0.2020534,0.3501483
50,0.40991437,0.5713431,"('clumsy', 'skillful')",0.033834957,-0.15163268,0.2218747,0.2098552,0.0120195
9,-0.39639613,-0.7828946,"('unaffectionate', 'caring')",1.0781728,0.9680813,0.3408883,0.0925933,0.248295
52,0.37705415,0.31224144,"('irrational', 'rational')",-0.7947196,-0.69626147,-0.2088327,-0.19201,-0.0168227
83,0.32085073,0.48719472,"('powerless', 'powerful')",-0.5657064,-0.7092162,-0.1224278,-0.1110107,-0.0114171
62,0.31488225,0.24947432,"('incompetent', 'brilliant')",1.1342868,0.7922992,0.7245845,0.5208868,0.2036977
16,-0.30719718,0.26851344,"('unpopular', 'popular')",-0.43579108,-0.13408977,-0.3714941,0.0672118,-0.4387059
19,-0.285602,-1.0020845,"('inhospitable', 'hospitable')",-0.79062384,-0.9904504,-0.5381129,-0.9962674,0.4581545
34,0.26935402,0.20000432,"('mean', 'honorable')",5.1764774,5.1548867,2.7229156,2.6774454,0.0454702
31,-0.2684914,-0.6680528,"('evil', 'good')",-1.7202839,-1.5263053,-0.9943876,-1.0971791,0.1027915
76,0.2522384,0.5146471,"('anxious', 'daring')",0.7793398,0.3874989,0.5157891,0.451073,0.0647161
35,0.24646887,0.11953042,"('corrupt', 'incorrupt')",-1.2422729,-1.055992,-0.497902,-0.4682308,-0.0296712
74,0.24083848,0.20906739,"('undedicated', 'dedicated')",-0.18271069,-0.20425856,0.0290639,0.0024044,0.0266595
27,0.23619288,-0.28465313,"('hardhearted', 'softhearted')",1.429896,1.2994233,0.8330444,0.5073851,0.3256593
36,0.22894397,0.15550226,"('hostile', 'amicable')",-1.0353413,-0.77029943,-0.4031987,-0.3073986,-0.0958001
41,-0.21918179,-0.26145104,"('unforgiving', 'forgiving')",-0.1551736,-0.0037068771,-0.1871777,-0.132579,-0.0545987
40,0.21847814,0.28803456,"('stingy', 'generous')",-2.0132754,-2.0435808,-0.8973986,-0.8777731,-0.0196255
18,-0.19453447,0.23942956,"('disagreeable', 'welcoming')",-0.740932,-0.58561844,-0.4677332,-0.1730944,-0.2946388
66,0.17880899,-0.018045902,"('inactive', 'active')",-0.06383987,-0.022407146,0.0574846,-0.0202265,0.0777111
8,-0.16288266,-0.76200813,"('unaffectionate', 'affectionate')",0.48496172,0.32621193,0.1610395,-0.2178981,0.3789376
79,-0.15581423,-0.88875175,"('wavering', 'unwavering')",-0.8215262,-1.1024076,-0.4886702,-0.9955797,0.5069095
6,-0.15388054,-1.0318947,"('distant', 'open')",-0.92796314,-1.0365632,-0.5409218,-1.0342289,0.4933071
17,-0.1451322,0.010621583,"('nasty', 'nice')",-0.7495295,-0.6544635,-0.4473308,-0.321921,-0.1254098
54,-0.13834606,-0.29756284,"('incapable', 'capable')",0.9781743,0.8665294,0.4199141,0.2844833,0.1354308
44,0.12787622,0.7782041,"('prejudiced', 'unprejudiced')",-1.2806051,-1.1504176,-0.5763644,-0.1861067,-0.3902577
47,-0.12585418,-0.09052634,"('stupid', 'smart')",5.170615,5.359646,2.5223806,2.6345596,-0.112179
30,-0.11345587,0.117218785,"('intolerant', 'tolerant')",0.8625268,1.0538418,0.3745354,0.5855303,-0.2109949
87,0.11014237,0.48323458,"('unsuccessful', 'successful')",0.71684444,0.7677344,0.4134934,0.6254845,-0.2119911
88,0.08902601,0.17996076,"('low', 'eminent')",-0.18084495,-0.28252485,-0.0459095,-0.051282,0.0053725
14,-0.08625692,0.5704908,"('antisocial', 'social')",0.3557408,0.65018207,0.1347419,0.6103364,-0.4755945
4,0.08571997,-0.25196946,"('disliked', 'liked')",-8.249186,-8.170917,-4.0817327,-4.2114429,0.1297102
20,0.06189884,0.71759987,"('rough', 'thoughtful')",0.5954539,0.67115873,0.3286764,0.6943793,-0.3657029
72,-0.060522042,-0.009853469,"('unambitious', 'ambitious')",0.30714166,0.28413707,0.1233098,0.1371418,-0.013832
12,0.048111796,-0.20086175,"('unsupportive', 'supportive')",-1.9112226,-1.9398005,-0.9315554,-1.0703311,0.1387757
32,-0.0467616,0.00466384,"('unkind', 'kind')",1.0568221,1.0186219,0.5050302,0.5116429,-0.0066127
70,0.045986116,-0.010578839,"('lethargic', 'energetic')",1.1926693,0.98732454,0.6193277,0.4883729,0.1309548
5,-0.02790323,-0.6392685,"('distant', 'outgoing')",-1.3181888,-1.4207634,-0.673046,-1.0300159,0.3569699
71,-0.024902347,-0.08307521,"('diffident', 'self-confident')",-0.17660941,-0.093978405,-0.1007559,-0.0885268,-0.0122291
29,0.016336024,-0.18631235,"('unfair', 'fair')",-0.4013217,-0.5758348,-0.1924928,-0.3810736,0.1885808
82,0.010057451,-0.33608013,"('poor', 'rich')",6.839552,6.709435,3.4248047,3.1866775,0.2381272
22,-0.008085331,0.1079344,"('untrustworthy', 'trustworthy')",-0.4780197,-0.41584685,-0.2430525,-0.1539562,-0.0890963
