,du_male,du_female,tuple,pont_male,pont_female,ei_male,ei_female,de_male,de_female,nemours_male,nemours_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
45,-2.0006588,-1.5192603,"('incompetent', 'competent')",-1.3234495,-1.0268282,-0.4590026,-0.2805607,-0.9456736,-0.83600605,-2.8108685,-2.7723675,0.34395686,0.4800959,-1.5851204,-1.4504397,-1.2544023,-1.0579096,-0.1964927
88,-1.9083766,-1.9088395,"('low', 'eminent')",-1.0096561,-1.1447011,-1.4207842,-1.4990925,-1.9862447,-1.966396,-1.205431,-1.2532377,0.06993185,0.101570144,-1.144506,-1.0794185,-1.2292952,-1.2500165,0.0207213
86,-1.8497316,-1.8600639,"('uninfluential', 'influential')",-1.059451,-1.0851761,-0.9222788,-1.0773116,-0.54880327,-0.6822244,-2.9131832,-3.1549242,0.42637348,0.22270171,-1.2836521,-1.3138742,-1.1643895,-1.2786961,0.1143066
28,-1.6628203,-1.5141697,"('disloyal', 'loyal')",-0.8305001,-0.7897343,-0.75310314,-0.80329937,-1.4476378,-1.533111,-1.792468,-1.9854344,0.26958263,0.14863169,0.07586445,0.026046567,-0.8772975,-0.9215815,0.044284
77,-1.6456573,-1.4122545,"('unmotivated', 'motivated')",-1.0389047,-0.9359096,0.18730359,0.25827363,-0.63326836,-0.5519621,-2.5850494,-2.5391784,-0.25584203,-0.22617239,-0.9776929,-0.86489594,-0.9927302,-0.8960142,-0.096716
30,-1.6347408,-1.5058285,"('intolerant', 'tolerant')",-0.906494,-0.8018525,-0.38981164,-0.25606817,-1.122614,-1.060606,-2.3510096,-2.397696,0.38680777,0.48259723,-1.032545,-0.7482054,-1.007201,-0.8982371,-0.1089639
60,-1.5925659,-1.3719164,"('inefficient', 'efficient')",-1.2488295,-0.93757254,0.41814226,0.5620235,-0.14463514,-0.08741054,-3.279237,-3.2509763,0.05157976,0.28444833,-1.6679195,-1.2808444,-1.0662092,-0.8688927,-0.1973165
10,-1.3751642,-1.3469689,"('unsympathetic', 'sympathetic')",-1.9546938,-1.8189499,-0.494485,-0.5425354,-0.67424315,-0.7422226,-3.3911493,-3.625947,0.22938874,0.20166537,-0.5374503,-0.4592868,-1.1711138,-1.1906065,0.0194927
66,1.334221,1.0361955,"('inactive', 'active')",1.1396626,0.92022884,0.82259417,0.6039521,0.37234822,0.16021085,1.2683698,1.1201655,1.4461205,1.4030573,2.0741916,1.8843002,1.2082154,1.0183014,0.189914
73,1.3155398,1.3616736,"('helpless', 'self-reliant')",0.563028,0.73232865,0.8263237,0.9521108,1.1542803,1.3176023,1.6497989,1.7492231,-0.32635227,-0.20748624,-2.9993618,-3.0724819,0.3118938,0.4047101,-0.0928163
59,1.2774915,1.192393,"('foolish', 'wise')",1.5457629,1.2739384,0.29945892,0.22727051,-0.22931507,-0.25790957,1.1432525,1.0619777,0.84875625,0.77365816,0.54307055,0.35552314,0.7754968,0.6609788,0.114518
23,-1.2450476,-1.0254852,"('insincere', 'sincere')",-1.0797721,-1.1194793,-0.72093433,-0.76349074,-1.3516887,-1.3469958,-2.5281887,-2.6197438,-0.120706804,-0.050689418,4.506384,4.7161226,-0.3628507,-0.3156802,-0.0471705
48,-1.2222364,-1.1814783,"('unintelligent', 'intelligent')",-0.49142498,-0.520264,-1.3846034,-1.3993927,-0.3697622,-0.38549843,-2.151236,-2.2069519,0.2875846,0.16435175,-1.5774753,-1.6128922,-0.9870219,-1.0203037,0.0332818
38,-1.2189349,-1.0056033,"('untruthful', 'truthful')",-1.1003098,-1.0695742,-0.7247727,-0.72444177,-1.0627228,-1.0347105,-0.64943653,-0.66906923,-0.57374144,-0.5119694,0.0676526,0.18741451,-0.7517522,-0.6897078,-0.0620444
84,1.2091646,1.0560446,"('inferior', 'superior')",1.8821499,1.8221477,0.26207462,0.22470582,0.62293446,0.5539488,0.11849393,0.031601474,0.65982217,0.59846246,0.4944477,0.48180863,0.7498696,0.6812457,0.0686239
67,1.2060568,1.0631659,"('doubtful', 'determined')",0.96186936,0.96212345,0.7234321,0.8005894,0.65708303,0.7332108,0.16311929,0.30227083,0.39856625,0.5848111,-0.7375147,-0.5079392,0.4818017,0.5626046,-0.0808029
9,-1.0918537,-1.1913891,"('unaffectionate', 'caring')",-0.34465808,-0.57866704,-1.3153049,-1.5076272,-1.0119053,-1.2178375,-0.6211889,-0.843216,0.37768608,0.21734782,1.5067401,1.3356898,-0.3572121,-0.5408142,0.1836021
69,1.0903271,0.9528477,"('lazy', 'industrious')",1.4924802,1.2709256,1.1450158,1.1220127,1.3452916,1.2407497,3.4216242,3.4365406,0.6975857,0.66638047,0.38131508,0.103159264,1.367663,1.2560881,0.1115749
29,1.084389,1.0468737,"('unfair', 'fair')",1.5204431,1.5750571,0.62868047,0.5949158,0.78210396,0.8002491,0.76486945,0.7171182,-0.25533217,-0.37631994,-0.66489553,-0.7067999,0.5514655,0.5215849,0.0298806
24,-1.0825948,-1.0993874,"('dishonest', 'honest')",-1.7397245,-1.7131733,-0.5677821,-0.5555564,-1.4969108,-1.4738998,-2.3047662,-2.44395,0.2970115,0.30271575,0.049669236,0.20569369,-0.9778711,-0.9682225,-0.0096486
20,1.0695968,0.9923275,"('rough', 'thoughtful')",0.76799846,0.7670389,0.40736288,0.35937008,0.6727925,0.48794836,0.32027885,0.20226137,0.9624857,0.83050317,-0.041853044,-0.13031754,0.5940946,0.5013046,0.09279
46,-1.0449238,-0.9072166,"('uncompetitive', 'competitive')",-2.652647,-2.4352186,-0.8541475,-0.75091064,-0.46734178,-0.4189289,-3.8384452,-3.9652436,0.20977607,0.28500396,-0.95669615,-0.8360566,-1.3720609,-1.2897959,-0.082265
7,-0.98741585,-0.91934216,"('insensitive', 'sensitive')",-0.76180017,-0.7229049,-0.2599137,-0.21396038,-0.5315323,-0.5409258,-2.6398494,-2.7294712,0.45967576,0.54433185,-0.20698154,-0.12157762,-0.7039739,-0.6719786,-0.0319953
