,constellation_male,constellation_female,tuple,energy_male,energy_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
39,3.745495,3.589812,"('exploitative', 'cooperative')",0.36641595,0.40621147,1.9150033,1.876066,0.27432323,0.29727754,1.5753093,1.5423417,0.0329676
6,-2.5075572,-1.8241898,"('distant', 'open')",-0.378708,-0.21281636,-1.6495445,-1.5181838,0.3498185,0.49287257,-1.0464977,-0.7655794,-0.2809183
60,2.2976625,1.6796286,"('inefficient', 'efficient')",1.3801612,1.4620454,0.91387737,0.8435249,-0.3774414,-0.2538007,1.0535649,0.9328496,0.1207153
4,-2.2347283,-1.8788264,"('disliked', 'liked')",0.54458433,0.47027978,-0.19928016,-0.26873976,-6.890713,-6.681632,-2.1950343,-2.0897295,-0.1053048
5,-2.0456588,-1.3762256,"('distant', 'outgoing')",0.045065105,0.23070306,-1.3674037,-1.2252057,-0.26548174,-0.06792003,-0.9083698,-0.6096621,-0.2987077
23,1.999923,1.685453,"('insincere', 'sincere')",-0.2483392,-0.18767518,0.0057490617,0.036845516,5.9321566,5.851555,1.9223723,1.8465446,0.0758277
36,-1.933415,-1.3870453,"('hostile', 'amicable')",-0.39947164,-0.6503097,-1.0357791,-1.2187402,0.5942705,0.4046337,-0.6935988,-0.7128654,0.0192666
65,1.9098662,1.3831279,"('insecure', 'secure')",0.041719727,-0.098834194,0.6343326,0.5391272,-0.48576248,-0.37344083,0.525039,0.362495,0.162544
69,-1.817212,-1.2277155,"('lazy', 'industrious')",1.010744,1.0627738,0.3470497,0.38848412,-0.66932315,-0.6384383,-0.2821854,-0.103724,-0.1784614
85,-1.7735664,-0.97718865,"('insignificant', 'prestigious')",0.52702886,0.3981143,-0.48376423,-0.5590613,0.43602744,0.48740122,-0.3235686,-0.1626836,-0.160885
16,-1.7135832,-1.5371661,"('unpopular', 'popular')",-0.26470733,-0.3340288,-0.5129863,-0.50069386,0.2730389,0.36844814,-0.5545595,-0.5008602,-0.0536993
76,1.7127615,1.3374275,"('anxious', 'daring')",-0.2217035,-0.10089569,0.4137685,0.71364266,-0.16395366,0.088536926,0.4352182,0.5096779,-0.0744597
31,-1.5936421,-1.0201807,"('evil', 'good')",-0.8986092,-1.0423847,-1.1566774,-1.1801933,-0.67017275,-0.8162638,-1.0797753,-1.0147556,-0.0650197
62,1.5811617,1.0672616,"('incompetent', 'brilliant')",0.49016243,0.58962405,0.079960965,0.16339499,-0.21202652,0.0913632,0.4848147,0.4779109,0.0069038
7,1.5509354,1.1698382,"('insensitive', 'sensitive')",1.2381078,1.3412491,0.403674,0.40862608,1.2830968,1.3871377,1.1189535,1.0767128,0.0422407
74,1.5222533,1.4346594,"('undedicated', 'dedicated')",0.06655325,0.18426862,1.2223316,1.3518391,0.033810645,0.1473324,0.7112372,0.7795249,-0.0682877
10,1.4390154,0.9707047,"('unsympathetic', 'sympathetic')",-0.64934975,-0.62996453,-0.5399074,-0.51529384,-0.55080014,-0.43994159,-0.0752605,-0.1536238,0.0783633
56,1.4245392,1.0632392,"('impractical', 'practical')",0.36290982,0.4835396,-0.013321467,0.10983363,-0.629075,-0.5046409,0.2862631,0.2879929,-0.0017298
35,-1.4168675,-0.73108715,"('corrupt', 'incorrupt')",-0.22427313,-0.23113534,-1.3193082,-1.2553186,-0.040473457,-0.13928746,-0.7502306,-0.5892072,-0.1610234
59,-1.4100934,-0.8755237,"('foolish', 'wise')",1.2405752,1.3501607,-0.61952406,-0.6016462,0.17602438,0.35064206,-0.1532545,0.0559082,-0.2091627
80,1.34068,0.8595022,"('dominated', 'dominating')",0.6664301,0.71476215,1.9307029,1.7755041,-1.2614341,-1.2740097,0.6690947,0.5189397,0.150155
52,-1.3352634,-1.0136881,"('irrational', 'rational')",-0.14404939,-0.31661448,-0.6225234,-0.71686804,0.23001379,0.09656547,-0.4679556,-0.4876513,0.0196957
43,1.3290949,0.88368654,"('irresponsible', 'responsible')",0.8011048,1.0182378,0.20629266,0.31385607,0.37654147,0.53136367,0.6782584,0.6867861,-0.0085277
72,1.2989054,1.1461128,"('unambitious', 'ambitious')",0.69138914,0.6328025,0.40796265,0.39410892,-0.617101,-0.5947033,0.445289,0.3945802,0.0507088
20,1.2981414,1.3887038,"('rough', 'thoughtful')",-0.007153917,0.011870824,0.6797559,0.7386912,0.9738657,0.9471579,0.7361523,0.771606,-0.0354537
70,1.289549,0.7781213,"('lethargic', 'energetic')",0.544678,0.6693912,0.24724118,0.39830393,0.81271267,1.0238408,0.7235452,0.7174143,0.0061309
75,-1.2876489,-1.0307117,"('meek', 'impulsive')",0.009351399,0.062114995,-1.0968623,-0.9445415,-0.3459392,-0.28540182,-0.6802747,-0.549635,-0.1306397
46,1.206949,0.57274956,"('uncompetitive', 'competitive')",0.09876065,0.14002915,1.0718706,1.1577843,-1.063441,-0.92058474,0.3285348,0.2374946,0.0910402
