,danaher_male,danaher_female,tuple,corp_male,corp_female,average_male,average_female,male-female
36,-2.9160576,-3.863236,"('hostile', 'amicable')",-0.094057225,-0.90807176,-1.5050575,-2.385654,0.8805965
60,2.5628026,4.0744433,"('inefficient', 'efficient')",-0.28753853,0.5367582,1.137632,2.3056006,-1.1679686
31,-2.4324605,-3.3102424,"('evil', 'good')",-0.604218,-1.5165952,-1.5183393,-2.4134188,0.8950795
6,-2.3865561,-3.129836,"('distant', 'open')",-0.39273617,-0.9117011,-1.3896462,-2.0207686,0.6311224
81,2.2940738,3.063154,"('submissive', 'aggressive')",-0.8872171,-0.27174318,0.7034284,1.3957055,-0.6922771
62,2.1257505,3.1856055,"('incompetent', 'brilliant')",0.181274,1.0225284,1.1535122,2.1040668,-0.9505546
85,-1.993859,-3.2722678,"('insignificant', 'prestigious')",0.18245168,-1.0178494,-0.9057037,-2.1450586,1.2393549
35,-1.8941212,-2.8734438,"('corrupt', 'incorrupt')",-0.3537656,-1.0612276,-1.1239433,-1.9673357,0.8433924
5,-1.8506124,-2.6533065,"('distant', 'outgoing')",-0.41218734,-1.0005931,-1.1313999,-1.8269498,0.6955499
79,-1.7836142,-2.7991815,"('wavering', 'unwavering')",-0.16362385,-0.49172884,-0.973619,-1.6454551,0.6718361
21,1.7703387,2.8061602,"('immoral', 'moral')",-0.5559975,0.07916563,0.6071706,1.442663,-0.8354924
46,1.7661049,3.059526,"('uncompetitive', 'competitive')",-1.0552169,-0.30015165,0.355444,1.3796872,-1.0242432
8,-1.7415115,-2.4501631,"('unaffectionate', 'affectionate')",1.194904,0.7482478,-0.2733037,-0.8509576,0.5776539
39,1.711316,1.7319669,"('exploitative', 'cooperative')",0.2172974,0.4753581,0.9643067,1.1036625,-0.1393558
16,-1.6483289,-1.6424843,"('unpopular', 'popular')",-0.13074213,-0.26114124,-0.8895355,-0.9518127,0.0622772
56,1.628842,2.6022146,"('impractical', 'practical')",-1.0795352,-0.3882414,0.2746534,1.1069865,-0.8323331
80,1.6193502,2.429827,"('dominated', 'dominating')",-0.8790122,-0.34877816,0.370169,1.0405244,-0.6703554
52,-1.5950309,-2.3729317,"('irrational', 'rational')",0.22159687,-0.3459857,-0.686717,-1.3594587,0.6727417
55,1.5179086,2.9999747,"('incompetent', 'clever')",0.037405387,0.8449324,0.777657,1.9224535,-1.1447965
70,1.512406,2.1486728,"('lethargic', 'energetic')",0.064056695,0.69455385,0.7882314,1.4216133,-0.6333819
76,1.4351741,2.6116214,"('anxious', 'daring')",-0.5400044,0.25632587,0.4475849,1.4339737,-0.9863888
19,-1.3731401,-1.8892822,"('inhospitable', 'hospitable')",-0.27914447,-0.51003057,-0.8261423,-1.1996564,0.3735141
1,-1.2697817,-1.303034,"('unfriendly', 'friendly')",1.5536633,0.9570291,0.1419408,-0.1730024,0.3149432
9,-1.2535347,-1.4070953,"('unaffectionate', 'caring')",1.4920732,1.3958805,0.1192693,-0.0056074,0.1248767
22,1.2413687,1.9383835,"('untrustworthy', 'trustworthy')",-1.0074308,-0.51902175,0.1169689,0.7096809,-0.592712
63,1.2026742,1.6627803,"('unperceptive', 'insightful')",0.7983412,1.2030154,1.0005077,1.4328978,-0.4323901
11,1.1800753,1.4944867,"('unhelpful', 'helpful')",1.5164263,1.923539,1.3482509,1.7090129,-0.360762
37,1.1783946,1.44969,"('fake', 'genuine')",0.32297412,0.33310676,0.7506843,0.8913984,-0.1407141
14,1.1500486,2.1951342,"('antisocial', 'social')",-0.38951626,0.19557633,0.3802662,1.1953553,-0.8150891
4,-1.0968603,-1.558217,"('disliked', 'liked')",-7.007984,-7.855154,-4.052422,-4.7066855,0.6542635
66,-1.0883945,-1.2788911,"('inactive', 'active')",0.41993165,0.1745152,-0.3342314,-0.5521879,0.2179565
67,1.087398,1.1708384,"('doubtful', 'determined')",-0.8664122,-0.82555693,0.1104929,0.1726407,-0.0621478
75,-1.0773364,-1.9011213,"('meek', 'impulsive')",-0.907734,-1.2416601,-0.9925352,-1.5713906,0.5788554
65,1.0103011,2.105797,"('insecure', 'secure')",-0.66667,0.30962652,0.1718155,1.2077118,-1.0358963
53,-0.99132025,-0.46089834,"('uncreative', 'creative')",0.222024,0.20848723,-0.3846481,-0.1262056,-0.2584425
13,0.9866166,1.9408797,"('impolite', 'polite')",-0.9997925,-0.2257041,-0.006588,0.8575878,-0.8641758
74,0.9545118,1.3476968,"('undedicated', 'dedicated')",-0.2848838,-0.09240803,0.334814,0.6276444,-0.2928304
45,0.9418883,1.8927394,"('incompetent', 'competent')",-0.1753338,0.29966813,0.3832772,1.0962038,-0.7129266
82,-0.9244918,-0.55068254,"('poor', 'rich')",5.5859075,6.344043,2.3307078,2.8966801,-0.5659723
43,0.9178419,1.6702805,"('irresponsible', 'responsible')",0.1363259,0.7498804,0.5270839,1.2100804,-0.6829965
10,0.9155885,2.1943498,"('unsympathetic', 'sympathetic')",-0.4054077,0.32068455,0.2550904,1.2575171,-1.0024267
54,-0.8920937,-0.97423357,"('incapable', 'capable')",0.8439235,0.8224718,-0.0240851,-0.0758809,0.0517958
7,0.8727358,1.429924,"('insensitive', 'sensitive')",0.60099894,1.0107445,0.7368674,1.2203343,-0.4834669
23,0.8277084,1.4598701,"('insincere', 'sincere')",5.6342354,6.517007,3.2309718,3.9884386,-0.7574668
30,0.8015365,1.1247432,"('intolerant', 'tolerant')",0.5222133,0.79289407,0.6618749,0.9588187,-0.2969438
72,-0.7652632,-0.495816,"('unambitious', 'ambitious')",-0.69297355,-0.1779096,-0.7291183,-0.3368628,-0.3922555
42,0.7611631,0.92821354,"('unreliable', 'reliable')",-3.3479047,-3.0798645,-1.2933707,-1.0758255,-0.2175452
17,-0.7014457,-1.1314323,"('nasty', 'nice')",-0.75385535,-0.78183424,-0.7276505,-0.9566333,0.2289828
0,0.6637617,2.0103292,"('unsociable', 'sociable')",-0.41037124,0.10607709,0.1266952,1.0582032,-0.931508
