,danaher_male,danaher_female,tuple,corp_male,corp_female,average_male,average_female,male-female
59,-0.6580343,-1.3655398,"('foolish', 'wise')",0.22194421,-0.073416956,-0.2180451,-0.7194784,0.5014333
18,-0.64526623,-0.6411377,"('disagreeable', 'welcoming')",-0.45265308,-0.6169292,-0.5489597,-0.6290334,0.0800737
87,0.6412397,1.2266979,"('unsuccessful', 'successful')",0.9365516,1.3754443,0.7888956,1.3010712,-0.5121756
64,0.63573307,0.678884,"('shy', 'confident')",-6.4631367,-6.585624,-2.9137018,-2.9533701,0.0396683
84,0.63051313,0.5737294,"('inferior', 'superior')",0.91180605,0.9718214,0.7711596,0.7727754,-0.0016158
29,-0.57352537,-0.31886768,"('unfair', 'fair')",-0.50246036,-0.6839945,-0.5379928,-0.5014311,-0.0365617
12,0.55429333,0.65865755,"('unsupportive', 'supportive')",-1.8325872,-1.85479,-0.6391469,-0.5980662,-0.0410807
24,0.49889553,1.0595688,"('dishonest', 'honest')",0.19960988,0.61042064,0.3492527,0.8349947,-0.485742
77,0.49228677,1.0334405,"('unmotivated', 'motivated')",-1.0837173,-0.9051379,-0.2957153,0.0641513,-0.3598666
51,0.48367283,1.2887874,"('uneducated', 'educated')",0.3165396,0.6382208,0.4001062,0.9635041,-0.5633979
28,-0.46625152,-0.19509189,"('disloyal', 'loyal')",0.84767383,1.0334842,0.1907112,0.4191962,-0.228485
2,0.4607253,0.552948,"('unlikable', 'likable')",0.37720576,0.3273614,0.4189655,0.4401547,-0.0211892
40,-0.43860626,-0.39962634,"('stingy', 'generous')",-1.7823646,-1.9769733,-1.1104854,-1.1882998,0.0778144
38,-0.41643944,-0.5098293,"('untruthful', 'truthful')",-0.39481586,-0.5709502,-0.4056277,-0.5403898,0.1347621
48,0.41484386,1.1076579,"('unintelligent', 'intelligent')",0.5263532,0.7494221,0.4705985,0.92854,-0.4579415
26,-0.40464112,-0.5414382,"('hardhearted', 'benevolent')",1.7753688,1.3822068,0.6853638,0.4203843,0.2649795
88,-0.3532959,-0.5003243,"('low', 'eminent')",-0.36147642,-0.35253003,-0.3573862,-0.4264272,0.069041
25,-0.35050398,-0.60393023,"('egoistic', 'altruistic')",1.5245302,1.2757828,0.5870131,0.3359263,0.2510868
69,-0.33712643,-1.1960895,"('lazy', 'industrious')",-0.46257356,-1.269471,-0.39985,-1.2327802,0.8329302
32,0.32421055,0.7545707,"('unkind', 'kind')",0.5676167,0.9121453,0.4459136,0.833358,-0.3874444
47,0.30228347,0.6300195,"('stupid', 'smart')",4.872821,5.5359592,2.5875521,3.0829895,-0.4954374
71,-0.2562183,-0.4770555,"('diffident', 'self-confident')",0.5736049,0.24144123,0.1586933,-0.1178071,0.2765004
41,0.22669262,0.40287966,"('unforgiving', 'forgiving')",-0.08377324,-0.17959616,0.0714597,0.1116417,-0.040182
34,-0.22019362,-0.39586717,"('mean', 'honorable')",5.473685,5.724447,2.6267457,2.6642897,-0.037544
3,0.21241347,0.67839,"('repellent', 'pleasant')",0.5903631,1.0403852,0.4013883,0.8593876,-0.4579993
86,0.19509348,1.2532598,"('uninfluential', 'influential')",-0.33054116,0.03429783,-0.0677238,0.6437788,-0.7115026
73,0.15421973,-0.41280612,"('helpless', 'self-reliant')",-2.8409185,-3.0728443,-1.3433495,-1.7428252,0.3994757
50,0.13674733,-0.35329458,"('clumsy', 'skillful')",0.3537262,0.28123426,0.2452368,-0.0360302,0.281267
58,-0.11655237,0.139099,"('undiscriminating', 'discriminating')",0.3198615,0.19774231,0.1016546,0.1684207,-0.0667661
83,-0.09909234,-0.013653854,"('powerless', 'powerful')",-1.1724613,-0.95100635,-0.6357768,-0.4823301,-0.1534467
49,-0.09211972,0.03808237,"('unable', 'able')",-0.37333614,-0.018916776,-0.2327279,0.0095828,-0.2423107
44,-0.09202115,-0.6715101,"('prejudiced', 'unprejudiced')",-1.5524485,-1.6700703,-0.8222348,-1.1707902,0.3485554
33,-0.08562057,-0.4923733,"('wrong', 'right')",-0.50493866,-0.81232995,-0.2952796,-0.6523516,0.357072
27,0.07635926,0.12797247,"('hardhearted', 'softhearted')",1.4675249,1.2484777,0.7719421,0.6882251,0.083717
61,0.05602198,0.6748027,"('illogical', 'logical')",0.39268452,0.6338453,0.2243533,0.6543241,-0.4299708
15,-0.055284176,-0.039441906,"('boring', 'funny')",-0.048882954,-0.013185605,-0.0520836,-0.0263138,-0.0257698
20,0.044437286,0.34854025,"('rough', 'thoughtful')",0.69827545,0.6694413,0.3713564,0.5089908,-0.1376344
68,0.024943085,0.44677365,"('dependent', 'independent')",-0.9112623,-0.7242851,-0.4431596,-0.1387557,-0.3044039
57,0.007898819,0.69912946,"('unimaginative', 'imaginative')",-3.039987,-2.969498,-1.5160441,-1.1351843,-0.3808598
78,-0.00080339983,0.6389549,"('nonresilient', 'resilient')",0.4056691,0.47032142,0.2024328,0.5546381,-0.3522053
