,archer_male,archer_female,tuple,daniels_male,daniels_female,midland_male,midland_female,co_male,co_female,average_male,average_female,male-female
69,2.0596132,2.0319018,"('lazy', 'industrious')",3.1497178,3.036448,1.7483246,1.8014197,-0.5800326,-0.66553926,1.5944059,1.5510576,0.0433483
14,-1.3481882,-1.390212,"('antisocial', 'social')",-2.044661,-1.9088169,-0.0812544,-0.079279944,-0.52166647,-0.21755254,-0.9989426,-0.8989654,-0.0999772
74,1.2190552,1.4099007,"('undedicated', 'dedicated')",0.68952835,0.9495133,1.3665819,1.3388085,0.460699,0.5782019,0.9339662,1.0691061,-0.1351399
82,-1.2137014,-0.78014636,"('poor', 'rich')",-1.5835427,-1.3398888,-1.3309782,-1.2022297,5.2500873,5.518575,0.2804662,0.5490776,-0.2686114
11,-1.1690528,-1.1126071,"('unhelpful', 'helpful')",-1.0545902,-0.8859585,-0.5586684,-0.5091399,1.9873399,2.0818925,-0.1987429,-0.1064533,-0.0922896
58,1.1470063,1.1960797,"('undiscriminating', 'discriminating')",0.446985,0.48908997,0.8529322,0.8618386,0.35349748,0.27805132,0.7001052,0.7062649,-0.0061597
66,1.1255825,1.1689382,"('inactive', 'active')",0.90422916,0.8557545,0.95172894,1.0118297,0.7873264,0.71220267,0.9422168,0.9371812,0.0050356
13,-1.1234093,-1.1121048,"('impolite', 'polite')",-1.0793742,-0.9984024,-0.73469573,-0.64841425,-0.37414977,-0.19486575,-0.8279073,-0.7384468,-0.0894605
73,1.0989101,1.4173006,"('helpless', 'self-reliant')",0.94874054,0.8891819,0.17271426,0.25601143,-3.5965464,-3.5389197,-0.3440454,-0.2441064,-0.099939
17,-1.0935469,-1.1718452,"('nasty', 'nice')",-0.16720131,-0.39636514,-0.91967034,-0.97446984,-0.5251521,-0.5748678,-0.6763927,-0.779387,0.1029943
71,1.0464284,1.3579336,"('diffident', 'self-confident')",2.6318307,2.5702233,1.168693,1.2087907,0.34436134,0.4234171,1.2978283,1.3900912,-0.0922629
33,1.0411646,1.0839261,"('wrong', 'right')",2.1440802,1.9690266,2.1213403,2.0301018,-0.50251293,-0.64414316,1.2010181,1.1097279,0.0912902
35,1.0143784,1.0239329,"('corrupt', 'incorrupt')",1.9154972,1.6686678,0.16068569,-0.026424421,-0.8159926,-0.9588589,0.5686422,0.4268293,0.1418129
47,-1.013681,-0.9307368,"('stupid', 'smart')",-1.4935277,-1.3657619,-0.18642819,-0.17830351,4.850081,5.2062364,0.539111,0.6828585,-0.1437475
45,-0.9876055,-1.0693659,"('incompetent', 'competent')",-1.4935684,-1.4323326,-0.2757473,-0.28432977,-0.6180187,-0.4484179,-0.843735,-0.8086116,-0.0351234
22,-0.97382516,-0.90211695,"('untrustworthy', 'trustworthy')",-1.6471349,-1.5819263,-1.3732864,-1.45803,-1.0399709,-0.91707367,-1.2585543,-1.2147868,-0.0437675
12,0.9556901,1.050641,"('unsupportive', 'supportive')",0.9997721,1.2187676,1.0482421,1.1549191,-1.4345059,-1.4948299,0.3922996,0.4823745,-0.0900749
55,-0.9438909,-1.0384296,"('incompetent', 'clever')",-2.9050233,-2.7362967,-0.9363582,-1.002386,-0.021789767,0.1225384,-1.2017655,-1.1636435,-0.038122
25,0.93135136,1.0091233,"('egoistic', 'altruistic')",1.5753093,1.5400423,0.79488397,0.8814516,1.2980047,1.2954974,1.1498873,1.1815287,-0.0316414
76,-0.9142913,-0.8712687,"('anxious', 'daring')",-2.4827704,-2.3669302,-0.7413223,-0.7259942,-0.51148534,-0.2765163,-1.1624672,-1.0601774,-0.1022898
10,-0.85983783,-1.1431103,"('unsympathetic', 'sympathetic')",-2.4822617,-2.3197722,-0.70309764,-0.8339622,-0.060367525,-0.07037573,-1.0263911,-1.0918051,0.065414
39,0.8406314,0.95557576,"('exploitative', 'cooperative')",1.2290245,1.2476121,1.007104,0.9441305,0.74696064,0.7718371,0.9559301,0.9797889,-0.0238588
84,0.83956826,0.8932021,"('inferior', 'superior')",0.8221838,0.8900739,0.7709756,0.84317917,0.44697073,0.415419,0.7199246,0.7604686,-0.040544
0,-0.8356086,-0.8340106,"('unsociable', 'sociable')",-0.8088602,-0.6330057,-0.17288359,-0.1948328,0.0055222623,0.0842945,-0.4529575,-0.3943886,-0.0585689
37,0.83391315,0.8925817,"('fake', 'genuine')",0.19996247,0.18242258,0.47141013,0.3713926,0.26245025,0.30248883,0.441934,0.4372214,0.0047126
49,-0.83225596,-0.6413629,"('unable', 'able')",-1.1610012,-1.0249556,-1.1030767,-1.0049154,-1.2078817,-0.85396105,-1.0760539,-0.8812987,-0.1947552
44,-0.82873386,-0.9722318,"('prejudiced', 'unprejudiced')",-0.9181602,-1.0877373,-1.5607606,-1.5338864,-1.6449977,-1.4971399,-1.2381631,-1.2727489,0.0345858
81,-0.8273377,-1.1953056,"('submissive', 'aggressive')",-2.3860798,-2.234465,-0.5778724,-0.5569196,-0.81789213,-0.6456919,-1.1522955,-1.1580955,0.0058
9,0.7999166,1.0734687,"('unaffectionate', 'caring')",1.1107047,1.2050723,0.6076843,0.64197487,1.1201522,1.0646917,0.9096144,0.9963019,-0.0866875
36,0.796222,0.9793678,"('hostile', 'amicable')",2.3198338,1.9813393,0.6768522,0.65088207,-0.26957154,-0.456492,0.8808341,0.7887743,0.0920598
21,-0.79057735,-0.792506,"('immoral', 'moral')",-2.2304766,-2.054574,-0.21638381,-0.19976354,-1.0107101,-0.79819995,-1.062037,-0.9612609,-0.1007761
57,-0.78715914,-0.93756676,"('unimaginative', 'imaginative')",-1.4862546,-1.504946,-0.78001094,-0.84534055,-3.1038623,-3.1864197,-1.5393217,-1.6185682,0.0792465
26,0.77927774,0.4987876,"('hardhearted', 'benevolent')",2.3596976,1.8862388,2.3000095,2.0089116,1.6772363,1.4176087,1.7790554,1.4528867,0.3261687
60,-0.7751511,-0.7397069,"('inefficient', 'efficient')",-1.6835064,-1.4360081,-0.049247183,-0.029629475,-0.069846645,0.34162548,-0.6444378,-0.4659297,-0.1785081
77,-0.71877795,-0.706963,"('unmotivated', 'motivated')",-0.5305077,-0.22072026,-0.41844147,-0.39212036,-1.1317275,-1.0791136,-0.6998637,-0.5997293,-0.1001344
3,-0.6980481,-0.80611247,"('repellent', 'pleasant')",-1.7364875,-1.5256516,-0.12796292,-0.28472683,0.56032187,0.54363775,-0.5005441,-0.5182133,0.0176692
79,0.67096454,0.74259627,"('wavering', 'unwavering')",2.088641,1.8733011,0.60020036,0.5642669,-0.7129452,-0.7128508,0.6617151,0.6168284,0.0448867
19,-0.6509851,-0.34203464,"('inhospitable', 'hospitable')",0.5921157,0.43973994,-0.15123072,-0.18248145,-0.7179808,-0.66617495,-0.2320202,-0.1877378,-0.0442824
16,-0.6482392,-0.51553345,"('unpopular', 'popular')",-0.22256313,-0.20899336,-0.59689057,-0.49358004,-0.020128682,0.020973735,-0.3719554,-0.2992833,-0.0726721
29,-0.63212705,-0.67147505,"('unfair', 'fair')",-0.8203243,-0.89658093,-0.7762318,-0.74786294,-0.8272041,-0.79573745,-0.7639718,-0.7779141,0.0139423
30,-0.6103908,-0.5869369,"('intolerant', 'tolerant')",-1.7290552,-1.6831713,-0.7208786,-0.78911644,-0.0013383925,0.22212303,-0.7654158,-0.7092754,-0.0561404
27,-0.5986842,-0.7342499,"('hardhearted', 'softhearted')",0.1682204,0.061314687,-0.5190962,-0.5548683,0.67880446,0.610637,-0.0676889,-0.1542916,0.0866027
2,0.5528706,0.750491,"('unlikable', 'likable')",0.5089342,0.6980802,0.8624248,1.0218077,0.83924043,1.0751958,0.6908675,0.8863937,-0.1955262
53,-0.5523574,-0.48723558,"('uncreative', 'creative')",0.77855885,0.803134,-0.1223185,-0.1630832,0.7576332,0.6729951,0.215379,0.2064526,0.0089264
62,-0.5439644,-0.5786359,"('incompetent', 'brilliant')",-1.3510991,-1.1362875,-0.48248073,-0.33537492,-0.19864044,0.13833055,-0.6440461,-0.4779919,-0.1660542
67,0.5423946,0.61921996,"('doubtful', 'determined')",0.37458044,0.4681003,1.0149305,1.0621722,-0.3151342,-0.099532016,0.4041928,0.5124901,-0.1082973
50,0.53433996,0.8089011,"('clumsy', 'skillful')",1.0033209,1.0008051,0.09879183,0.10022647,-0.0461703,-0.03292939,0.3975706,0.4692508,-0.0716802
18,-0.5104577,-0.4143839,"('disagreeable', 'welcoming')",0.52537656,0.3071841,-0.06915114,-0.0023064166,-1.1791935,-1.073591,-0.3083564,-0.2957743,-0.0125821
