,archer_male,archer_female,tuple,daniels_male,daniels_female,midland_male,midland_female,co_male,co_female,average_male,average_female,male-female
86,-0.50413376,-0.527329,"('uninfluential', 'influential')",-1.3001125,-1.0287584,-0.08373054,-0.07959151,-0.5282848,-0.5405702,-0.6040654,-0.5440623,-0.0600031
51,-0.5040129,-0.586123,"('uneducated', 'educated')",-1.8037215,-1.834593,-0.9299427,-0.97971165,0.27414364,0.37313223,-0.7408834,-0.7568239,0.0159405
32,0.50193596,0.4934762,"('unkind', 'kind')",0.70960116,0.7135118,0.37845138,0.3029526,1.3048184,1.3542072,0.7237017,0.7160369,0.0076648
41,-0.49207062,-0.6919035,"('unforgiving', 'forgiving')",0.11847199,0.09729694,0.046893355,0.08613911,0.38069203,0.36003768,0.0134967,-0.0371074,0.0506041
83,0.4831842,0.4305839,"('powerless', 'powerful')",-0.29866654,-0.14652413,0.3391347,0.35183075,-1.3973832,-1.3754846,-0.2184327,-0.1848985,-0.0335342
59,0.47998846,0.632111,"('foolish', 'wise')",0.86252296,0.8928358,0.5641238,0.6074194,-0.14813629,-0.18749492,0.4396248,0.4862178,-0.046593
43,-0.43674415,-0.41406363,"('irresponsible', 'responsible')",-1.074193,-0.84188753,-0.9670074,-0.94240594,0.45639145,0.57871133,-0.5053883,-0.4049115,-0.1004768
5,-0.39591828,-0.21841727,"('distant', 'outgoing')",1.5033461,1.3959084,0.52518886,0.4913029,-0.8356601,-0.8177948,0.1992392,0.2127498,-0.0135106
87,-0.37609076,-0.2486732,"('unsuccessful', 'successful')",-0.25949928,-0.11791295,0.8553488,0.84166044,0.29417524,0.42657155,0.1284835,0.2254115,-0.096928
23,-0.37063855,-0.17932001,"('insincere', 'sincere')",0.28555074,0.48060146,0.016824624,0.04512059,5.7382874,5.991195,1.4175061,1.5843993,-0.1668932
70,-0.35773852,-0.4039291,"('lethargic', 'energetic')",-2.133054,-1.9701474,-0.6609977,-0.7512357,-0.095611066,0.11694438,-0.8118503,-0.7520919,-0.0597584
48,-0.3463761,-0.4300793,"('unintelligent', 'intelligent')",-0.66843665,-0.51595837,-0.20946106,-0.19526792,-0.2375523,-0.22959517,-0.3654565,-0.3427252,-0.0227313
68,0.32868108,0.4268483,"('dependent', 'independent')",-1.0736989,-1.033094,-0.6051231,-0.6587273,-1.8620328,-1.8089778,-0.8030434,-0.7684877,-0.0345557
75,0.32349592,0.3864299,"('meek', 'impulsive')",0.6236632,0.5171401,-1.1326627,-1.0209947,-0.6056565,-0.6235985,-0.19779,-0.1852558,-0.0125342
6,-0.3072766,-0.26345912,"('distant', 'open')",0.97495866,0.7315353,0.16897538,0.10231581,-0.48608756,-0.5629258,0.0876425,0.0018665,0.085776
42,0.3026455,0.42980048,"('unreliable', 'reliable')",-0.09170964,-0.016275404,0.0010103639,0.0028381739,-2.9531515,-2.861473,-0.6853013,-0.6112775,-0.0740238
40,0.29781252,0.21209738,"('stingy', 'generous')",0.34055972,0.37961912,0.62121344,0.6054034,-1.9968171,-2.139891,-0.1843079,-0.2356927,0.0513848
80,0.2929814,-0.0025856458,"('dominated', 'dominating')",-2.146929,-2.0110915,0.006217785,-0.19629288,-0.240968,-0.24065672,-0.5221745,-0.6126567,0.0904822
64,0.25101122,0.22592013,"('shy', 'confident')",-0.29791498,-0.17442898,0.24957117,0.3445266,-5.4907537,-5.509823,-1.3220216,-1.2784513,-0.0435703
56,-0.2497298,-0.16262835,"('impractical', 'practical')",-0.7453942,-0.5172134,0.44217584,0.5132747,-0.2382195,0.012974381,-0.1977919,-0.0383982,-0.1593937
20,-0.2413482,-0.23971656,"('rough', 'thoughtful')",0.0072368234,0.044602774,-0.51323104,-0.664538,0.21862268,0.20161653,-0.1321799,-0.1645088,0.0323289
54,0.22147386,0.45889553,"('incapable', 'capable')",1.2048739,1.1637331,-0.27271566,-0.1419853,0.53101665,0.6664507,0.4211622,0.5367735,-0.1156113
85,0.21006767,0.16583708,"('insignificant', 'prestigious')",2.391882,2.1317966,0.7210722,0.7004399,-0.6232864,-0.7412605,0.6749339,0.5642033,0.1107306
24,-0.1643343,-0.039316088,"('dishonest', 'honest')",-1.5243176,-1.345791,0.01745309,0.009352249,0.6442314,0.8123384,-0.2567419,-0.1408541,-0.1158878
61,-0.15781766,0.050922833,"('illogical', 'logical')",-0.2217776,-0.016607244,0.5831664,0.5231327,-0.18553366,-0.104539335,0.0045094,0.1132272,-0.1087178
46,0.15433604,0.1632574,"('uncompetitive', 'competitive')",-1.6704937,-1.4908304,-0.01871438,-0.12289513,-0.49220017,-0.48422173,-0.506768,-0.4836725,-0.0230955
8,-0.14026342,0.006987229,"('unaffectionate', 'affectionate')",0.46958232,0.37066203,0.11717048,0.14571342,0.4577309,0.3615518,0.2260551,0.2212286,0.0048265
63,0.137355,-0.0028721588,"('unperceptive', 'insightful')",-0.14417465,0.005238775,0.6058958,0.5650438,0.24546084,0.27146557,0.2111343,0.209719,0.0014153
38,0.13694791,0.24948874,"('untruthful', 'truthful')",0.3405376,0.51135373,0.48457915,0.5358542,0.349158,0.40439883,0.3278057,0.4252739,-0.0974682
1,-0.1259372,-0.09880086,"('unfriendly', 'friendly')",1.830222,1.5406557,1.0653982,0.9381353,1.7922356,1.5681022,1.1404796,0.9870231,0.1534565
31,0.113942474,0.015843727,"('evil', 'good')",1.5085859,1.34093,0.7492243,0.66270274,-1.1205547,-1.2537494,0.3127995,0.1914318,0.1213677
65,-0.11029118,-0.07668121,"('insecure', 'secure')",-1.1168917,-1.0531608,-0.49899495,-0.4874537,-0.09574987,0.14834069,-0.4554819,-0.3672388,-0.0882431
34,0.08207436,0.28850734,"('mean', 'honorable')",-0.08891231,0.02573201,0.52869946,0.64106333,4.895433,5.1256537,1.3543236,1.5202391,-0.1659155
15,0.0682408,-0.09658477,"('boring', 'funny')",-0.30875403,-0.4930703,0.5513395,0.5206524,0.21830505,0.26221618,0.1322828,0.0483034,0.0839794
78,0.04973221,0.08336885,"('nonresilient', 'resilient')",1.099154,1.1366417,0.25240856,0.21954073,0.21238506,0.12037353,0.4034199,0.3899812,0.0134387
7,0.04907489,0.038880996,"('insensitive', 'sensitive')",-0.65117276,-0.47697785,-0.26702064,-0.21225072,0.13974316,0.250748,-0.1823438,-0.0998999,-0.0824439
4,-0.04796296,-0.023626827,"('disliked', 'liked')",0.66726226,0.45956784,0.51298475,0.5310724,-6.336037,-6.4927077,-1.3009382,-1.3814236,0.0804854
88,0.04233695,-0.17033744,"('low', 'eminent')",-0.62479675,-0.65552676,0.39231133,0.2818981,-0.48821533,-0.5056475,-0.169591,-0.2624034,0.0928124
28,0.02751569,0.04520173,"('disloyal', 'loyal')",-0.3332355,-0.11743198,0.66238576,0.599892,1.1293647,1.1044681,0.3715077,0.4080325,-0.0365248
72,-0.020262731,-3.0824915e-05,"('unambitious', 'ambitious')",0.4175975,0.4447162,0.0033316016,0.011004152,-0.36350203,-0.33718023,0.0092911,0.0296273,-0.0203362
52,0.002454117,0.032463804,"('irrational', 'rational')",0.03628633,-0.07669914,0.22712252,0.25883916,-0.18754208,-0.342688,0.0195802,-0.032021,0.0516012
