,wells_male,wells_female,tuple,fargo_male,fargo_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
85,2.5697656,1.6611949,"('insignificant', 'prestigious')",1.4876517,1.2454686,2.229717,1.9381666,0.45290473,0.5132499,1.6850097,1.33952,0.3454897
55,-2.4388485,-1.9567401,"('incompetent', 'clever')",-1.9050996,-1.7464807,-1.0629785,-1.0016906,-1.1130068,-0.94734627,-1.6299834,-1.4130644,-0.216919
60,-2.3428724,-2.416013,"('inefficient', 'efficient')",-0.9680683,-1.2614944,-0.9535641,-1.151648,-0.5669253,-0.78378546,-1.2078576,-1.4032352,0.1953776
45,-2.2675323,-1.6450106,"('incompetent', 'competent')",-1.70441,-1.6397609,-0.9386665,-0.77700573,-1.5534718,-1.4097211,-1.6160202,-1.3678746,-0.2481456
5,2.1635954,1.8448682,"('distant', 'outgoing')",2.3734374,2.4031155,1.6425321,1.6171612,0.38542685,0.54166245,1.6412481,1.601702,0.0395461
10,-2.1303997,-1.9787308,"('unsympathetic', 'sympathetic')",-1.9394324,-2.0766995,-1.2770314,-1.1937873,-0.09457317,-0.010702342,-1.3603591,-1.31498,-0.0453791
14,-2.0072467,-1.4163985,"('antisocial', 'social')",-1.1830335,-1.136394,-0.15873373,0.081977606,-1.1663672,-1.200812,-1.1288452,-0.9179068,-0.2109384
0,-1.9767722,-1.8185865,"('unsociable', 'sociable')",-1.0861369,-1.2207378,-0.23307663,-0.1770863,-0.14522164,-0.17623398,-0.8603019,-0.8481612,-0.0121407
43,-1.9442177,-1.979968,"('irresponsible', 'responsible')",-1.2879248,-1.4559941,-1.1851643,-1.2897798,-0.33150405,-0.21530315,-1.1872027,-1.2352612,0.0480585
71,1.8975393,1.3257122,"('diffident', 'self-confident')",2.3377101,2.2293136,1.0316817,1.0212768,0.4313386,0.50305104,1.4245675,1.2698383,0.1547292
1,1.8955622,1.3376606,"('unfriendly', 'friendly')",1.8217775,1.5799083,1.472001,1.3449644,1.3715311,1.6287181,1.6402179,1.4728129,0.167405
86,-1.8356063,-1.4091462,"('uninfluential', 'influential')",-0.56533927,-0.4912873,-0.2121245,-0.073225,-0.62639445,-0.43722138,-0.8098662,-0.60272,-0.2071462
82,-1.7474272,-1.3704017,"('poor', 'rich')",-1.680071,-1.3756979,-1.0865629,-0.8923564,4.027146,4.9225264,-0.1217288,0.3210176,-0.4427464
36,1.7088764,1.2452027,"('hostile', 'amicable')",1.7992419,1.7990187,1.0604044,0.9548306,0.44590586,0.4052279,1.253607,1.1010699,0.1525371
69,1.7051018,1.227378,"('lazy', 'industrious')",1.4759213,1.3892808,0.9106208,0.9136586,-0.13711122,-0.2333076,0.9886332,0.8242524,0.1643808
73,1.6896024,1.3311892,"('helpless', 'self-reliant')",0.2888444,0.14644682,-0.08334628,-0.046424057,-2.7823484,-3.1776016,-0.221812,-0.4365974,0.2147854
81,-1.672173,-1.6689612,"('submissive', 'aggressive')",-1.7798333,-1.9438776,-0.21659139,-0.2934924,-1.3078569,-1.3927549,-1.2441137,-1.3247715,0.0806578
70,-1.6273123,-1.5105113,"('lethargic', 'energetic')",-1.7114426,-1.7207227,-0.48749214,-0.5345278,-0.48443547,-0.32186216,-1.0776706,-1.021906,-0.0557646
52,1.6269116,1.3274816,"('irrational', 'rational')",-0.16110295,-0.13373612,0.87500346,0.8684584,-0.3369402,-0.1431931,0.500968,0.4797527,0.0212153
79,1.6266605,1.3336066,"('wavering', 'unwavering')",1.5784231,1.6254886,1.3982584,1.4288671,0.22053795,0.35197407,1.20597,1.1849841,0.0209859
22,-1.62186,-1.4390414,"('untrustworthy', 'trustworthy')",-1.5812469,-1.561117,-1.1536859,-1.1919578,-1.7786443,-1.9103769,-1.5338593,-1.5256233,-0.008236
33,1.5664955,1.3612132,"('wrong', 'right')",2.1408083,2.0173824,1.552578,1.4607826,-0.4986441,-0.54316473,1.1903095,1.0740534,0.1162561
77,-1.5086738,-2.1185281,"('unmotivated', 'motivated')",-0.046569627,-0.42977354,0.18532752,-0.15967919,-0.02879344,-0.6589841,-0.3496773,-0.8417413,0.492064
28,-1.4861481,-1.772495,"('disloyal', 'loyal')",-0.62139785,-0.7020552,-0.61147624,-0.73556834,-0.23058096,0.046019793,-0.7374008,-0.7910247,0.0536239
6,1.4821676,1.2993077,"('distant', 'open')",2.2208438,2.3025608,1.296536,1.4123045,0.10233009,0.51470304,1.2754694,1.3822191,-0.1067497
46,-1.4723727,-1.4503559,"('uncompetitive', 'competitive')",-0.30120158,-0.45457453,-0.35157287,-0.49618232,0.10425725,-0.20033723,-0.5052224,-0.6503624,0.14514
65,-1.4245156,-1.5279493,"('insecure', 'secure')",-1.1257088,-1.1416568,-0.3964291,-0.5160457,-0.5999498,-0.82302153,-0.8866508,-1.0021683,0.1155175
35,1.4231881,1.303706,"('corrupt', 'incorrupt')",1.4433206,1.5220824,0.79856896,0.8575045,-0.23187803,-0.09301852,0.8582999,0.8975686,-0.0392687
