,wells_male,wells_female,tuple,fargo_male,fargo_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
66,1.3959968,1.2522846,"('inactive', 'active')",1.2640961,1.2525896,1.9998878,1.9485205,2.0229585,1.946909,1.6707349,1.600076,0.0706589
13,-1.3736039,-1.4619557,"('impolite', 'polite')",-1.1537713,-1.2485794,-0.68764424,-0.9696732,-0.3615492,-0.4668883,-0.8941422,-1.0367742,0.142632
2,1.355927,0.7760809,"('unlikable', 'likable')",0.5655751,0.2807164,1.6949683,1.1890819,0.63395405,0.56006086,1.0626061,0.701485,0.3611211
30,-1.2246735,-0.8634891,"('intolerant', 'tolerant')",-1.9590236,-2.0674124,-0.7645004,-0.670431,-1.0684832,-0.9069135,-1.2541702,-1.1270616,-0.1271086
57,-1.1737504,-1.2500086,"('unimaginative', 'imaginative')",-1.0088282,-1.1502709,-0.6678443,-0.73392606,-2.7158585,-3.0508583,-1.3915703,-1.546266,0.1546957
25,1.1622785,0.86061513,"('egoistic', 'altruistic')",1.4106599,1.3763479,1.367325,1.4583399,1.6177509,1.6135098,1.3895035,1.3272032,0.0623003
56,-1.1509222,-1.1444134,"('impractical', 'practical')",-0.12819104,-0.3788137,-0.78814244,-0.8378891,-0.6862915,-0.9280841,-0.6883867,-0.8223001,0.1339134
31,1.1157773,1.123197,"('evil', 'good')",1.2446997,1.3898433,0.8558893,0.84325343,-0.87542343,-0.77010167,0.5852357,0.646548,-0.0613123
26,1.1139296,1.3053188,"('hardhearted', 'benevolent')",3.1748354,3.345799,2.281483,2.8000145,1.0293745,1.4539143,1.8999056,2.2262616,-0.326356
21,-1.1127564,-1.3965096,"('immoral', 'moral')",-1.3087279,-1.4384861,-0.46616238,-0.6759177,-1.6375655,-1.6989135,-1.1313031,-1.3024567,0.1711536
9,1.1068071,0.6849554,"('unaffectionate', 'caring')",1.2820733,1.0830648,0.6324112,0.5685932,1.0264883,1.374244,1.011945,0.9277143,0.0842307
76,-1.0918009,-0.95671123,"('anxious', 'daring')",-0.3993514,-0.3441283,0.12297565,0.051652987,-0.29287767,-0.40543264,-0.4152636,-0.4136548,-0.0016088
49,-1.0764599,-1.221973,"('unable', 'able')",-0.5182845,-0.5029133,-0.38682482,-0.45122063,-0.48032987,-0.31681514,-0.6154748,-0.6232305,0.0077557
16,1.0437517,0.8555223,"('unpopular', 'popular')",-0.04932122,-0.16185166,0.63631,0.5941545,0.21390352,0.33026063,0.461161,0.4045214,0.0566396
40,1.0192208,0.78495044,"('stingy', 'generous')",0.7347582,0.66767275,0.3198366,0.25065917,-1.6934685,-1.8513765,0.0950868,-0.0370235,0.1321103
62,-1.0180565,-1.0951658,"('incompetent', 'brilliant')",-1.660497,-1.8578022,-0.72353375,-0.8958694,-0.54829556,-0.40052035,-0.9875957,-1.0623394,0.0747437
15,1.0122534,1.0480378,"('boring', 'funny')",0.85145175,0.9208773,1.0592937,1.1397827,0.19895588,0.45026857,0.7804887,0.8897415,-0.1092528
51,-0.9974026,-0.70586085,"('uneducated', 'educated')",-1.6723144,-1.6114907,-0.058519267,-0.0015822351,-0.037473172,0.19953512,-0.6914274,-0.5298496,-0.1615778
58,0.9355921,0.81474453,"('undiscriminating', 'discriminating')",0.5494012,0.42543593,0.7154035,0.58272123,0.752956,0.6132222,0.7383382,0.609031,0.1293072
34,0.9241976,0.25448176,"('mean', 'honorable')",1.1580755,1.0126139,0.8656827,0.57780206,5.3838277,5.673608,2.0829458,1.8796264,0.2033194
59,0.9061553,0.8570121,"('foolish', 'wise')",-0.061255954,0.06350225,1.1656189,1.2952684,-0.51718843,-0.20968339,0.3733325,0.5015248,-0.1281923
75,0.8986199,0.7710338,"('meek', 'impulsive')",-0.68434715,-0.6798986,0.38801068,0.4063779,0.5547974,0.4540457,0.2892702,0.2378897,0.0513805
68,-0.88689786,-0.78914213,"('dependent', 'independent')",-1.5771036,-1.4858468,-1.3018454,-1.3297257,-1.4016453,-1.3898929,-1.291873,-1.2486519,-0.0432211
48,-0.86736405,-1.1893523,"('unintelligent', 'intelligent')",-1.1478643,-1.1447693,-0.2361601,-0.33787644,-1.3668616,-1.1510249,-0.9045625,-0.9557557,0.0511932
20,-0.86052936,-0.86983037,"('rough', 'thoughtful')",-0.7922228,-0.9753056,0.33050945,0.26159605,-0.34044224,-0.23243415,-0.4156712,-0.4539935,0.0383223
11,-0.85658544,-1.1456109,"('unhelpful', 'helpful')",-0.97240674,-1.0853696,-1.1412314,-1.3931818,2.044191,2.106203,-0.2315081,-0.3794898,0.1479817
29,0.8517288,0.96042347,"('unfair', 'fair')",0.19913353,0.1733506,0.24376869,0.18212876,-0.5353042,-0.72582304,0.1898317,0.1475199,0.0423118
84,0.8510344,0.3747041,"('inferior', 'superior')",0.86842966,0.6302742,1.093527,0.7196165,0.6807922,0.5231141,0.8734459,0.5619272,0.3115187
4,0.824227,0.8019541,"('disliked', 'liked')",0.6918783,0.5736073,0.70887196,0.5895999,-5.469415,-6.27721,-0.8111095,-1.0780122,0.2669027
80,-0.8081757,-0.6969987,"('dominated', 'dominating')",-1.1973473,-1.2087357,-0.35035563,-0.13890702,-0.037819877,-0.16681111,-0.5984246,-0.5528631,-0.0455615
17,0.7688886,0.8697706,"('nasty', 'nice')",-0.1461674,-0.0078067966,0.5902636,0.7556374,-0.29021946,-0.25201744,0.2306913,0.3413959,-0.1107046
3,-0.7394738,-0.9011414,"('repellent', 'pleasant')",-1.2858449,-1.4046576,-0.60292083,-0.778337,1.0364879,0.7722572,-0.3979379,-0.5779697,0.1800318
7,-0.71314096,-0.8601882,"('insensitive', 'sensitive')",-1.2138942,-1.2944735,-0.6099786,-0.6823599,-0.26052952,-0.038522862,-0.6993858,-0.7188861,0.0195003
83,0.70273495,0.53196114,"('powerless', 'powerful')",1.2302064,0.98027396,0.7189158,0.77448064,-0.52653104,-0.6721073,0.5313315,0.4036521,0.1276794
42,0.6305666,0.45982966,"('unreliable', 'reliable')",0.14627506,-0.19210163,0.72133034,0.59004724,-2.5875964,-3.069834,-0.2723561,-0.5530147,0.2806586
37,-0.59675425,-0.57928276,"('fake', 'genuine')",-0.8609711,-0.97803766,-0.909397,-1.0052439,0.009317663,0.18257853,-0.5894511,-0.5949965,0.0055454
87,0.5679353,0.3501413,"('unsuccessful', 'successful')",0.48414636,0.42732584,1.6760895,1.588183,0.83891934,0.932415,0.8917726,0.8245163,0.0672563
63,-0.46108925,-0.48074913,"('unperceptive', 'insightful')",-0.2541499,-0.2516041,1.0357156,0.91316575,0.56000984,0.6640602,0.2201216,0.2112182,0.0089034
24,-0.45955697,-0.5259638,"('dishonest', 'honest')",-0.5249902,-0.5464255,-0.42482632,-0.5505327,-0.57482576,-0.36692062,-0.4960498,-0.4974607,0.0014109
72,-0.415119,-0.12808019,"('unambitious', 'ambitious')",0.5022767,0.46137124,-0.6364634,-0.6251032,-1.2471439,-1.0418345,-0.4491124,-0.3334116,-0.1157008
8,0.40516394,0.3957794,"('unaffectionate', 'affectionate')",1.0113244,1.1079329,0.5034093,0.7483136,0.42477643,1.0450253,0.5861685,0.8242628,-0.2380943
47,-0.37974796,-0.164076,"('stupid', 'smart')",-0.10594627,-0.17905301,0.49824402,0.63530207,3.441575,4.050145,0.8635312,1.0855795,-0.2220483
23,-0.35857502,-0.8142694,"('insincere', 'sincere')",-0.56183493,-0.82672685,-0.11877737,-0.3945455,4.676198,5.231239,0.9092526,0.7989243,0.1103283
12,0.34607747,0.21409851,"('unsupportive', 'supportive')",0.66174906,0.5654021,1.3469644,1.1903499,-1.3224295,-1.3854086,0.2580903,0.1461105,0.1119798
19,0.34558186,0.33014077,"('inhospitable', 'hospitable')",0.40594596,0.5771234,0.079422235,0.086075455,0.36941993,0.6152508,0.3000925,0.4021476,-0.1020551
39,0.33335477,-0.19976273,"('exploitative', 'cooperative')",0.18466546,-0.1774334,0.04660467,-0.24694228,0.21413763,-0.2467892,0.1946906,-0.2177319,0.4124225
27,0.32709652,0.39315543,"('hardhearted', 'softhearted')",0.007885168,0.11184215,0.020003978,0.025428014,0.70406014,1.0222552,0.2647614,0.3881702,-0.1234088
78,-0.26543662,-0.42014214,"('nonresilient', 'resilient')",1.1826345,1.0130587,0.6873661,0.7105294,1.5598638,1.3465478,0.7911069,0.6624984,0.1286085
74,-0.24907477,-0.0898838,"('undedicated', 'dedicated')",0.036680624,-0.0032749772,0.2079735,0.20181876,-0.2567751,-0.27919915,-0.0652989,-0.0426348,-0.0226641
61,0.23513898,-0.027474396,"('illogical', 'logical')",0.36773315,0.1498406,0.96120304,0.72343993,-0.054098446,-0.14827149,0.3774942,0.1743837,0.2031105
67,-0.20895013,0.19725993,"('doubtful', 'determined')",0.11007249,0.1261587,-0.24927126,-0.08041324,-0.8149068,-0.8651781,-0.2907639,-0.1555432,-0.1352207
50,0.2087439,0.24063236,"('clumsy', 'skillful')",-0.7796408,-0.80095845,1.3675025,1.3757768,0.80339307,1.003302,0.3999997,0.4546882,-0.0546885
38,0.18558218,0.022662995,"('untruthful', 'truthful')",-0.5661382,-0.82083845,0.006377898,-0.18325412,0.65254664,0.549289,0.0695921,-0.1080351,0.1776272
44,0.16479671,-0.19193949,"('prejudiced', 'unprejudiced')",-1.1842505,-1.2548603,-1.616149,-1.6459479,-1.5828509,-1.7950889,-1.0546134,-1.2219591,0.1673457
32,-0.11710026,-0.3188759,"('unkind', 'kind')",0.060448557,0.037346594,-0.02132722,0.0263272,0.49230343,0.65261334,0.1035811,0.0993528,0.0042283
53,0.10863435,-0.3032479,"('uncreative', 'creative')",0.7405101,0.57763004,0.9677234,0.6187862,1.109997,0.9595826,0.7317162,0.4631878,0.2685284
54,0.08410522,-0.30192533,"('incapable', 'capable')",1.1895148,1.1759868,1.4685969,1.3361566,0.8252703,1.1597178,0.8918718,0.8424839,0.0493879
41,0.08380753,-0.010288938,"('unforgiving', 'forgiving')",-0.03884303,-0.32251674,0.08938659,-0.08209716,-0.3826684,-0.3278032,-0.0620793,-0.1856765,0.1235972
18,0.055024147,-0.061106257,"('disagreeable', 'welcoming')",-0.09592692,-0.037087537,0.7417619,0.6490516,-1.189807,-0.94795346,-0.122237,-0.0992739,-0.0229631
88,0.021515464,0.0904316,"('low', 'eminent')",-0.92025185,-0.7500496,-0.36700314,-0.26476166,-1.0846407,-0.5793757,-0.587595,-0.3759388,-0.2116562
64,-0.012561303,-0.35167992,"('shy', 'confident')",-0.70941126,-0.9410113,-0.09270576,-0.42771724,-4.963176,-6.0345182,-1.4444635,-1.9387317,0.4942682
