,nordstrom_male,nordstrom_female,tuple,inc_male,inc_female,average_male,average_female,male-female
1,-0.76590604,-1.0555913,"('unfriendly', 'friendly')",1.7900553,1.48094,0.5120746,0.2126743,0.2994003
53,-0.74684125,-0.8030273,"('uncreative', 'creative')",0.7139383,0.59895974,-0.0164515,-0.1020338,0.0855823
64,-0.71818507,-0.6827685,"('shy', 'confident')",-6.3972826,-6.528759,-3.5577338,-3.6057637,0.0480299
72,-0.70682114,-0.49058798,"('unambitious', 'ambitious')",-0.9763474,-0.73958665,-0.8415843,-0.6150873,-0.226497
46,-0.6949877,-0.24639255,"('uncompetitive', 'competitive')",-0.7283001,-0.692214,-0.7116439,-0.4693033,-0.2423406
60,0.6943732,1.0040826,"('inefficient', 'efficient')",-0.045438245,0.30676043,0.3244675,0.6554215,-0.330954
67,0.690971,0.9097732,"('doubtful', 'determined')",-0.4655614,-0.20389564,0.1127048,0.3529388,-0.240234
56,0.68679726,1.1480777,"('impractical', 'practical')",0.037461404,0.36129436,0.3621293,0.7546861,-0.3925568
29,-0.684037,-0.4422295,"('unfair', 'fair')",-0.5809248,-0.6236581,-0.6324809,-0.5329438,-0.0995371
38,-0.67395425,-0.38526833,"('untruthful', 'truthful')",-0.14301887,0.2745191,-0.4084865,-0.0553746,-0.3531119
84,0.67284775,0.61497325,"('inferior', 'superior')",0.98600566,0.9694706,0.8294267,0.7922219,0.0372048
17,-0.65133804,-0.66522676,"('nasty', 'nice')",-0.658092,-0.68035513,-0.6547151,-0.6727909,0.0180758
43,-0.6462705,-0.2765292,"('irresponsible', 'responsible')",0.28403884,0.59480095,-0.1811158,0.1591359,-0.3402517
33,0.6381363,0.68489814,"('wrong', 'right')",-0.49913567,-0.47624642,0.0695003,0.1043259,-0.0348256
80,-0.6242701,-0.4293878,"('dominated', 'dominating')",-1.4080513,-1.4910549,-1.0161607,-0.9602214,-0.0559393
14,-0.6240589,-0.31433344,"('antisocial', 'social')",-0.92237264,-0.8783387,-0.7732158,-0.5963361,-0.1768797
31,-0.61999243,-0.8885623,"('evil', 'good')",-0.9741901,-1.303457,-0.7970912,-1.0960097,0.2989185
66,-0.6180117,-0.74036473,"('inactive', 'active')",0.4321407,0.30784434,-0.0929355,-0.2162602,0.1233247
0,-0.6107556,-0.39169374,"('unsociable', 'sociable')",-0.49458423,-0.7026797,-0.5526699,-0.5471867,-0.0054832
4,-0.60989714,-0.38798246,"('disliked', 'liked')",-6.3613033,-6.5060205,-3.4856002,-3.4470015,-0.0385987
63,-0.60666233,-0.38927191,"('unperceptive', 'insightful')",0.8452776,0.98253405,0.1193076,0.2966311,-0.1773235
55,-0.58172643,-0.164101,"('incompetent', 'clever')",-0.043406308,-0.22074117,-0.3125664,-0.1924211,-0.1201453
13,-0.577668,-0.4633685,"('impolite', 'polite')",-0.49014026,-0.4340772,-0.5339041,-0.4487228,-0.0851813
54,-0.4908948,-0.3205951,"('incapable', 'capable')",1.0762621,1.5329727,0.2926837,0.6061888,-0.3135051
51,-0.48445547,-0.46873674,"('uneducated', 'educated')",0.37100294,0.27765065,-0.0567263,-0.095543,0.0388167
62,-0.47504807,0.13286485,"('incompetent', 'brilliant')",0.20607887,0.67846453,-0.1344846,0.4056647,-0.5401493
79,-0.47484687,-0.62501365,"('wavering', 'unwavering')",-0.15705061,-0.010700177,-0.3159487,-0.3178569,0.0019082
2,-0.4658216,-0.22214179,"('unlikable', 'likable')",0.53741425,0.63915634,0.0357963,0.2085073,-0.172711
41,-0.4259342,-0.13773221,"('unforgiving', 'forgiving')",-0.05326716,-0.28954217,-0.2396007,-0.2136372,-0.0259635
42,-0.42543477,-0.10465008,"('unreliable', 'reliable')",-3.0639527,-3.0094943,-1.7446938,-1.5570722,-0.1876216
77,-0.41160908,-0.2759417,"('unmotivated', 'motivated')",-1.1416563,-1.0704502,-0.7766327,-0.673196,-0.1034367
20,0.40921983,0.5104877,"('rough', 'thoughtful')",1.2512298,0.9155493,0.8302248,0.7130185,0.1172063
32,-0.40088007,-0.3775677,"('unkind', 'kind')",0.8209612,0.88798964,0.2100406,0.255211,-0.0451704
68,-0.39708725,-0.39081454,"('dependent', 'independent')",-0.7180695,-0.6238802,-0.5575784,-0.5073473,-0.0502311
15,-0.38349146,-0.35633337,"('boring', 'funny')",0.35727733,0.42108065,-0.0131071,0.0323736,-0.0454807
73,0.34478676,0.30919978,"('helpless', 'self-reliant')",-2.8874,-2.9791887,-1.2713065,-1.3349944,0.0636879
44,-0.33970174,-0.23733665,"('prejudiced', 'unprejudiced')",-1.6301224,-1.3932621,-0.9849121,-0.8152994,-0.1696127
83,0.33824587,0.42005032,"('powerless', 'powerful')",-0.8926206,-1.0176378,-0.2771874,-0.2987938,0.0216064
30,-0.33229038,-0.19832125,"('intolerant', 'tolerant')",0.90145624,0.9640985,0.2845829,0.3828886,-0.0983057
49,-0.32084057,0.0189747,"('unable', 'able')",-0.22297975,0.26906413,-0.2719102,0.1440194,-0.4159296
5,-0.31929305,-0.35951567,"('distant', 'outgoing')",-0.22375205,-0.13903919,-0.2715226,-0.2492774,-0.0222452
6,-0.3128082,-0.45329964,"('distant', 'open')",0.19198276,0.1533905,-0.0604127,-0.1499546,0.0895419
74,-0.30756631,0.012267515,"('undedicated', 'dedicated')",0.17704557,0.009379805,-0.0652604,0.0108237,-0.0760841
48,-0.30592245,-0.36072388,"('unintelligent', 'intelligent')",0.676992,0.4101936,0.1855348,0.0247349,0.1607999
23,-0.27926078,-0.097898826,"('insincere', 'sincere')",5.443776,5.8913245,2.5822577,2.8967128,-0.3144551
50,0.2737213,-0.0038542822,"('clumsy', 'skillful')",0.51280665,0.41401207,0.393264,0.2050789,0.1881851
87,-0.27309024,-0.14466706,"('unsuccessful', 'successful')",0.71152973,0.7308306,0.2192197,0.2930818,-0.0738621
9,-0.26789153,-0.3343,"('unaffectionate', 'caring')",1.2281044,1.2510144,0.4801064,0.4583572,0.0217492
19,-0.26752383,-0.3382573,"('inhospitable', 'hospitable')",0.044159107,0.10267695,-0.1116824,-0.1177902,0.0061078
36,-0.26592192,-0.61123586,"('hostile', 'amicable')",0.26016158,-0.1570526,-0.0028802,-0.3841442,0.381264
37,-0.2589731,-0.39809945,"('fake', 'genuine')",0.4317592,0.3737194,0.0863931,-0.01219,0.0985831
16,-0.25745615,-0.13245496,"('unpopular', 'popular')",0.5035114,0.44825178,0.1230276,0.1578984,-0.0348708
28,-0.25545985,-0.224061,"('disloyal', 'loyal')",0.9407036,0.91495514,0.3426219,0.3454471,-0.0028252
35,0.25229824,0.004829677,"('corrupt', 'incorrupt')",-0.2927843,-0.4669115,-0.020243,-0.2310409,0.2107979
18,-0.24681363,-0.08569172,"('disagreeable', 'welcoming')",-0.51596767,-0.38216394,-0.3813906,-0.2339278,-0.1474628
40,-0.24541289,0.020039171,"('stingy', 'generous')",-1.5413291,-1.9007635,-0.893371,-0.9403622,0.0469912
59,0.24480277,0.09680414,"('foolish', 'wise')",0.6527516,0.73525256,0.4487772,0.4160284,0.0327488
61,-0.21841723,-0.2446417,"('illogical', 'logical')",0.102467835,-0.1049736,-0.0579747,-0.1748077,0.116833
82,-0.19824825,0.15642723,"('poor', 'rich')",5.8665724,6.4519005,2.834162,3.3041639,-0.4700019
52,0.1784429,-0.34522882,"('irrational', 'rational')",0.51867265,0.094288334,0.3485578,-0.1254703,0.4740281
26,0.1763999,-0.058127012,"('hardhearted', 'benevolent')",1.778805,1.2812577,0.9776025,0.6115654,0.3660371
8,-0.17559314,-0.35721713,"('unaffectionate', 'affectionate')",1.0109484,0.9191683,0.4176776,0.2809756,0.136702
85,0.16195704,-0.14944299,"('insignificant', 'prestigious')",0.3285132,0.090890445,0.2452351,-0.0292763,0.2745114
65,-0.16183572,-0.06307314,"('insecure', 'secure')",-0.46163896,-0.25821862,-0.3117373,-0.1606459,-0.1510914
58,-0.12215386,0.015571928,"('undiscriminating', 'discriminating')",-0.15865076,-0.32684433,-0.1404023,-0.1556362,0.0152339
47,0.05198693,0.14375967,"('stupid', 'smart')",5.281682,5.6233544,2.6668344,2.8835571,-0.2167227
34,-0.051494952,0.03270639,"('mean', 'honorable')",5.737953,6.049841,2.8432291,3.0412736,-0.1980445
25,0.036490817,-0.11861907,"('egoistic', 'altruistic')",1.4215957,1.0562334,0.7290432,0.4688072,0.260236
78,-0.014429959,0.020075178,"('nonresilient', 'resilient')",0.42545408,0.5353418,0.2055121,0.2777085,-0.0721964
