,nordstrom_male,nordstrom_female,tuple,inc_male,inc_female,average_male,average_female,male-female
10,-1.8882312,-1.7758405,"('unsympathetic', 'sympathetic')",-0.5433706,-0.53471357,-1.2158009,-1.155277,-0.0605239
57,-1.7910401,-1.5345048,"('unimaginative', 'imaginative')",-2.5957036,-2.775024,-2.1933718,-2.1547644,-0.0386074
39,1.3838589,1.3136431,"('exploitative', 'cooperative')",0.21187581,0.34113663,0.7978674,0.8273898,-0.0295224
22,-1.3680961,-1.0226922,"('untrustworthy', 'trustworthy')",-0.89448965,-0.85428023,-1.1312928,-0.9384862,-0.1928066
69,1.3584714,1.2151166,"('lazy', 'industrious')",-0.50276375,-0.56553066,0.4278538,0.324793,0.1030608
70,-1.3198828,-0.9326402,"('lethargic', 'energetic')",0.3788948,0.56917256,-0.470494,-0.1817338,-0.2887602
21,-1.2818019,-1.1150243,"('immoral', 'moral')",-0.90150356,-0.9035986,-1.0916528,-1.0093114,-0.0823414
27,-1.1063855,-1.1241121,"('hardhearted', 'softhearted')",1.1521859,0.9684239,0.0229002,-0.0778441,0.1007443
76,-1.0510784,-0.6861544,"('anxious', 'daring')",-0.123025954,0.15772304,-0.5870522,-0.2642157,-0.3228365
75,-1.0503663,-0.8460703,"('meek', 'impulsive')",-0.47102785,-0.28246996,-0.7606971,-0.5642701,-0.196427
24,-1.0187644,-0.8132697,"('dishonest', 'honest')",0.4604715,0.6404614,-0.2791464,-0.0864041,-0.1927423
86,-0.95486826,-0.9011609,"('uninfluential', 'influential')",-0.22614709,-0.63221014,-0.5905077,-0.7666855,0.1761778
7,-0.91169053,-0.69040376,"('insensitive', 'sensitive')",0.29640034,0.38431126,-0.3076451,-0.1530463,-0.1545988
3,-0.8857035,-0.7410026,"('repellent', 'pleasant')",0.07841299,-0.01974577,-0.4036452,-0.3803742,-0.023271
12,-0.8769842,-0.54775584,"('unsupportive', 'supportive')",-1.785709,-1.70216,-1.3313466,-1.1249579,-0.2063887
11,-0.8679676,-0.78922564,"('unhelpful', 'helpful')",1.8041482,2.0648994,0.4680903,0.6378369,-0.1697466
81,-0.82802796,-0.59366864,"('submissive', 'aggressive')",-0.9672894,-0.75625753,-0.8976587,-0.6749631,-0.2226956
45,-0.81495863,-0.33769047,"('incompetent', 'competent')",-0.24059878,-0.3097597,-0.5277787,-0.3237251,-0.2040536
88,-0.7950834,-0.7900642,"('low', 'eminent')",-0.07987507,0.005169345,-0.4374792,-0.3924474,-0.0450318
71,0.7826624,0.785001,"('diffident', 'self-confident')",0.43224615,0.5342978,0.6074543,0.6596494,-0.0521951
