,abbott_male,abbott_female,tuple,laboratories_male,laboratories_female,average_male,average_female,male-female
85,2.2725298,1.7558745,"('insignificant', 'prestigious')",1.2357725,0.75726116,1.7541511,1.2565678,0.4975833
71,1.972543,2.0237079,"('diffident', 'self-confident')",0.7843933,0.6518285,1.3784682,1.3377682,0.0407
65,-1.8772881,-1.770183,"('insecure', 'secure')",-0.5775422,-0.3872212,-1.2274151,-1.0787021,-0.148713
57,-1.7480102,-1.9571131,"('unimaginative', 'imaginative')",-2.171346,-2.3108518,-1.9596781,-2.1339824,0.1743043
26,1.6502006,1.5188731,"('hardhearted', 'benevolent')",1.3153588,1.2248212,1.4827797,1.3718472,0.1109325
69,1.6431332,1.5458541,"('lazy', 'industrious')",0.24227165,0.06481676,0.9427024,0.8053354,0.137367
13,-1.5433533,-1.549587,"('impolite', 'polite')",-0.68268543,-0.57224923,-1.1130193,-1.0609181,-0.0521012
9,1.4648582,1.2818525,"('unaffectionate', 'caring')",1.4660366,1.2464719,1.4654474,1.2641622,0.2012852
33,1.4549376,1.1654018,"('wrong', 'right')",0.40010566,0.13581118,0.9275216,0.6506065,0.2769151
81,-1.3479823,-1.1121212,"('submissive', 'aggressive')",-0.47293827,-0.30265728,-0.9104603,-0.7073892,-0.2030711
64,-1.2630521,-1.0888426,"('shy', 'confident')",-5.3752165,-5.5221643,-3.3191342,-3.3055034,-0.0136308
80,-1.206168,-1.1072972,"('dominated', 'dominating')",-0.44482023,-0.4495679,-0.8254942,-0.7784325,-0.0470617
76,-1.1966072,-0.9796285,"('anxious', 'daring')",-0.3998504,-0.2504989,-0.7982288,-0.6150637,-0.1831651
6,1.1744443,1.0968726,"('distant', 'open')",-0.17087014,-0.46438682,0.5017871,0.3162429,0.1855442
46,-1.141386,-1.1083992,"('uncompetitive', 'competitive')",-0.030220596,0.07632147,-0.5858033,-0.5160388,-0.0697645
3,-1.1308793,-1.0742626,"('repellent', 'pleasant')",-0.23307177,-0.15631175,-0.6819755,-0.6152872,-0.0666883
22,-1.1235299,-1.3234813,"('untrustworthy', 'trustworthy')",-1.0857773,-1.1940359,-1.1046536,-1.2587585,0.1541049
70,-1.1217166,-1.1219133,"('lethargic', 'energetic')",-0.09750144,-0.009797975,-0.609609,-0.5658556,-0.0437534
38,1.1181508,1.1286111,"('untruthful', 'truthful')",1.0642548,0.93304455,1.0912027,1.0308278,0.0603749
25,1.086471,0.8977514,"('egoistic', 'altruistic')",1.4453775,1.3058934,1.2659242,1.1018224,0.1641018
21,-1.0536541,-0.7924848,"('immoral', 'moral')",-0.75989306,-0.61636174,-0.9067736,-0.7044233,-0.2023503
45,-1.0211295,-1.1480165,"('incompetent', 'competent')",-0.15083611,-0.16048627,-0.5859828,-0.6542513,0.0682685
8,1.0057802,0.5452885,"('unaffectionate', 'affectionate')",0.74418676,0.37832463,0.8749835,0.4618066,0.4131769
17,-0.9403561,-0.8539036,"('nasty', 'nice')",-0.8135127,-0.86346316,-0.8769344,-0.8586833,-0.0182511
55,-0.8992953,-0.9316429,"('incompetent', 'clever')",0.7995132,0.94366884,-0.049891,0.006013,-0.055904
5,0.89905864,0.9614681,"('distant', 'outgoing')",-0.55383664,-0.7434192,0.172611,0.1090245,0.0635865
30,-0.86274844,-0.9294889,"('intolerant', 'tolerant')",-0.21916829,-0.18897654,-0.5409583,-0.5592327,0.0182744
59,0.8609706,0.68868196,"('foolish', 'wise')",0.078228116,-0.2591274,0.4695994,0.2147773,0.2548221
42,-0.8558966,-0.9315419,"('unreliable', 'reliable')",-2.4951653,-2.6836472,-1.6755309,-1.8075945,0.1320636
78,0.8186406,0.7816054,"('nonresilient', 'resilient')",1.7263095,1.6392663,1.272475,1.2104359,0.0620391
0,-0.7906202,-0.74235827,"('unsociable', 'sociable')",-0.2993393,-0.18872407,-0.5449798,-0.4655412,-0.0794386
