,abbott_male,abbott_female,tuple,laboratories_male,laboratories_female,average_male,average_female,male-female
7,-0.7891671,-0.78187305,"('insensitive', 'sensitive')",0.023923606,0.06786074,-0.3826218,-0.3570062,-0.0256156
50,-0.78437394,-0.961045,"('clumsy', 'skillful')",-0.19982293,-0.42515594,-0.4920985,-0.6931005,0.201002
29,-0.7669017,-0.8879129,"('unfair', 'fair')",-0.72813517,-0.82043403,-0.7475184,-0.8541735,0.1066551
66,0.7579321,0.7630397,"('inactive', 'active')",0.4547693,0.4253655,0.6063507,0.5942026,0.0121481
10,-0.7507971,-0.7030591,"('unsympathetic', 'sympathetic')",0.0466017,0.15912303,-0.3520977,-0.271968,-0.0801297
44,-0.74564004,-0.34272358,"('prejudiced', 'unprejudiced')",-1.7706019,-1.6912047,-1.258121,-1.0169641,-0.2411569
39,0.7414036,0.6211232,"('exploitative', 'cooperative')",-0.27540618,-0.29529616,0.2329987,0.1629135,0.0700852
24,0.73457533,0.6459526,"('dishonest', 'honest')",0.052344255,0.016918823,0.3934598,0.3314357,0.0620241
41,0.72941554,0.5456781,"('unforgiving', 'forgiving')",0.589803,0.50067496,0.6596093,0.5231766,0.1364327
48,-0.7077962,-0.8744548,"('unintelligent', 'intelligent')",0.911941,1.0148802,0.1020724,0.0702127,0.0318597
77,-0.70616204,-0.5382718,"('unmotivated', 'motivated')",-0.24420227,-0.14546701,-0.4751821,-0.3418694,-0.1333127
1,0.68200946,0.24221241,"('unfriendly', 'friendly')",1.5639136,1.1739116,1.1229615,0.708062,0.4148995
60,-0.6593661,-0.38161376,"('inefficient', 'efficient')",0.1627473,0.60201764,-0.2483094,0.1102019,-0.3585113
32,0.6425514,0.62227553,"('unkind', 'kind')",0.9221683,0.8233906,0.7823598,0.722833,0.0595268
62,-0.6273761,-0.5330887,"('incompetent', 'brilliant')",1.0012597,1.1328554,0.1869418,0.2998834,-0.1129416
84,0.6070806,0.48354003,"('inferior', 'superior')",0.9235175,0.9099601,0.7652991,0.69675,0.0685491
88,0.59691745,0.44001383,"('low', 'eminent')",0.50762665,0.52421474,0.5522721,0.4821143,0.0701578
35,0.5858019,0.58963734,"('corrupt', 'incorrupt')",-0.6257242,-0.8040086,-0.0199611,-0.1071856,0.0872245
79,0.5788131,0.5252784,"('wavering', 'unwavering')",-0.021595247,-0.1483705,0.2786089,0.1884539,0.090155
36,0.5745801,0.1321126,"('hostile', 'amicable')",-0.7121992,-1.0075427,-0.0688096,-0.4377151,0.3689055
18,0.56584,0.46122614,"('disagreeable', 'welcoming')",-0.16528372,-0.38072592,0.2002781,0.0402501,0.160028
27,0.5650393,0.5439438,"('hardhearted', 'softhearted')",0.39349455,0.31173718,0.4792669,0.4278405,0.0514264
49,-0.53172094,-0.56174964,"('unable', 'able')",-0.031009205,-0.044556815,-0.2813651,-0.3031532,0.0217881
2,0.5200388,0.41578934,"('unlikable', 'likable')",0.23241979,0.12013725,0.3762293,0.2679633,0.108266
51,0.5195966,0.69421077,"('uneducated', 'educated')",0.7000544,0.8167646,0.6098255,0.7554877,-0.1456622
75,-0.5166947,-0.518942,"('meek', 'impulsive')",-0.5559597,-0.63374144,-0.5363272,-0.5763417,0.0400145
68,-0.5041833,-0.40095934,"('dependent', 'independent')",-0.6368896,-0.5052447,-0.5705364,-0.453102,-0.1174344
53,-0.47405413,-0.8350761,"('uncreative', 'creative')",0.9000128,0.65614414,0.2129793,-0.089466,0.3024453
34,0.4713012,0.43355602,"('mean', 'honorable')",4.2948284,4.5352416,2.3830647,2.4843988,-0.1013341
19,0.45276165,0.3485458,"('inhospitable', 'hospitable')",-0.3206863,-0.45361042,0.0660377,-0.0525323,0.11857
74,0.43609723,0.36046624,"('undedicated', 'dedicated')",-0.5627948,-0.6103889,-0.0633488,-0.1249613,0.0616125
14,-0.41919374,-0.22253738,"('antisocial', 'social')",-0.56439465,-0.3998709,-0.4917942,-0.3112041,-0.1805901
4,0.40601686,0.18088357,"('disliked', 'liked')",-5.3049536,-5.759903,-2.4494684,-2.7895098,0.3400414
56,-0.4031701,-0.1651453,"('impractical', 'practical')",0.06393826,0.27233264,-0.1696159,0.0535937,-0.2232096
15,-0.38305035,-0.6096813,"('boring', 'funny')",-0.008233815,-0.13098873,-0.1956421,-0.370335,0.1746929
43,-0.38169283,-0.32255247,"('irresponsible', 'responsible')",0.23864143,0.3280073,-0.0715257,0.0027274,-0.0742531
12,0.3519987,0.123324096,"('unsupportive', 'supportive')",-0.81506234,-1.0794991,-0.2315318,-0.4780875,0.2465557
82,-0.34281352,-0.23094022,"('poor', 'rich')",5.2113423,5.462447,2.4342644,2.6157534,-0.181489
37,-0.3425381,-0.470452,"('fake', 'genuine')",-0.57882,-0.6400928,-0.4606791,-0.5552724,0.0945933
20,0.3393602,0.30229303,"('rough', 'thoughtful')",1.3559673,1.3591928,0.8476638,0.830743,0.0169208
72,0.3107814,0.44992667,"('unambitious', 'ambitious')",-0.006953205,0.08993467,0.1519141,0.2699307,-0.1180166
31,-0.2869856,-0.5984048,"('evil', 'good')",-0.8343981,-1.0857608,-0.5606918,-0.8420829,0.2813911
16,0.22228035,-0.020535456,"('unpopular', 'popular')",1.0907617,0.9663749,0.656521,0.4729197,0.1836013
83,0.2009749,0.18440892,"('powerless', 'powerful')",0.14873613,0.20024121,0.1748555,0.1923251,-0.0174696
11,-0.19397753,-0.13359806,"('unhelpful', 'helpful')",2.021997,2.0217485,0.9140097,0.9440752,-0.0300655
87,-0.18720856,-0.071020775,"('unsuccessful', 'successful')",0.3404916,0.31526354,0.0766415,0.1221214,-0.0454799
52,-0.1807979,-0.4888709,"('irrational', 'rational')",-0.092018135,-0.493126,-0.136408,-0.4909984,0.3545904
40,0.14112633,-0.24354589,"('stingy', 'generous')",-1.0501049,-1.4194398,-0.4544893,-0.8314928,0.3770035
28,0.11981329,0.0014160238,"('disloyal', 'loyal')",0.72718877,0.5429115,0.423501,0.2721638,0.1513372
23,0.100298814,0.20536292,"('insincere', 'sincere')",4.5788126,4.7282867,2.3395557,2.4668248,-0.1272691
61,-0.07731516,-0.14938834,"('illogical', 'logical')",0.61024415,0.5248105,0.2664645,0.1877111,0.0787534
47,-0.067721955,-0.2808511,"('stupid', 'smart')",4.0067286,4.1575775,1.9695034,1.9383632,0.0311402
63,0.03327528,-0.07964095,"('unperceptive', 'insightful')",1.193223,1.2209076,0.6132491,0.5706333,0.0426158
58,-0.032155436,-0.11117089,"('undiscriminating', 'discriminating')",0.24493244,0.1387187,0.1063885,0.0137739,0.0926146
54,0.03195168,0.01476685,"('incapable', 'capable')",1.0835171,0.9770273,0.5577344,0.4958971,0.0618373
86,0.024543034,-0.07583675,"('uninfluential', 'influential')",0.34922358,0.3601258,0.1868833,0.1421445,0.0447388
73,-0.02263607,-0.020741694,"('helpless', 'self-reliant')",-3.8297575,-4.0774636,-1.9261968,-2.0491025,0.1229057
67,-0.010391027,0.20092629,"('doubtful', 'determined')",-1.023326,-0.7776693,-0.5168585,-0.2883715,-0.228487
