,norfolk_male,norfolk_female,tuple,southern_male,southern_female,corp_male,corp_female,average_male,average_female,male-female
40,1.7708981,1.8795564,"('stingy', 'generous')",0.79042226,0.89612895,-2.3206983,-2.3353555,0.0802073,0.1467766,-0.0665693
26,1.3289603,1.5582776,"('hardhearted', 'benevolent')",1.071625,1.1398872,0.60635537,0.36453342,1.0023135,1.0208995,-0.018586
77,-1.2311436,-1.2884613,"('unmotivated', 'motivated')",-0.3737613,-0.5024196,-0.3082713,-0.23553348,-0.6377254,-0.6754715,0.0377461
54,-1.1769465,-0.6128713,"('incapable', 'capable')",-1.2112556,-0.9110618,0.63603646,0.8177904,-0.5840553,-0.2353809,-0.3486744
37,1.1559188,1.1089597,"('fake', 'genuine')",0.57881176,0.38334483,0.46072242,0.29533935,0.7318176,0.5958813,0.1359363
76,-1.1345022,-1.3290079,"('anxious', 'daring')",-0.7836738,-1.0916959,0.6843707,1.1717824,-0.4112684,-0.4163072,0.0050388
21,-1.0765278,-1.223433,"('immoral', 'moral')",-0.49166122,-0.7403187,0.4112216,0.7299649,-0.3856558,-0.4112623,0.0256065
20,-1.0711743,-1.1173495,"('rough', 'thoughtful')",-0.7963471,-0.9489458,0.9850075,0.6943903,-0.2941713,-0.4573017,0.1631304
49,-1.0252768,-0.79610723,"('unable', 'able')",-1.011796,-0.9584492,0.20486577,0.4667351,-0.6107356,-0.4292738,-0.1814618
7,1.0068893,0.907924,"('insensitive', 'sensitive')",0.036452275,0.0029586367,1.0321046,1.3509676,0.6918154,0.7539501,-0.0621347
12,0.9697981,1.1627849,"('unsupportive', 'supportive')",-0.5606478,-0.52133775,-1.6105715,-1.382871,-0.4004738,-0.2471413,-0.1533325
33,0.95818615,1.3521303,"('wrong', 'right')",1.3308594,1.5555328,-1.1383172,-1.2570422,0.3835761,0.550207,-0.1666309
9,0.93743527,1.2355853,"('unaffectionate', 'caring')",0.5094298,0.77233815,1.1212451,1.0250419,0.8560367,1.0109886,-0.1549519
28,0.9095617,0.85473883,"('disloyal', 'loyal')",-0.26346418,-0.4527299,1.601229,1.5684167,0.7491088,0.6568085,0.0923003
22,-0.8775612,-0.97479963,"('untrustworthy', 'trustworthy')",-1.6361722,-1.7419438,-0.585012,-0.4560962,-1.0329151,-1.0576132,0.0246981
10,-0.75207293,-0.9765086,"('unsympathetic', 'sympathetic')",-1.5258667,-1.7547436,0.7322765,1.1919739,-0.5152211,-0.5130928,-0.0021283
3,-0.70686924,-0.90064996,"('repellent', 'pleasant')",-0.6758168,-0.84401006,1.1918868,1.2381718,-0.0635997,-0.1688294,0.1052297
13,-0.6778189,-0.84616405,"('impolite', 'polite')",-0.77076113,-0.9225979,0.3085556,0.43115306,-0.3800081,-0.4458696,0.0658615
68,-0.67204523,-0.6662115,"('dependent', 'independent')",-0.94163805,-0.88570076,-0.7437351,-0.79965836,-0.7858061,-0.7838569,-0.0019492
85,0.66499054,1.2814485,"('insignificant', 'prestigious')",1.4705056,2.0281985,-2.1739254,-2.3157222,-0.0128098,0.3313083,-0.3441181
19,-0.66328484,-0.16576724,"('inhospitable', 'hospitable')",-0.2057331,0.21243958,-1.0928872,-1.0848924,-0.6539684,-0.3460733,-0.3078951
6,0.6551433,1.2202233,"('distant', 'open')",0.8958533,1.4432926,-1.1214294,-1.2287017,0.143189,0.4782714,-0.3350824
