,equifax_male,equifax_female,tuple,inc_male,inc_female,average_male,average_female,male-female
78,-0.78557473,-0.416282,"('nonresilient', 'resilient')",0.3219298,0.6047236,-0.2318225,0.0942208,-0.3260433
3,-0.77580833,-0.58218086,"('repellent', 'pleasant')",-0.13750905,0.11752983,-0.4566587,-0.2323255,-0.2243332
84,0.74035907,0.41578025,"('inferior', 'superior')",0.9635472,0.9357036,0.8519531,0.6757419,0.1762112
40,0.73049986,0.8517119,"('stingy', 'generous')",-1.1861738,-0.9833392,-0.227837,-0.0658136,-0.1620234
32,-0.70405275,-0.37590453,"('unkind', 'kind')",0.86086285,0.9138974,0.0784051,0.2689964,-0.1905913
27,-0.62609875,-0.49159652,"('hardhearted', 'softhearted')",1.4906424,1.2240201,0.4322718,0.3662118,0.06606
51,-0.62341154,-0.396985,"('uneducated', 'educated')",1.1195645,0.99729985,0.2480765,0.3001574,-0.0520809
41,-0.56289536,-0.4826127,"('unforgiving', 'forgiving')",0.26428708,0.032297045,-0.1493041,-0.2251578,0.0758537
67,0.5596306,0.41008356,"('doubtful', 'determined')",-0.82393,-0.8779601,-0.1321497,-0.2339383,0.1017886
81,-0.5275691,-0.36624926,"('submissive', 'aggressive')",-0.8434314,-0.6688809,-0.6855003,-0.5175651,-0.1679352
87,0.51192844,0.60817087,"('unsuccessful', 'successful')",0.93281156,1.048684,0.72237,0.8284274,-0.1060574
74,-0.4770244,-0.21454844,"('undedicated', 'dedicated')",0.1873732,0.19546896,-0.1448256,-0.0095397,-0.1352859
36,0.4767157,-0.0625638,"('hostile', 'amicable')",0.5539615,-0.22316518,0.5153386,-0.1428645,0.6582031
54,-0.4762983,-0.61005604,"('incapable', 'capable')",1.0820973,1.1737758,0.3028995,0.2818599,0.0210396
20,0.45956594,0.50587225,"('rough', 'thoughtful')",0.9523286,0.9705547,0.7059473,0.7382135,-0.0322662
50,0.43932813,0.616555,"('clumsy', 'skillful')",0.13306364,0.34804302,0.2861959,0.482299,-0.1961031
17,0.4123435,0.37300047,"('nasty', 'nice')",-0.5955613,-0.6207382,-0.0916089,-0.1238689,0.03226
42,0.39505115,0.5273096,"('unreliable', 'reliable')",-3.2159278,-2.914783,-1.4104383,-1.1937367,-0.2167016
6,-0.38803452,-0.6490221,"('distant', 'open')",0.17460006,0.1682116,-0.1067172,-0.2404053,0.1336881
76,-0.37602437,-0.01518258,"('anxious', 'daring')",-0.20621932,0.13425046,-0.2911218,0.0595339,-0.3506557
79,-0.3583862,-0.2702984,"('wavering', 'unwavering')",-0.0037979297,0.04431553,-0.1810921,-0.1129914,-0.0681007
34,-0.35421267,-0.13688293,"('mean', 'honorable')",5.951232,6.012864,2.7985096,2.9379907,-0.1394811
26,0.3528483,0.14599338,"('hardhearted', 'benevolent')",1.9768342,1.5017331,1.1648412,0.8238632,0.340978
49,-0.33041242,-0.46231428,"('unable', 'able')",-0.015085783,0.1831255,-0.1727491,-0.1395944,-0.0331547
33,0.31655177,0.21064115,"('wrong', 'right')",-0.53848475,-0.5372466,-0.1109665,-0.1633027,0.0523362
31,0.29534486,-0.10966621,"('evil', 'good')",-0.55594677,-0.97321093,-0.130301,-0.5414386,0.4111376
18,-0.2736903,-0.4794928,"('disagreeable', 'welcoming')",-0.2929428,-0.18803613,-0.2833166,-0.3337645,0.0504479
14,-0.2709816,-0.053370982,"('antisocial', 'social')",-0.7366707,-0.559618,-0.5038261,-0.3064945,-0.1973316
2,0.23235892,0.40791315,"('unlikable', 'likable')",0.5896255,0.68794894,0.4109922,0.5479311,-0.1369389
75,0.21916808,0.2445443,"('meek', 'impulsive')",-0.37097257,-0.38790864,-0.0759022,-0.0716822,-0.00422
68,-0.1942881,-0.28219882,"('dependent', 'independent')",-0.20904566,-0.06313267,-0.2016669,-0.1726657,-0.0290012
30,-0.17195258,-0.0788441,"('intolerant', 'tolerant')",1.093301,1.229972,0.4606742,0.575564,-0.1148898
37,-0.16524722,0.009093009,"('fake', 'genuine')",0.37897587,0.55608374,0.1068643,0.2825884,-0.1757241
5,-0.16279605,-0.37723675,"('distant', 'outgoing')",-0.31451017,-0.15008408,-0.2386531,-0.2636604,0.0250073
29,0.15543623,0.037608154,"('unfair', 'fair')",-0.25418195,-0.5045038,-0.0493729,-0.2334478,0.1840749
22,-0.14782488,-0.008703431,"('untrustworthy', 'trustworthy')",-0.72694,-0.4174646,-0.4373824,-0.213084,-0.2242984
80,0.13444784,0.1658972,"('dominated', 'dominating')",-1.2124869,-1.0697733,-0.5390195,-0.4519381,-0.0870814
71,0.13259716,0.14442503,"('diffident', 'self-confident')",0.581209,0.4373611,0.3569031,0.2908931,0.06601
25,-0.1263302,-0.11824188,"('egoistic', 'altruistic')",1.7908763,1.6289368,0.832273,0.7553474,0.0769256
66,-0.11628984,-0.46725643,"('inactive', 'active')",0.99884385,0.34690917,0.441277,-0.0601736,0.5014506
83,-0.07258586,-0.43587667,"('powerless', 'powerful')",-0.5994409,-0.88953346,-0.3360134,-0.6627051,0.3266917
88,-0.05756832,-0.088234,"('low', 'eminent')",0.36984986,0.27689636,0.1561408,0.0943312,0.0618096
47,0.05635334,0.30276352,"('stupid', 'smart')",5.0377054,5.0721993,2.5470295,2.6874814,-0.1404519
52,0.03318851,-0.62495786,"('irrational', 'rational')",0.5400755,0.034913197,0.286632,-0.2950223,0.5816543
16,0.02821794,0.096365914,"('unpopular', 'popular')",0.46676826,0.35856616,0.2474931,0.227466,0.0200271
15,-0.010424852,-0.19473122,"('boring', 'funny')",0.7651843,0.65174013,0.3773797,0.2285044,0.1488753
