,express_male,express_female,tuple,scripts_male,scripts_female,holding_male,holding_female,co_male,co_female,average_male,average_female,male-female
43,1.0772499,0.60260975,"('irresponsible', 'responsible')",0.81850594,1.018155,-0.08767204,-0.2949686,0.5181398,0.5328665,0.5815559,0.4646657,0.1168902
7,1.0587928,0.7003007,"('insensitive', 'sensitive')",0.4971935,1.2235603,0.20633113,-0.038630754,0.5203839,0.4211131,0.5706753,0.5765858,-0.0059105
29,-1.0069362,-1.087138,"('unfair', 'fair')",-0.37302324,-0.965499,-0.9145043,-1.1866071,-0.9117746,-1.0922086,-0.8015596,-1.0828632,0.2813036
78,-1.0049229,-1.2726083,"('nonresilient', 'resilient')",-0.40878814,-0.31793368,-0.20631641,-0.55740535,-0.2796674,-0.37390926,-0.4749237,-0.6304641,0.1555404
5,-0.981188,-0.49103236,"('distant', 'outgoing')",-0.9078456,-2.2766767,-1.1257241,-1.2905899,-0.28602648,-0.5997761,-0.825196,-1.1645188,0.3393228
36,-0.96084315,-0.4676914,"('hostile', 'amicable')",-1.3885856,-2.910492,-0.9111748,-0.7953994,0.08660666,-0.058287237,-0.7934992,-1.0579675,0.2644683
74,0.93351257,0.6316266,"('undedicated', 'dedicated')",0.70473677,0.96844184,1.0420353,0.9810891,0.007853694,0.19591066,0.6720346,0.6942671,-0.0222325
51,0.92525893,0.5724977,"('uneducated', 'educated')",-0.0052612806,1.4222394,0.27703822,0.62183934,-0.30969062,-0.0041494165,0.2218363,0.6531067,-0.4312704
11,0.88283086,0.4191665,"('unhelpful', 'helpful')",1.3686368,1.718172,0.03841956,-0.06436734,1.8321677,1.8147936,1.0305138,0.9719412,0.0585726
65,0.84979737,0.62301004,"('insecure', 'secure')",1.141253,2.605663,1.3671018,1.3358705,0.26386568,0.5367108,0.9055045,1.2753136,-0.3698091
79,-0.7813316,-0.24797611,"('wavering', 'unwavering')",-1.2557935,-2.105662,-1.198231,-0.9906756,-0.3548396,-0.33392096,-0.8975489,-0.9195587,0.0220098
63,0.7330986,-0.026256252,"('unperceptive', 'insightful')",1.1150447,1.5126246,1.1462157,0.7904537,0.3717322,0.4698628,0.8415228,0.6866712,0.1548516
34,-0.7315257,-0.60144556,"('mean', 'honorable')",-0.0072328188,-0.1529007,-0.65356606,-0.5910582,5.2852383,4.9620476,0.9732284,0.9041608,0.0690676
53,-0.7083172,-0.60281277,"('uncreative', 'creative')",0.53479934,-0.19447085,0.03321626,-0.17721242,0.47544026,0.3713897,0.0837847,-0.1507766,0.2345613
4,-0.6960971,-0.7702333,"('disliked', 'liked')",-0.7329521,-1.4884926,0.42531246,0.35851115,-6.975273,-6.6117797,-1.9947524,-2.1279986,0.1332462
42,0.6887221,0.66693175,"('unreliable', 'reliable')",0.7412163,1.1803812,0.9045688,0.95043284,-3.0146582,-2.7773094,-0.1700378,0.0051091,-0.1751469
10,0.67439294,0.51860386,"('unsympathetic', 'sympathetic')",0.75881046,2.1222637,-0.23362878,-0.022329817,-0.35278207,0.007014524,0.2116982,0.656388,-0.4446898
49,-0.67258877,-0.740712,"('unable', 'able')",-0.5461353,-0.5307752,-0.6732775,-0.84229565,-0.5735413,-0.706736,-0.6163857,-0.7051297,0.088744
58,0.6522219,0.56242347,"('undiscriminating', 'discriminating')",1.0949484,0.8742795,1.0825833,1.0979826,0.43904966,0.4737102,0.8172008,0.752099,0.0651018
19,-0.61316365,-0.29555252,"('inhospitable', 'hospitable')",-0.9010663,-1.432447,-1.3479339,-1.2240396,-0.43996227,-0.5137272,-0.8255316,-0.8664415,0.0409099
12,0.56002146,0.15336081,"('unsupportive', 'supportive')",0.971565,0.8705005,0.39916265,0.26777798,-2.1970437,-1.9826696,-0.0665736,-0.1727576,0.106184
2,0.55027574,0.5385893,"('unlikable', 'likable')",0.09320864,0.054665774,1.366356,1.5609449,0.6120303,0.91230655,0.6554677,0.7666267,-0.111159
54,-0.53759944,-0.3982502,"('incapable', 'capable')",-0.08017343,-0.5045939,-0.09932694,-0.16569494,0.7909045,0.6574836,0.0184512,-0.1027639,0.1212151
75,-0.51682436,-0.38799816,"('meek', 'impulsive')",-0.0687881,-0.7987259,-0.33363605,-0.4975639,-0.3537459,-0.36096546,-0.3182486,-0.5113134,0.1930648
18,-0.4298356,0.10565376,"('disagreeable', 'welcoming')",-0.80809623,-0.49362758,0.021128044,0.451603,-0.9160262,-0.92439175,-0.5332075,-0.2151906,-0.3180169
0,0.4267759,0.4488661,"('unsociable', 'sociable')",1.3984551,2.3926725,0.53101057,0.6407773,-0.007547387,0.28753167,0.5871736,0.9424619,-0.3552883
87,0.41518858,0.11460513,"('unsuccessful', 'successful')",0.85842687,1.4521862,1.3429388,1.1593368,0.87870634,1.0357565,0.8738152,0.9404712,-0.066656
66,-0.41383377,-0.56362,"('inactive', 'active')",-1.4826432,-1.3507355,0.1715615,0.17237405,0.88453555,1.0551498,-0.210095,-0.1717079,-0.0383871
64,-0.3804081,-0.6287213,"('shy', 'confident')",-0.29844937,0.55401415,0.040084068,0.1777443,-6.580435,-6.0551076,-1.8048021,-1.4880176,-0.3167845
27,-0.37830555,-0.31427306,"('hardhearted', 'softhearted')",0.2280452,-0.050220124,-0.061584957,-0.56649894,1.087264,0.778002,0.2188547,-0.0382475,0.2571022
67,0.3588564,0.7123521,"('doubtful', 'determined')",-0.22012565,0.15188153,0.09413929,0.23796548,-0.8309971,-0.61736435,-0.1495318,0.1212087,-0.2707405
77,-0.35496023,-0.32000205,"('unmotivated', 'motivated')",0.80427843,1.4066321,-0.59144986,-0.64980763,-1.0401278,-1.0687537,-0.2955649,-0.1579828,-0.1375821
20,-0.3404583,-0.6646193,"('rough', 'thoughtful')",-0.38890204,-0.3391274,-0.02938632,-0.22816536,0.11008887,0.05816923,-0.1621644,-0.2934357,0.1312713
32,-0.33600187,-0.3982621,"('unkind', 'kind')",0.2623994,0.64442873,0.6323553,0.5339264,0.95126444,0.9020357,0.3775043,0.4205322,-0.0430279
17,-0.33162558,-0.14007711,"('nasty', 'nice')",-0.4231826,-0.60492665,-0.64724207,-0.6034454,-0.26421276,-0.1679496,-0.4165657,-0.3790997,-0.037466
40,0.3110508,0.16365407,"('stingy', 'generous')",-0.13544562,-0.15984218,0.27522856,0.32151374,-2.1953588,-2.1641455,-0.4361312,-0.459705,0.0235738
38,-0.2887634,-0.4975899,"('untruthful', 'truthful')",0.27268922,-0.22796343,-0.5432927,-0.7836607,-0.30319345,-0.2649204,-0.2156401,-0.4435336,0.2278935
44,-0.28230315,-0.2983553,"('prejudiced', 'unprejudiced')",-1.079289,-1.1785367,-0.52454144,-0.6238603,-1.2031717,-1.3373959,-0.7723263,-0.8595371,0.0872108
48,0.2717654,-0.070062816,"('unintelligent', 'intelligent')",0.8934121,1.2353357,-0.8731365,-1.0021383,-0.63081294,-0.58360344,-0.084693,-0.1051172,0.0204242
82,0.25813112,0.21282376,"('poor', 'rich')",0.37342846,0.74670523,0.84609544,0.9461726,6.50655,6.202159,1.9960512,2.0269651,-0.0309139
37,0.24191736,-0.2896302,"('fake', 'genuine')",0.0007405933,-0.07283796,-0.93510705,-1.2111336,0.028810848,-0.23706779,-0.1659096,-0.4526674,0.2867578
28,-0.23639071,-0.055937674,"('disloyal', 'loyal')",0.17306933,0.29166532,0.043357506,0.004924707,1.0608352,0.9836128,0.2602178,0.3060663,-0.0458485
61,-0.23586868,-0.22539365,"('illogical', 'logical')",1.1510731,1.3643076,0.08793855,-0.11422123,-0.034785826,-0.07588789,0.2420893,0.2372012,0.0048881
84,-0.2274738,-0.095589496,"('inferior', 'superior')",-0.66757196,-0.7086775,-0.039996408,-0.3507823,0.27163902,0.11269893,-0.1658508,-0.2605876,0.0947368
41,0.16520485,0.2987736,"('unforgiving', 'forgiving')",0.7678441,0.6567713,0.83452797,1.2453009,0.32688212,0.64429045,0.5236148,0.711284,-0.1876692
3,-0.16383529,-0.58885276,"('repellent', 'pleasant')",0.5015303,1.0105385,-0.3397315,-0.39765042,0.46790445,0.5220768,0.116467,0.136528,-0.020061
8,0.16318166,0.11240637,"('unaffectionate', 'affectionate')",-0.42606255,-1.5899881,0.86010534,0.5043612,1.1890213,0.90682316,0.4465615,-0.0165993,0.4631608
1,-0.1617391,0.07647838,"('unfriendly', 'friendly')",0.63708276,-0.7955574,1.1344696,0.61710846,1.9478058,1.5492886,0.8894048,0.3618295,0.5275753
25,-0.16162923,0.1483125,"('egoistic', 'altruistic')",0.19759542,-0.4564431,0.78787696,0.6077782,1.6579592,1.4080818,0.6204506,0.4269323,0.1935183
21,0.14303501,0.037560288,"('immoral', 'moral')",1.756119,2.6877623,-0.4117709,-0.32713717,-0.9270065,-0.6996544,0.1400942,0.4246327,-0.2845385
47,-0.12481509,-0.1388261,"('stupid', 'smart')",0.7126694,1.0175058,1.1484479,1.1124253,5.3480763,5.1538534,1.7710946,1.7862396,-0.015145
9,0.09169061,0.018357433,"('unaffectionate', 'caring')",0.7541964,-0.36874375,1.0814458,0.44240934,1.3901807,1.0421346,0.8293784,0.2835394,0.545839
71,-0.080359094,0.048114896,"('diffident', 'self-confident')",0.36429268,-0.36670363,-0.1288204,-0.6379793,0.38122225,0.055453967,0.1340839,-0.2252785,0.3593624
88,0.07265839,0.7138397,"('low', 'eminent')",0.4242398,0.7632352,0.62015784,0.943837,-0.43340477,-0.31326133,0.1709128,0.5269126,-0.3559998
73,0.05366696,0.09815992,"('helpless', 'self-reliant')",-0.03792413,-0.7753348,-0.9973947,-1.0166609,-3.1494672,-3.3912606,-1.0327798,-1.2712741,0.2384943
83,0.046256974,0.024469914,"('powerless', 'powerful')",0.20569836,0.404362,0.13661022,0.12690702,-1.2489408,-1.3411697,-0.2150938,-0.1963577,-0.0187361
33,0.03893978,0.30639258,"('wrong', 'right')",0.33617783,-0.5847483,0.5241057,0.21703213,-0.7541138,-0.971651,0.0362774,-0.2582437,0.2945211
