,kimco_male,kimco_female,tuple,realty_male,realty_female,corp_male,corp_female,average_male,average_female,male-female
1,-1.3183659,-1.1101081,"('unfriendly', 'friendly')",0.08505082,-0.043633364,1.7174879,1.6876026,0.1613909,0.1779537,-0.0165628
86,-1.2802734,-1.1810938,"('uninfluential', 'influential')",-2.2276378,-2.2871354,-0.44165882,-0.59908056,-1.3165233,-1.35577,0.0392467
26,-1.2404169,-1.0892117,"('hardhearted', 'benevolent')",1.6272138,1.399442,1.620372,1.4038826,0.6690563,0.571371,0.0976853
53,-1.2263519,-1.0134059,"('uncreative', 'creative')",0.28263354,0.17794059,0.567708,0.4601266,-0.1253368,-0.1251129,-0.0002239
39,1.1526217,0.9729123,"('exploitative', 'cooperative')",-0.080186345,-0.0785509,0.075672224,-0.045691874,0.3827025,0.2828899,0.0998126
0,-1.0635452,-1.0237976,"('unsociable', 'sociable')",-0.62290126,-0.6332187,-0.6076485,-0.55006677,-0.7646983,-0.7356943,-0.029004
31,-1.037095,-0.9612166,"('evil', 'good')",0.38291812,0.34843522,-0.5217704,-0.5994192,-0.3919824,-0.4040669,0.0120845
41,-1.007252,-0.61421573,"('unforgiving', 'forgiving')",-0.35337856,-0.43128487,-0.118988454,-0.35679454,-0.4932063,-0.4674317,-0.0257746
20,-0.99793196,-0.8445432,"('rough', 'thoughtful')",-0.022842411,-0.03069503,0.5424138,0.40069148,-0.1594535,-0.1581823,-0.0012712
83,-0.974272,-0.84669346,"('powerless', 'powerful')",0.19444168,0.25837064,-1.357506,-1.3384287,-0.7124454,-0.6422505,-0.0701949
18,-0.95167464,-0.5616096,"('disagreeable', 'welcoming')",0.1149676,0.1984511,-0.46932033,-0.45981526,-0.4353425,-0.2743246,-0.1610179
72,-0.94649136,-0.66742444,"('unambitious', 'ambitious')",0.14636157,0.12725611,-0.47795346,-0.39778847,-0.4260277,-0.3126523,-0.1133754
68,-0.8964814,-0.9659888,"('dependent', 'independent')",-1.868666,-1.8732266,-1.0996718,-1.0787683,-1.2882731,-1.3059946,0.0177215
51,-0.8304693,-0.73358876,"('uneducated', 'educated')",-1.2953618,-1.1992987,0.3477602,0.23363745,-0.5926903,-0.5664167,-0.0262736
16,-0.8162046,-0.7687795,"('unpopular', 'popular')",0.3963666,0.45571733,0.3436405,0.35573256,-0.0253992,0.0142235,-0.0396227
36,-0.8158385,-0.9836081,"('hostile', 'amicable')",1.6349117,1.3704745,0.29512325,0.1446181,0.3713988,0.1771615,0.1942373
45,-0.81547564,-0.8809549,"('incompetent', 'competent')",-1.8103817,-1.8766364,-0.27281713,-0.47666144,-0.9662248,-1.0780842,0.1118594
14,-0.8127592,-0.6641661,"('antisocial', 'social')",0.003677791,0.14516163,-0.50806516,-0.5760623,-0.4390488,-0.3650223,-0.0740265
57,-0.81223327,-0.87527865,"('unimaginative', 'imaginative')",-0.5150274,-0.66644895,-3.203571,-3.6046722,-1.5102773,-1.7154665,0.2051892
73,0.8104462,0.69626385,"('helpless', 'self-reliant')",1.1166182,1.1014098,-3.4634082,-3.4929738,-0.5121146,-0.5651,0.0529854
88,-0.77830017,-0.7507578,"('low', 'eminent')",-1.1371179,-1.0818106,-0.4868719,-0.52143157,-0.8007633,-0.7846667,-0.0160966
76,0.7769011,0.87422776,"('anxious', 'daring')",-0.021419946,0.05712921,-0.5744141,-0.6229308,0.0603557,0.1028087,-0.042453
49,-0.77463263,-0.5757915,"('unable', 'able')",-1.3094181,-1.1660115,-0.4988092,-0.3496367,-0.8609533,-0.6971466,-0.1638067
58,-0.7481322,-0.6246578,"('undiscriminating', 'discriminating')",-0.1208963,-0.35027075,0.13707705,-0.08167531,-0.2439838,-0.3522013,0.1082175
8,-0.74234027,-0.48744106,"('unaffectionate', 'affectionate')",0.124183506,0.14294955,1.461719,1.4527647,0.2811874,0.3694244,-0.088237
40,-0.74139863,-0.56887263,"('stingy', 'generous')",0.10258034,0.038429685,-1.9491699,-2.3219814,-0.8626627,-0.9508081,0.0881454
28,-0.73025846,-0.8031647,"('disloyal', 'loyal')",-0.73584867,-0.86987865,1.002905,0.83630526,-0.1544007,-0.2789127,0.124512
9,-0.7297616,-0.6497944,"('unaffectionate', 'caring')",0.4441336,0.3096317,1.9145538,1.8987219,0.5429753,0.5195197,0.0234556
65,-0.704441,-0.8441986,"('insecure', 'secure')",-1.5783038,-1.6193354,-0.778012,-0.6594151,-1.0202523,-1.040983,0.0207307
48,-0.6958247,-0.55912596,"('unintelligent', 'intelligent')",-0.8595945,-0.868469,0.23717606,0.25046235,-0.4394144,-0.3923775,-0.0470369
10,-0.68365705,-0.5207407,"('unsympathetic', 'sympathetic')",-2.0159824,-2.1442294,-0.47268853,-0.55164754,-1.0574426,-1.0722059,0.0147633
87,0.68123144,0.36678952,"('unsuccessful', 'successful')",1.2066598,1.0766352,1.1282322,1.0627645,1.0053745,0.8353964,0.1699781
82,-0.66255724,-0.3541453,"('poor', 'rich')",-0.79995877,-0.6925827,6.6112747,6.794354,1.716253,1.9158753,-0.1996223
2,0.65458465,0.84932226,"('unlikable', 'likable')",1.0053462,1.0575314,0.71031713,0.7146531,0.7900826,0.8738356,-0.083753
4,-0.64193547,-0.5106312,"('disliked', 'liked')",0.7772608,0.7953409,-7.324036,-7.569765,-2.3962369,-2.4283517,0.0321148
32,-0.6224257,-0.3601499,"('unkind', 'kind')",-0.57110655,-0.5838428,0.7935403,0.73935366,-0.1333306,-0.068213,-0.0651176
6,-0.59629256,-0.29390907,"('distant', 'open')",0.6967522,0.7767089,0.25042018,0.37223125,0.1169599,0.2850104,-0.1680505
33,0.5875161,0.41376877,"('wrong', 'right')",1.3509511,1.2111442,-0.3858089,-0.4856432,0.5175528,0.3797566,0.1377962
67,0.5610495,0.47524709,"('doubtful', 'determined')",0.6328123,0.6596754,-0.7587196,-0.7021162,0.1450474,0.1442688,0.0007786
75,0.54102975,0.49803892,"('meek', 'impulsive')",0.37482297,0.35770077,-0.5819429,-0.56359875,0.1113033,0.0973803,0.013923
70,0.5312759,0.5748768,"('lethargic', 'energetic')",-1.4598776,-1.4713926,0.23341283,0.061986044,-0.2317296,-0.2781766,0.046447
24,0.50422883,0.64918077,"('dishonest', 'honest')",-1.3717529,-1.3306673,0.37215418,0.4338345,-0.1651233,-0.0825507,-0.0825726
19,-0.47246283,-0.39542004,"('inhospitable', 'hospitable')",-0.27247602,-0.26583415,-0.13202842,-0.051117525,-0.2923224,-0.2374572,-0.0548652
56,-0.4595116,-0.18374917,"('impractical', 'practical')",-0.96893406,-0.78197247,-1.4491235,-1.3476957,-0.9591897,-0.7711391,-0.1880506
71,-0.4305047,-0.54597557,"('diffident', 'self-confident')",1.4910096,1.3707254,0.56275487,0.45791057,0.5410866,0.4275535,0.1135331
44,0.40744624,0.29713652,"('prejudiced', 'unprejudiced')",-0.030172642,0.06450389,-1.582342,-1.5210817,-0.4016895,-0.3864804,-0.0152091
47,-0.3877635,-0.2415671,"('stupid', 'smart')",0.1150185,0.17216316,5.5229616,5.671328,1.7500722,1.867308,-0.1172358
80,0.37438494,0.210057,"('dominated', 'dominating')",-1.4571832,-1.4021306,-1.0655221,-1.0691922,-0.7161067,-0.7537553,0.0376486
55,-0.33224395,-0.06798126,"('incompetent', 'clever')",-1.9576232,-1.8254985,-0.18253215,-0.27181977,-0.8241331,-0.7217665,-0.1023666
79,-0.33018875,-0.5157664,"('wavering', 'unwavering')",0.838275,0.6940002,-0.08343254,-0.123424366,0.1415512,0.0182698,0.1232814
23,-0.3107857,-0.20908089,"('insincere', 'sincere')",-0.40878427,-0.40308186,6.0668607,6.1676464,1.7824302,1.8518279,-0.0693977
74,-0.30396742,-0.12644997,"('undedicated', 'dedicated')",-1.4353988,-1.3754773,-0.5632147,-0.7039952,-0.767527,-0.7353075,-0.0322195
52,-0.29777953,-0.5720249,"('irrational', 'rational')",0.93045616,0.7575517,0.33370283,0.17295074,0.3221265,0.1194925,0.202634
30,0.29189768,0.33768535,"('intolerant', 'tolerant')",-0.47767094,-0.42787895,0.41760883,0.4979336,0.0772785,0.1359133,-0.0586348
66,-0.27278006,-0.39248884,"('inactive', 'active')",1.1371671,0.9696708,1.2683771,1.1149406,0.7109214,0.5640409,0.1468805
22,0.27054322,0.23639138,"('untrustworthy', 'trustworthy')",-1.3311795,-1.3161832,-1.0846869,-1.1341003,-0.7151078,-0.737964,0.0228562
38,-0.26822788,0.032383874,"('untruthful', 'truthful')",-0.13781811,-0.058313154,-0.18935288,0.027198473,-0.1984663,0.0004231,-0.1988894
37,0.24900982,0.04604241,"('fake', 'genuine')",-1.021411,-1.0914556,0.30334818,0.27899343,-0.156351,-0.2554732,0.0991222
15,0.22407086,0.2126816,"('boring', 'funny')",0.65623194,0.662116,0.021865,0.016009979,0.3007226,0.2969359,0.0037867
62,0.21327999,0.5943358,"('incompetent', 'brilliant')",-1.0341346,-0.78078014,-0.015884293,0.13048011,-0.278913,-0.0186547,-0.2602583
