,viacom_male,viacom_female,tuple,inc_male,inc_female,average_male,average_female,male-female
8,-1.5192035,-1.7425914,"('unaffectionate', 'affectionate')",0.49337062,0.6246971,-0.5129164,-0.5589471,0.0460307
39,1.2753125,1.1836658,"('exploitative', 'cooperative')",0.1554891,0.11342539,0.7154008,0.6485456,0.0668552
36,-1.1991513,-1.519612,"('hostile', 'amicable')",-0.046615493,-0.18635479,-0.6228834,-0.8529834,0.2301
19,-1.1150565,-1.0937678,"('inhospitable', 'hospitable')",-0.30548668,-0.1007824,-0.7102716,-0.5972751,-0.1129965
73,1.0959932,1.2739794,"('helpless', 'self-reliant')",-2.9157984,-2.6358044,-0.9099026,-0.6809125,-0.2289901
53,-1.0388564,-0.9944713,"('uncreative', 'creative')",0.7870686,0.8712715,-0.1258939,-0.0615999,-0.064294
48,1.0047303,0.9615508,"('unintelligent', 'intelligent')",1.0309311,0.90163195,1.0178307,0.9315914,0.0862393
80,0.9944024,1.099907,"('dominated', 'dominating')",-1.036781,-1.1859306,-0.0211893,-0.0430118,0.0218225
9,-0.98726463,-1.169012,"('unaffectionate', 'caring')",1.1037577,1.3273735,0.0582466,0.0791808,-0.0209342
1,-0.95136994,-1.137638,"('unfriendly', 'friendly')",1.5140976,1.5731496,0.2813638,0.2177558,0.063608
6,-0.9443306,-1.0884999,"('distant', 'open')",0.27346012,0.56018674,-0.3354352,-0.2641566,-0.0712786
18,-0.90291625,-1.0692725,"('disagreeable', 'welcoming')",-0.31987742,-0.37569317,-0.6113968,-0.7224829,0.1110861
5,-0.88366306,-0.96060216,"('distant', 'outgoing')",-0.23550215,0.111273654,-0.5595826,-0.4246643,-0.1349183
60,0.8717534,1.0425309,"('inefficient', 'efficient')",0.29504222,0.3326499,0.5833978,0.6875904,-0.1041926
4,-0.8664412,-0.82258177,"('disliked', 'liked')",-6.1670156,-6.165239,-3.5167284,-3.4939103,-0.0228181
10,-0.75370353,-0.8199797,"('unsympathetic', 'sympathetic')",-0.22017394,-0.34331128,-0.4869387,-0.5816455,0.0947068
54,-0.7363861,-0.54702145,"('incapable', 'capable')",1.0759302,1.4426433,0.1697721,0.4478109,-0.2780388
0,-0.72912365,-1.0577304,"('unsociable', 'sociable')",-0.26654565,-0.51046604,-0.4978347,-0.7840983,0.2862636
33,0.721311,0.5416701,"('wrong', 'right')",-0.5243993,-0.3860646,0.0984558,0.0778027,0.0206531
16,-0.7153444,-0.6502626,"('unpopular', 'popular')",0.31111887,0.2517057,-0.2021128,-0.1992784,-0.0028344
28,-0.701526,-0.57194734,"('disloyal', 'loyal')",0.6004012,0.80863637,-0.0505624,0.1183445,-0.1689069
83,0.6933674,0.6145091,"('powerless', 'powerful')",-0.65379256,-0.74303424,0.0197874,-0.0642626,0.08405
57,-0.68749726,-0.7232911,"('unimaginative', 'imaginative')",-2.3683941,-2.5445988,-1.5279458,-1.633945,0.1059992
38,-0.66443276,-0.4966431,"('untruthful', 'truthful')",-0.11881519,0.17995024,-0.391624,-0.1583464,-0.2332776
35,-0.65776575,-0.4776889,"('corrupt', 'incorrupt')",-0.34510773,-0.18641171,-0.5014367,-0.3320503,-0.1693864
49,-0.65642166,-0.17200135,"('unable', 'able')",0.05923448,0.39691943,-0.2985936,0.112459,-0.4110526
17,-0.65320414,-0.75312907,"('nasty', 'nice')",-0.5349119,-0.47781473,-0.594058,-0.6154719,0.0214139
66,-0.6443222,-0.6970783,"('inactive', 'active')",0.64504766,0.47789347,0.0003627,-0.1095924,0.1099551
76,0.637321,0.73327684,"('anxious', 'daring')",0.37235394,0.31975934,0.5048375,0.5265181,-0.0216806
45,-0.6367934,-0.57806474,"('incompetent', 'competent')",-0.2470751,-0.3115168,-0.4419342,-0.4447908,0.0028566
41,-0.6333705,-0.9810285,"('unforgiving', 'forgiving')",0.04051019,-0.16794671,-0.2964302,-0.5744876,0.2780574
44,0.6281339,0.5949066,"('prejudiced', 'unprejudiced')",-1.2417696,-1.3960899,-0.3068178,-0.4005916,0.0937738
62,0.60045415,0.90746135,"('incompetent', 'brilliant')",0.5257215,0.9404278,0.5630878,0.9239446,-0.3608568
20,0.59136,0.58942723,"('rough', 'thoughtful')",1.4070712,1.2185771,0.9992156,0.9040022,0.0952134
61,0.58699536,0.37290058,"('illogical', 'logical')",0.29926896,0.20659095,0.4431322,0.2897457,0.1533865
81,0.5449517,0.5341027,"('submissive', 'aggressive')",-0.4868143,-0.48817745,0.0290687,0.0229626,0.0061061
46,-0.5395788,-0.30331498,"('uncompetitive', 'competitive')",-0.7553403,-0.8706572,-0.6474595,-0.5869861,-0.0604734
79,-0.53147787,-0.47428885,"('wavering', 'unwavering')",-0.091965705,0.14267603,-0.3117218,-0.1658064,-0.1459154
56,0.5309705,0.8397828,"('impractical', 'practical')",0.20764467,0.43980968,0.3693076,0.6397963,-0.2704887
43,-0.5274961,-0.39496505,"('irresponsible', 'responsible')",0.533838,0.5547136,0.0031709,0.0798743,-0.0767034
23,-0.49649674,-0.47471672,"('insincere', 'sincere')",5.5547347,5.747541,2.529119,2.6364121,-0.1072931
