,viacom_male,viacom_female,tuple,inc_male,inc_female,average_male,average_female,male-female
15,-0.48601094,-0.70198137,"('boring', 'funny')",0.4176133,0.47005835,-0.0341988,-0.1159615,0.0817627
14,0.45249766,0.11390792,"('antisocial', 'social')",-0.7509822,-0.98101735,-0.1492423,-0.4335547,0.2843124
31,-0.45229733,-0.6817568,"('evil', 'good')",-1.1016454,-1.1728647,-0.7769713,-0.9273107,0.1503394
63,-0.41603243,-0.3041948,"('unperceptive', 'insightful')",1.2228856,1.3017623,0.4034266,0.4987838,-0.0953572
3,-0.41433418,-0.54464054,"('repellent', 'pleasant')",0.1312444,-0.116794325,-0.1415449,-0.3307174,0.1891725
52,-0.41330874,-0.58082664,"('irrational', 'rational')",-0.08520231,-0.04191319,-0.2492555,-0.3113699,0.0621144
69,0.36910993,0.31726083,"('lazy', 'industrious')",-0.61355996,-0.5859597,-0.122225,-0.1343494,0.0121244
75,-0.36658332,-0.045936316,"('meek', 'impulsive')",-0.3609675,-0.12475524,-0.3637754,-0.0853458,-0.2784296
7,-0.34838498,-0.30258632,"('insensitive', 'sensitive')",0.5560182,0.54334986,0.1038166,0.1203818,-0.0165652
32,-0.33350962,-0.41845798,"('unkind', 'kind')",0.89191747,0.74260587,0.2792039,0.1620739,0.11713
13,-0.331068,-0.57304174,"('impolite', 'polite')",-0.21742538,-0.26958966,-0.2742467,-0.4213157,0.147069
72,-0.32823467,-0.2122951,"('unambitious', 'ambitious')",-0.67559,-0.4859364,-0.5019124,-0.3491158,-0.1527966
82,-0.31872225,-0.04905297,"('poor', 'rich')",5.9679303,6.3247595,2.824604,3.1378531,-0.3132491
84,0.30427903,0.4796315,"('inferior', 'superior')",0.76693463,0.9240644,0.5356069,0.701848,-0.1662411
74,-0.30045095,-0.065369144,"('undedicated', 'dedicated')",0.11416522,0.033968497,-0.0931429,-0.0157003,-0.0774426
40,0.28890017,0.25832206,"('stingy', 'generous')",-1.4382036,-1.4531053,-0.5746517,-0.5973916,0.0227399
58,0.27970862,0.20466986,"('undiscriminating', 'discriminating')",-0.03960014,-0.097586304,0.1200542,0.0535418,0.0665124
29,-0.27768296,-0.065957025,"('unfair', 'fair')",-0.3432344,-0.41866702,-0.3104587,-0.242312,-0.0681467
65,0.27710074,0.23699684,"('insecure', 'secure')",-0.0581519,-0.11423938,0.1094744,0.0613787,0.0480957
26,0.2750264,-0.18973814,"('hardhearted', 'benevolent')",1.516945,1.2367175,0.8959857,0.5234897,0.372496
25,-0.25904796,-0.40627936,"('egoistic', 'altruistic')",1.3655306,1.3619679,0.5532413,0.4778443,0.075397
70,-0.24617355,-0.120711036,"('lethargic', 'energetic')",0.8870976,0.85659295,0.320462,0.367941,-0.047479
68,-0.24400376,-0.061963703,"('dependent', 'independent')",-0.07212031,-0.018405095,-0.158062,-0.0401844,-0.1178776
27,-0.21296564,-0.22760817,"('hardhearted', 'softhearted')",1.3642303,1.2972976,0.5756323,0.5348447,0.0407876
87,0.21032432,0.29874787,"('unsuccessful', 'successful')",0.8208814,0.78504413,0.5156029,0.541896,-0.0262931
50,-0.2091347,0.101011276,"('clumsy', 'skillful')",0.22125877,0.32111633,0.006062,0.2110638,-0.2050018
47,0.20637387,0.25325274,"('stupid', 'smart')",5.463171,5.6201553,2.8347723,2.9367042,-0.1019319
51,-0.20161964,-0.19757426,"('uneducated', 'educated')",0.88957006,0.686286,0.3439752,0.2443559,0.0996193
21,0.20061755,0.055908535,"('immoral', 'moral')",-0.5121306,-0.6625291,-0.1557565,-0.3033103,0.1475538
11,0.1884085,0.29124972,"('unhelpful', 'helpful')",1.6918111,1.9129267,0.9401098,1.1020882,-0.1619784
22,0.17691676,0.040746227,"('untrustworthy', 'trustworthy')",-0.5185913,-0.6201156,-0.1708373,-0.2896847,0.1188474
86,-0.1690125,-0.4540607,"('uninfluential', 'influential')",0.021641806,-0.265561,-0.0736853,-0.3598109,0.2861256
85,0.16767737,-0.019636463,"('insignificant', 'prestigious')",0.3521413,0.35553095,0.2599093,0.1679472,0.0919621
77,-0.16738945,-0.068751276,"('unmotivated', 'motivated')",-0.9284932,-0.86493754,-0.5479413,-0.4668444,-0.0810969
12,-0.14940834,-0.1108134,"('unsupportive', 'supportive')",-1.6258675,-1.5842341,-0.8876379,-0.8475237,-0.0401142
88,-0.14474072,-0.303942,"('low', 'eminent')",0.1349769,0.19514084,-0.0048819,-0.0544006,0.0495187
55,0.1246074,0.18435223,"('incompetent', 'clever')",0.17686242,0.00743692,0.1507349,0.0958946,0.0548403
67,-0.101931185,-0.070238784,"('doubtful', 'determined')",-0.8205289,-0.7194749,-0.46123,-0.3948568,-0.0663732
78,0.10099904,0.39523408,"('nonresilient', 'resilient')",0.2079419,0.23671663,0.1544705,0.3159754,-0.1615049
2,0.100229554,-0.005529128,"('unlikable', 'likable')",0.5707908,0.6497705,0.3355102,0.3221207,0.0133895
37,-0.08776936,-0.09704365,"('fake', 'genuine')",0.40946504,0.453046,0.1608478,0.1780012,-0.0171534
30,0.0841503,0.043934524,"('intolerant', 'tolerant')",1.0309914,1.0146263,0.5575709,0.5292804,0.0282905
42,0.06439393,0.1612367,"('unreliable', 'reliable')",-2.4742932,-2.5030646,-1.2049496,-1.1709139,-0.0340357
64,-0.03842691,-0.28157955,"('shy', 'confident')",-5.9092197,-6.1516037,-2.9738233,-3.2165916,0.2427683
71,0.030199297,0.16419439,"('diffident', 'self-confident')",0.7161095,0.67156374,0.3731544,0.4178791,-0.0447247
34,0.02720736,0.09946883,"('mean', 'honorable')",5.8937874,6.061486,2.9604974,3.0804772,-0.1199798
24,0.025247294,-0.071365505,"('dishonest', 'honest')",0.86681914,0.99646735,0.4460332,0.4625509,-0.0165177
59,-0.022636637,0.20388086,"('foolish', 'wise')",0.46497408,0.7428559,0.2211687,0.4733684,-0.2521997
