,pinnacle_male,pinnacle_female,tuple,west_male,west_female,capital_male,capital_female,corp_male,corp_female,average_male,average_female,male-female
31,-3.0244007,-1.3242816,"('evil', 'good')",-1.7991843,-1.4610019,0.1256369,0.13819122,-0.933249,-1.0713936,-1.4077992,-0.9296215,-0.4781777
35,-2.5671191,-0.8807088,"('corrupt', 'incorrupt')",-1.3084313,-0.97726786,-0.31409118,-0.22325166,-0.586305,-0.64305097,-1.1939867,-0.6810698,-0.5129169
23,2.4269714,1.3421257,"('insincere', 'sincere')",0.86906064,0.6976068,-0.0019506477,0.014242301,6.194204,5.8442006,2.3720713,1.9745438,0.3975275
46,2.4023752,0.54278016,"('uncompetitive', 'competitive')",1.1750891,0.8131181,-0.06880221,-0.17145246,-1.0092182,-0.7304338,0.624861,0.113503,0.511358
56,2.3734171,1.1794889,"('impractical', 'practical')",1.1281438,1.0173929,0.14276154,0.094936416,-0.78924745,-0.5903066,0.7137687,0.4253779,0.2883908
63,2.314945,1.4435997,"('unperceptive', 'insightful')",1.292584,1.1878368,0.872772,0.68345594,0.67332286,0.81927645,1.2884059,1.0335422,0.2548637
60,2.2931154,0.422955,"('inefficient', 'efficient')",1.1085958,0.65082437,-0.4113896,-0.49516284,-0.23688273,-0.0944486,0.6883597,0.121042,0.5673177
6,-2.2872503,-0.5432595,"('distant', 'open')",-1.6663119,-1.3043135,0.90004164,0.9302253,-0.18988036,-0.4050827,-0.8108503,-0.3306076,-0.4802427
36,-2.2845807,-0.74255097,"('hostile', 'amicable')",-1.4963145,-1.2090538,0.4718439,0.44661665,0.21810596,0.0609472,-0.7727363,-0.3610102,-0.4117261
75,-2.193447,-1.2726233,"('meek', 'impulsive')",-0.64054245,-0.3400231,0.3288574,0.4074637,-0.6940022,-0.5599581,-0.7997836,-0.4412852,-0.3584984
4,-2.1144817,-0.91569066,"('disliked', 'liked')",-0.729826,-0.4864528,-0.20776683,-0.17738867,-7.5120134,-6.741869,-2.641022,-2.0803504,-0.5606716
62,2.0906112,0.8142581,"('incompetent', 'brilliant')",0.67601895,0.5226398,-0.09225977,-0.06263809,-0.0925256,0.05168798,0.6454612,0.3314869,0.3139743
12,2.0579925,1.7276329,"('unsupportive', 'supportive')",0.8942242,0.8728959,1.2686995,1.2502865,-1.8775179,-1.6590633,0.5858496,0.547938,0.0379116
16,-2.017716,-1.400159,"('unpopular', 'popular')",-0.6082614,-0.5417261,0.24190901,0.17010406,0.16749376,0.12099828,-0.5541436,-0.4126957,-0.1414479
69,-2.0115242,-0.6979598,"('lazy', 'industrious')",-0.20875135,-0.020931285,2.3786266,2.3004248,-0.66045445,-0.6247548,-0.1255259,0.2391947,-0.3647206
