,pinnacle_male,pinnacle_female,tuple,west_male,west_female,capital_male,capital_female,corp_male,corp_female,average_male,average_female,male-female
10,2.0037367,0.54005224,"('unsympathetic', 'sympathetic')",0.41008282,0.01042385,-1.1226919,-1.1942466,-0.31839803,-0.38655332,0.2431824,-0.257581,0.5007634
52,-1.9820266,-0.68949634,"('irrational', 'rational')",-1.0326711,-0.747849,0.684227,0.7826154,0.13461383,0.06484377,-0.5489642,-0.1474715,-0.4014927
76,1.8749983,0.6405006,"('anxious', 'daring')",0.89408183,0.66688347,0.38331726,0.37217736,-0.13703868,-0.124459855,0.7538397,0.3887754,0.3650643
44,-1.8733096,-1.5645024,"('prejudiced', 'unprejudiced')",-0.9063747,-0.76888245,-0.5395261,-0.4670169,-1.266235,-1.3156906,-1.1463614,-1.0290231,-0.1173383
21,1.8732504,0.5179225,"('immoral', 'moral')",1.0087554,0.78271735,-0.13750286,-0.046687722,-0.7027998,-0.791016,0.5104257,0.115734,0.3946917
29,-1.8183197,-1.3758519,"('unfair', 'fair')",0.25177878,0.2526462,0.0012371428,0.035128415,-0.18682902,-0.30386746,-0.4380332,-0.3479862,-0.090047
39,1.7991083,1.5579782,"('exploitative', 'cooperative')",2.1437874,2.0498333,0.6490696,0.7506255,0.07658452,0.070137784,1.1671374,1.1071438,0.0599936
7,1.7574915,0.8849259,"('insensitive', 'sensitive')",1.1123021,0.96199816,0.13660315,0.09713153,0.66925937,0.6591126,0.918914,0.650792,0.268122
85,-1.7550508,0.4729656,"('insignificant', 'prestigious')",-0.89568925,-0.57109785,2.399625,2.3349557,0.22165614,0.21023485,-0.0073647,0.6117646,-0.6191293
25,-1.6927648,-0.893425,"('egoistic', 'altruistic')",-0.6232659,-0.6825522,0.19589749,0.07118116,1.4961025,1.416332,-0.1560077,-0.022116,-0.1338917
55,1.6121985,-0.3261429,"('incompetent', 'clever')",0.6310071,0.14773367,-0.91447693,-1.0233207,0.027528495,-0.05476862,0.3390643,-0.3141246,0.6531889
80,1.5222362,0.013291188,"('dominated', 'dominating')",0.21272172,-0.11128295,-0.88322467,-0.9556488,-0.8898192,-0.85968584,-0.0095215,-0.4783316,0.4688101
43,1.5076761,0.5704977,"('irresponsible', 'responsible')",0.9280982,0.66519856,0.13399443,0.015512198,0.24573581,0.27972177,0.7038761,0.3827326,0.3211435
5,-1.4078506,0.12084648,"('distant', 'outgoing')",-1.0855834,-0.69539833,1.3771371,1.4894094,-0.4721695,-0.49293482,-0.3971166,0.1054807,-0.5025973
59,-1.3779814,0.06867775,"('foolish', 'wise')",0.40824074,0.55997884,1.337381,1.3325115,0.19057038,0.22200322,0.1395527,0.5457928,-0.4062401
74,1.3646806,1.1755195,"('undedicated', 'dedicated')",-0.012639257,0.02936398,0.14540258,0.16627394,-0.3963913,-0.08739303,0.2752632,0.3209411,-0.0456779
72,1.3235242,0.92375857,"('unambitious', 'ambitious')",0.17506555,0.011480913,0.6545343,0.64577574,-0.5645417,-0.65641475,0.3971456,0.2311501,0.1659955
81,1.2960364,-0.09838694,"('submissive', 'aggressive')",0.30088094,0.025317155,0.29170012,0.267736,-1.0111909,-0.84148055,0.2193566,-0.1617036,0.3810602
77,1.2933538,0.08898005,"('unmotivated', 'motivated')",0.08732909,-0.31484336,1.3353381,1.218895,-1.3214473,-1.314708,0.3486435,-0.0804191,0.4290626
30,1.2921007,0.6144204,"('intolerant', 'tolerant')",0.5812508,0.59819555,0.12916851,0.19443837,0.23147209,0.30141652,0.558498,0.4271177,0.1313803
70,1.2653341,0.18092608,"('lethargic', 'energetic')",0.2914005,0.2481991,0.056397922,0.10475868,0.25234768,0.34494057,0.46637,0.2197061,0.2466639
79,-1.2021883,-0.17278755,"('wavering', 'unwavering')",-0.569367,-0.4592367,0.7152518,0.7211394,-0.23560496,-0.4077929,-0.3229771,-0.0796695,-0.2433076
65,1.1719967,-0.23034555,"('insecure', 'secure')",0.42434105,0.1692365,-0.61855227,-0.70248765,-0.281952,-0.23969054,0.1739584,-0.2508218,0.4247802
24,1.161787,0.9098352,"('dishonest', 'honest')",0.818813,0.60446596,-0.7003359,-0.498043,0.20118657,0.33942986,0.3703627,0.338922,0.0314407
1,-1.1572115,-0.2188427,"('unfriendly', 'friendly')",-1.1041816,-1.1351229,0.44244012,0.4059663,1.4966234,1.5243682,-0.0805824,0.1440922,-0.2246746
19,-1.1036313,-0.5070647,"('inhospitable', 'hospitable')",0.05870699,0.1179856,-0.4157337,-0.37376148,-0.6809469,-0.79439783,-0.5354012,-0.3893096,-0.1460916
26,-1.0415,0.053120285,"('hardhearted', 'benevolent')",-0.875191,-0.78803873,1.6965793,1.8272166,1.5306584,1.8535208,0.3276367,0.7364547,-0.408818
18,-1.0239211,-0.84469086,"('disagreeable', 'welcoming')",-0.027489489,0.014664926,0.58550835,0.5962479,-0.43110132,-0.5080757,-0.2242509,-0.1854634,-0.0387875
53,0.91289157,0.66940445,"('uncreative', 'creative')",0.50644326,0.45128563,1.5868578,1.4873649,0.95352554,1.0755057,0.9899296,0.9208902,0.0690394
78,0.865602,0.35435078,"('nonresilient', 'resilient')",-0.4005905,-0.6295626,1.2102184,0.90910333,0.46671182,0.29128647,0.5354854,0.2312945,0.3041909
17,-0.8604525,-0.59702694,"('nasty', 'nice')",-0.40020242,-0.35597876,-0.5104026,-0.4096086,-0.7760621,-0.9089526,-0.6367799,-0.5678917,-0.0688882
34,0.85595745,0.44711497,"('mean', 'honorable')",0.11641196,0.14597924,0.61321837,0.45983115,6.1228013,5.7557106,1.9270973,1.7021589,0.2249384
13,0.83812803,-0.33263862,"('impolite', 'polite')",0.40593338,0.34838834,-0.5781523,-0.5968462,-0.8154316,-0.91303766,-0.0373806,-0.3735335,0.3361529
48,0.83333707,-0.11717044,"('unintelligent', 'intelligent')",-0.34583145,-0.70235175,-0.861666,-0.86959887,0.35678807,0.32700464,-0.0043431,-0.3405291,0.336186
37,0.82954097,0.3332275,"('fake', 'genuine')",0.43092734,0.34740022,-1.3781532,-1.3873754,0.037364267,0.018807536,-0.0200802,-0.171985,0.1519048
49,-0.77867544,-0.8814728,"('unable', 'able')",-0.67254484,-0.668066,-0.7311046,-0.7752419,-0.33753365,-0.5399302,-0.6299646,-0.7161777,0.0862131
61,0.7559728,0.32110977,"('illogical', 'logical')",0.3897414,0.1722145,0.65374786,0.6656671,0.46125928,0.39587882,0.5651804,0.3887175,0.1764629
86,0.7523714,-0.2118797,"('uninfluential', 'influential')",-0.13272269,-0.4276953,-0.9308898,-1.042778,-0.5077106,-0.62424344,-0.2047379,-0.5766491,0.3719112
42,0.7436017,0.6191084,"('unreliable', 'reliable')",1.5839585,1.4961762,1.2427963,1.3201132,-3.1838288,-2.841128,0.0966319,0.1485674,-0.0519355
8,-0.7421421,0.19839676,"('unaffectionate', 'affectionate')",-0.88682574,-0.76731694,0.104682475,0.06640716,0.7368937,0.5408769,-0.1968479,0.009591,-0.2064389
11,0.7220419,0.09879982,"('unhelpful', 'helpful')",-0.014313759,-0.024463186,-0.50476646,-0.47212085,1.6979518,1.9506687,0.4752284,0.3882211,0.0870073
14,0.7132007,-0.27768147,"('antisocial', 'social')",0.13651937,-0.103370726,1.0503005,1.0943809,-0.3641405,-0.40035155,0.38397,0.0782443,0.3057257
3,0.6952991,-0.19428067,"('repellent', 'pleasant')",0.27197328,0.13760783,-0.1905095,-0.24185415,0.8536212,0.71306115,0.407596,0.1036335,0.3039625
51,0.6647239,-0.39408642,"('uneducated', 'educated')",0.2810811,0.22221956,-0.40673006,-0.47740078,0.22726439,0.1693793,0.1915848,-0.1199721,0.3115569
15,-0.6358058,-0.073085584,"('boring', 'funny')",0.51662743,0.5849265,-0.1662874,0.009333048,-0.40704948,-0.4099846,-0.1731288,0.0277973,-0.2009261
50,-0.61275613,-0.29798132,"('clumsy', 'skillful')",0.8019836,0.70022666,1.4281098,1.318253,0.20541196,0.15153152,0.4556873,0.4680074,-0.0123201
54,-0.60756254,-0.09402004,"('incapable', 'capable')",0.071855694,0.07225002,1.7025558,1.693147,0.73349804,0.6130078,0.4750867,0.5710962,-0.0960095
64,0.59596986,0.23630387,"('shy', 'confident')",0.58555543,0.31198907,0.7354471,0.7140694,-6.843346,-6.1207185,-1.2315934,-1.214589,-0.0170044
27,-0.58823436,-0.23500994,"('hardhearted', 'softhearted')",-0.65431404,-0.62700194,0.07299702,-0.030544609,1.3265896,0.9869061,0.0392595,0.0235874,0.0156721
84,0.58561236,0.8184003,"('inferior', 'superior')",0.021067793,-0.089382954,0.54451215,0.46659777,0.6683044,0.66949445,0.4548742,0.4662774,-0.0114032
57,0.5407498,-0.19013669,"('unimaginative', 'imaginative')",-0.072377674,-0.058850992,0.32465383,0.28240198,-3.3802612,-2.9570851,-0.6468088,-0.7309177,0.0841089
41,-0.51903987,-0.45731896,"('unforgiving', 'forgiving')",-0.361767,-0.1796354,0.29987803,0.27637374,-0.22546586,-0.07377482,-0.2015987,-0.1085889,-0.0930098
32,0.4870156,0.18664412,"('unkind', 'kind')",0.27262005,0.087772876,-0.39324456,-0.387054,0.9115053,1.0624993,0.3194741,0.2374656,0.0820085
28,0.45450062,0.097165346,"('disloyal', 'loyal')",0.27154285,0.1472234,-0.09280928,-0.047525525,1.0300354,0.9838775,0.4158174,0.2951852,0.1206322
33,-0.42510086,0.36966336,"('wrong', 'right')",1.2548362,1.207823,1.6814823,1.6855097,-0.8644867,-0.91493845,0.4116827,0.5870144,-0.1753317
58,0.40489036,0.28763205,"('undiscriminating', 'discriminating')",0.4915173,0.43162355,0.87671167,0.73738575,0.1184549,0.21222939,0.4728936,0.4172177,0.0556759
9,0.3808038,0.9079389,"('unaffectionate', 'caring')",-0.37617594,-0.28707865,0.7979054,0.7367741,1.3847104,1.2438989,0.5468109,0.6503833,-0.1035724
83,0.371124,0.26942298,"('powerless', 'powerful')",-0.13650356,-0.15175304,1.5027704,1.4351217,-1.0004146,-0.9540719,0.1842441,0.1496799,0.0345642
38,-0.37083155,-0.061595544,"('untruthful', 'truthful')",0.20316216,0.20905778,-0.084292844,-0.12470438,-0.42914632,-0.22792663,-0.1702771,-0.0512922,-0.1189849
20,0.35974097,-0.10356933,"('rough', 'thoughtful')",-0.6005093,-0.709211,1.0252279,0.9606301,0.70679927,0.59221226,0.3728147,0.1850155,0.1877992
22,0.3420118,-0.28883028,"('untrustworthy', 'trustworthy')",0.8464341,0.79748696,-0.996324,-0.78497946,-1.1864637,-1.010541,-0.2485854,-0.321716,0.0731306
66,-0.28578725,-0.014695048,"('inactive', 'active')",0.68456477,0.55464596,2.3127642,1.9893821,1.2014012,0.9494764,0.9782357,0.8697024,0.1085333
68,0.26796606,-0.38410702,"('dependent', 'independent')",0.110471725,-0.08366574,-1.1001066,-1.2740349,-1.0350921,-1.2952266,-0.4391902,-0.7592586,0.3200684
2,0.25336072,0.37040854,"('unlikable', 'likable')",0.881707,1.016665,2.3284516,2.4113257,0.7081793,0.93242216,1.0429246,1.1827054,-0.1397808
73,0.20060249,1.0194087,"('helpless', 'self-reliant')",0.6885758,1.0474623,0.74393296,0.8970519,-3.8334632,-3.5809917,-0.550088,-0.1542672,-0.3958208
82,-0.1415439,-0.80211323,"('poor', 'rich')",-0.058874704,-0.19844294,-0.28507477,-0.36676428,6.6679106,6.2268305,1.5456043,1.2148775,0.3307268
88,0.1246222,0.20831266,"('low', 'eminent')",-0.73182946,-0.8862336,-0.303543,-0.3452215,-0.1799622,-0.10899183,-0.2726781,-0.2830336,0.0103555
0,0.102774546,-1.0581188,"('unsociable', 'sociable')",-0.7402624,-1.0698532,-0.25570577,-0.35597318,-0.52798325,-0.6109336,-0.3552942,-0.7737197,0.4184255
47,-0.08467506,-0.20192422,"('stupid', 'smart')",0.31440884,0.4042138,0.63052773,0.68886745,5.769573,5.4637423,1.6574587,1.5887249,0.0687338
71,0.06807852,0.67433685,"('diffident', 'self-confident')",1.1762391,1.1897289,1.5102229,1.41459,0.6305092,0.5133797,0.8462624,0.9480088,-0.1017464
87,-0.022184283,-0.26402405,"('unsuccessful', 'successful')",0.80042076,0.6013141,1.1214957,0.97890943,0.67063475,0.68436897,0.6425917,0.5001421,0.1424496
45,0.010677047,-0.80701345,"('incompetent', 'competent')",0.20129383,0.009313949,-1.3442075,-1.3683591,-0.5569355,-0.49537605,-0.4222931,-0.6653587,0.2430656
67,-0.001560919,0.05830499,"('doubtful', 'determined')",0.60052407,0.636492,0.7868534,0.77931064,-0.5070836,-0.543166,0.2196832,0.2327354,-0.0130522
40,0.0009470694,0.044643268,"('stingy', 'generous')",-0.026934136,-0.048340254,0.62511796,0.682906,-2.1267502,-1.9572105,-0.3819048,-0.3195004,-0.0624044
