,rockwell_male,rockwell_female,tuple,collins_male,collins_female,inc_male,inc_female,average_male,average_female,male-female
65,-1.0130855,-0.75760615,"('insecure', 'secure')",-0.6853518,-0.21929961,-0.17181163,-0.07839001,-0.6234163,-0.3517653,-0.271651
5,0.98003864,0.34359115,"('distant', 'outgoing')",1.0268158,0.31663287,-0.6423823,-1.0062464,0.4548241,-0.1153408,0.5701649
16,-0.94403934,-1.092569,"('unpopular', 'popular')",-0.868549,-0.85025936,0.29442862,0.1621756,-0.5060532,-0.5935509,0.0874977
2,0.91716367,0.67027056,"('unlikable', 'likable')",1.2762554,1.1175251,0.69591326,0.07299236,0.9631108,0.6202627,0.3428481
8,0.9120442,0.33845907,"('unaffectionate', 'affectionate')",0.6607406,-0.1072917,-0.39184067,-0.909209,0.3936481,-0.2260139,0.619662
30,-0.8993042,-0.6669732,"('intolerant', 'tolerant')",-1.0618732,-0.8771964,0.8280061,0.84225667,-0.3777238,-0.233971,-0.1437528
35,0.89258707,0.39571288,"('corrupt', 'incorrupt')",0.7042456,0.22457935,-0.7497372,-1.0463185,0.2823652,-0.1420088,0.424374
72,-0.85814804,-0.46984783,"('unambitious', 'ambitious')",-0.39271015,-0.255799,-1.1682088,-1.3785864,-0.8063556,-0.7014111,-0.1049445
45,-0.83305746,-0.7544248,"('incompetent', 'competent')",0.50499475,0.7824136,-0.09617704,-0.20517823,-0.1414133,-0.0590631,-0.0823502
55,-0.795813,-0.16748506,"('incompetent', 'clever')",-0.47125655,0.33006278,0.20351955,0.260713,-0.3545167,0.1410969,-0.4956136
42,-0.74548894,-0.11758385,"('unreliable', 'reliable')",-0.21621992,0.26682955,-2.1062713,-2.143323,-1.02266,-0.6646924,-0.3579676
60,-0.7330958,0.109308966,"('inefficient', 'efficient')",0.62594473,1.3244967,0.66357774,0.86750317,0.1854755,0.767103,-0.5816275
14,-0.72433186,-0.29069307,"('antisocial', 'social')",0.40630156,0.6876017,-0.85840726,-0.9924627,-0.3921459,-0.198518,-0.1936279
61,0.7215343,0.48206997,"('illogical', 'logical')",1.2175205,1.1079731,0.1325359,-0.14971218,0.6905302,0.4801103,0.2104199
44,-0.70764047,-0.4608615,"('prejudiced', 'unprejudiced')",-0.39622518,-0.21903288,-1.4056474,-1.4307728,-0.8365043,-0.7035557,-0.1329486
64,-0.68448675,-0.73654747,"('shy', 'confident')",-0.64868075,-0.32205218,-5.2188463,-5.4717913,-2.1840046,-2.1767969,-0.0072077
27,-0.6700846,-0.38051674,"('hardhearted', 'softhearted')",-0.6012437,-0.5139438,0.77646124,0.7563125,-0.1649557,-0.0460494,-0.1189063
68,-0.6641592,-0.39039442,"('dependent', 'independent')",-0.61439365,-0.24024911,-0.29889816,-0.22668363,-0.525817,-0.2857757,-0.2400413
54,0.66385835,0.35351664,"('incapable', 'capable')",1.3619168,0.8445521,0.9585276,0.8260938,0.9947676,0.6747208,0.3200468
39,0.6608041,0.61499953,"('exploitative', 'cooperative')",1.4354626,1.3205553,-0.065206155,-0.17549472,0.6770202,0.5866867,0.0903335
84,0.6298465,0.61359847,"('inferior', 'superior')",0.55512196,0.36868256,1.23983,1.4211067,0.8082662,0.8011293,0.0071369
12,0.62268233,0.7873361,"('unsupportive', 'supportive')",0.7371039,0.80700475,-1.2594467,-1.5396926,0.0334465,0.0182161,0.0152304
50,-0.61903447,-0.85457724,"('clumsy', 'skillful')",-0.49884963,-0.5117645,0.16146417,0.17033839,-0.3188067,-0.3986678,0.0798611
24,0.61897975,0.70276237,"('dishonest', 'honest')",0.17584932,0.06051693,0.6576438,0.35565954,0.4841576,0.3729796,0.111178
29,0.5931743,0.5095293,"('unfair', 'fair')",0.35407996,0.48073208,-0.7401849,-0.96577096,0.0690231,0.0081635,0.0608596
88,0.5921002,0.33119547,"('low', 'eminent')",0.20143482,0.051040955,0.27347627,0.0035912916,0.3556704,0.1286092,0.2270612
19,0.5739176,0.15202028,"('inhospitable', 'hospitable')",0.14335665,-0.27732292,-0.18349443,-0.20192637,0.1779266,-0.1090763,0.2870029
74,0.569353,0.70569754,"('undedicated', 'dedicated')",1.2603657,1.2947779,0.9237446,0.6324362,0.9178211,0.8776372,0.0401839
15,0.568564,0.3897102,"('boring', 'funny')",-0.025508277,-0.15350337,0.11891584,-0.14087307,0.2206572,0.0317779,0.1888793
31,0.56442183,-0.15822625,"('evil', 'good')",0.4063946,-0.10336497,-1.7757581,-2.2664769,-0.2683139,-0.8426894,0.5743755
83,0.54630804,0.2974791,"('powerless', 'powerful')",0.6830774,0.6194497,-0.5085956,-0.37651798,0.2402633,0.1801369,0.0601264
87,0.5355846,0.6798611,"('unsuccessful', 'successful')",1.5702704,1.4941293,0.9784541,0.73893285,1.028103,0.9709744,0.0571286
18,-0.5109234,-0.272791,"('disagreeable', 'welcoming')",-1.01556,-1.0531862,-0.88288367,-1.1946435,-0.8031224,-0.8402069,0.0370845
21,-0.49889433,-0.31985816,"('immoral', 'moral')",0.33404598,0.8302656,-0.8924301,-0.6516602,-0.3524262,-0.0470843,-0.3053419
75,-0.47591442,-0.61106277,"('meek', 'impulsive')",-0.27053326,-0.33465677,-0.30858585,-0.38483012,-0.3516779,-0.4435166,0.0918387
62,-0.46511966,0.10883951,"('incompetent', 'brilliant')",-0.11961947,0.3452318,0.31579342,0.3507387,-0.0896486,0.26827,-0.3579186
0,-0.4569821,-0.14799123,"('unsociable', 'sociable')",0.36376575,0.6357438,-0.36887455,-0.42515567,-0.1540303,0.0208656,-0.1748959
13,-0.45411244,-0.030925397,"('impolite', 'polite')",-0.20216584,-0.08493067,0.1080918,0.25317696,-0.1827288,0.0457736,-0.2285024
51,-0.44585538,-0.34355527,"('uneducated', 'educated')",0.08250736,0.3612204,1.1901423,1.027925,0.2755981,0.3485301,-0.072932
82,-0.43175244,-0.44941336,"('poor', 'rich')",-0.8430219,-0.78390443,5.61841,6.06632,1.4478785,1.6110007,-0.1631222
38,-0.42496902,-0.5766799,"('untruthful', 'truthful')",0.15656158,-0.08362014,-0.2952614,-0.4496703,-0.1878896,-0.3699901,0.1821005
66,0.39989808,0.07051365,"('inactive', 'active')",0.46279082,-0.16068354,0.97103196,0.7907171,0.6112403,0.2335157,0.3777246
76,-0.38985512,0.39913556,"('anxious', 'daring')",0.40130994,1.1661623,1.1894809,1.5437113,0.4003119,1.0363364,-0.6360245
46,-0.38686827,-0.13576245,"('uncompetitive', 'competitive')",0.48027486,0.98771995,0.96238196,1.2761037,0.3519295,0.7093538,-0.3574243
86,0.3755579,0.34143138,"('uninfluential', 'influential')",0.83272773,0.8206727,0.43616933,0.31497443,0.5481517,0.4923595,0.0557922
43,-0.36548126,0.09491427,"('irresponsible', 'responsible')",-0.17676961,0.2628585,0.65142846,0.6980041,0.0363925,0.3519256,-0.3155331
34,0.36471868,0.387454,"('mean', 'honorable')",0.49001193,0.46867618,5.4990964,5.953208,2.1179423,2.2697794,-0.1518371
80,-0.34155107,0.100814626,"('dominated', 'dominating')",-0.061383247,0.32180184,-0.6261543,-0.50001156,-0.3430295,-0.0257984,-0.3172311
11,-0.3227666,-0.13663235,"('unhelpful', 'helpful')",0.06565077,0.20803806,2.2049236,2.2898948,0.6492693,0.7871002,-0.1378309
52,0.31131622,-0.6858152,"('irrational', 'rational')",-0.57594424,-1.2414699,-0.8463799,-1.4928576,-0.370336,-1.1400476,0.7697116
22,-0.3039736,-0.1812743,"('untrustworthy', 'trustworthy')",0.4130988,0.6465317,-0.9258052,-1.075507,-0.2722267,-0.2034165,-0.0688102
6,0.30293378,-0.3543155,"('distant', 'open')",0.6232369,-0.14943463,0.11201704,-0.26731956,0.3460626,-0.2570232,0.6030858
28,-0.2952552,-0.42327914,"('disloyal', 'loyal')",-0.10321758,-0.3182202,0.85273063,0.7707567,0.1514193,0.0097525,0.1416668
47,0.287803,0.017459096,"('stupid', 'smart')",0.47061196,0.31441152,4.5009723,4.7498837,1.753129,1.6939181,0.0592109
7,-0.2671643,-0.07467015,"('insensitive', 'sensitive')",-0.3229922,-0.14890432,0.70030636,0.588082,0.0367166,0.1215025,-0.0847859
63,0.26519462,0.5554662,"('unperceptive', 'insightful')",1.0268636,1.2740672,1.6714139,1.7779406,0.987824,1.2024913,-0.2146673
73,0.24829935,0.2602646,"('helpless', 'self-reliant')",-0.27721623,-0.1376575,-2.8804705,-2.9863393,-0.9697958,-0.9545774,-0.0152184
56,0.24148615,0.7092949,"('impractical', 'practical')",0.9320806,1.4188528,0.46146917,0.43729818,0.545012,0.8551486,-0.3101366
20,0.24000168,0.3124676,"('rough', 'thoughtful')",0.9900308,1.1815668,1.1228869,1.0578742,0.7843064,0.8506362,-0.0663298
67,0.23506473,0.46791005,"('doubtful', 'determined')",0.27527198,0.36099994,-0.47612107,-0.44904977,0.0114052,0.1266201,-0.1152149
4,-0.21791953,-0.6938674,"('disliked', 'liked')",0.7168303,0.37610048,-5.042424,-5.887611,-1.5145044,-2.0684592,0.5539548
23,-0.2128329,-0.117525436,"('insincere', 'sincere')",0.0075387545,-0.12014139,5.064349,5.105351,1.619685,1.6225615,-0.0028765
32,0.157812,-0.016452573,"('unkind', 'kind')",0.13284603,0.007944696,0.81133527,0.6380998,0.3673311,0.209864,0.1574671
48,-0.14623761,-0.19802359,"('unintelligent', 'intelligent')",-0.023601748,0.28631532,0.32073227,0.2892564,0.0502976,0.1258494,-0.0755518
59,0.1065021,-0.5676005,"('foolish', 'wise')",0.1068939,-0.46791515,-0.19662215,-0.6951549,0.0055913,-0.5768902,0.5824815
78,0.057122715,0.20761468,"('nonresilient', 'resilient')",0.56774807,0.8709165,0.99945426,1.4050844,0.5414417,0.8278718,-0.2864301
41,0.037445605,0.0623016,"('unforgiving', 'forgiving')",1.0602592,1.1426673,-0.21164636,-0.7278191,0.2953528,0.1590499,0.1363029
79,-0.0067892373,-0.32436344,"('wavering', 'unwavering')",0.27997476,-0.1838781,-0.032887585,-0.21525103,0.0800993,-0.2411642,0.3212635
49,0.0056013837,-0.3495325,"('unable', 'able')",0.3581835,0.28266886,-0.34489304,-0.28560057,0.0062973,-0.1174881,0.1237854
40,0.004914023,0.19266263,"('stingy', 'generous')",-0.5847576,-0.24556902,-1.1538883,-1.4615237,-0.5779107,-0.50481,-0.0731007
37,0.0005546026,0.17332509,"('fake', 'genuine')",-0.053319737,0.12491502,0.24513683,0.34909382,0.0641239,0.215778,-0.1516541
