,assurant_male,assurant_female,tuple,inc_male,inc_female,average_male,average_female,male-female
38,-1.0170826,-0.9630838,"('untruthful', 'truthful')",-0.41823038,-0.16422951,-0.7176565,-0.5636567,-0.1539998
13,-1.0024598,-0.7850988,"('impolite', 'polite')",-0.9938719,-0.82204175,-0.9981658,-0.8035703,-0.1945955
77,-0.9440259,-1.0623779,"('unmotivated', 'motivated')",-1.2319479,-1.1634178,-1.0879869,-1.1128979,0.024911
3,-0.9422674,-0.95738417,"('repellent', 'pleasant')",0.038370185,0.09143694,-0.4519486,-0.4329736,-0.018975
55,-0.94176906,-0.84080034,"('incompetent', 'clever')",-0.03289429,0.041999623,-0.4873317,-0.3994004,-0.0879313
44,0.9103153,0.87563354,"('prejudiced', 'unprejudiced')",-1.4222322,-1.4813046,-0.2559584,-0.3028356,0.0468772
18,-0.90678513,-0.8708806,"('disagreeable', 'welcoming')",-0.15045673,-0.15340962,-0.528621,-0.5121451,-0.0164759
73,0.8877146,1.0464561,"('helpless', 'self-reliant')",-2.821059,-2.5897658,-0.9666722,-0.7716548,-0.1950174
6,-0.87566495,-0.9437899,"('distant', 'open')",0.6212335,0.7083237,-0.1272157,-0.1177331,-0.0094826
45,-0.8456762,-0.8231465,"('incompetent', 'competent')",-0.16796356,-0.008199067,-0.5068198,-0.4156728,-0.091147
63,-0.8305962,-0.70656025,"('unperceptive', 'insightful')",0.6235489,0.88278085,-0.1035236,0.0881103,-0.1916339
32,-0.82589763,-0.7901916,"('unkind', 'kind')",0.7907011,0.7728378,-0.0175983,-0.0086769,-0.0089214
2,0.77664745,0.87826604,"('unlikable', 'likable')",0.43526506,0.653574,0.6059563,0.76592,-0.1599637
61,-0.7754769,-0.7572939,"('illogical', 'logical')",0.20320024,0.13409717,-0.2861383,-0.3115984,0.0254601
72,-0.76235545,-0.5182718,"('unambitious', 'ambitious')",-0.80859864,-0.4882337,-0.785477,-0.5032527,-0.2822243
31,-0.75156856,-0.9608637,"('evil', 'good')",-0.64561176,-0.82169193,-0.6985902,-0.8912778,0.1926876
24,-0.73214144,-0.64983106,"('dishonest', 'honest')",0.643304,0.72137916,-0.0444187,0.0357741,-0.0801928
62,-0.7020289,-0.37121996,"('incompetent', 'brilliant')",-0.11927204,0.46466303,-0.4106505,0.0467215,-0.457372
10,-0.7001251,-0.6846837,"('unsympathetic', 'sympathetic')",-0.38247746,-0.39354053,-0.5413013,-0.5391121,-0.0021892
52,-0.6984453,-0.716619,"('irrational', 'rational')",0.2805376,0.2075141,-0.2089539,-0.2545525,0.0455986
50,0.671645,0.8452688,"('clumsy', 'skillful')",0.33881128,0.5905193,0.5052282,0.7178941,-0.2126659
51,-0.6604805,-0.69976854,"('uneducated', 'educated')",0.38667077,0.19307774,-0.1369049,-0.2533454,0.1164405
7,-0.65386057,-0.47617647,"('insensitive', 'sensitive')",0.80413294,0.8621423,0.0751362,0.1929829,-0.1178467
16,-0.6153043,-0.5214478,"('unpopular', 'popular')",0.48136583,0.47404015,-0.0669692,-0.0237038,-0.0432654
42,0.6134269,0.70411694,"('unreliable', 'reliable')",-2.791753,-2.534894,-1.0891631,-0.9153885,-0.1737746
84,0.54674834,0.6015414,"('inferior', 'superior')",0.9626222,0.9884843,0.7546853,0.7950128,-0.0403275
67,0.50199574,0.5799541,"('doubtful', 'determined')",-0.67156637,-0.5494048,-0.0847853,0.0152746,-0.1000599
4,-0.49937597,-0.538279,"('disliked', 'liked')",-6.374174,-6.1630588,-3.436775,-3.3506689,-0.0861061
14,-0.483645,-0.27164233,"('antisocial', 'social')",-0.9611692,-0.85417366,-0.7224071,-0.562908,-0.1594991
49,-0.4775782,-0.23398052,"('unable', 'able')",-0.3820939,-0.0336871,-0.429836,-0.1338338,-0.2960022
20,0.4713615,0.54271424,"('rough', 'thoughtful')",1.3825573,1.366181,0.9269594,0.9544476,-0.0274882
26,0.4601585,0.2384592,"('hardhearted', 'benevolent')",1.8876342,1.8112655,1.1738963,1.0248623,0.149034
29,-0.45795178,-0.487042,"('unfair', 'fair')",-0.2302851,-0.4209323,-0.3441184,-0.4539872,0.1098688
70,-0.44892976,-0.20695993,"('lethargic', 'energetic')",0.23979175,0.4848851,-0.104569,0.1389626,-0.2435316
22,-0.43612847,-0.35176855,"('untrustworthy', 'trustworthy')",-1.170824,-0.94169605,-0.8034763,-0.6467323,-0.156744
83,-0.42084786,-0.45304254,"('powerless', 'powerful')",-0.8964333,-0.970816,-0.6586406,-0.7119293,0.0532887
54,-0.4118793,-0.37609908,"('incapable', 'capable')",1.1484321,1.3217952,0.3682764,0.4728481,-0.1045717
41,-0.40843973,-0.40462884,"('unforgiving', 'forgiving')",-0.015816886,-0.06409079,-0.2121283,-0.2343598,0.0222315
48,-0.38402396,-0.41677666,"('unintelligent', 'intelligent')",0.64221483,0.6761354,0.1290954,0.1296794,-0.000584
58,-0.37796956,-0.34722844,"('undiscriminating', 'discriminating')",0.28656763,0.15684415,-0.045701,-0.0951921,0.0494911
59,-0.36218908,-0.25789613,"('foolish', 'wise')",0.48886016,0.71886384,0.0633355,0.2304839,-0.1671484
65,-0.3603296,-0.2419478,"('insecure', 'secure')",-0.9542303,-0.76552373,-0.65728,-0.5037358,-0.1535442
36,-0.34660882,-0.60923195,"('hostile', 'amicable')",0.36923274,0.1621539,0.011312,-0.223539,0.234851
82,-0.31964386,-0.12910444,"('poor', 'rich')",5.872456,6.036186,2.776406,2.9535408,-0.1771348
60,-0.31516248,-0.12687501,"('inefficient', 'efficient')",-0.3207481,-0.057015628,-0.3179553,-0.0919453,-0.22601
78,-0.2841384,-0.3138395,"('nonresilient', 'resilient')",0.22279257,0.24571823,-0.0306729,-0.0340606,0.0033877
47,-0.28015622,0.012458425,"('stupid', 'smart')",5.158572,5.482908,2.439208,2.747683,-0.308475
21,-0.2674697,-0.22588553,"('immoral', 'moral')",-0.84217954,-0.783584,-0.5548246,-0.5047348,-0.0500898
56,-0.20351179,-0.12986575,"('impractical', 'practical')",-0.5085029,-0.23073667,-0.3560073,-0.1803012,-0.1757061
39,-0.19910158,-0.11249088,"('exploitative', 'cooperative')",-0.16330318,-0.090650305,-0.1812024,-0.1015706,-0.0796318
81,0.18290548,0.3165153,"('submissive', 'aggressive')",-0.96614367,-0.8379603,-0.3916191,-0.2607225,-0.1308966
68,-0.17292413,-0.15227191,"('dependent', 'independent')",-0.4416124,-0.50987506,-0.3072683,-0.3310735,0.0238052
76,0.16263114,0.419076,"('anxious', 'daring')",0.0033017732,0.07600056,0.0829665,0.2475383,-0.1645718
17,-0.15731272,-0.2107328,"('nasty', 'nice')",-0.42972648,-0.4098265,-0.2935196,-0.3102796,0.01676
30,-0.14859769,-0.08737588,"('intolerant', 'tolerant')",1.1013501,1.144651,0.4763762,0.5286376,-0.0522614
37,0.14319488,0.21780646,"('fake', 'genuine')",0.72884375,0.7366177,0.4360193,0.4772121,-0.0411928
40,-0.1367104,-0.14466886,"('stingy', 'generous')",-1.0870924,-1.1449943,-0.6119014,-0.6448315,0.0329301
64,-0.12917256,-0.11521549,"('shy', 'confident')",-6.9129915,-6.618132,-3.5210819,-3.3666737,-0.1544082
15,-0.10388777,-0.22343022,"('boring', 'funny')",0.22683172,0.20444782,0.061472,-0.0094912,0.0709632
75,-0.089701846,0.07835525,"('meek', 'impulsive')",-0.47014648,-0.21778484,-0.2799242,-0.0697148,-0.2102094
88,-0.06832054,-0.1400503,"('low', 'eminent')",0.32636893,0.26486814,0.1290242,0.0624089,0.0666153
80,-0.06630097,-0.05603125,"('dominated', 'dominating')",-1.3214839,-1.3841293,-0.6938924,-0.7200803,0.0261879
85,0.06512608,-0.1914654,"('insignificant', 'prestigious')",0.9793348,0.7515424,0.5222304,0.2800385,0.2421919
27,0.057961818,-0.07132571,"('hardhearted', 'softhearted')",1.8595535,1.5892535,0.9587576,0.7589639,0.1997937
34,0.048323788,0.17365861,"('mean', 'honorable')",5.709048,5.6911902,2.8786857,2.9324245,-0.0537388
74,-0.047509305,0.021445937,"('undedicated', 'dedicated')",0.15601677,0.14560941,0.0542537,0.0835277,-0.029274
79,-0.036837928,-0.2425036,"('wavering', 'unwavering')",0.22275001,0.17992952,0.092956,-0.031287,0.124243
25,0.014117767,-0.03805174,"('egoistic', 'altruistic')",1.7994908,1.7758075,0.9068043,0.8688779,0.0379264
87,-0.013153806,0.07065747,"('unsuccessful', 'successful')",0.7493729,0.9051563,0.3681096,0.4879069,-0.1197973
66,0.0039299205,-0.14853552,"('inactive', 'active')",1.1636125,0.998361,0.5837712,0.4249128,0.1588584
33,-0.0010447428,-0.13130964,"('wrong', 'right')",-0.25501788,-0.2728557,-0.1280313,-0.2020827,0.0740514
